module,category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
1,Organismal Systems,Immune system,hsa04610,Complement and coagulation cascades,13/40,88/9512,0.14772727272727273,35.12954545454546,20.901451342772024,1.4247811012651324e-17,1.709737321518159e-15,1.6497465383069955e-15,2155/7035/5624/2159/5104/5627/1361/5340/716/3818/5345/2165/2161,13
1,Organismal Systems,Digestive system,hsa04979,Cholesterol metabolism,4/40,51/9512,0.0784313725490196,18.65098039215686,8.213110031305453,5.8103089744392794e-5,0.0034861853846635676,0.003363863090464846,3949/341/3931/27329,4
