component,side,name,weight,abs_w,rank
1,metabolites,fid_23436,-2.9764304916038977,2.9764304916038977,1
1,metabolites,fid_23434,1.2432645339856376,1.2432645339856376,2
1,metabolites,fid_23550,-1.1787760675674892,1.1787760675674892,3
1,metabolites,fid_23567,-1.0698290608652103,1.0698290608652103,4
1,metabolites,fid_23578,1.0064894307043666,1.0064894307043666,5
1,metabolites,fid_23571,-0.96122059113284,0.96122059113284,6
1,metabolites,fid_23543,0.9384992478634832,0.9384992478634832,7
1,metabolites,fid_23576,-0.9284931245766609,0.9284931245766609,8
1,metabolites,fid_23570,0.8732778886757936,0.8732778886757936,9
1,metabolites,fid_23574,0.8697000835901895,0.8697000835901895,10
1,metabolites,fid_23542,-0.8148704585942499,0.8148704585942499,11
1,metabolites,fid_23529,-0.7620840023504759,0.7620840023504759,12
1,metabolites,fid_23433,-0.7456005670104785,0.7456005670104785,13
1,metabolites,fid_23481,-0.7316991751809795,0.7316991751809795,14
1,metabolites,fid_23511,0.7114163097503667,0.7114163097503667,15
1,metabolites,fid_23495,0.6741725116635596,0.6741725116635596,16
1,metabolites,fid_23502,-0.642690352222008,0.642690352222008,17
1,metabolites,fid_23575,-0.6321087366386253,0.6321087366386253,18
1,metabolites,fid_23539,-0.616537980493901,0.616537980493901,19
1,metabolites,fid_23530,-0.5905874948849218,0.5905874948849218,20
1,metabolites,fid_23437,0.5524467992735521,0.5524467992735521,21
1,metabolites,fid_23553,-0.551824127251835,0.551824127251835,22
1,metabolites,fid_23506,0.541938493019971,0.541938493019971,23
1,metabolites,fid_23483,0.4951822699387642,0.4951822699387642,24
1,metabolites,fid_23443,0.47617545145449064,0.47617545145449064,25
