component,side,name,weight,abs_w,rank
2,metabolites,fid_23560,2.572569100229512,2.572569100229512,1
2,metabolites,fid_23562,-1.7422864755614418,1.7422864755614418,2
2,metabolites,fid_23404,-1.6925382397068864,1.6925382397068864,3
2,metabolites,fid_23571,-1.5948047882996172,1.5948047882996172,4
2,metabolites,fid_23546,-1.5464513040751564,1.5464513040751564,5
2,metabolites,fid_23567,-1.2653526655042522,1.2653526655042522,6
2,metabolites,fid_23418,-1.2199440124576637,1.2199440124576637,7
2,metabolites,fid_23563,1.2174446534489056,1.2174446534489056,8
2,metabolites,fid_23507,-1.2038545062957273,1.2038545062957273,9
2,metabolites,fid_23481,-1.1345045018242172,1.1345045018242172,10
2,metabolites,fid_23539,1.097048862773273,1.097048862773273,11
2,metabolites,fid_23561,-1.0871471070929106,1.0871471070929106,12
2,metabolites,fid_23550,1.0618308163842838,1.0618308163842838,13
2,metabolites,fid_23492,1.0453423752693736,1.0453423752693736,14
2,metabolites,fid_23572,0.9482809424761743,0.9482809424761743,15
2,metabolites,fid_23566,-0.9445326612795437,0.9445326612795437,16
2,metabolites,fid_23483,0.9374967956236359,0.9374967956236359,17
2,metabolites,fid_23564,0.8986528358504577,0.8986528358504577,18
2,metabolites,fid_23414,0.8814994993133874,0.8814994993133874,19
2,metabolites,fid_23516,0.8712311261367249,0.8712311261367249,20
2,metabolites,fid_23493,-0.8708829256174488,0.8708829256174488,21
2,metabolites,fid_23529,0.8668431430677834,0.8668431430677834,22
2,metabolites,fid_23437,-0.8522750033289324,0.8522750033289324,23
2,metabolites,fid_23525,-0.8347516063340916,0.8347516063340916,24
2,metabolites,fid_23406,-0.7990547534029596,0.7990547534029596,25
