component,side,name,weight,abs_w,rank
1,proteins,NOTCH3,-0.16894743077778898,0.16894743077778898,1
1,proteins,SERPINE1,0.16383427415957866,0.16383427415957866,2
1,proteins,HGF,0.1561185866424056,0.1561185866424056,3
1,proteins,CA14,-0.15196751530840819,0.15196751530840819,4
1,proteins,PDGFA,-0.13005223996439016,0.13005223996439016,5
1,proteins,GALNT2,-0.12547285034930122,0.12547285034930122,6
1,proteins,HYOU1,0.12179656596862101,0.12179656596862101,7
1,proteins,FABP4,0.11775287667022374,0.11775287667022374,8
1,proteins,ST6GAL1,0.1159831009293293,0.1159831009293293,9
1,proteins,SELE,0.11168960241733009,0.11168960241733009,10
1,proteins,TNFSF10,-0.10882127833769237,0.10882127833769237,11
1,proteins,RTN4R,0.10749692902992213,0.10749692902992213,12
1,proteins,HPCAL1,0.09038032026633219,0.09038032026633219,13
1,proteins,CASP3,-0.08477231453784569,0.08477231453784569,14
1,proteins,IL16,0.08046694422617785,0.08046694422617785,15
1,proteins,PCSK9,0.07531509469116053,0.07531509469116053,16
1,proteins,DAB2,0.0742888829097528,0.0742888829097528,17
1,proteins,CCL16,0.06975617288497579,0.06975617288497579,18
1,proteins,ITGAV,-0.06626944898295213,0.06626944898295213,19
1,proteins,IL18R1,0.06487287460297526,0.06487287460297526,20
1,proteins,SMOC1,0.06339134916178618,0.06339134916178618,21
1,proteins,PRDX5,-0.06297085145548133,0.06297085145548133,22
1,proteins,PGF,0.06141188914630173,0.06141188914630173,23
1,proteins,TNFRSF11A,0.061152840627181966,0.061152840627181966,24
1,proteins,ENG,-0.06100543286552378,0.06100543286552378,25
