component,side,name,weight,abs_w,rank
9,proteins,PCSK9,0.29199616969238973,0.29199616969238973,1
9,proteins,GALNT2,-0.2732808773070177,0.2732808773070177,2
9,proteins,NPY,0.2613896530842387,0.2613896530842387,3
9,proteins,LTBP2,0.21934344402362363,0.21934344402362363,4
9,proteins,CA14,0.21542166065605928,0.21542166065605928,5
9,proteins,DKK3,-0.20171088999876702,0.20171088999876702,6
9,proteins,FABP4,-0.1911841452213911,0.1911841452213911,7
9,proteins,ADM,-0.1857385082233355,0.1857385082233355,8
9,proteins,WIF1,-0.18438116739669924,0.18438116739669924,9
9,proteins,PGF,0.18406351965658344,0.18406351965658344,10
9,proteins,PDGFA,-0.1825667229120875,0.1825667229120875,11
9,proteins,HGF,-0.1823675172784994,0.1823675172784994,12
9,proteins,CXCL17,-0.17943778195860302,0.17943778195860302,13
9,proteins,SERPINA11,0.178584806076497,0.178584806076497,14
9,proteins,ESAM,0.16801498853732963,0.16801498853732963,15
9,proteins,GDF15,-0.1646174655950364,0.1646174655950364,16
9,proteins,DAB2,0.1603148758538107,0.1603148758538107,17
9,proteins,CPA1,-0.1597830458813716,0.1597830458813716,18
9,proteins,CD79B,0.15289297263550394,0.15289297263550394,19
9,proteins,KYNU,-0.15100654361803237,0.15100654361803237,20
9,proteins,ALCAM,0.14607650137112047,0.14607650137112047,21
9,proteins,HSPB6,-0.13895879446279,0.13895879446279,22
9,proteins,NOTCH1,0.13632472484673605,0.13632472484673605,23
9,proteins,EGFR,0.1331247546911491,0.1331247546911491,24
9,proteins,EPHB4,-0.1307592170763058,0.1307592170763058,25
