component,side,name,weight,abs_w,rank
4,proteins,NFASC,0.30435375921445795,0.30435375921445795,1
4,proteins,TNFSF10,-0.22040126277455646,0.22040126277455646,2
4,proteins,SMOC1,-0.20966980362448748,0.20966980362448748,3
4,proteins,DFFA,0.2043534809865338,0.2043534809865338,4
4,proteins,SERPINE1,0.1863752788303999,0.1863752788303999,5
4,proteins,CD79B,0.18311026021398613,0.18311026021398613,6
4,proteins,PTPRF,-0.17766522935600987,0.17766522935600987,7
4,proteins,CD22,-0.17243849784245982,0.17243849784245982,8
4,proteins,NOTCH3,0.16948327252859355,0.16948327252859355,9
4,proteins,HGF,-0.16815021621689702,0.16815021621689702,10
4,proteins,ST6GAL1,-0.15707609244970522,0.15707609244970522,11
4,proteins,ICAM3,0.1416699883583406,0.1416699883583406,12
4,proteins,HYOU1,-0.14089102171775922,0.14089102171775922,13
4,proteins,AGRP,-0.13151017646642402,0.13151017646642402,14
4,proteins,GDF15,0.13125351383090322,0.13125351383090322,15
4,proteins,HCLS1,-0.1308671097051118,0.1308671097051118,16
4,proteins,MOG,-0.12788774457289245,0.12788774457289245,17
4,proteins,IGFBP7,0.1257243506218028,0.1257243506218028,18
4,proteins,CPB1,-0.11278886639723298,0.11278886639723298,19
4,proteins,SCARF1,-0.11106456208537417,0.11106456208537417,20
4,proteins,GALNT2,0.10955980720701688,0.10955980720701688,21
4,proteins,HSPB6,-0.109495265765643,0.109495265765643,22
4,proteins,PTPRS,-0.1080798368994617,0.1080798368994617,23
4,proteins,RTN4R,0.1075423990682056,0.1075423990682056,24
4,proteins,WIF1,-0.10228373068739495,0.10228373068739495,25
