component,side,name,weight,abs_w,rank
5,proteins,HCLS1,0.5103517000239847,0.5103517000239847,1
5,proteins,CD40LG,0.4414231308023728,0.4414231308023728,2
5,proteins,HGF,0.42790089332515485,0.42790089332515485,3
5,proteins,DAB2,-0.33840337872995735,0.33840337872995735,4
5,proteins,TRIAP1,0.3243628420640489,0.3243628420640489,5
5,proteins,ST6GAL1,-0.23619332872551252,0.23619332872551252,6
5,proteins,SCARF1,0.2248649383354252,0.2248649383354252,7
5,proteins,EIF4G1,-0.20410921399839577,0.20410921399839577,8
5,proteins,CASP3,0.182777359786761,0.182777359786761,9
5,proteins,DFFA,-0.18232243759505395,0.18232243759505395,10
5,proteins,CXCL6,-0.17593355690714407,0.17593355690714407,11
5,proteins,PCSK9,-0.1664122592618687,0.1664122592618687,12
5,proteins,SMOC1,-0.16304836502108327,0.16304836502108327,13
5,proteins,CCL11,0.16142864731821488,0.16142864731821488,14
5,proteins,ADM,-0.15911145910683538,0.15911145910683538,15
5,proteins,CPB1,0.15571492722784883,0.15571492722784883,16
5,proteins,CPA1,-0.14261451049337656,0.14261451049337656,17
5,proteins,NOTCH1,0.1422646173153135,0.1422646173153135,18
5,proteins,HYOU1,-0.13572765554087046,0.13572765554087046,19
5,proteins,LAT,0.13279670721095213,0.13279670721095213,20
5,proteins,AGRP,0.13255214067093363,0.13255214067093363,21
5,proteins,IDUA,0.13020568884426428,0.13020568884426428,22
5,proteins,HPCAL1,-0.12369610944493512,0.12369610944493512,23
5,proteins,HBQ1,0.11168298046721852,0.11168298046721852,24
5,proteins,CCL20,-0.11011905484592319,0.11011905484592319,25
