component,side,name,weight,abs_w,rank
7,proteins,ICAM3,-0.3164643317620018,0.3164643317620018,1
7,proteins,EIF4G1,-0.29092068970456575,0.29092068970456575,2
7,proteins,FXN,-0.28388100305622915,0.28388100305622915,3
7,proteins,CD79B,-0.2589018463454925,0.2589018463454925,4
7,proteins,CPA1,-0.25801059212887045,0.25801059212887045,5
7,proteins,EPHB4,0.25443970168760605,0.25443970168760605,6
7,proteins,DAB2,-0.22935643643582596,0.22935643643582596,7
7,proteins,NCS1,0.2279117089007911,0.2279117089007911,8
7,proteins,CPB1,0.22759818266779294,0.22759818266779294,9
7,proteins,NOTCH3,-0.21842896863713362,0.21842896863713362,10
7,proteins,LAT,0.2072410396713298,0.2072410396713298,11
7,proteins,MB,0.19933625962604312,0.19933625962604312,12
7,proteins,HSPB6,-0.19398610456517926,0.19398610456517926,13
7,proteins,EGFR,-0.18870794645541955,0.18870794645541955,14
7,proteins,HS6ST1,-0.17231157325143306,0.17231157325143306,15
7,proteins,KLRB1,0.15947641673051444,0.15947641673051444,16
7,proteins,REG1B,0.1524812664549808,0.1524812664549808,17
7,proteins,ENPP2,-0.14943645333566913,0.14943645333566913,18
7,proteins,CDH5,-0.14487256028839787,0.14487256028839787,19
7,proteins,PPP1R9B,0.14450843593128723,0.14450843593128723,20
7,proteins,ALCAM,0.14164725473058612,0.14164725473058612,21
7,proteins,TNFSF10,-0.1410417694143886,0.1410417694143886,22
7,proteins,GDF15,0.14084863211858234,0.14084863211858234,23
7,proteins,MFAP5,-0.13959535183720412,0.13959535183720412,24
7,proteins,CTSO,0.13901112047501138,0.13901112047501138,25
