component,side,name,weight,abs_w,rank
6,proteins,EGFR,-0.37741594453125454,0.37741594453125454,1
6,proteins,CASP3,0.32954462435277665,0.32954462435277665,2
6,proteins,HPCAL1,-0.29706522771934435,0.29706522771934435,3
6,proteins,PDGFA,0.26623517188294715,0.26623517188294715,4
6,proteins,AGRP,0.25935261155575773,0.25935261155575773,5
6,proteins,ST6GAL1,-0.24898382543360562,0.24898382543360562,6
6,proteins,HSPB6,0.24351155772330071,0.24351155772330071,7
6,proteins,NOTCH3,0.23450087799561029,0.23450087799561029,8
6,proteins,NCS1,-0.22776433676321003,0.22776433676321003,9
6,proteins,RTN4R,-0.22160138287250367,0.22160138287250367,10
6,proteins,ICAM3,0.21417807188939875,0.21417807188939875,11
6,proteins,MB,-0.20199182934919638,0.20199182934919638,12
6,proteins,SERPINA11,0.17130221550756833,0.17130221550756833,13
6,proteins,SMOC1,0.16745777163584763,0.16745777163584763,14
6,proteins,ALCAM,0.16530060513936792,0.16530060513936792,15
6,proteins,NUDC,-0.159058219777361,0.159058219777361,16
6,proteins,TRIAP1,-0.15058341650429816,0.15058341650429816,17
6,proteins,ESAM,0.14968358223820458,0.14968358223820458,18
6,proteins,DCTN1,0.1408539682091829,0.1408539682091829,19
6,proteins,CNTN1,-0.13124402629433482,0.13124402629433482,20
6,proteins,CD79B,0.13013011045032577,0.13013011045032577,21
6,proteins,ITGAV,0.12967387518885917,0.12967387518885917,22
6,proteins,PRDX5,-0.12868448026370222,0.12868448026370222,23
6,proteins,FABP4,-0.12639405977773174,0.12639405977773174,24
6,proteins,ANGPT2,-0.12218561041845505,0.12218561041845505,25
