module_protein,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
4,GO:0008406,gonad development,14/222,236/18986,0.059322033898305086,5.073369980149642,6.849017875508952,7.751034851364833e-7,0.0018166590360602442,0.001532333594334469,ACE/ESR1/CGA/CTNNA1/ADAMTS1/INSR/FSHB/GATA3/PGR/SAFB2/SIRT1/SOX9/TGFBR1/ZNF830,14
4,GO:0045137,development of primary sexual characteristics,14/222,241/18986,0.058091286307053944,4.968113341557325,6.743245064412166,9.957024039793062e-7,0.0018166590360602442,0.001532333594334469,ACE/ESR1/CGA/CTNNA1/ADAMTS1/INSR/FSHB/GATA3/PGR/SAFB2/SIRT1/SOX9/TGFBR1/ZNF830,14
4,GO:0022602,ovulation cycle process,7/222,50/18986,0.14,11.973153153153156,8.45067493248338,1.7715404721285728e-6,0.002154783727599054,0.001817538365089104,ESR1/CGA/ADAMTS1/FSHB/PGR/SIRT1/ZNF830,7
4,GO:0008585,female gonad development,9/222,103/18986,0.08737864077669903,7.472841773812648,7.164686344132701,3.3656980856635728e-6,0.0030703580786465945,0.002589816105915865,ESR1/CGA/CTNNA1/ADAMTS1/INSR/FSHB/PGR/SIRT1/ZNF830,9
4,GO:0046545,development of primary female sexual characteristics,9/222,107/18986,0.08411214953271028,7.193483202828997,6.988056947893723,4.6181260934425e-6,0.003370308422994336,0.0028428211994159726,ESR1/CGA/CTNNA1/ADAMTS1/INSR/FSHB/PGR/SIRT1/ZNF830,9
4,GO:0007548,sex differentiation,14/222,292/18986,0.04794520547945205,4.100394915463408,5.807328568659822,9.277298219746104e-6,0.005642143533975589,0.0047590912271118615,ACE/ESR1/CGA/CTNNA1/ADAMTS1/INSR/FSHB/GATA3/PGR/SAFB2/SIRT1/SOX9/TGFBR1/ZNF830,14
4,GO:0046660,female sex differentiation,9/222,122/18986,0.07377049180327869,6.309038546743464,6.398791745258443,1.3504395692903912e-5,0.00703964855477234,0.005937872632488878,ESR1/CGA/CTNNA1/ADAMTS1/INSR/FSHB/PGR/SIRT1/ZNF830,9
4,GO:0048608,reproductive structure development,14/222,309/18986,0.045307443365695796,3.8748068456806326,5.541832898902014,1.7513516833925005e-5,0.007766872684855646,0.006551278859534093,ACE/ESR1/CGA/CTNNA1/ADAMTS1/INSR/FSHB/GATA3/PGR/SAFB2/SIRT1/SOX9/TGFBR1/ZNF830,14
4,GO:0061458,reproductive system development,14/222,313/18986,0.04472843450479233,3.8252885473332756,5.482100652396746,2.020369922794808e-5,0.007766872684855646,0.006551278859534093,ACE/ESR1/CGA/CTNNA1/ADAMTS1/INSR/FSHB/GATA3/PGR/SAFB2/SIRT1/SOX9/TGFBR1/ZNF830,14
4,GO:0042698,ovulation cycle,7/222,73/18986,0.0958904109589041,8.200789830926816,6.704716669359266,2.3015161818153633e-5,0.007766872684855646,0.006551278859534093,ESR1/CGA/ADAMTS1/FSHB/PGR/SIRT1/ZNF830,7
4,GO:0003018,vascular process in circulatory system,13/222,276/18986,0.04710144927536232,4.0282347564956265,5.512216450531535,2.3413428208663224e-5,0.007766872684855646,0.006551278859534093,ACE/AKAP12/ATP1B2/ADRA2A/ATP2B4/EDNRB/HTR1B/INSR/NPR1/SLC16A1/SLC1A4/SLC12A2/TJP3,13
4,GO:0048511,rhythmic process,13/222,299/18986,0.043478260869565216,3.718370544457501,5.153396199474039,5.356006653157143e-5,0.016286723564475344,0.01373768724020306,ATF4/CCAR2/EP300/ESR1/CGA/ADAMTS1/FSHB/OGT/PGR/NOS2/SIRT1/ZNF830/CSF2,13
4,GO:0008584,male gonad development,9/222,151/18986,0.059602649006622516,5.097368892070879,5.498317354906918,7.293816194850223e-5,0.02000516887957484,0.01687415840067988,ACE/ESR1/CTNNA1/INSR/FSHB/GATA3/SAFB2/SOX9/TGFBR1,9
4,GO:0046546,development of primary male sexual characteristics,9/222,152/18986,0.05921052631578947,5.063833570412518,5.4714886211085565,7.675318287586948e-5,0.02000516887957484,0.01687415840067988,ACE/ESR1/CTNNA1/INSR/FSHB/GATA3/SAFB2/SOX9/TGFBR1,9
4,GO:2000628,regulation of miRNA metabolic process,7/222,92/18986,0.07608695652173914,6.507148452800627,5.759407633028552,1.0258903660702068e-4,0.024956492971934564,0.021050550388696736,ESR1/JUN/GATA3/PNPT1/SOX9/REST/YY1,7
4,GO:0055078,sodium ion homeostasis,5/222,47/18986,0.10638297872340426,9.098140693885375,6.046092685220459,2.148734085572105e-4,0.041893650907888304,0.0353368724682077,ATP1B2/ATP1B3/EDNRB/NPR1/SLC12A2,5
4,GO:0009065,glutamine family amino acid catabolic process,4/222,26/18986,0.15384615384615385,13.157311157311158,6.747208263950702,2.2222432221836948e-4,0.041893650907888304,0.0353368724682077,ATP2B4/GAD1/GAD2/NOS2,4
4,GO:0046661,male sex differentiation,9/222,175/18986,0.05142857142857143,4.398301158301158,4.912403385301465,2.2363683280188758e-4,0.041893650907888304,0.0353368724682077,ACE/ESR1/CTNNA1/INSR/FSHB/GATA3/SAFB2/SOX9/TGFBR1,9
4,GO:0043255,regulation of carbohydrate biosynthetic process,7/222,105/18986,0.06666666666666667,5.701501501501501,5.25457757907379,2.3451248994773197e-4,0.041893650907888304,0.0353368724682077,EP300/INSR/OGT/PRKAG3/RANBP2/SIRT1/SMPD3,7
4,GO:0023061,signal release,16/222,493/18986,0.032454361054766734,2.7755788242603656,4.344890217359257,2.3772858099071307e-4,0.041893650907888304,0.0353368724682077,ADRA2A/EDNRB/CGA/GLP1R/GPR158/HTR1B/FGF20/GATA3/PLCB1/NLGN2/C2CD2L/NOS2/SLC16A1/SMPD3/STX3/REST,16
4,GO:0051223,regulation of protein transport,15/222,446/18986,0.033632286995515695,2.8763180220579323,4.361522229198746,2.550072099918495e-4,0.041893650907888304,0.0353368724682077,ADRA2A/B3GAT3/CHRM1/EP300/PLCB1/NLGN2/RANGAP1/C2CD2L/EDEM2/NOS2/SLC16A1/SLC12A2/REST/TTN/TLR4,15
4,GO:0030521,androgen receptor signaling pathway,5/222,49/18986,0.10204081632653061,8.726788012502299,5.8906134356017015,2.6210185658413255e-4,0.041893650907888304,0.0353368724682077,EP300/KDM3A/SAFB2/SCGB2A2/SIRT1,5
4,GO:1902893,regulation of miRNA transcription,6/222,76/18986,0.07894736842105263,6.751778093883357,5.464900133275912,2.6405973441530036e-4,0.041893650907888304,0.0353368724682077,ESR1/JUN/GATA3/SOX9/REST/YY1,6
