module_protein,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
3,GO:0060326,cell chemotaxis,74/1056,328/18986,0.22560975609756098,4.056275406504065,13.550146143573718,1.037009406302915e-25,3.5638556596610177e-23,2.3156238111269297e-23,ADAM8/ADGRE2/BSG/CCL11/CCL14/CCL18/CCL22/CCL23/CCL3/CCL7/CCL27/CCN3/CCL21/CCL15/CCL16/CD74/CCL25/C5/CSF1/CXCL10/CX3CL1/CSF1R/CXADR/CXCL17/EDN1/CXCL16/CALCA/CXCL9/DPP4/ENG/EPHA2/F7/CHGA/GAS6/ARHGEF5/CXCL13/HGF/FLT1/CCL20/ITGB2/KIT/IL6/CSF3R/KDR/LGALS3/LGALS9/MSTN/NBL1/MET/NOTCH1/NRP1/MTUS1/PGF/PDGFRA/LBP/RARRES2/PTN/S100A14/SCG2/HRG/SLAMF1/SMOC2/THBS4/TNFRSF11A/SLAMF8/KLRK1/IL6R/VCAM1/VEGFB/PLA2G7/SFTPD/TNFSF11/VEGFD/XCL1,74
3,GO:0030198,extracellular matrix organization,75/1056,339/18986,0.22123893805309736,3.97769174041298,13.425244846953111,1.7772519975918928e-25,5.72608377974138e-23,3.720536747590397e-23,ADAMTSL2/ADAM8/ADAM15/ADAMTS15/APLP1/B4GALT1/CCDC80/CCN1/ADAMTS8/COL15A1/COL1A1/COL18A1/COL5A1/COMP/CST3/CTSS/DDR1/DPT/DPP4/ENG/ELN/CPB2/COL4A1/DMP1/FAP/FLRT2/FURIN/GAS6/ITGA2/ITGB1/KLK7/IL6/LRP1/KAZALD1/GFAP/ANGPTL7/MFAP4/MIA/ADAMTS13/NOTCH1/MMP12/ADAMTSL4/MATN2/MELTF/PDGFRA/PLG/LAMB1/PBXIP1/RECK/QSOX1/COL9A1/SERPINF2/OPTC/SMOC1/SMOC2/SPINK5/SPINT1/MMP10/MMP7/MMP13/TGFBR3/PTX3/TGFBI/TNF/TNFRSF1A/TNFRSF1B/TNFRSF11B/TIE1/MMP3/NFKB2/POSTN/TNR/TNXB/VIT/VWA1,75
3,GO:0043062,extracellular structure organization,75/1056,340/18986,0.22058823529411764,3.965992647058823,13.39256625830338,2.1622542581249614e-25,6.556718059196575e-23,4.2602433742127725e-23,ADAMTSL2/ADAM8/ADAM15/ADAMTS15/APLP1/B4GALT1/CCDC80/CCN1/ADAMTS8/COL15A1/COL1A1/COL18A1/COL5A1/COMP/CST3/CTSS/DDR1/DPT/DPP4/ENG/ELN/CPB2/COL4A1/DMP1/FAP/FLRT2/FURIN/GAS6/ITGA2/ITGB1/KLK7/IL6/LRP1/KAZALD1/GFAP/ANGPTL7/MFAP4/MIA/ADAMTS13/NOTCH1/MMP12/ADAMTSL4/MATN2/MELTF/PDGFRA/PLG/LAMB1/PBXIP1/RECK/QSOX1/COL9A1/SERPINF2/OPTC/SMOC1/SMOC2/SPINK5/SPINT1/MMP10/MMP7/MMP13/TGFBR3/PTX3/TGFBI/TNF/TNFRSF1A/TNFRSF1B/TNFRSF11B/TIE1/MMP3/NFKB2/POSTN/TNR/TNXB/VIT/VWA1,75
3,GO:0045229,external encapsulating structure organization,75/1056,341/18986,0.21994134897360704,3.9543621700879767,13.360011880611026,2.628471705029978e-25,7.527650910794188e-23,4.891109336494381e-23,ADAMTSL2/ADAM8/ADAM15/ADAMTS15/APLP1/B4GALT1/CCDC80/CCN1/ADAMTS8/COL15A1/COL1A1/COL18A1/COL5A1/COMP/CST3/CTSS/DDR1/DPT/DPP4/ENG/ELN/CPB2/COL4A1/DMP1/FAP/FLRT2/FURIN/GAS6/ITGA2/ITGB1/KLK7/IL6/LRP1/KAZALD1/GFAP/ANGPTL7/MFAP4/MIA/ADAMTS13/NOTCH1/MMP12/ADAMTSL4/MATN2/MELTF/PDGFRA/PLG/LAMB1/PBXIP1/RECK/QSOX1/COL9A1/SERPINF2/OPTC/SMOC1/SMOC2/SPINK5/SPINT1/MMP10/MMP7/MMP13/TGFBR3/PTX3/TGFBI/TNF/TNFRSF1A/TNFRSF1B/TNFRSF11B/TIE1/MMP3/NFKB2/POSTN/TNR/TNXB/VIT/VWA1,75
3,GO:0070663,regulation of leukocyte proliferation,66/1056,270/18986,0.24444444444444444,4.394907407407407,13.634851512803856,3.900535541024e-25,1.0582768796830906e-22,6.87617955209882e-23,AGER/BST2/CD22/CD274/CD28/CD300A/CD38/CD46/CD276/CD55/CD74/CD80/BMP4/CD209/CD86/CR1/CSF1/CRTAM/CSF1R/ERBB2/EPO/HAVCR2/IDO1/GPNMB/ICOSLG/IGFBP2/IL12B/IL12RB1/IL2RA/IL6ST/KIT/IL6/LEP/LGALS3/LGALS9/LILRB1/LILRB4/LILRB2/KITLG/MZB1/PDCD1LG2/PTPRC/CLEC4G/IL5RA/SLAMF1/GAL/ST6GAL1/TGFBR2/TNFRSF13B/TNFRSF14/TNFRSF1B/TNFRSF21/TNFRSF4/TNFRSF13C/TNFRSF9/TNFSF8/VCAM1/VSIG4/FCRL3/IL15/PTH/SCGB1A1/SFTPD/TFRC/TNFSF13B/XCL1,66
3,GO:0001906,cell killing,65/1056,264/18986,0.24621212121212122,4.426688762626262,13.606537358168755,5.847281233404631e-25,1.5071367379100435e-22,9.792657307733439e-23,AGER/B2M/C3/CCL11/CCL18/CCL22/CCL27/CD160/CCL21/CD55/CD59/CD1C/CCL25/C5/C8B/CFHR2/CFH/CFHR5/CR1/CXCL10/CRTAM/CLEC7A/APOL1/CTSC/CXCL9/FCER2/CHGA/CEACAM1/GNLY/GZMA/GZMB/CXCL13/HAVCR2/ICAM1/F2/CCL20/IL12B/IL12RB1/ITGAM/IL7R/C9/CD5L/GZMH/KLRB1/KLRD1/FCGR3B/LEP/LGALS3/LAG3/LGALS9/LILRB1/NCR1/NECTIN2/PGLYRP1/LAMP1/PTPRC/HRG/SLAMF6/SLAMF7/KLRK1/ULBP2/C7/IFNG/PVR/XCL1,65
3,GO:0002685,regulation of leukocyte migration,61/1056,236/18986,0.2584745762711864,4.647157485875706,13.68223348317368,1.0634898213210397e-24,2.6106142994809333e-22,1.6962529380669417e-22,ADAM8/AGER/APOD/CCL3/CCL7/CCN3/CCL21/CD300A/CD200/CD74/CD99/CD99L2/CCL25/C5/CSF1/CXCL10/CX3CL1/CSF1R/CXCL17/EDN1/DPP4/F7/CD200R1/ECM1/GAS6/GDF15/GCNT1/CXCL13/ICAM1/CCL20/IL1R1/ITGA2/JAM2/IL6/LGALS3/LGALS9/KITLG/MSTN/NBL1/MTUS1/PGF/LYVE1/LBP/RARRES2/PTN/S100A14/SELE/SLAMF1/THBS4/THY1/TNF/TNFRSF14/SLAMF8/KLRK1/IL6R/TREM2/VEGFB/XG/PLA2G7/VEGFD/XCL1,61
3,GO:0002443,leukocyte mediated immunity,90/1056,485/18986,0.18556701030927836,3.336340206185567,12.649007952575948,1.5856552612341101e-24,3.715478578028108e-22,2.4141411680607357e-22,ADGRE2/AGER/B2M/BST2/C1R/C1RL/C1S/C3/CCL3/C2/CD160/CD27/CD274/CD28/CD300A/CD46/CD55/CD74/CD80/CD1C/C5/C8B/CFI/CR1/CD8A/CR2/CRTAM/CLEC7A/CTSC/C1QA/CD7/CLU/FCER2/C4BPB/CHGA/CEACAM1/DBH/GZMB/FCAR/HAVCR2/ICAM1/F2/IL12B/IL12RB1/IL18R1/IL1R1/ITGAM/IL7R/ITGB2/C9/IL4R/KLRB1/KLRD1/KIT/IL6/FCGR3B/LEP/LAG3/LGALS9/LILRB1/LILRB4/IGLC2/LTA/NCR1/NCR3LG1/NECTIN2/GRP/PDCD1/LAMP1/PTGDS/PTPRC/CLEC4G/MILR1/SLAMF1/SLAMF6/SPON2/SLAMF7/TNF/TNFRSF1B/KLRK1/TNFSF13/SERPING1/IL6R/ULBP2/TREM2/S100A13/C7/PVR/TFRC/XCL1,90
3,GO:1903034,regulation of response to wounding,53/1056,181/18986,0.292817679558011,5.264617863720073,13.990391101643546,2.0973314196554952e-24,4.70075802970612e-22,3.054328868349559e-22,APCS/APOE/C1QTNF1/CCN4/CD109/CLEC7A/EDN1/EPHA4/CPB2/F7/F11/FGA/FAP/F3/CEACAM1/GRN/IGF1R/F2/ITGB1/F12/KIAA0319/KLKB1/OCLN/PDGFRA/PLAU/PLAUR/PLAT/PLG/PROC/PTPRF/PTPRS/PROS1/NOS3/REG3A/RGMA/PTN/RTN4R/HRG/SERPINC1/SERPINF2/SIGLEC10/SMOC2/TFPI/TAFA5/SPP1/THBD/TNFRSF12A/TNF/SERPING1/VEGFB/REG3G/TNR/TSPAN8,53
3,GO:0030595,leukocyte chemotaxis,61/1056,240/18986,0.25416666666666665,4.56970486111111,13.506124234809484,2.7993024784011987e-24,6.012668448399242e-22,3.9067458273125504e-22,ADAM8/ADGRE2/BSG/CCL11/CCL14/CCL18/CCL22/CCL23/CCL3/CCL7/CCN3/CCL21/CCL15/CCL16/CD74/CCL25/C5/CSF1/CXCL10/CX3CL1/CSF1R/CXADR/CXCL17/EDN1/CXCL16/CALCA/CXCL9/DPP4/F7/CHGA/GAS6/ARHGEF5/CXCL13/FLT1/ITGB2/KIT/IL6/CSF3R/LGALS3/LGALS9/MSTN/NBL1/MTUS1/PGF/LBP/RARRES2/PTN/S100A14/SCG2/SLAMF1/THBS4/TNFRSF11A/SLAMF8/KLRK1/IL6R/VEGFB/PLA2G7/SFTPD/TNFSF11/VEGFD/XCL1,61
3,GO:0044403,biological process involved in symbiotic interaction,71/1056,322/18986,0.2204968944099379,3.9643504140786745,13.019737495059763,4.4398469515527655e-24,9.154964414101802e-22,5.948460210459326e-22,ACE2/ANPEP/APCS/AXL/BSG/APOE/CCL3/CD4/CD46/CD55/CD74/CD80/CFHR2/CFHR5/CD209/CD86/CR1/CR2/CTSL/CLEC5A/APOL1/CSF1R/CXADR/DPP4/EGFR/EPHA2/CTSB/CLEC4M/FN1/FURIN/GAS6/CDK1/GSN/FCN1/ICAM1/IGF2R/F2/ITGA5/ITGA2/ITGAV/ITGB1/INHBB/ITGB7/LDLR/LGALS1/LGALS9/ITGB6/HAVCR1/MRC1/NCAM1/MOG/NECTIN2/NECTIN4/NRP1/PGLYRP1/PLG/LAMP1/SCARB2/CLEC4G/HRG/MUC2/SIGLEC1/SLAMF1/SMPD1/PTX3/TNFRSF14/TNFRSF4/TYRO3/IFIT1/PVR/TFRC,71
3,GO:1903037,regulation of leukocyte cell-cell adhesion,79/1056,392/18986,0.20153061224489796,3.6233524659863945,12.736801494652395,5.325659411090991e-24,1.0559143947759254e-21,6.860829249429771e-22,ADAM8/AGER/B2M/ASS1/CD160/CCL21/CD27/CD274/CD28/CD300A/CD4/CD46/CD276/CD55/CD5/CD74/CD80/CD83/CCL25/BMP4/CD209/CD86/CR1/CRTAM/DPP4/ERBB2/EPO/GCNT1/HAVCR2/IDO1/GPNMB/ICOSLG/IGFBP2/IL12B/IL12RB1/IL2RA/IL6ST/IL7R/ITGB2/FGL1/IL4R/IL6/LEP/LGALS1/LGALS3/LAG3/LGALS9/LILRB1/LILRB4/LILRB2/KITLG/PDCD1/PDCD1LG2/PTPRC/CLEC4G/SELE/SLAMF1/SIRPB1/TGFBR2/THY1/TNF/TNFRSF14/TNFRSF21/TIGIT/KLRK1/TNFRSF13C/VCAM1/VSIG4/IFNG/IL15/IL1RL2/SCGB1A1/SFTPD/SIRPA/TFRC/TNFSF11/TNFSF13B/VNN1/XCL1,79
3,GO:0006956,complement activation,33/1056,67/18986,0.4925373134328358,8.855410447761194,15.631631548997566,5.543617346981034e-24,1.058420274951379e-21,6.877111266313314e-22,C1R/C1RL/C1S/C3/C2/CD46/CD55/CD59/C5/C8B/CFB/CFD/CFHR2/CFH/CFHR5/CFI/CFP/CR1/CR2/C1QA/CLU/C4BPB/FCN1/C9/CD5L/FCN2/NCR3LG1/SERPING1/TREM2/VSIG4/C7/CFHR4/MASP1,33
