module_protein,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
3,GO:0006959,humoral immune response,93/1056,310/18986,0.3,5.39375,18.928725433314234,4.2169568279809e-43,2.173841244824154e-39,1.4124585922773921e-39,ADM/B2M/C1R/C1RL/C1S/C3/CCL11/ANG/CCL14/CCL18/CCL22/CCL23/CCL3/CCL7/CCL27/C2/CCL21/CD28/CD46/CD55/CCL15/CCL16/CD59/CD83/CCL25/C5/C8B/CFB/CFD/CFHR2/CFH/CFHR5/CFI/CFP/CR1/CR2/CXCL10/CX3CL1/C1QA/CALCA/CXCL9/CLU/FCER2/C4BPB/FGA/GNLY/CXCL13/FCN1/F2/CCL20/C9/CD5L/FCN2/KLK7/IL6/LGALS3/LGALS4/LTA/NCR3LG1/NOTCH1/PDCD1/NOTCH2/PGLYRP1/NPY/PI3/PRTN3/RARRES2/REG1A/REG1B/REG3A/RNASE4/RNASE6/PTPRC/HRG/SPINK5/MMP7/ST6GAL1/SPON2/TNF/TNFRSF21/SERPING1/TF/TREM2/VSIG4/WFDC2/C7/CFHR4/IFNG/JCHAIN/MASP1/REG3G/WFDC12/XCL1,93
3,GO:0050900,leukocyte migration,100/1056,404/18986,0.24752475247524752,4.450288778877888,17.01167258539939,3.48562971975626e-38,8.98421060267176e-35,5.837512509612853e-35,ADAM8/ADGRE2/AGER/APOD/B4GALT1/BSG/CCL11/CCL14/CCL18/CCL22/CCL23/CCL3/CCL7/CCN3/CCL21/CD300A/CD200/CD34/CCL15/CCL16/CD74/CD99/CD99L2/CCL25/C5/CSF1/CXCL10/CRTAM/CX3CL1/CSF1R/CXADR/CXCL17/EDN1/CXCL16/CALCA/CXCL9/DPP4/F7/CD200R1/ECM1/CHGA/GAS6/GDF15/ARHGEF5/DBH/GCNT1/CXCL13/ICAM1/FLT1/CCL20/IL1R1/ITGA2/ITGB1/ITGB2/JAM2/ITGB7/KIT/IL6/CSF3R/LEP/LGALS3/LGALS9/KITLG/MSTN/NBL1/MTUS1/PGF/PLG/PODXL2/ITGAL/LYVE1/PRTN3/LBP/RARRES2/RET/PTN/S100A14/SCG2/SELE/SLAMF1/THBS4/THY1/TNFRSF11A/TNF/TNFRSF14/SLAMF8/KLRK1/IL6R/TREM2/VCAM1/VEGFB/XG/PLA2G7/SELL/SFTPD/SIRPA/TNFSF11/UMOD/VEGFD/XCL1,100
3,GO:0006935,chemotaxis,102/1056,472/18986,0.21610169491525424,3.8853283898305087,15.405054305961357,1.8149627496413752e-33,3.118710991467096e-30,2.0263899892487214e-30,ADAM8/ADGRE2/AGER/APOA1/ANGPT2/BSG/CCL11/CCL14/CCL18/CCL22/CCL23/CCL3/CCL7/CCL27/CCN1/CCN3/CCL21/CCL15/CCL16/CD74/CCL25/BMP4/C5/CSF1/CXCL10/CX3CL1/CSF1R/CXADR/CXCL17/EDN1/CXCL16/CALCA/CXCL9/DPP4/ENG/EPHA2/F7/F3/FLRT2/ENPP2/CHGA/GAS6/ARHGEF5/CXCL13/HGF/GPNMB/FLT1/CCL20/ITGA2/ITGAV/ITGB2/KIT/IL6/CSF3R/KDR/LGALS3/L1CAM/LGALS9/LRTM2/MSTN/NBL1/MET/NOTCH1/NRP1/NTRK3/NRP2/MTUS1/DSCAM/PGF/PDGFRA/PLAU/PLAUR/LBP/RARRES2/ROBO1/ROBO2/PTN/S100A14/SCG2/HRG/SEMA3F/SERPIND1/SEMA7A/SLAMF1/SMOC2/ST6GAL1/THBS4/TNFRSF11A/SLAMF8/KLRK1/IL6R/TREM2/VCAM1/VEGFB/LECT2/NTF3/PLA2G7/SEMA4C/SFTPD/TNFSF11/VEGFD/XCL1,102
3,GO:0042330,taxis,102/1056,474/18986,0.21518987341772153,3.8689345991561184,15.35077348004918,2.65591987984538e-33,3.4228167451507336e-30,2.223983436228421e-30,ADAM8/ADGRE2/AGER/APOA1/ANGPT2/BSG/CCL11/CCL14/CCL18/CCL22/CCL23/CCL3/CCL7/CCL27/CCN1/CCN3/CCL21/CCL15/CCL16/CD74/CCL25/BMP4/C5/CSF1/CXCL10/CX3CL1/CSF1R/CXADR/CXCL17/EDN1/CXCL16/CALCA/CXCL9/DPP4/ENG/EPHA2/F7/F3/FLRT2/ENPP2/CHGA/GAS6/ARHGEF5/CXCL13/HGF/GPNMB/FLT1/CCL20/ITGA2/ITGAV/ITGB2/KIT/IL6/CSF3R/KDR/LGALS3/L1CAM/LGALS9/LRTM2/MSTN/NBL1/MET/NOTCH1/NRP1/NTRK3/NRP2/MTUS1/DSCAM/PGF/PDGFRA/PLAU/PLAUR/LBP/RARRES2/ROBO1/ROBO2/PTN/S100A14/SCG2/HRG/SEMA3F/SERPIND1/SEMA7A/SLAMF1/SMOC2/ST6GAL1/THBS4/TNFRSF11A/SLAMF8/KLRK1/IL6R/TREM2/VCAM1/VEGFB/LECT2/NTF3/PLA2G7/SEMA4C/SFTPD/TNFSF11/VEGFD/XCL1,102
3,GO:0002697,regulation of immune effector process,92/1056,410/18986,0.22439024390243903,4.034349593495935,15.07400161582381,1.420952600634966e-31,1.46500213125465e-28,9.5188866846746575e-29,ACP5/ADGRE2/AGER/APOA1/AXL/B2M/BST2/C3/CD160/CD244/CD22/CD274/CD28/CD300A/CD46/CD55/CD59/CD74/CD80/CD1C/CFH/APOA2/CFP/CD86/CR1/CR2/CRTAM/CLEC7A/CD7/FCER2/C4BPB/CEACAM1/GRN/FCN1/HAVCR2/ICAM1/IL12B/IL12RB1/IL18R1/IL1R1/IL13RA1/ITGAM/IL7R/ITGB2/IL4R/CD5L/FCN2/KLK7/KLRB1/KLRD1/KIT/IL6/LEP/LGALS1/LGALS3/LAG3/LGALS9/LILRB1/LILRB4/LTA/NCR1/NECTIN2/PDCD1/MZB1/PGLYRP1/PRG2/LAMP1/LBP/PTPRC/CLEC4G/SEMA7A/SLAMF1/SLAMF6/SPINK5/SPON2/TNF/TNFRSF14/SLAMF8/TNFRSF1B/TNFRSF4/KLRK1/TNFSF13/SERPING1/ULBP2/TREM2/VSIG4/FCRL3/IFNG/MASP1/PVR/TFRC/XCL1,92
3,GO:0007159,leukocyte cell-cell adhesion,93/1056,430/18986,0.21627906976744185,3.888517441860465,14.703277544972744,1.3759898039381562e-30,1.1771960136864456e-27,7.6488594936959935e-28,ADAM8/AGER/APOA4/B2M/ASS1/CD160/CCL21/CD27/CD274/CD28/CD300A/CD4/CD46/CD276/CD55/CD5/CD74/CD80/CD83/CCL25/BMP4/CD209/CD86/CR1/CRTAM/CALCA/DPP4/ERBB2/CLEC4M/EPO/GCNT1/HAVCR2/ICAM1/IDO1/GPNMB/ICOSLG/IGFBP2/IL12B/IL12RB1/IL2RA/IL6ST/ITGA5/IL7R/ITGB1/ITGB2/FGL1/IL4R/JAM2/ITGB7/IL6/LEP/LGALS1/LGALS3/LAG3/LGALS9/LILRB1/LILRB4/LILRB2/KITLG/LRG1/NT5E/PDCD1/PDCD1LG2/PODXL2/ITGAL/PTPRC/CLEC4G/SELE/SLAMF1/SIRPB1/TGFBR2/THY1/TNF/TNFRSF14/TNFRSF21/TIGIT/KLRK1/TNFRSF13C/VCAM1/VSIG4/IFNG/IL15/IL1RL2/SCGB1A1/SELL/SFTPD/SIRPA/TFRC/TNFSF11/TNFSF13B/UMOD/VNN1/XCL1,93
3,GO:0097529,myeloid leukocyte migration,69/1056,243/18986,0.2839506172839506,5.105195473251029,15.630200195418878,1.5985202901658816e-30,1.1771960136864456e-27,7.6488594936959935e-28,ADAM8/ADGRE2/AGER/B4GALT1/BSG/CCL11/CCL14/CCL18/CCL22/CCL23/CCL3/CCL7/CCN3/CCL21/CD300A/CD200/CCL15/CCL16/CD74/CD99/CD99L2/CCL25/C5/CSF1/CXCL10/CX3CL1/CSF1R/CXADR/CXCL17/EDN1/CALCA/CXCL9/DPP4/CD200R1/CHGA/ARHGEF5/CXCL13/FLT1/IL1R1/ITGB2/KIT/IL6/CSF3R/LGALS3/KITLG/MSTN/NBL1/MTUS1/PGF/PRTN3/LBP/RARRES2/S100A14/SCG2/SLAMF1/THBS4/TNFRSF11A/SLAMF8/IL6R/TREM2/VEGFB/XG/PLA2G7/SFTPD/SIRPA/TNFSF11/UMOD/VEGFD/XCL1,69
3,GO:0046718,symbiont entry into host cell,56/1056,159/18986,0.3522012578616352,6.332285115303983,16.38583128355155,2.2745721952950776e-30,1.4656774583432656e-27,9.523274638722286e-28,ACE2/ANPEP/APCS/AXL/BSG/CD4/CD46/CD55/CD74/CD80/CD209/CD86/CR1/CR2/CTSL/CLEC5A/CXADR/DPP4/EGFR/EPHA2/CTSB/CLEC4M/FURIN/GAS6/CDK1/GSN/FCN1/ICAM1/ITGA5/ITGA2/ITGAV/ITGB1/ITGB7/LDLR/LGALS1/LGALS9/ITGB6/HAVCR1/MRC1/NCAM1/MOG/NECTIN2/NECTIN4/NRP1/LAMP1/SCARB2/CLEC4G/SIGLEC1/SLAMF1/SMPD1/PTX3/TNFRSF14/TNFRSF4/TYRO3/PVR/TFRC,56
3,GO:0045785,positive regulation of cell adhesion,100/1056,499/18986,0.20040080160320642,3.603039412157649,14.300292181295237,5.642770997541793e-30,3.232053832480883e-27,2.1000347735880686e-27,ADAM8/AGER/APOA1/ADAM9/B2M/CCDC80/CCN1/ADGRG1/CD160/CCL21/CD27/CD274/CD28/CD4/CD46/CD276/CD55/CD5/CD74/CD80/CD83/CCL25/CEACAM6/CD209/CD86/CR1/CSF1/CX3CL1/DPP4/EPHA1/EPHA4/ERBB2/DMP1/FBLN2/EPO/FGA/FN1/FSTL3/AGR2/GCNT1/CXCL13/HAVCR2/HYAL1/ICOSLG/IGFBP2/IL12B/IL12RB1/IL2RA/IL6ST/ITGA5/ITGA2/IL7R/ITGAV/ITGB2/IL4R/IL6/KDR/LEP/LGALS1/LGALS9/LILRB1/LILRB4/LILRB2/KITLG/MEGF10/MYOC/NRP1/PDCD1LG2/PLAUR/PODXL/LAMB1/PTPRC/RET/HRG/SERPINF2/SELE/SLAMF1/SFRP1/SIRPB1/TGFBR2/THY1/TNF/TNFRSF14/KLRK1/TNFRSF13C/TEK/IL6R/VCAM1/VWC2/EDIL3/IFNG/IL15/IL1RL2/SIRPA/TFRC/TNFSF11/TNFSF13B/VIT/VNN1/XCL1,100
3,GO:0044409,symbiont entry into host,56/1056,164/18986,0.34146341463414637,6.139227642276424,16.041094959186896,1.4518220482317276e-29,7.484142658634556e-27,4.862839744708797e-27,ACE2/ANPEP/APCS/AXL/BSG/CD4/CD46/CD55/CD74/CD80/CD209/CD86/CR1/CR2/CTSL/CLEC5A/CXADR/DPP4/EGFR/EPHA2/CTSB/CLEC4M/FURIN/GAS6/CDK1/GSN/FCN1/ICAM1/ITGA5/ITGA2/ITGAV/ITGB1/ITGB7/LDLR/LGALS1/LGALS9/ITGB6/HAVCR1/MRC1/NCAM1/MOG/NECTIN2/NECTIN4/NRP1/LAMP1/SCARB2/CLEC4G/SIGLEC1/SLAMF1/SMPD1/PTX3/TNFRSF14/TNFRSF4/TYRO3/PVR/TFRC,56
3,GO:0042060,wound healing,91/1056,444/18986,0.20495495495495494,3.684919294294294,13.892856425624485,4.31295025298854e-28,2.0212053231050839e-25,1.3132830339722045e-25,ACVRL1/AHNAK/AGER/APCS/AXL/B4GALT1/APOE/C1QTNF1/CCN1/CCN4/CD34/CD109/CD59/COL5A1/COMP/CLEC7A/CX3CL1/DDR1/EDN1/ENG/DCBLD2/CPB2/ERBB2/ERBB3/F10/F7/F9/C4BPB/F11/F13B/FGA/FAP/F3/FN1/GAS6/CEACAM1/ENTPD2/GLA/F2/IL6ST/ITGA5/ITGA2/ITGAV/ITGB1/FGL1/F12/IL6/KLKB1/KDR/ITGB6/MCAM/MERTK/ADAMTS13/MMP12/OCLN/LRG1/NOTCH2/PDGFRA/PLAU/PLAUR/PLAT/PLG/PROC/PRCP/PROS1/NOS3/PPL/REG3A/SERPINA1/HRG/SERPINC1/SERPIND1/SERPINF2/SMPD1/SMOC2/TFPI/TAFA5/THBD/TFPI2/TIMP1/SPRR3/TNFRSF12A/TNF/SERPING1/IL6R/TYRO3/VEGFB/REG3G/TSPAN8/VWF/YAP1,91
3,GO:0051701,biological process involved in interaction with host,59/1056,204/18986,0.28921568627450983,5.199857026143791,14.636114110968705,1.0172966639060605e-26,4.370136918696451e-24,2.8395070039904254e-24,ACE2/ANPEP/APCS/AXL/BSG/CD4/CD46/CD55/CD74/CD80/CD209/CD86/CR1/CR2/CTSL/CLEC5A/CXADR/DPP4/EGFR/EPHA2/CTSB/CLEC4M/FURIN/GAS6/CDK1/GSN/FCN1/ICAM1/ITGA5/ITGA2/ITGAV/ITGB1/INHBB/ITGB7/LDLR/LGALS1/LGALS9/ITGB6/HAVCR1/MRC1/NCAM1/MOG/NECTIN2/NECTIN4/NRP1/PGLYRP1/LAMP1/SCARB2/CLEC4G/SIGLEC1/SLAMF1/SMPD1/PTX3/TNFRSF14/TNFRSF4/TYRO3/IFIT1/PVR/TFRC,59
3,GO:0032102,negative regulation of response to external stimulus,88/1056,437/18986,0.20137299771167047,3.6205186880244087,13.449769580077529,1.3013910146069517e-26,5.160515907922182e-24,3.3530576586877095e-24,ACP5/APOA1/ADIPOQ/APCS/ANGPT2/APOE/C1QTNF1/CCN3/CD200/CD109/CDH5/C5/CR1/CNTNAP2/CXCL17/EDN1/DPP4/EPHA4/CPB2/F11/FGA/CD200R1/FAP/FURIN/CEACAM1/GRN/CST7/CXCL13/HAVCR2/HGF/F2/IL12B/IL2RA/F12/KIAA0319/KLRD1/KLKB1/LDLR/LGALS9/LILRA2/LILRB1/MVK/NBL1/NOTCH1/MMP12/NRP1/NT5E/IL22/PDGFRA/PGLYRP1/PLAU/PLAUR/PLAT/PLG/PROC/PTPRS/PROS1/NOS3/REG3A/RGMA/PTPRC/ROBO1/ROBO2/RTN4R/HRG/SEMA3F/SERPINF2/SIGLEC10/SPINK5/ST6GAL1/TFPI/TAFA5/SPP1/THBD/TNF/SLAMF8/TNFRSF1A/TNFRSF1B/KLRK1/SERPING1/TEK/TYRO3/TREM2/VSIG4/PLA2G10/SIRPA/TNR/TSPAN8,88
3,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,69/1056,280/18986,0.24642857142857144,4.4305803571428575,14.034704154276351,1.8686767453177226e-26,6.880734730080614e-24,4.47077398766992e-24,ALCAM/APOA1/ADIPOQ/AMIGO2/CDH1/CDH17/CDH3/CDH5/CDH2/CEACAM5/CEACAM6/CDHR2/CELSR2/CDHR5/CDH6/CD209/CNTN4/CNTN2/CEACAM19/CRTAM/CX3CL1/DSC2/DSG3/CXADR/DSG2/DSG4/ESAM/CLSTN3/CEACAM1/CDH4/ICAM1/CLSTN2/HMCN2/IGSF9/IL1RN/IGSF21/ITGA5/ITGAM/ITGB1/ITGB2/L1CAM/NECTIN2/NECTIN4/DSCAM/PCDH17/PKD1/PLXNB2/ITGAL/PCDH12/PTPRF/PTPRS/REG3A/PCDH9/PTPRM/RET/ROBO1/ROBO2/ROBO4/SCARF2/SELE/SLITRK2/SLITRK1/PCDH1/SPARCL1/TGFBR2/VCAM1/PVR/SELL/UMOD,69
