dataset,feature,beta_sex,p_sex,q_sex,p_age,q_age,R2
proteome,AIFM1,0.23801354916996678,7.218049490812601e-24,2.8357316909397016e-23,0.2673547800092705,0.3324974461948506,0.010201947296220037
proteome,AK1,0.24979438044584565,4.316338439180462e-72,3.912854628561419e-71,0.007059214796862785,0.01248217284201598,0.03238477241510129
proteome,AK2,0.04219903641832496,0.05170250556769277,0.07196929601912026,0.5301899663879195,0.5891223874710076,5.637216029104053e-4
proteome,AKAP12,-0.024642963733208324,7.136461255597844e-10,1.802018201132362e-9,1.6906724715580036e-12,4.805329059861551e-12,0.009485367705235559
proteome,AKR1B1,-0.015044346590242405,0.3676800052847238,0.4240450159723859,0.22888368950568838,0.293031355117151,5.23250430922273e-4
proteome,AKR1B10,0.06617191865719241,2.423065650052403e-7,5.374565830169427e-7,3.053465838201382e-5,6.56337760066998e-5,0.004917781559363843
proteome,AKR1C4,0.04237289040604328,3.09985001140838e-4,5.694438126684117e-4,0.336747485596039,0.4040139377126337,0.0016552214396190479
proteome,AKR7L,0.1628475705167748,5.212190404077016e-34,2.5830872308150777e-33,1.1893287641717106e-12,3.406919197857923e-12,0.019938682444416655
proteome,AKT1S1,0.09689846398720366,2.8334361611305612e-11,7.51890923121828e-11,0.6939539207779497,0.735530680737413,0.004452104568164472
proteome,AKT2,0.028073449084213508,0.28421831286035537,0.3382116817119353,0.26493019947159074,0.3303422692257896,4.8680247558818834e-4
proteome,AKT3,-0.0033967616233601407,0.7852438406195795,0.8237679057830892,0.3015730174058091,0.3681688154778573,3.7186887300044713e-4
proteome,ALCAM,-0.1583982789449228,1.5003314577253676e-286,8.263146273774241e-285,2.0946889131083063e-73,1.8036569136764444e-72,0.14543757715151573
proteome,ALDH1A1,0.31260477665488207,3.7773292489679573e-147,7.6041545363706675e-146,0.0018800941843050319,0.003538359074136936,0.06450312538263692
proteome,ALDH2,0.034653609024860255,9.796315260865752e-4,0.001717444098886915,0.0038818656006054165,0.007073137133687397,0.002327603797945166
proteome,ALDH3A1,0.37571727150166956,4.011855007967813e-139,7.45898392882678e-138,8.149563023826952e-9,2.0489728222696704e-8,0.06331256708266286
proteome,ALDH5A1,0.026753761306962918,0.005329202383507443,0.008666262817525474,0.001986919711287634,0.0037321870252565014,0.0021326176676146336
proteome,ALMS1,-0.02048222971920412,0.02843771512560366,0.041442681204012524,0.4423626776547631,0.5067726279726269,7.149772818637601e-4
proteome,ALPI,0.09647835259822984,9.510163833649859e-5,1.8227293650967786e-4,1.0532493147075687e-4,2.1804501770435414e-4,0.003534538466861137
proteome,ALPP,-0.23399378952233124,1.8857271665035904e-17,6.157089036939575e-17,2.0457066566566185e-17,6.701927868440706e-17,0.01478789448006701
proteome,AMBN,0.015071536909741754,0.01457663834187319,0.02228874139336189,2.378421584367392e-4,4.797935455956059e-4,0.002537934392834451
proteome,AMBP,0.04133900013977763,6.54396214386111e-21,2.3907165829700352e-20,2.0330494148499292e-230,8.129412660201292e-229,0.10714793678972734
proteome,AMDHD2,0.007138972669282061,0.16631816623394832,0.20827229825692628,0.2890552842145962,0.35436890996321135,5.638282226761993e-4
proteome,AMFR,0.0029492782725410284,0.831412021176193,0.8615163968098357,0.6058869152209027,0.6552737701110838,1.8749153144037578e-4
proteome,AMIGO1,-0.011230342845799516,0.24814824804534083,0.3008076146363579,0.25437138443533325,0.3200474444684215,5.539447462953317e-4
proteome,AMIGO2,-0.03675802883745029,2.58736255228527e-13,7.404422833451669e-13,0.5744648176344325,0.6282738114180998,0.005504460930161659
proteome,AMN,0.07409082647906476,3.3041711308723686e-13,9.42803082210796e-13,1.3918245296384599e-6,3.196487649106738e-6,0.008199407992418029
proteome,AMOT,-0.3460552762669805,0,0,5.480628184258168e-5,1.1575943321164684e-4,0.145744132825106
proteome,AMOTL2,-0.001844377459984376,0.8484465335397711,0.8751291277040959,0.034216034159898295,0.055210947326005046,8.593541997670151e-4
proteome,AMPD3,0.13517773557557983,1.359360883822942e-20,4.9230451859543025e-20,1.7322750188236622e-6,3.953487709105763e-6,0.011464454886872977
proteome,AMY1A_AMY1B_AMY1C,-0.018495277807023328,0.06366833433259746,0.08721157574699764,1.8471886414808632e-10,4.939293265096914e-10,0.005046065053054827
proteome,AMY2A,-0.03340920827262512,0.0012931601698175446,0.0022549190774775463,1.6357000307722794e-8,4.053148038900071e-8,0.004805135365713364
proteome,AMY2B,-0.011520002693740454,0.2632506257813944,0.31611863335671503,1.3298303708533593e-4,2.725965486320896e-4,0.0021282421564678966
proteome,ANG,0.22107441400523312,1.1797488694772883e-177,3.102420675679464e-176,6.112655619854992e-11,1.659799232963416e-10,0.08080160342338705
proteome,ANGPT1,-0.01707015939770299,0.3581502660761844,0.4146928308910679,2.3182043800705638e-10,6.18541004152283e-10,0.004765581996963197
proteome,ANGPT2,-0.10290373989811936,1.3484024234652618e-32,6.473662292919571e-32,1.101248294588631e-59,7.653675647390986e-59,0.03907054915275332
proteome,ANGPTL1,-0.09975440757880585,1.6002393461378389e-55,1.147690086333256e-54,1.9125441552803738e-30,8.161866066174577e-30,0.03669467049631536
proteome,ANGPTL2,0.07997674922185076,2.3592231067692737e-18,7.879373282219119e-18,1.716675835427103e-52,1.0549424765498346e-51,0.031014379075120946
proteome,ANGPTL3,-0.3009260179381436,1.5971966617018976e-301,9.324434111015679e-300,1.993283651853416e-104,2.318085649306821e-103,0.16265032891077924
proteome,ANGPTL4,0.058890574777421524,5.820517568778289e-9,1.4170217500637053e-8,1.4320653826042877e-72,1.2222803660297998e-71,0.03614529939692446
proteome,ANGPTL7,0.10703126765830391,1.1691899567263124e-39,6.451541557058801e-39,1.1989941471204052e-78,1.0802049121742169e-77,0.05148829280975198
proteome,ANK2,-0.0389030377220212,0.006511717291986107,0.010461036199949062,0.18688967467911066,0.24707018133529166,0.0012044640897279635
proteome,ANKMY2,-0.005809025404133804,0.7197948480196728,0.7640295132252454,0.5137639493962858,0.5739291880167463,2.424572590340457e-4
proteome,ANKRA2,-0.02259786298878909,0.03499452849124833,0.050122192672205045,0.7804987607458422,0.8108832134427939,5.278457692294847e-4
proteome,ANKRD54,0.14528796787094067,4.189360632970706e-33,2.041526492093738e-32,0.012861577718550487,0.022084085506146395,0.015008601044725789
proteome,ANP32C,-0.008015244879037027,0.3016691099100763,0.35723007376369686,0.2241037393606779,0.28804879577006554,5.47772324503315e-4
proteome,ANPEP,0.046451450101849125,5.617087585285442e-14,1.631470513576936e-13,2.3315044255752917e-4,4.709800289449327e-4,0.007217304479035458
proteome,ANXA1,0.0728868644911086,5.665658063397316e-20,2.0119289400312368e-19,3.168030781160643e-33,1.4183254371484533e-32,0.023091120691888678
proteome,ANXA10,-0.009238698769920575,0.6079941674801104,0.6624259834859876,2.519797145201101e-87,2.4517626222806713e-86,0.03904077334291822
proteome,ANXA11,0.015445144330614443,0.29058902550453664,0.34490679136140195,0.12718323563498174,0.17865089662913325,6.493337799547971e-4
proteome,ANXA2,0.148043130329427,4.2843083862449604e-27,1.82215408555994e-26,1.4038653788898002e-17,4.614733154255999e-17,0.019359950524589276
proteome,ANXA3,-0.027431806120138756,0.07574052215937507,0.1026400112271197,0.39806465733476293,0.4633564402462828,6.211113841082527e-4
proteome,ANXA4,-0.006595268380092851,0.671351511472098,0.721264284868257,0.03313657898767568,0.053676844653177194,8.860913323627262e-4
proteome,ANXA5,-0.016483914908988696,0.009255969530469312,0.01457290995654796,5.717591547218998e-32,2.4984505578341696e-31,0.015106671332572263
proteome,AOC1,-0.01373039474967994,0.25493488984077955,0.30801115208825974,0.6745200632959114,0.7164934733481678,2.711328275064595e-4
proteome,AOC3,-0.11781701457743168,2.972472435137695e-67,2.544471272189716e-66,1.8157832980687668e-133,2.928326766333e-132,0.08464592718878738
proteome,AP1G2,0.029308826283937012,0.07872721967832762,0.10634185758493211,0.3856121351709714,0.45204892472452435,5.952661394188485e-4
proteome,AP2B1,0.041816878896996756,1.9981673674502983e-5,4.030857322451569e-5,0.584436028456365,0.637030906297285,0.001930138628241318
proteome,AP3B1,0.03948600890592701,0.01354581126549997,0.020810643728418114,0.08644552423133636,0.1275705183171238,0.0012358727187607998
proteome,AP3S2,0.026858739163982747,0.006114964053268071,0.009856201033401159,0.05772411173678682,0.08934076466579041,0.001435010730544306
proteome,APBB1IP,0.048280708669742614,2.8901872388961827e-7,6.39125496237724e-7,1.2162241510022983e-19,4.2113384303389193e-19,0.011628179708253139
proteome,APCS,0.2950705378075768,1.37197923093364e-310,8.173076275704687e-309,5.88610259511726e-8,1.4317944562622735e-7,0.13203056699770188
proteome,APEX1,0.12544069386040183,2.2818813809681894e-22,8.6504048714885e-22,0.3932416772630748,0.45933148130781826,0.009649507257970313
proteome,APLP1,-0.16403217280359958,1.2150989546554456e-47,7.5305177253487165e-47,4.641512478933476e-4,9.179251304882667e-4,0.022493723845931513
proteome,APOA1,-0.167131549182485,3.454043348422085e-179,9.165775030949151e-178,1.000085482263793e-21,3.612932577633678e-21,0.08612934786150828
proteome,APOA2,-0.18671326192965115,4.107127841400833e-76,3.9697702546519974e-75,3.1989951361702026e-91,3.3349524294574364e-90,0.07062099796113186
proteome,APOA4,0.045742073095282915,3.5806587007062167e-10,9.120368889495155e-10,6.258562475462675e-38,3.05497389061464e-37,0.020969919486178656
proteome,APOB,0.0024414697134795245,0.5971973140773578,0.65142711501936,0.025286472599483658,0.04170125057508068,9.381621837434295e-4
proteome,APOBR,-0.06355297333778964,5.45086506398245e-14,1.5863484667761488e-13,2.5155173391915686e-6,5.700927882841761e-6,0.008315631903996978
proteome,APOC1,-0.2036097070003779,2.6813305086621456e-144,5.324356295771975e-143,9.566881896074072e-12,2.6545369063346212e-11,0.06846222189141249
proteome,APOD,0.1227666811020734,1.944379760229819e-43,1.1374037114450585e-42,0.010745785625734323,0.018637521236790546,0.01967580223129961
proteome,APOE,-0.1407862485192841,4.98894839311463e-20,1.778112376007522e-19,7.136904920106808e-7,1.6599701563180695e-6,0.011444783253855784
proteome,APOF,-0.09329535331256948,3.9403552726073247e-47,2.431690706287692e-46,1.0804973440904004e-16,3.4850516545855015e-16,0.027830421949339046
proteome,APOH,0.011078926104356353,0.15655534743080776,0.19765789755645669,3.151663687088784e-28,1.2939108723786444e-27,0.013056740925533328
proteome,APOL1,-0.18064636724333208,4.3610509064505806e-44,2.5716985042281302e-43,1.2324139615147652e-34,5.603452264270404e-34,0.034636598613929315
proteome,APOM,-0.07295544261461331,9.019497958605714e-32,4.253297987264957e-31,4.2921146040725073e-19,1.4653429858815963e-18,0.02295926765168632
proteome,APP,-0.014110912656344222,0.33299994173042924,0.3893082784584347,7.567580331525569e-6,1.6785537224713628e-5,0.002681540153515849
proteome,APPL2,-0.03343040101710673,0.1475760459117534,0.1881111257713573,0.0021291040096306124,0.003986436564536086,0.001679746819030048
proteome,APRT,0.11168713226509815,5.912189442906427e-26,2.4409732650415646e-25,0.03599090392841822,0.057692173842423276,0.011672309995715557
proteome,ARAF,0.01859526471050478,0.16700927163473847,0.20895845002220387,0.06770507846035811,0.10266551897443395,8.867246391475181e-4
proteome,AREG,-0.018745920592045863,0.06006750825950223,0.08262853669013992,4.698828968430674e-31,2.022991409859755e-30,0.01426414713238422
proteome,ARF6,0.09932686669216716,7.179898453180269e-6,1.4927438450735902e-5,6.978962251440812e-5,1.4634763514336012e-4,0.0040497655263807
proteome,ARFIP1,-0.01287661291383825,0.36605685013627176,0.42253107379543503,0.16334783860566413,0.22023664706232499,5.935235472918077e-4
proteome,ARG1,0.003559672830113384,0.7531317826621456,0.7939298207261838,0.0625974870493889,0.09591709432922112,7.315142785343509e-4
proteome,ARG2,-0.03673596334713987,1.9300030794243655e-5,3.9041434434093715e-05,0.1279791065921,0.17951514278824598,0.002373584222990055
proteome,ARHGAP1,0.0807368960603432,1.160421563960534e-15,3.5543237620155284e-15,1.6397098138026045e-5,3.590632367959342e-5,0.00850080232604189
proteome,ARHGAP25,0.0913526277336133,1.187189466884371e-12,3.3289203206873e-12,0.23111216439628765,0.29551337595726396,0.005292889257027089
proteome,ARHGAP30,0.017120884728747943,0.017748000071411692,0.026773339642610198,0.7625534387099887,0.7952459762752616,6.880441451273533e-4
proteome,ARHGAP45,0.03562371361676964,0.037163656122112775,0.05302087596307292,0.250224205334619,0.3157822980422623,8.023027799335392e-4
proteome,ARHGAP5,0.009946185086068557,0.5115869310988322,0.5688846673819015,0.0044422075178185225,0.008048916042527788,0.0013287823730983028
proteome,ARHGEF1,0.1026434973988655,3.896697916940897e-8,9.121460480794289e-8,0.27986189119499394,0.3451275286853347,0.003268857028829064
proteome,ARHGEF10,0.08069711125040858,3.766130438162948e-5,7.407907512801647e-5,0.14878982574312904,0.20352272790262121,0.0021581113240143335
proteome,ARHGEF12,0.033427246274375155,0.1543595578303015,0.19547746173824299,0.34848122153036576,0.4154628511971541,5.100067597156865e-4
proteome,ARHGEF5,0.03700551271665706,0.011186927254746076,0.017397251282154393,1.9056553915977194e-4,3.8682949152112257e-4,0.002677811346383119
proteome,ARID3A,0.0016226869641718347,0.835362430824321,0.8648148209931857,0.035194829179494076,0.05663379623756516,8.47971304381745e-4
proteome,ARID4B,0.024668361129050055,0.0021647053202454,0.0036951899589452177,0.5400923517657028,0.5983034439484198,0.0011459522835765013
proteome,ARL13B,-0.0038271516133824095,0.7838125146054559,0.8227072024931052,0.010180483300712756,0.017699124928398174,0.001124036606871659
proteome,ARL2BP,-0.0030458827236565338,0.7092364748651601,0.7544683929050299,0.009807612167221364,0.017081396131336014,0.001139547747953218
proteome,ARMCX2,-0.04684321671071658,1.2900832617221688e-4,2.451662136046231e-4,0.180553635697291,0.2398746108878448,0.0019190512908741075
proteome,ARNT,0.0014692987510712963,0.8514159451500519,0.8775717316006362,0.011969113896940492,0.020624464855471838,0.0010809430499384431
proteome,ARNTL,-0.02568584152775069,0.016128308926986266,0.024532847190137003,0.8601085869747112,0.8793894799927081,6.364680988928395e-4
proteome,ARSA,0.08706895616678481,2.3649329863053328e-17,7.695919049080565e-17,1.537653369149011e-10,4.125377007854746e-10,0.01190967033556567
proteome,ARSB,0.09218418186118646,8.720564999927497e-14,2.5253302812290046e-13,0.4367124642021307,0.5016061609831771,0.005793572230316957
proteome,ART3,0.32780173091769926,0,0,0.008848593308291918,0.015485038289510856,0.1600330684806227
proteome,ART5,-0.03420744434130062,0.004882284183143692,0.007970574681541632,0.08959954502256395,0.13155989533242665,0.0013623170689310848
proteome,ARTN,-0.0031032961132104993,0.7527316534644298,0.7937946880284215,0.9883111207285008,0.9896672937929653,2.2722714516199005e-5
proteome,ASAH1,0.06470105512830368,2.1534526765572014e-11,5.7405738473702924e-11,7.533190203260294e-20,2.6209037191080805e-19,0.013468617031215824
proteome,ASAH2,-0.18637461509819378,8.980128640288709e-54,6.211610308294488e-53,1.1064432414238626e-5,2.4430467637793152e-5,0.02590257691406128
proteome,ASGR1,0.08409695351947208,2.9253718826927862e-34,1.4522381846224904e-33,1.1922605980994472e-59,8.246940013867977e-59,0.041246081937480916
proteome,ASGR2,-0.01840646298985474,7.535542276447623e-4,0.0013387856302465376,5.306397360704323e-22,1.9289382186669886e-21,0.01098449330538942
proteome,ASPN,-0.10147759969589765,1.3259743591123642e-72,1.2171443881286136e-71,4.001346608755627e-64,2.987194565462321e-63,0.058463618089798164
proteome,ASPSCR1,0.1425686713858167,4.773003306989846e-24,1.8853040125985603e-23,0.5331918367215295,0.5915287860352773,0.010121330016925612
proteome,ASRGL1,0.07169075028060831,5.988054417512892e-4,0.0010749772967232553,0.07496414694412178,0.11261983784348506,0.0017905563696323235
proteome,ASS1,0.4586988373521877,9.745866647249571e-171,2.410863113840805e-169,8.252626805007271e-9,2.0730996251132726e-8,0.0762131882581325
proteome,ATF2,-0.0038002680036909944,0.7956934322475269,0.8327820468736217,0.15906752413388,0.21526105838979867,5.135870779363616e-4
proteome,ATF4,-0.002922336897824711,0.6656687697259324,0.7156858706556156,0.2823119940073351,0.347855090969781,3.8718314437768964e-4
proteome,ATG16L1,0.034082900490665265,0.0561713442295184,0.07778185664419555,0.011600259018676439,0.020024338306041705,0.0014217044677231616
proteome,ATG4A,0.16403860137903803,2.5369605545460914e-38,1.3713681219851928e-37,3.4881434944792554e-4,6.964357633642234e-4,0.018140198193679513
proteome,ATOX1,-0.04804418612419782,0.0025040333864711907,0.004241570978849738,1.131485837489233e-10,3.046870073460398e-10,0.005723684296101816
proteome,ATP1B1,0.009329190178372129,0.32326130302950795,0.38017717306330934,0.14965328860091542,0.20441644802343104,6.414402683387888e-4
proteome,ATP1B2,-0.01968634440861922,0.0015311142913435147,0.0026492724460176168,0.9538647940046457,0.9601142529998485,0.0010199266875854374
proteome,ATP1B3,-0.026172844751185344,0.0011397963469850722,0.001992254812484686,0.34856749660220293,0.4154628511971541,0.0013702714981232988
proteome,ATP1B4,-0.01249354094448349,0.13625421732783985,0.17520971822905926,0.5246345689757197,0.5840611391457383,4.2280101772418366e-4
proteome,ATP2B4,-0.015105040930831098,0.18459937741950774,0.22842118808289236,0.831499443799071,0.8531271973460416,2.5728669348401567e-4
proteome,ATP5F1D,-0.020623161907209985,0.03696857109791106,0.05279415804050997,0.15854068825511108,0.2146476201376017,9.239307496935467e-4
proteome,ATP5IF1,0.02958001307657984,0.22372377709044972,0.2735859678789371,0.21527054078260408,0.27816498828880976,5.700756370179416e-4
proteome,ATP5PO,-0.005317216750579311,0.5643538899738112,0.6190714035451165,0.28810464483710985,0.35350040280770223,3.98908136280518e-4
proteome,ATP6AP2,0.05122026118066139,6.4007818204629185e-9,1.5554087031363118e-8,8.808890997246118e-13,2.5333155488631943e-12,0.009236377502310877
proteome,ATP6V1D,0.013780120730780526,0.015908441382561533,0.024223651745277578,0.12685498794933037,0.1782810350621547,0.0011387933863721278
proteome,ATP6V1F,0.09352037122148199,8.815122144986731e-11,2.307743635983522e-10,0.6691093665408936,0.7115228564418464,0.004254983328549344
proteome,ATP6V1G1,0.09788869071890552,3.550492602132175e-11,9.353689445508862e-11,0.24331328924612552,0.30933427321839735,0.004661195411149066
proteome,ATP6V1G2,-0.01685818108631276,0.38789485533176193,0.4448978714001623,0.24567698864553067,0.31152525189239966,4.665728718259432e-4
proteome,ATRAID,0.031142157215919515,2.3000340709392555e-8,5.440680269912226e-8,3.220432873961796e-89,3.241532261756718e-88,0.043110825007758424
proteome,ATRN,-3.267454014585177e-5,0.9923542212175815,0.993715942275856,2.519277056705173e-36,1.1841819208570691e-35,0.01647349830272926
proteome,ATXN10,-0.008761742172462813,0.5740543455468703,0.628295701031614,0.7466398830058609,0.7820028053441364,1.509642765300523e-4
proteome,ATXN2,-0.09629005466458893,1.2419956765293044e-5,2.539673869510703e-5,0.0041861932739061395,0.007613394496281633,0.0031922144312667156
proteome,ATXN2L,0.015073255015163135,0.12230618625162279,0.15902528181224362,0.1122033166539011,0.16000072365058002,7.987782461637005e-4
proteome,ATXN3,0.16506221590631015,5.027681548994913e-38,2.6977578017492926e-37,0.7740344907300236,0.8057798425252992,0.01630290167098425
proteome,AXIN1,0.13620273174543038,1.5840342547708717e-10,4.084625432576126e-10,0.017163020699731687,0.029009182062835433,0.004909555337829441
proteome,AXL,0.03957880692528937,1.1468664309064261e-10,2.973093349747653e-10,1.2188872235084864e-17,4.0157243853513224e-17,0.012092937521014036
proteome,AZI2,0.020620815595460477,0.07674715744710942,0.10390767745274229,0.12804565847812988,0.17952222723230601,8.577383635972602e-4
proteome,AZU1,0.13137349227786885,6.398957545884953e-17,2.043605807050129e-16,0.27926767586780715,0.34483178758804106,0.007391539043220097
proteome,B2M,0.034251730602001686,1.8785093524680953e-8,4.454401949516141e-8,1.034774587966069e-175,2.538241195187358e-174,0.07996122839351705
proteome,B3GAT3,-0.008155244140176486,0.048031945327128504,0.06721248725306238,0.14358111243664484,0.19713700244711493,9.190275427044536e-4
proteome,B3GNT7,0.011117538795669585,0.13158813534221495,0.16973299472555256,1.1580396727822397e-175,2.816931504042798e-174,0.07704849875037534
proteome,B4GALT1,0.07433185359053666,6.690427564732111e-37,3.456523550699651e-36,4.785236583120893e-67,3.705067794729413e-66,0.04600626160816568
proteome,B4GAT1,-0.10423627496347038,2.404601745550318e-80,2.5157822563660856e-79,1.91902607371953e-35,8.89148747490049e-35,0.050699098255200914
proteome,BABAM1,-0.004195125976830974,0.4746565903600112,0.5317968065730706,0.4723009884459882,0.5339452305475754,2.9284982311461594e-4
proteome,BACH1,0.042010232945108236,0.009748434354138564,0.015331724073130642,0.39751435610734287,0.4631486166407942,9.43775095891719e-4
proteome,BAG3,0.0871575340657007,4.2578914436315615e-23,1.6418474404175072e-22,3.93456820363114e-10,1.0421964234482121e-9,0.014175940530979037
proteome,BAG4,0.031016124501360088,0.0011971203633341224,0.0020899487682848705,0.002615287175054783,0.004865534266402111,0.002426463702188797
proteome,BAG6,0.01889654768451025,0.017087008443130606,0.02588322659340853,6.270760367897217e-11,1.6979916061124282e-10,0.005508594408481171
proteome,BAIAP2,0.21686858331844905,2.329730694228075e-54,1.6347317058778248e-53,0.028441645289554153,0.046588755667906045,0.024311074757555673
proteome,BAMBI,-0.040972772287909603,3.15655994734973e-11,8.330920873701502e-11,3.3075672812175355e-63,2.407678028397503e-62,0.032358683750128736
proteome,BANK1,0.1531687638244636,1.1375484302953541e-10,2.9515589938063454e-10,0.009891700037081452,0.01720731371170486,0.0050756800539302205
proteome,BAP18,0.12761516741756293,1.0483366673056784e-22,4.0106090850134667e-22,6.713241447253473e-15,2.0627317667929355e-14,0.016223909791113877
proteome,BATF,-0.028987082788179894,0.07810365763386137,0.10559730274814329,0.09030207367168111,0.13232517723274959,9.283149527975487e-4
proteome,BAX,-0.013561576615607864,0.487587350255862,0.5440624905951305,0.080491548489821,0.1200586765670861,7.126620874176037e-4
proteome,BCAM,-0.005494462718507165,0.29175415126666715,0.3460505353707442,3.1665474736543576e-84,3.020637933201657e-83,0.03773961665458392
proteome,BCAN,-0.1498862107008113,4.508469081503083e-80,4.6833527576183274e-79,5.4380756584044956e-45,2.9505098228406547e-44,0.05476175744567835
proteome,BCAT1,0.0237555686523878,1.418405224627926e-4,2.6902695586022843e-4,3.80723690960286e-64,2.8495703946489097e-63,0.03030115861834326
proteome,BCAT2,-0.04297596255595724,7.980207251157664e-5,1.533523697572694e-4,0.5578746651521422,0.6135780510848166,0.001733436327011284
proteome,BCHE,0.07278904708926123,5.073392334093835e-35,2.548921208815818e-34,3.463693253644596e-15,1.0790310146626015e-14,0.02104812227542663
proteome,BCL2,-0.02326792387747778,0.029760914965327883,0.04321893782833451,1.1617175245132322e-34,5.290254998524376e-34,0.016174104683842727
proteome,BCL2L1,0.0015928133505744865,0.9385106333697315,0.9499003255222769,0.20269663287759393,0.2643750989140736,4.5387966944510083e-4
proteome,BCL2L11,0.0876898362494426,1.618060833377491e-19,5.670011491751376e-19,2.7804049049973164e-35,1.2821488021622697e-34,0.024086318309169963
proteome,BCL2L15,0.05510948055761762,2.3096854398313398e-7,5.137548650674119e-7,9.976058824350783e-18,3.305347980508506e-17,0.010860329664629464
proteome,BCL7A,-0.00908751630881454,0.46553998468620805,0.5228592594455719,0.09200683347022652,0.1344857020027998,6.973721344603057e-4
proteome,BCL7B,0.011425498950550119,0.1768079230312818,0.21989873341640884,0.27543733398082904,0.3409675902841561,5.460632060090287e-4
proteome,BCR,0.10311921333122041,4.2074405592459373e-7,9.255100973955456e-7,0.33843459949620025,0.40553801146527446,0.002802977139802265
proteome,BDNF,-0.12900771905153827,3.320163653405594e-14,9.720719863882575e-14,1.2582536054693833e-6,2.8965633078589354e-6,0.00859781016036043
proteome,BECN1,0.06467762690336809,1.7879480166824205e-7,4.0084641019170393e-7,0.42402119568340224,0.48921654948610716,0.0029044439340232264
proteome,BEX3,0.011098116819291107,0.2436700698324914,0.295993730270929,0.2859440294288042,0.3519832322913806,4.905916143018718e-4
proteome,BGLAP,-0.2023280228680483,4.2885229762921515e-27,1.82215408555994e-26,2.3732581371829357e-13,6.92754050243699e-13,0.01758180338889137
proteome,BGN,-0.32988286779254206,4.981160954746882e-38,2.677718016004816e-37,8.321993212306337e-4,0.0016205402392743295,0.01830189357095724
proteome,BHLHE40,0.005814881270114401,0.6840407386923073,0.7319336203236235,0.3043133020740126,0.3712037311968419,3.731640678624748e-4
proteome,BHMT2,0.005338891041487878,0.3003646996800113,0.35582977206410427,0.11710744039321004,0.16569879714385852,6.983049419361231e-4
proteome,BID,-0.004102476510040371,0.7761091478833457,0.8157949595504091,0.17751491597034647,0.23671358598329892,4.95138077741375e-4
proteome,BIN2,-0.04821128746229597,0.01768144996843833,0.026700544468635016,0.17680674953090356,0.23587701182847692,0.0010585199449522076
proteome,BIRC2,0.019322462043280645,0.1658515099901871,0.2077770633739726,0.234183201617572,0.2987678170986419,5.840691656560093e-4
proteome,BLMH,0.0967496427806925,1.101864847037799e-40,6.1615775641826345e-40,0.05655848512321465,0.08772275136804654,0.01803003860827468
proteome,BLNK,0.03212779229937553,1.4174818059655574e-5,2.8853761447792626e-5,0.6260443054547171,0.6740772141727478,0.0020797130200724823
proteome,BLOC1S2,0.003583141005706633,0.7995514593147277,0.835621449960505,0.5786538188534642,0.6310318974774275,1.9839606253202469e-4
proteome,BLOC1S3,0.01867975006909147,0.028474672492524774,0.04147583283716558,0.2315301623892185,0.29590041331616845,8.61495539618562e-4
proteome,BLVRB,0.25572000522004845,1.7828526675190288e-73,1.6521101385676334e-72,0.8694961223778545,0.8871230972460529,0.03213026405377972
proteome,BMP10,-0.16709886515846886,1.9345704101566295e-173,4.8681129545234496e-172,2.2847099387536762e-38,1.1246320929548029e-37,0.09009704727759338
proteome,BMP4,0.1282148123724234,9.56686101518328e-36,4.873589407211168e-35,7.325322614261894e-14,2.1686223844858487e-13,0.021622752810880552
proteome,BMP6,0.06771090194444003,1.1311500383942804e-13,3.2626748637084035e-13,1.648944979175716e-19,5.682727738151021e-19,0.01445687314202071
proteome,BMPER,0.030193641671037372,3.0904160969758415e-11,8.17853543705574e-11,1.6512454583231525e-20,5.807211437162991e-20,0.013719469348471569
proteome,BNIP2,-0.0041630860310970675,0.5333449573812714,0.5897098221954286,0.7612542680351071,0.7942401294482045,1.586536056544796e-4
proteome,BNIP3L,0.06964963899580298,3.4928915594379026e-15,1.0489455207818145e-14,2.5527622806993076e-9,6.524967685955585e-9,0.010375450769805616
proteome,BOC,0.07106054255606152,6.8420155116961585e-43,3.9705453834276513e-42,7.761744639031506e-26,3.0452328765232484e-25,0.02963025724767976
proteome,BOLA1,0.08756096427103156,1.3726471262083403e-15,4.191168369667516e-15,6.70062509415251e-15,2.0610247260096077e-14,0.013058264862910618
proteome,BOLA2_BOLA2B,0.15078932658966246,1.6496518909027115e-41,9.423353952142887e-41,0.03474867801166368,0.05597758891614033,0.018696530759505614
proteome,BPIFA2,-0.17670335226050898,2.9658908372715013e-15,8.943631564044951e-15,7.262120157164435e-15,2.224357685074815e-14,0.012910348498326285
proteome,BPIFB1,-0.3517072856739203,2.660919176492172e-127,4.438413186388942e-126,7.899696829056699e-10,2.062541596065877e-9,0.059471229385139934
proteome,BPIFB2,-0.2753856385930962,1.0070530676231802e-78,1.0242466565826003e-77,2.2352493456111398e-14,6.726487463751461e-14,0.039703032214922995
proteome,BRAP,0.014614527264163157,0.5211840170366047,0.5784548082623,0.1859779623131157,0.24613791105825103,5.042484775991118e-4
proteome,BRD1,2.827049431742662e-4,0.9622548065563201,0.9695622300096302,0.524139552244816,0.5839088632283719,2.209592285291606e-4
proteome,BRD2,0.005073939368383866,0.43443124155402923,0.49189479988216106,0.04099544307767646,0.06507107033373441,8.837577125274665e-4
proteome,BRD3,0.009711893974066832,0.3191574555083279,0.37565373877419717,0.793706603440264,0.8195364610690239,2.0706262619885063e-4
