protein,metabolite,r_F,p_F,q_F,r_M,p_M,q_M,abs_r_F,abs_r_M,p_diff,q_diff,r_diff
CD72,fid_23620,-0.08933005999149168,2.9444327766335056e-11,1.0739563410363207e-10,-0.18193661800070812,8.31221163044258e-36,1.7601086938284662e-34,0.08933005999149168,0.18193661800070812,2.1503365710879544e-6,1.2943530271639162e-4,-0.09260655800921644
PCDH17,fid_23406,-0.07829728861949486,5.698137156642057e-9,1.7756286185826564e-8,-0.17117002783372823,7.876243428066542e-32,1.3883777282916675e-30,0.07829728861949486,0.17117002783372823,2.151498090397553e-6,1.294944939170043e-4,-0.09287273921423336
CXCL13,fid_23590,0.015058273173610514,0.26327179523370997,0.3414756969479538,-0.07918754197162645,6.666850740384937e-8,2.3246327833113732e-7,0.015058273173610514,0.07918754197162645,2.1519142138831876e-6,1.295088151023376e-4,-0.09424581514523696
MSLN,fid_23529,0.10586487866427624,3.1074859214230864e-15,1.458226008311724e-14,0.011850248843652399,0.41975482585495116,0.5142910456233881,0.10586487866427624,0.011850248843652399,2.1523691191479244e-6,1.295254677297073e-4,-0.09401462982062384
ACY1,fid_23646,-0.1790921815315816,5.093174853633282e-41,8.666457619199654e-40,-0.26869413516967866,1.5899121861322443e-77,1.489940000204597e-75,0.1790921815315816,0.26869413516967866,2.1529373026212006e-6,1.2954893390193474e-4,-0.08960195363809706
LTBP3,fid_23625,0.023148044648928515,0.08546514313848695,0.12667180974465195,-0.07113820078128141,1.237394111444122e-6,3.793661628768219e-6,0.023148044648928515,0.07113820078128141,2.153166851838184e-6,1.295520211993708e-4,-0.09428624543020993
TNR,fid_23634,-0.09223871695334444,6.568401359158602e-12,2.5039297869449587e-11,0.0019077968023939443,0.8966522519190312,0.9248780644295116,0.09223871695334444,0.0019077968023939443,2.1538604523302865e-6,1.2958302677159791e-4,0.09414651375573839
SERPIND1,fid_23503,0.2716674598848314,5.171901157727905e-94,4.5405219113087705e-92,0.18219843133157357,6.604437671828792e-36,1.4047084064767484e-34,0.2716674598848314,0.18219843133157357,2.154842689876296e-6,1.296313910880217e-4,-0.0894690285532578
ACE,fid_23603,-0.00988571763503197,0.4627084188517562,0.5484825035674529,0.08432014022715575,8.86441489712688e-9,3.36229551989773e-8,0.00988571763503197,0.08432014022715575,2.155234670840059e-6,1.2964424158250028e-4,0.09420585786218773
BMP6,fid_23522,0.05434539119318875,5.342376929056625e-5,1.2162097922213905e-4,0.14771675115684232,4.850632414935133e-24,5.601331398398076e-23,0.05434539119318875,0.14771675115684232,2.1554560252470973e-6,1.296468270677237e-4,0.09337135996365357
MFGE8,fid_23614,-0.2378030967773255,7.759726203221578e-72,3.686521704695564e-70,-0.3246620561008465,2.6684834676319813e-114,7.402811096421453e-112,0.2378030967773255,0.3246620561008465,2.155976502842622e-6,1.296674023614072e-4,-0.08685895932352097
PDGFRA,fid_23617,0.05963401408921384,9.2520045735634e-6,2.2551691336363836e-5,-0.03468291945774641,0.01817271732987139,0.03226494545256134,0.05963401408921384,0.03468291945774641,2.1580010255600706e-6,1.2977842490558098e-4,-0.09431693354696025
PTPRC,fid_23627,-0.07127281763938331,1.1494418442494812e-7,3.2586139631397475e-7,-0.164291121662086,2.0146581342826295e-29,3.146698154934518e-28,0.07127281763938331,0.164291121662086,2.1590019220715713e-6,1.2982787507414596e-4,-0.0930183040227027
HEPH,fid_23458,-0.13277868744352037,3.8590398693629653e-23,2.8318002274520224e-22,-0.2240944429480694,7.056716658335896e-54,2.9884288443133126e-52,0.13277868744352037,0.2240944429480694,2.1612829004343125e-6,1.2995428621819755e-4,-0.09131575550454904
CGA,fid_23626,0.05562436599482687,3.544184743363981e-5,8.203242866663436e-5,-0.0386920610604773,0.008405882557321801,0.015840394567348183,0.05562436599482687,0.0386920610604773,2.1625283074491646e-6,1.3000766023420874e-4,-0.09431642705530416
TMPRSS15,fid_23539,0.0854273037116485,2.0475839310329694e-10,7.054275119218396e-10,-0.008756995208311474,0.5510235050984593,0.6392833273960405,0.0854273037116485,0.008756995208311474,2.1625172758317873e-6,1.3000766023420874e-4,-0.09418429891995997
CDH2,fid_23469,0.10183739933248713,3.3279381697037126e-14,1.467587659008069e-13,0.19408844676400677,1.3281118500129024e-40,3.417157648259152e-39,0.10183739933248713,0.19408844676400677,2.163973480589204e-6,1.3008378205856685e-4,0.09225104743151964
APOF,fid_23626,-0.029870285241294148,0.026455625411999372,0.04342579579271023,0.06442120101651226,1.1301404638643238e-5,3.1229536263994584e-5,0.029870285241294148,0.06442120101651226,2.1644098982967035e-6,1.3009925659848587e-4,0.09429148625780641
PCSK9,fid_23516,0.18200271789436037,2.5008497036168224e-42,4.4916850126754937e-41,0.08942785825395207,1.0548734047325887e-9,4.353291118338844e-9,0.18200271789436037,0.08942785825395207,2.1664886507002934e-6,1.3019196835097939e-4,-0.0925748596404083
CEACAM16,fid_23563,-0.1511871007655984,1.3707564379841033e-29,1.405349215133049e-28,-0.24185264212791527,1.0165213385335593e-62,5.88998103481892e-61,0.1511871007655984,0.24185264212791527,2.1664893221155107e-6,1.3019196835097939e-4,-0.09066554136231686
LILRA2,fid_23612,0.057703567286848854,1.7853075247795933e-5,4.24355953870555e-5,-0.03660173710856691,0.012672363204432322,0.023142668677347076,0.057703567286848854,0.03660173710856691,2.1664896753235563e-6,1.3019196835097939e-4,-0.09430530439541576
NTRK2,fid_23639,-0.012917023854989254,0.33725560826552303,0.4215490987665793,0.08128584287977912,2.965162576316946e-8,1.0702175921316843e-7,0.012917023854989254,0.08128584287977912,2.1678356174629037e-6,1.3026208082640375e-4,0.09420286673476838
TFRC,fid_23618,-0.0070436296850653335,0.6007976171255551,0.677208609603261,0.08711722344066725,2.804787164169908e-9,1.1138450495097509e-8,0.0070436296850653335,0.08711722344066725,2.168350488195123e-6,1.3028224796936014e-4,0.09416085312573258
DHPS,fid_23410,0.06742910708781572,5.309213085279774e-7,1.4305364393913608e-6,0.16051065180317975,3.835002595469352e-28,5.596399645567058e-27,0.06742910708781572,0.16051065180317975,2.1700365868806516e-6,1.3037277752347916e-4,0.09308154471536403
OMD,fid_23504,-0.07185430629333786,9.055597281944649e-8,2.586905223040082e-7,0.02239620607733537,0.12725263662737835,0.18659519660364504,0.07185430629333786,0.02239620607733537,2.170532759387668e-6,1.3039180891300919e-4,0.09425051237067322
RNASE4,fid_23564,-0.029822112868058203,0.026699968257663013,0.043797596500693904,0.06445464819993948,1.1183260954742688e-5,3.0916583278802726e-5,0.029822112868058203,0.06445464819993948,2.1722626533873036e-6,1.3048494517554937e-4,0.09427676106799769
GAST,fid_23491,0.09274647850120425,5.030704781317173e-12,1.9321571666637825e-11,-0.0013590332130530717,0.9262776335033606,0.9469752212011915,0.09274647850120425,0.0013590332130530717,2.1734787002583644e-6,1.3054720247809994e-4,-0.09410551171425732
GPNMB,fid_23628,0.006242242896380488,0.6428486785385354,0.714252178899739,0.10027592105567466,7.674695650587716e-12,3.7994024672807965e-11,0.006242242896380488,0.10027592105567466,2.174063157032344e-6,1.305715169797534e-4,0.09403367815929417
SPINK6,fid_23433,-0.15530205939281982,3.781470123800326e-31,4.186898791304616e-30,-0.062120428471771634,2.3005389584902283e-5,6.135392397786738e-5,0.15530205939281982,0.062120428471771634,2.175814218300017e-6,1.30665886482791e-4,0.0931816309210482
CFI,fid_23644,-0.10480971783228403,5.834773282638448e-15,2.6942220484434526e-14,-0.010828184980238497,0.46096836074820247,0.5547166691958986,0.10480971783228403,0.010828184980238497,2.1763782288498496e-6,1.3068895938971953e-4,0.09398153285204554
F7,fid_23624,-0.3355327046201541,2.313307345166678e-145,6.562777092095401e-143,-0.24931574022465408,1.1666067412526585e-66,7.700716958962955e-65,0.3355327046201541,0.24931574022465408,2.176689349581118e-6,1.3069684400209778e-4,0.08621696439550003
RLN2,fid_23569,-0.06432212969160594,1.72503726544889e-6,4.467285057572131e-6,-0.15745384786880154,3.94290294247242e-27,5.447713356993824e-26,0.06432212969160594,0.15745384786880154,2.1784057775296568e-6,1.307891004202592e-4,-0.0931317181771956
VSIG4,fid_23418,-0.26588695710462373,5.456256248878676e-90,4.300342860148272e-88,-0.1762137718138626,1.1618652499702624e-33,2.234132335514526e-32,0.26588695710462373,0.1762137718138626,2.180267136647251e-6,1.308900423884082e-4,0.08967318529076113
CDON,fid_23625,0.04891925746253104,2.7666519429081607e-4,5.873093251309564e-4,-0.04536942472664239,0.0019978867969655447,0.004157793635936206,0.04891925746253104,0.04536942472664239,2.1809680306564897e-6,1.3089968411974295e-4,-0.09428868218917344
NUDT16,fid_23625,0.07526646832296349,2.153012534015812e-8,6.435979572317945e-8,-0.018947705147374684,0.19699477590227732,0.2729067862954287,0.07526646832296349,0.018947705147374684,2.1808995329038034e-6,1.3089968411974295e-4,-0.09421417347033817
FN1,fid_23646,-0.019681281758962055,0.14368716126077138,0.20147753477622873,-0.11355102743054567,8.753786766305045e-15,5.4472728113733177e-14,0.019681281758962055,0.11355102743054567,2.1809022554432087e-6,1.3089968411974295e-4,-0.09386974567158361
PCDH7,fid_23639,-0.009167916034276339,0.4958286604022304,0.5803307279565175,0.08498211975729866,6.7731975913906006e-9,2.596544237803352e-8,0.009167916034276339,0.08498211975729866,2.1826776754108494e-6,1.3099147861419727e-4,0.094150035791575
VAT1,fid_23491,-0.02015879166143059,0.13421630249761787,0.18963566681890143,-0.11401751870428466,6.795152090957618e-15,4.2633190237320054e-14,0.02015879166143059,0.11401751870428466,2.1836511234552897e-6,1.310390794015961e-4,-0.09385872704285407
FCAMR,fid_23548,0.09447241164354699,2.010258295581256e-12,7.918781046514987e-12,4.044106891578597e-4,0.9780337396315785,0.9845438052839719,0.09447241164354699,4.044106891578597e-4,2.1854834897574904e-6,1.3113821104135447e-4,-0.09406800095438912
RECK,fid_23483,-0.07640043690842306,1.3170525602488366e-8,3.999258989142943e-8,0.017797262505835264,0.22558366309931815,0.3065267440765078,0.07640043690842306,0.017797262505835264,2.1864681955343123e-6,1.3118646731289415e-4,0.09419769941425832
PHOSPHO1,fid_23512,0.10291834594694284,1.7769561525179332e-14,7.965234337091805e-14,0.008936891180246855,0.5428718350315171,0.6318089770475673,0.10291834594694284,0.008936891180246855,2.187459465293653e-6,1.312242778655374e-4,-0.09398145476669598
GCG,fid_23525,0.01638329724913835,0.22355047826947022,0.29663141596364356,-0.07780471403784403,1.1246379785203129e-7,3.8357879090298514e-7,0.01638329724913835,0.07780471403784403,2.187389984525045e-6,1.312242778655374e-4,-0.09418801128698238
NUCB2,fid_23576,0.09349023080832847,3.3950000454543925e-12,1.3179817214782543e-11,-5.817725512809564e-4,0.9684042937025588,0.9775637798739785,0.09349023080832847,5.817725512809564e-4,2.1880541290777223e-6,1.3124911865079557e-4,-0.09407200335960943
LEFTY2,fid_23622,-0.02967638521986031,0.027451035491340016,0.04493145876054172,-0.12339717488308662,3.349482853695006e-17,2.4770135241076826e-16,0.02967638521986031,0.12339717488308662,2.1889459719843064e-6,1.312917799771683e-4,-0.0937207896632263
CES1,fid_23514,0.1852779453086471,7.915404465341232e-44,1.5057084307227182e-42,0.09283585504945613,2.383187712941732e-10,1.040576409523529e-9,0.1852779453086471,0.09283585504945613,2.1918402494710957e-6,1.3145452928156826e-4,-0.09244209025919098
TFF1,fid_23626,0.0030317015363129354,0.8218117571935265,0.8644233465210348,-0.09104804439017612,5.235894652695171e-10,2.2185621280281483e-9,0.0030317015363129354,0.09104804439017612,2.195223817925194e-6,1.3164659429095598e-4,-0.09407974592648906
TCOF1,fid_23571,0.07371486499966405,4.170197824092954e-8,1.2210960570309264e-7,0.16661117815184828,3.188596412945221e-30,5.17488158851711e-29,0.07371486499966405,0.16661117815184828,2.196516324191994e-6,1.317132378870383e-4,0.09289631315218423
CBLN4,fid_23642,0.03494440262568405,0.009412570216647008,0.01659530431619897,-0.059301444658887634,5.320876244857363e-5,1.3607274103055874e-4,0.03494440262568405,0.059301444658887634,2.1967776938898722e-6,1.3171804388942995e-4,-0.0942458472845717
RTN4R,fid_23512,0.15420554998156194,9.940203680160197e-31,1.078512618647019e-29,0.06104123146762692,3.184687502195398e-5,8.355489464746484e-5,0.15420554998156194,0.06104123146762692,2.197519389561588e-6,1.3175164690542264e-4,-0.09316431851393503
COL15A1,fid_23564,-0.06355552549541285,2.2887002660423056e-6,5.868857461122246e-6,0.03067664115376521,0.03669911770034659,0.06131680913011644,0.06355552549541285,0.03067664115376521,2.197955642399994e-6,1.3176693315087679e-4,0.09423216664917806
PLAU,fid_23578,-0.07044638423294249,1.6080890861390227e-7,4.509137408683773e-7,0.023756692668908792,0.10572920941418025,0.15849601220930476,0.07044638423294249,0.023756692668908792,2.199667094317231e-6,1.318586584601804e-4,0.09420307690185128
HS6ST1,fid_23450,0.05155639429894635,1.2684843147274234e-4,2.786462973916657e-4,-0.04269526830967888,0.0036350143004504833,0.007271299123193832,0.05155639429894635,0.04269526830967888,2.2002351493072824e-6,1.3187095850632154e-4,-0.09425166260862523
IL18R1,fid_23553,-0.29012377170306397,1.560694048796805e-107,1.9249292655371294e-105,-0.20157881361077107,1.0042881917611279e-43,2.9116385748142496e-42,0.29012377170306397,0.20157881361077107,2.2000584572876404e-6,1.3187095850632154e-4,0.0885449580922929
CEMIP2,fid_23607,-0.0462759682926832,5.82731074191675e-4,0.0011949549702516301,-0.13971060244266212,1.1885116701849639e-21,1.183627866423972e-20,0.0462759682926832,0.13971060244266212,2.2013380102826333e-6,1.3192617969588858e-4,-0.09343463414997892
ITGBL1,fid_23591,-0.07238790958899971,7.263949553178231e-8,2.0901943520325608e-7,-0.16530483812375404,9.032900013409452e-30,1.435811518533527e-28,0.07238790958899971,0.16530483812375404,2.201556697855272e-6,1.319284076394464e-4,-0.09291692853475433
GRPEL1,fid_23625,-0.04135629292297735,0.002115398884630073,0.004067602532075896,-0.13487260639662302,2.837935766272117e-20,2.583994802364304e-19,0.04135629292297735,0.13487260639662302,2.2023192269568463e-6,1.3194146769273586e-4,-0.09351631347364567
BAIAP2,fid_23537,0.10040209658696618,7.578934961230582e-14,3.267320816388301e-13,0.006421385643108266,0.6619653092557147,0.7372999937043002,0.10040209658696618,0.006421385643108266,2.2020532502285296e-6,1.3194146769273586e-4,-0.09398071094385792
APOM,fid_23529,0.06410127162927431,1.8720412590086373e-6,4.834782310145317e-6,0.15719457694604105,4.794346611262973e-27,6.590535502914245e-26,0.06410127162927431,0.15719457694604105,2.2022978350851704e-6,1.3194146769273586e-4,0.09309330531676674
INSL3,fid_23441,0.0050042622457929925,0.7100775109578945,0.772386507821851,0.09899647471930913,1.41142322610143e-11,6.836965449829242e-11,0.0050042622457929925,0.09899647471930913,2.2034507616851634e-6,1.3199837802409866e-4,0.09399221247351613
DDC,fid_23456,0.04377127296621403,0.001141217955636946,0.002264419156373089,-0.05047290974474534,5.846985624207654e-4,0.0013119976809507629,0.04377127296621403,0.05047290974474534,2.2047537041332085e-6,1.3206554635972014e-4,-0.09424418271095937
GSR,fid_23645,-0.032638694265116036,0.015297259224080578,0.026121462665301787,-0.12628622580991583,5.991176454416856e-18,4.665680338512255e-17,0.032638694265116036,0.12628622580991583,2.2054715952349113e-6,1.3209766172527282e-4,-0.0936475315447998
MEGF10,fid_23500,-0.04997690932912639,2.0325476520223674e-4,4.3738061743137075e-4,0.044265744303967396,0.002567342385865485,0.005257511250802573,0.04997690932912639,0.044265744303967396,2.205748547400481e-6,1.3210336374881666e-4,0.09424265363309378
CD5,fid_23647,-0.16741324585112746,5.445545314350095e-36,7.509849625027311e-35,-0.07455340572714703,3.7150687694382586e-7,1.2023774563215594e-6,0.16741324585112746,0.07455340572714703,2.206371076240146e-6,1.3212149350965826e-4,0.09285984012398044
DPY30,fid_23632,0.2221510798546783,1.0701399183850318e-62,3.898996776879599e-61,0.13085109597655645,3.6386938904164175e-19,3.0804443760587676e-18,0.2221510798546783,0.13085109597655645,2.2064148175025997e-6,1.3212149350965826e-4,-0.09129998387812185
OMD,fid_23424,-0.13977602768512581,1.720697822200298e-25,1.4298283035220076e-24,-0.04635607370799297,0.0015894933812878364,0.0033557079439370608,0.13977602768512581,0.04635607370799297,2.2087295234044406e-6,1.3224920407163465e-4,0.09341995397713285
FABP4,fid_23645,-0.11758450772355224,1.8615518793971546e-18,1.056026235359308e-17,-0.20929888587135984,4.48428983964777e-47,1.4766767254625898e-45,0.11758450772355224,0.20929888587135984,2.209151950005755e-6,1.3226360139823994e-4,-0.0917143781478076
HJV,fid_23634,0.30835909407668144,6.308680840368176e-122,1.0783971787125216e-119,0.2207323318776817,2.748140753166616e-52,1.0945442992848073e-50,0.30835909407668144,0.2207323318776817,2.2101315468049516e-6,1.3231135180757678e-4,-0.08762676219899973
PRTG,fid_23648,-0.032748091467920425,0.01495788049719731,0.02558184972024391,0.06146631850000843,2.803532338771971e-5,7.40279813021133e-5,0.032748091467920425,0.06146631850000843,2.210972629510382e-6,1.323508027738149e-4,0.09421440996792885
CD83,fid_23492,0.1811233927553936,6.250010972597002e-42,1.1046889074518875e-40,0.08861018968181848,1.4952655794239087e-9,6.0890913267198124e-9,0.1811233927553936,0.08861018968181848,2.2125985153446874e-6,1.324372223920361e-4,-0.09251320307357512
TFF1,fid_23498,0.046244184913719795,5.878430428034234e-4,0.001204965090581539,-0.04798550504870126,0.001079464176108589,0.0023342497518302444,0.046244184913719795,0.04798550504870126,2.213232779781605e-6,1.3246427820828754e-4,-0.09422968996242106
RETN,fid_23555,-0.18422543660377824,2.4180816184300838e-43,4.518089153740761e-42,-0.09179729318853558,3.7715440390634973e-10,1.618216613512648e-9,0.18422543660377824,0.09179729318853558,2.2148525099244917e-6,1.325491064176889e-4,0.09242814341524266
BMP6,fid_23574,-0.012372157594687343,0.35803239756729577,0.4433109490628156,0.08174075099775416,2.480866752822522e-8,9.022260118788072e-8,0.012372157594687343,0.08174075099775416,2.2150148336398e-6,1.325491064176889e-4,0.09411290859244151
LUZP2,fid_23569,-0.007523437941535822,0.5762309325862569,0.6550478121086646,-0.10146814364430243,4.3201875521941654e-12,2.184410383969751e-11,0.007523437941535822,0.10146814364430243,2.2157615467663718e-6,1.325828748495718e-4,-0.09394470570276661
TNFSF14,fid_23633,0.23407923625785115,1.3388423060948772e-69,5.987276762328467e-68,0.1432151488996498,1.1115113159316674e-22,1.1809915378103553e-21,0.23407923625785115,0.1432151488996498,2.216110603109467e-6,1.3259284538760758e-4,-0.09086408735820134
RBP5,fid_23537,0.17830321735333077,1.1427659329896654e-40,1.9184610367035717e-39,0.08572538415614907,4.995061775859365e-9,1.937883043555348e-8,0.17830321735333077,0.08572538415614907,2.216655318902578e-6,1.3261451988585727e-4,-0.0925778331971817
FGR,fid_23553,-0.12771634549110683,1.624414509571527e-21,1.0919636920631705e-20,-0.03411388057389527,0.02016288583821933,0.03548712240125432,0.12771634549110683,0.03411388057389527,2.218201832760792e-6,1.3269611986068802e-4,0.09360246491721155
CD27,fid_23513,0.025296154539704786,0.06018086118076878,0.09223183254728341,-0.06887679393538901,2.6658239215992955e-6,7.888172918895338e-6,0.025296154539704786,0.06887679393538901,2.2198140353513705e-6,1.327673514271129e-4,-0.09417294847509379
RLN2,fid_23443,-0.028709894405407915,0.03290829523317848,0.053101253077847396,-0.12238849574085882,6.05135811469163e-17,4.395150161742977e-16,0.028709894405407915,0.12238849574085882,2.219940566505423e-6,1.327673514271129e-4,-0.0936786013354509
ACAN,fid_23643,-0.11059615300638974,1.7062861677180223e-16,8.630652991187292e-16,-0.016761430936482916,0.2537559512496865,0.338721700393125,0.11059615300638974,0.016761430936482916,2.2199045576826955e-6,1.327673514271129e-4,0.09383472206990683
NFASC,fid_23604,0.0817254399040113,1.1922690809238035e-9,3.899763417788019e-9,0.1743938935435854,5.398887814070735e-33,1.0069486858580566e-31,0.0817254399040113,0.1743938935435854,2.220287945379686e-6,1.3277720154914122e-4,0.0926684536395741
SERPIND1,fid_23521,0.1613230547445026,1.6516616952634397e-33,2.040936622968414e-32,0.06835481327544671,3.1720354568362766e-6,9.307803839045648e-6,0.1613230547445026,0.06835481327544671,2.2221983819165325e-6,1.328805160120753e-4,-0.09296824146905588
MFAP4,fid_23562,0.05471962374194269,4.742183274366768e-5,1.084905870244067e-4,-0.03948752507735406,0.007155109039737673,0.013642195682867422,0.05471962374194269,0.03948752507735406,2.2226543124574975e-6,1.3289684572045043e-4,-0.09420714881929676
PPY,fid_23600,-0.16697059363411718,8.311228628152093e-36,1.1368887955261906e-34,-0.2569406542628895,7.976576729898587e-71,6.064459457289665e-69,0.16697059363411718,0.2569406542628895,2.2232643614929183e-6,1.3292238703037422e-4,-0.0899700606287723
FMNL1,fid_23632,0.17063183505698984,2.429910851690503e-37,3.547523419192648e-36,0.07787856315667058,1.0939092435381518e-7,3.735697368337343e-7,0.17063183505698984,0.07787856315667058,2.223542583821542e-6,1.3292808683513697e-4,-0.09275327190031926
TNFRSF1B,fid_23624,-0.01812256788087362,0.17818172462384887,0.243439753022746,0.07600681408161106,2.190677079860195e-7,7.255331301582472e-7,0.01812256788087362,0.07600681408161106,2.2249445879808393e-6,1.3300096223593235e-4,0.09412938196248467
TNFRSF10A,fid_23509,0.11257938498933558,4.8687335796551746e-17,2.5426778683046766e-16,0.018779215740887086,0.20100751601567893,0.2776619404858316,0.11257938498933558,0.018779215740887086,2.2255029301459056e-6,1.3302339804448015e-4,-0.09380016924844849
THPO,fid_23633,0.15873347364009804,1.7548432899712232e-32,2.070205812749467e-31,0.06571724858955004,7.493428020456158e-6,2.1114385662090213e-5,0.15873347364009804,0.06571724858955004,2.2266929626150657e-6,1.330835846320591e-4,-0.093016225050548
LTA4H,fid_23633,0.07435558798941962,3.178985565070344e-8,9.388424920749434e-8,-0.01977727876988324,0.17809041597173245,0.25015003233347427,0.07435558798941962,0.01977727876988324,2.227866605075447e-6,1.33142781814964e-4,-0.09413286675930285
CD5,fid_23511,0.1263259885733547,4.4217084271681615e-21,2.902485173288414e-20,0.0327203471600888,0.025857496730031487,0.044545222324684976,0.1263259885733547,0.0327203471600888,2.228135165226295e-6,1.3314788376852694e-4,-0.0936056414132659
SMPD1,fid_23562,0.009118983276099751,0.4981316387491469,0.5825552689926793,0.10302011138663944,2.024412207054647e-12,1.0507487816285588e-11,0.009118983276099751,0.10302011138663944,2.2307685810615134e-6,1.332874682316251e-4,0.09390112811053969
F10,fid_23447,0.3350966398269664,5.7499130626725295e-145,1.6185960732979617e-142,0.24894808282625222,1.8373054616502633e-66,1.2057883214417358e-64,0.3350966398269664,0.24894808282625222,2.230837775270619e-6,1.332874682316251e-4,-0.0861485570007142
NCAM1,fid_23480,-0.16618444818487502,1.7560114799095828e-35,2.3656649984322397e-34,-0.07334353396839018,5.724310639094294e-7,1.817475842766646e-6,0.16618444818487502,0.07334353396839018,2.232412073755146e-6,1.3334864398253834e-4,0.09284091421648484
MATN2,fid_23634,4.052012030849566e-5,0.9975982895024431,0.9982754067078278,0.0940268465936101,1.3991112304848746e-10,6.233097646091596e-10,4.052012030849566e-5,0.0940268465936101,2.2322945217368925e-6,1.3334864398253834e-4,0.0939863264733016
PGLYRP2,fid_23566,-0.019301342347375648,0.15158230566015005,0.21121967823836973,0.07482095903042567,3.3732945947639215e-7,1.0964497230078868e-6,0.019301342347375648,0.07482095903042567,2.2323576856297124e-6,1.3334864398253834e-4,0.09412230137780131
SERPIND1,fid_23484,0.3134443664508153,3.9613071168210126e-126,7.405351885355281e-124,0.22612190173054886,7.529512723677129e-55,3.3133639658914885e-53,0.3134443664508153,0.22612190173054886,2.2339493445740865e-6,1.334295041553232e-4,-0.08732246472026645
APOF,fid_23469,-0.11777363270598455,1.6409689146109894e-18,9.338270498732788e-18,-0.20943854546602642,3.8889787383334847e-47,1.2833735779167605e-45,0.11777363270598455,0.20943854546602642,2.2342735831952275e-6,1.3343790490939774e-4,-0.09166491276004186
PIGR,fid_23511,0.07952882700683571,3.2726807400919344e-9,1.0381380940958236e-8,-0.014562619640624665,0.3214213141563682,0.4128871389556134,0.07952882700683571,0.014562619640624665,2.234569926536979e-6,1.3344463842533886e-4,-0.09409144664746037
NCAM1,fid_23595,0.18414928477844295,2.6208865590917376e-43,4.889480489299812e-42,0.09176348548788066,3.8280026862493375e-10,1.6415589057001466e-9,0.18414928477844295,0.09176348548788066,2.2394895394562456e-6,1.3372744178873829e-4,-0.09238579929056229
ACHE,fid_23600,0.031233935018916657,0.02029606060737244,0.03397186328935675,-0.06292166604894878,1.80094442700739e-5,4.8629413534919976e-5,0.031233935018916657,0.06292166604894878,2.241090274589788e-6,1.3381203362937402e-4,-0.09415560106786544
SEZ6L,fid_23555,0.14957577627468516,5.442199579445947e-29,5.410199776412234e-28,0.056401326700101936,1.2148214536053464e-4,2.973943900497227e-4,0.14957577627468516,0.056401326700101936,2.2431811558477435e-6,1.3392587503581168e-4,-0.09317444957458322
HYOU1,fid_23647,-0.09023148299826408,1.8589259377278395e-11,6.871897496870364e-11,0.003764625715598934,0.7977087026710706,0.8487792587170756,0.09023148299826408,0.003764625715598934,2.244855906493579e-6,1.3401485530781392e-4,0.09399610871386302
LGALS9,fid_23562,-0.3611682341892494,9.256362061047682e-170,4.186565583816644e-167,-0.2765913959056566,3.203054245934694e-82,3.476820669992473e-80,0.3611682341892494,0.2765913959056566,2.245293108041206e-6,1.3401666938203148e-4,0.0845768382835928
LGALS9,fid_23541,0.11395667448070258,2.011389735690274e-17,1.0745216368244442e-16,0.02020961650768062,0.16878996485995384,0.23872694872373051,0.11395667448070258,0.02020961650768062,2.2452660726171106e-6,1.3401666938203148e-4,-0.09374705797302196
UPB1,fid_23607,-0.13991577332397137,1.5399345579974663e-25,1.2826864253081097e-24,-0.23084403197992603,3.766175331339381e-57,1.796765987694607e-55,0.13991577332397137,0.23084403197992603,2.2454394484197557e-6,1.3401666938203148e-4,-0.09092825865595466
LEP,fid_23532,0.061664871270996756,4.5346982300714825e-6,1.1350542736427516e-5,-0.03248529339807388,0.026943939027116295,0.046246083276897526,0.061664871270996756,0.03248529339807388,2.246116227514554e-6,1.3404605499307257e-4,-0.09415016466907064
GFRA1,fid_23607,0.009667282821799536,0.4726546787044934,0.5581116950603789,-0.0843704921579356,8.685454460934937e-9,3.2969445524743576e-8,0.009667282821799536,0.0843704921579356,2.2465660457135086e-6,1.340617671194353e-4,-0.09403777497973513
P4HB,fid_23624,-0.27916366320491554,2.223877097969976e-99,2.241862434111811e-97,-0.19019166333851292,4.979855066968749e-39,1.204176271934248e-37,0.27916366320491554,0.19019166333851292,2.246748398571114e-6,1.340617671194353e-4,0.08897199986640261
AGRN,fid_23593,-0.1300823344442794,2.881072470182505e-22,2.0161099730183318e-21,-0.03656923869126606,0.012751626382963035,0.0232763681000628,0.1300823344442794,0.03656923869126606,2.2471669364059712e-6,1.3407573399728192e-4,0.09351309575301335
GGT1,fid_23601,-0.04846893464808305,3.1491667637943753e-4,6.646452702371588e-4,-0.1417817962534743,2.950894944460749e-22,3.0527946302537124e-21,0.04846893464808305,0.1417817962534743,2.248018455113875e-6,1.341045224678983e-4,-0.09331286160539126
CNTN5,fid_23422,0.15469608962815593,6.456558950452893e-31,7.071557816998624e-30,0.061633162841849935,2.6661241193606477e-5,7.058225373337337e-5,0.15469608962815593,0.061633162841849935,2.247893863337931e-6,1.341045224678983e-4,-0.09306292678630598
HAVCR1,fid_23404,0.0868799646318928,1.0046682079736771e-10,3.535320566202612e-10,-0.007131790270955275,0.6272716485373024,0.7073743913393834,0.0868799646318928,0.007131790270955275,2.250826671984168e-6,1.3426102591915673e-4,-0.09401175490284808
FTCD,fid_23623,0.1858382871971936,4.355831203339067e-44,8.367126035610067e-43,0.27498818603333597,2.961947480919398e-81,3.1173403554939573e-79,0.1858382871971936,0.27498818603333597,2.252189166112955e-6,1.3433127390407397e-4,0.089149898836142355
