protein,metabolite,r_F,p_F,q_F,r_M,p_M,q_M,abs_r_F,abs_r_M,p_diff,q_diff,r_diff,metabolite_label
IL6,fid_23563,-0.20768850602902944,7.411033028451916e-55,2.098962922145788e-53,-0.09785633027864764,2.413453811918632e-11,1.1469606237507475e-10,0.20768850602902944,0.09785633027864764,1.5988363977594686e-8,2.42220283661158e-6,0.1098321757503818,Free Cholesterol in Large HDL
CGA,fid_23546,0.06831103749144948,3.763826208107355e-7,1.0261850084643893e-6,-0.04413688873300814,0.00264271130072088,0.00540211915518754,0.06831103749144948,0.04413688873300814,1.5991964324053584e-8,2.42220283661158e-6,-0.11244792622445762,Phospholipids in Small LDL
SCARA5,fid_23639,0.08901007023955611,3.4628631863095126e-11,1.257288877628071e-10,0.19913265503554944,1.0842777209392007e-42,3.0225000390732536e-41,0.08901007023955611,0.19913265503554944,1.5992921893671257e-8,2.42220283661158e-6,0.11012258479599334,Phospholipids to Total Lipids in Medium HDL percentage
SFRP4,fid_23643,0.16495074548011077,5.637793123905392e-35,7.429198132678136e-34,0.27202355732355954,1.7410180808258563e-79,1.730615307309543e-77,0.16495074548011077,0.27202355732355954,1.602503435922916e-8,2.4265607809068523e-6,0.10707281184344876,Triglycerides to Total Lipids in Medium HDL percentage
TPP1,fid_23644,0.03536468070261928,0.00859026241209695,0.01523492657675901,0.14688182410374048,8.73614941657002e-24,9.92761759942934e-23,0.03536468070261928,0.14688182410374048,1.6041575137663993e-8,2.4285594873741836e-6,0.1115171434011212,Phospholipids to Total Lipids in Small HDL percentage
TMPRSS15,fid_23400,0.0800917072603976,2.5329577320691575e-9,8.098322745540976e-9,-0.0322939694203063,0.02785712590158576,0.04768362930661646,0.0800917072603976,0.0322939694203063,1.605909946882682e-8,2.430706231992267e-6,-0.1123856766807039,Total Cholesterol
PCSK9,fid_23491,0.21003957440868867,4.3087198170751005e-56,1.2686182991835503e-54,0.10030980981675423,7.551052420689853e-12,3.740587076403606e-11,0.21003957440868867,0.10030980981675423,1.6079631179074826e-8,2.4333071849923244e-6,-0.10972976459193444,Cholesterol in Very Large VLDL
GGT1,fid_23607,-0.08017593778890668,2.43731371132574e-9,7.802106802359766e-9,-0.1905504652329967,3.578578714885313e-39,8.704018826485986e-38,0.08017593778890668,0.1905504652329967,1.6100941123984564e-8,2.4360247997682817e-6,-0.11037452744409004,Free Cholesterol to Total Lipids in Very Small VLDL percentage
PTPRZ1,fid_23412,-0.04476909165350469,8.765660982900447e-4,0.00176231436478624,0.06765314501041989,3.999377688471483e-6,1.1606594867995277e-5,0.04476909165350469,0.06765314501041989,1.6120846241970317e-8,2.4385287814563015e-6,0.11242223666392458,Phospholipids in VLDL
HSPB6,fid_23551,-0.1208383161888856,2.0662111550605798e-19,1.23728049567783e-18,-0.00887937683716136,0.5454714530437803,0.6342058807705573,0.1208383161888856,0.00887937683716136,1.613785515488221e-8,2.440593716204367e-6,0.11195893935172424,Concentration of Very Large HDL Particles
ELN,fid_23484,0.1865877447001089,1.953533520514627e-44,3.801983404512307e-43,0.292533418983311,3.48391366086577e-92,5.138426237907322e-90,0.1865877447001089,0.292533418983311,1.6218220220575798e-8,2.4522374081841744e-6,0.10594567428320208,Cholesterol in Chylomicrons and Extremely Large VLDL
PZP,fid_23565,0.00152144144720727,0.9100124881957212,0.9332503027342935,-0.110558003777966,4.3378107045089864e-14,2.564235120303339e-13,0.00152144144720727,0.110558003777966,1.6226837228688293e-8,2.453030018669871e-6,-0.11207944522517328,Concentration of Medium HDL Particles
EPHA1,fid_23633,0.3106064868008067,8.976608216573897e-124,1.5925011292801127e-121,0.20570729964876705,1.6872025105036874e-45,5.239302264000279e-44,0.3106064868008067,0.20570729964876705,1.6234045520863372e-8,2.4536093865615812e-06,-0.10489918715203968,Triglycerides to Total Lipids in Very Large HDL percentage
GAST,fid_23506,-0.05319357342553585,7.673666711396083e-5,1.7219959707654413e-4,-0.16426910597746258,2.0499465867835117e-29,3.200714759335883e-28,0.05319357342553585,0.16426910597746258,1.6255269494874803e-8,2.4563063996318808e-6,-0.11107553255192672,Cholesteryl Esters in Medium VLDL
PTPRC,fid_23607,0.02870872079874246,0.03291544915423924,0.05311126390104308,-0.08361422772181293,1.1784029464219878e-8,4.4172015201099526e-8,0.02870872079874246,0.08361422772181293,1.6258658846022368e-8,2.456307891854767e-6,-0.11232294852055538,Free Cholesterol to Total Lipids in Very Small VLDL percentage
CNTN5,fid_23543,-0.1238558505379945,2.5489783685351987e-20,1.6045768275110486e-19,-0.01197159546251504,0.4150097051238587,0.5095939678015146,0.1238558505379945,0.01197159546251504,1.6275822170054367e-8,2.4583898802333302e-6,0.11188425507547946,Triglycerides in Medium LDL
LAMP3,fid_23553,-0.1535229767563469,1.807696769918312e-30,1.935863698746883e-29,-0.04220671260549957,0.0040415006257817,0.00802680058295317,0.1535229767563469,0.04220671260549957,1.631499487912719e-8,2.4637947315584654e-6,0.11131626415084732,Phospholipids in Very Large HDL
MASP1,fid_23641,-0.11308422209756584,3.525609689898446e-17,1.857061785458574e-16,-0.2223024208833603,5.007155002171158e-53,2.0542760653550837e-51,0.11308422209756584,0.2223024208833603,1.6351867816204052e-8,2.467824841511505e-6,-0.10921819878579446,Cholesteryl Esters to Total Lipids in Medium HDL percentage
VSIG2,fid_23549,-0.02710266340491878,0.04403738459796388,0.06936158618634403,-0.13871625092543372,2.302797854650684e-21,2.2518362763610094e-20,0.02710266340491878,0.13871625092543372,1.6351067407048572e-8,2.467824841511505e-6,-0.11161358752051494,Free Cholesterol in Small LDL
GCG,fid_23618,0.25152626628595937,2.0187033921509958e-80,1.2279322162695626e-78,0.35359762358411584,1.1438308767534985e-136,5.312279488700461e-134,0.25152626628595937,0.35359762358411584,1.6346621155059846e-8,2.467824841511505e-6,0.10207135729815647,Triglycerides to Total Lipids in Large LDL percentage
NCAM1,fid_23618,-0.19415280609163005,4.920223689510004e-48,1.0954728456027711e-46,-0.08394653221728242,1.0308930061737832e-8,3.8868772834904126e-8,0.19415280609163005,0.08394653221728242,1.636346740548989e-8,2.4690627730536898e-6,0.11020627387434764,Triglycerides to Total Lipids in Large LDL percentage
NCAM1,fid_23495,-0.1326637904244374,4.207787458079496e-23,3.0824862331489345e-22,-0.02094806643789066,0.1537542777232243,0.22013602800291704,0.1326637904244374,0.02094806643789066,1.6388502306195676e-8,2.472327006997615e-6,0.11171572398654674,Concentration of Large VLDL Particles
PDZK1,fid_23644,0.01083646990627379,0.4208033958697579,0.5072760328252804,0.1227033620390262,5.033785582129139e-17,3.675988554651366e-16,0.01083646990627379,0.1227033620390262,1.6442909026191742e-8,2.4795053963518603e-6,0.11186689213275242,Phospholipids to Total Lipids in Small HDL percentage
ADGRG2,fid_23410,-0.07765666617319489,7.578437260078568e-9,2.341103998648513e-8,0.03466084890140281,0.01824657724810148,0.03238540109500075,0.07765666617319489,0.03466084890140281,1.6442076966756088e-8,2.4795053963518603e-6,0.1123175150745977,Triglycerides in HDL
LAMP1,fid_23571,0.12147293792409934,1.3363393334207368e-19,8.083531163806751e-19,0.23034217926554823,6.651508847872058e-57,3.1462467964386924e-55,0.12147293792409934,0.23034217926554823,1.6504769289817816e-8,2.4883173548408157e-6,0.10886924134144892,Triglycerides in Medium HDL
MAMDC4,fid_23579,0.1112229836307047,1.1506823727533304e-16,5.879407664414845e-16,-7.874870836208397e-4,0.9572413654122948,0.9696144954038202,0.1112229836307047,7.874870836208397e-4,1.6516798744912597e-8,2.4896145476075418e-6,-0.11201047071432552,Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage
PTPRZ1,fid_23645,0.08197024394675735,1.0636246497104776e-9,3.490040439773175e-9,-0.03030747910464761,0.03902304054804581,0.06481555122412964,0.08197024394675735,0.03030747910464761,1.6522555220109352e-8,2.4899658580110507e-6,-0.11227772305140496,Cholesterol to Total Lipids in Small HDL percentage
ALPP,fid_23495,0.09223642075419727,6.5763069990551745e-12,2.5068777429224688e-11,-0.01995925380535851,0.17413032832337141,0.24530817904857263,0.09223642075419727,0.01995925380535851,1.6571321787530083e-8,2.4967973437297428e-6,-0.1121956745595558,Concentration of Large VLDL Particles
FGA,fid_23625,0.02461982167356882,0.06736961302912813,0.10217857491726028,-0.08760828937706994,2.283179477042351e-9,9.143473737303544e-9,0.02461982167356882,0.08760828937706994,1.6585710406369023e-8,2.498447353444892e-6,-0.11222811105063876,Cholesterol to Total Lipids in Small LDL percentage
IL18R1,fid_23626,0.18223001240857567,1.9721120886599214e-42,3.555657483969884e-41,0.07171008364373574,1.0153498823348418e-6,3.1404536725504286e-6,0.18223001240857567,0.07171008364373574,1.660174379937914e-8,2.500344394414948e-6,-0.11051992876483992,Cholesteryl Esters to Total Lipids in Small LDL percentage
DEFA1_DEFA1B,fid_23553,-0.14999088595011967,3.820676490949069e-29,3.8289525337024e-28,-0.03867176394325176,0.00844020970690355,0.01590034125458358,0.14999088595011967,0.03867176394325176,1.6674034910425418e-8,2.51071171907591e-6,0.1113191220068679,Phospholipids in Very Large HDL
LGALS4,fid_23540,-0.06537242642715903,1.1650175629637154e-6,3.05871239350843e-6,-0.1760391993306831,1.3473102078448547e-33,2.5817738615293527e-32,0.06537242642715903,0.1760391993306831,1.674025542287993e-8,2.5196389706496663e-6,-0.11066677290352409,Cholesterol in Medium LDL
LMNB2,fid_23629,-0.17266779631548887,3.2917750876891827e-38,4.993038479820144e-37,-0.06190935133802326,2.4526320125589508e-5,6.520987882109788e-5,0.17266779631548887,0.06190935133802326,1.6739992423072278e-8,2.5196389706496663e-6,0.11075844497746562,Phospholipids to Total Lipids in Very Large HDL percentage
CNTN1,fid_23633,-0.1570722865524051,7.825906336475421e-32,8.952439253422045e-31,-0.04592602460151492,0.00175700158848462,0.00368565679113357,0.1570722865524051,0.04592602460151492,1.6746688545335284e-8,2.52008537931565e-6,0.11114626195089015,Triglycerides to Total Lipids in Very Large HDL percentage
IGFBP7,fid_23615,-0.06773652468637814,4.711517803227096e-7,1.27469363465513e-6,-0.17832763492845358,1.910280737814313e-34,3.808567201410783e-33,0.06773652468637814,0.17832763492845358,1.6798981554782418e-8,2.526908228982628e-6,-0.11059111024207544,Cholesterol to Total Lipids in Large LDL percentage
NTRK3,fid_23486,-0.215423995506726,5.595223793640252e-59,1.813503725821779e-57,-0.10603718985397093,4.4898777615719914e-13,2.45298852448652e-12,0.215423995506726,0.10603718985397093,1.679585880335882e-8,2.526908228982628e-6,0.10938680565275508,Free Cholesterol in Chylomicrons and Extremely Large VLDL
GDF15,fid_23412,0.07627311767688666,1.3922595591460944e-8,4.2204328614958225e-8,-0.03597515139591241,0.01427992938163225,0.02583651219594931,0.07627311767688666,0.03597515139591241,1.6809881524130136e-8,2.5280246219873846e-6,-0.11224826907279908,Phospholipids in VLDL
FCAMR,fid_23498,0.2589826893874632,2.5852216368637247e-85,1.7982766078507974e-83,0.15143627666120635,3.3837763205866587e-25,4.188408594803001e-24,0.2589826893874632,0.15143627666120635,1.6832817977795307e-8,2.5309503358748325e-6,-0.10754641272625688,Cholesterol in Large VLDL
DSG2,fid_23583,-9.443890507306948e-4,0.9440699134140554,0.9588317036567936,-0.11285970767765428,1.2716896082171996e-14,7.81883373201468e-14,9.443890507306948e-4,0.11285970767765428,1.6878821862469383e-8,2.537342497025953e-6,-0.11191531862692358,Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage
NTRK3,fid_23556,0.3086763217143998,3.4692364145600584e-122,5.9582905775782184e-120,0.20379312444810513,1.1345390486425505e-44,3.409767413430009e-43,0.3086763217143998,0.20379312444810513,1.6895543798367888e-8,2.5388060770129275e-6,-0.10488319726629466,Free Cholesterol in Very Large HDL
NFASC,fid_23409,0.08750951802945404,7.352584633258063e-11,2.6102711539300405e-10,0.19749929574022035,5.21866083833811e-42,1.4175515643135239e-40,0.08750951802945404,0.19749929574022035,1.689416470075547e-8,2.5388060770129275e-6,0.1099897777107663,Triglycerides in LDL
MUC13,fid_23523,0.02847522777903902,0.03436547521432698,0.05525850177869623,-0.0837134121196579,1.1323521773956444e-8,4.2518399826866445e-8,0.02847522777903902,0.0837134121196579,1.6905767841511508e-8,2.539817310048295e-6,-0.11218863989869692,Concentration of IDL Particles
PZP,fid_23483,0.12352835585703538,3.2069524198607563e-20,2.0073134353646738e-19,0.01177612936768727,0.4226687997768197,0.5171656135283855,0.12352835585703538,0.01177612936768727,1.6939828254479766e-8,2.5444084129017942e-6,-0.11175222648934811,Phospholipids in Chylomicrons and Extremely Large VLDL
LEP,fid_23621,0.2377303203920985,8.588922317884187e-72,4.0743342887547847e-70,0.12927476375556973,9.682240193842975e-19,7.962877583908804e-18,0.2377303203920985,0.12927476375556973,1.7043524932595362e-8,2.559455014521326e-6,-0.10845555663652875,Cholesteryl Esters to Total Lipids in Medium LDL percentage
RARRES2,fid_23632,0.3097276043123026,4.756370106456361e-123,8.308284645147281e-121,0.20494525782738549,3.6112557831669314e-45,1.1061454979708388e-43,0.3097276043123026,0.20494525782738549,1.7093369189947206e-8,2.566409961102772e-6,-0.10478234648491712,Free Cholesterol to Total Lipids in Very Large HDL percentage
GDF15,fid_23521,0.01271565213273005,0.3448422679239661,0.4295618731607334,-0.09930891341165902,1.2171687239980823e-11,5.929264842547168e-11,0.01271565213273005,0.09930891341165902,1.7099309216033307e-8,2.566771585460286e-6,-0.11202456554438908,Free Cholesterol in Very Small VLDL
C9,fid_23467,-0.10366880313270624,1.145031637034753e-14,5.1923764975331397e-14,-0.21307466061480768,9.195718232413134e-49,3.2351079760808663e-47,0.10366880313270624,0.21307466061480768,1.7130365481341093e-8,2.570902472262776e-6,-0.10940585748210142,Valine
HGFAC,fid_23462,0.1018949552965738,3.2191228567720543e-14,1.420825308551634e-13,-0.01009235180325187,0.4919880257643091,0.5843858808785894,0.1018949552965738,0.01009235180325187,1.7155008396887392e-8,2.574069345193654e-6,-0.11198730709982568,Glycine
MUC13,fid_23445,0.13035048542894448,2.3634220768942196e-22,1.6615001901276755e-21,0.01875384172098287,0.20161695168908636,0.2783979653499799,0.13035048542894448,0.01875384172098287,1.7165865030892218e-8,2.575166738135897e-6,-0.1115966437079616,Omega-6 Fatty Acids
DSG2,fid_23593,0.05426052324791552,5.488159887839018e-5,1.2480608546704675e-4,-0.05795765346860284,7.836759642261071e-5,1.963819604251813e-4,0.05426052324791552,0.05795765346860284,1.71848225252021e-8,2.577478691872713e-6,-0.11221817671651836,Triglycerides to Total Lipids in Large VLDL percentage
GDF2,fid_23457,0.04468592161317446,8.962342050023969e-4,0.0017997856081873,-0.06750747596572726,4.195341303648101e-6,1.21485735717063e-5,0.04468592161317446,0.06750747596572726,1.723768487868312e-8,2.584340705044994e-6,-0.11219339757890172,Docosahexaenoic Acid to Total Fatty Acids percentage
CBLN4,fid_23469,0.01724227709526353,0.20020579007963765,0.2695185879552838,0.12885021757477855,1.257644716660576e-18,1.0267847987139825e-17,0.01724227709526353,0.12885021757477855,1.723524550809502e-8,2.584340705044994e-6,0.111607940479515,Tyrosine
LIPF,fid_23503,0.10178160644525086,3.436869057832164e-14,1.5142286319774561e-13,-0.01018950907945193,0.4878291525667491,0.5804048957100062,0.10178160644525086,0.01018950907945193,1.7242054485755022e-8,2.5844627147733157e-6,-0.1119711155247028,Total Lipids in Medium VLDL
IGFBP4,fid_23574,0.14181556634241457,3.3676025192988727e-26,2.906359574799353e-25,0.03044868243560685,0.03811979659022205,0.06345843296542616,0.14181556634241457,0.03044868243560685,1.7268771309487456e-8,2.587888625360796e-6,-0.1113668839068077,Phospholipids in Small HDL
LRIG1,fid_23407,0.07937066451992633,3.515886205262089e-9,1.1126299483434781e-8,-0.03276947072262392,0.02563528928167029,0.04419740958046777,0.07937066451992633,0.03276947072262392,1.7272031217195223e-8,2.587888625360796e-6,-0.11214013524255026,Total Triglycerides
ACHE,fid_23573,-0.00989390800863586,0.46233776034288254,0.5481361048112224,0.1020673016827616,3.228431050704467e-12,1.649333855117753e-11,0.00989390800863586,0.1020673016827616,1.7276936189809892e-8,2.588090026334648e-6,0.11196120969139746,Total Lipids in Small HDL
HAVCR2,fid_23630,0.08921941069972865,3.1144745675583714e-11,1.1342018009434668e-10,-0.02285469911029505,0.11964766536542534,0.17677115893538745,0.08921941069972865,0.02285469911029505,1.7288224824632894e-8,2.588713996191337e-6,-0.1120741098100237,Cholesterol to Total Lipids in Very Large HDL percentage
FAM20A,fid_23499,0.2347083984981516,5.643540373637776e-70,2.5525202820855747e-68,0.1261740273675438,6.410107516875175e-18,4.982477469118374e-17,0.2347083984981516,0.1261740273675438,1.7285359796456935e-8,2.588713996191337e-6,-0.10853437113060782,Cholesteryl Esters in Large VLDL
NTRK2,fid_23453,0.0112017137617703,0.4053167099418558,0.49175762659017414,-0.10076672829700976,6.062826148128184e-12,3.027585016880904e-11,0.0112017137617703,0.10076672829700976,1.7307859901552967e-8,2.590586721603304e-6,-0.11196844205878008,Polyunsaturated Fatty Acids to Total Fatty Acids percentage
GDF2,fid_23628,-0.08392800646763762,4.2177583857289005e-10,1.4230397190950591e-9,0.02817922783699012,0.05499067955075218,0.08838460074069197,0.08392800646763762,0.02817922783699012,1.7305183108827932e-8,2.590586721603304e-6,0.11210723430462774,Triglycerides to Total Lipids in Small LDL percentage
WDR46,fid_23630,0.0369663325120855,0.00601353817959662,0.0109028061777904,-0.0751757587578654,2.966575416464617e-7,9.695008504941005e-7,0.0369663325120855,0.0751757587578654,1.7363522588848063e-8,2.5983830526611125e-6,-0.1121420912699509,Cholesterol to Total Lipids in Very Large HDL percentage
ITGBL1,fid_23536,0.02987657867916481,0.02642384653499045,0.04337739366389345,0.1412334865750442,4.275757744591183e-22,4.380325417571959e-21,0.02987657867916481,0.1412334865750442,1.7376525083665555e-8,2.5997935576545327e-6,0.1113569078958794,Triglycerides in Large LDL
LGALS4,fid_23441,-0.04278609629856339,0.00147330942244172,0.00288648109185157,-0.15387521492744838,5.689550124794628e-26,7.363368541789862e-25,0.04278609629856339,0.15387521492744838,1.739412724050987e-8,2.601891520137277e-6,-0.111089118628885,Apolipoprotein B to Apolipoprotein A1 ratio
PCSK9,fid_23420,0.20776683341894484,6.74463857012984e-55,1.9126852893351703e-53,0.09822682992642738,2.028707569724834e-11,9.700456242586944e-11,0.20776683341894484,0.09822682992642738,1.7410787183603425e-8,2.603847707704868e-6,-0.10954000349251744,Free Cholesterol in VLDL
ERBB2,fid_23636,-0.19972060450522439,8.822095631030297e-51,2.1659086605632097e-49,-0.304732741688015,2.9567558616304777e-100,5.520323194617883e-98,0.19972060450522439,0.304732741688015,1.743438509512442e-8,2.6068404758433197e-6,-0.10501213718279062,Cholesteryl Esters to Total Lipids in Large HDL percentage
LGALS4,fid_23517,-0.03551404535026335,0.00831386239378799,0.01477602325309524,-0.1467448511747547,9.618283429993645e-24,1.090567768077268e-22,0.03551404535026335,0.1467448511747547,1.7454893339087276e-8,2.609370131744579e-6,-0.11123080582449137,Total Lipids in Very Small VLDL
CPA2,fid_23449,0.08500137577879877,2.5173682257718367e-10,8.620013308580762e-10,-0.02705652028433058,0.06540685369969522,0.10330681229389192,0.08500137577879877,0.02705652028433058,1.7520656553025692e-8,2.6186626204178934e-6,-0.11205789606312937,Linoleic Acid
KITLG,fid_23457,-0.00844684901418831,0.5303322249852758,0.6128092193076606,0.10344904747350954,1.6384972991629974e-12,8.565976856805396e-12,0.00844684901418831,0.10344904747350954,1.7533924856381083e-8,2.6201069361201316e-6,0.11189589648769786,Docosahexaenoic Acid to Total Fatty Acids percentage
CD5,fid_23630,0.0793460371192841,3.555305004112889e-9,1.1246978984350522e-8,-0.03274019098694895,0.02576753473115995,0.04440371433560004,0.0793460371192841,0.03274019098694895,1.754634294941901e-8,2.6214236366432e-6,-0.11208622810623306,Cholesterol to Total Lipids in Very Large HDL percentage
DPP6,fid_23453,0.20107680826353796,1.83644308991413e-51,4.617350793847299e-50,0.09133581443653292,4.6174766982924024e-10,1.965820545360515e-9,0.20107680826353796,0.09133581443653292,1.7554901550819082e-8,2.622163306428973e-6,-0.10974099382700504,Polyunsaturated Fatty Acids to Total Fatty Acids percentage
LPL,fid_23601,0.06947771696709301,2.3723472190013057e-7,6.567443788407394e-7,0.17985514351261347,5.10974862102928e-35,1.0455277574380193e-33,0.06947771696709301,0.17985514351261347,1.7658753378453345e-8,2.6371336299187635e-6,0.11037742654552046,Cholesteryl Esters to Total Lipids in Small VLDL percentage
CNTN1,fid_23579,-0.12405988350313894,2.2085173063318126e-20,1.394908489340579e-19,-0.01245955184845793,0.396251227604804,0.49079139026798085,0.12405988350313894,0.01245955184845793,1.7664195871185745e-8,2.6374045088845127e-6,0.111600331654681,Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage
MUC13,fid_23502,0.09942954539203835,1.3150879075314145e-13,5.586283700857745e-13,-0.01247512407113104,0.395661136302462,0.49019416489510126,0.09942954539203835,0.01247512407113104,1.770104197945548e-8,2.642363122400823e-6,-0.1119046694631694,Concentration of Medium VLDL Particles
MENT,fid_23601,-0.01118777976297064,0.40590120466175605,0.49234514121847145,0.1006998362684066,6.261208640670497e-12,3.122874804432413e-11,0.01118777976297064,0.1006998362684066,1.7723657931237082e-8,2.645195896882747e-6,0.11188761603137724,Cholesteryl Esters to Total Lipids in Small VLDL percentage
SERPIND1,fid_23512,0.2382013977331416,4.4490333435965554e-72,2.1284113434868875e-70,0.12990440256271912,6.558870232686279e-19,5.455761922308106e-18,0.2382013977331416,0.12990440256271912,1.7758313490880838e-8,2.649824010037038e-6,-0.10829699517042247,Cholesterol in Small VLDL
CD4,fid_23564,0.06857772991798138,3.389150785650608e-7,9.273051834912072e-7,0.178959436741695,1.1087770113570278e-34,2.235240206195262e-33,0.06857772991798138,0.178959436741695,1.7768082509791058e-8,2.6507375161481825e-6,0.11038170682371364,Triglycerides in Large HDL
PRL,fid_23491,-0.10736021148674244,1.258904029728235e-15,6.046897447322561e-15,0.00444503839841362,0.7621644251240183,0.8204611926433941,0.10736021148674244,0.00444503839841362,1.7774857843182067e-8,2.6512041249780146e-6,0.11180524988515608,Cholesterol in Very Large VLDL
APOF,fid_23576,0.06897267050534212,2.899650756985588e-7,7.974648516927342e-7,0.1793354327301268,8.013613619604528e-35,1.6246981313112348e-33,0.06897267050534212,0.1793354327301268,1.781134655067583e-8,2.6561015233430987e-6,0.1103627622247847,Cholesteryl Esters in Small HDL
PLXDC2,fid_23452,0.04336571912938565,0.0012685188353775,0.00250390744122129,-0.06870510385902583,2.8231002942893817e-6,8.32964658457916e-6,0.04336571912938565,0.06870510385902583,1.7848435594417674e-8,2.6610864187746035e-6,-0.11207082298841148,Omega-6 Fatty Acids to Total Fatty Acids percentage
ICAM1,fid_23614,0.06683337450395219,6.682102252215357e-7,1.7869856916606657e-6,-0.04523931716166021,0.00205839933343415,0.00427568280482546,0.06683337450395219,0.04523931716166021,1.7864457791482198e-8,2.6629289829862172e-6,-0.1120726916656124,Phospholipids to Total Lipids in Large LDL percentage
PI3,fid_23563,-0.16862838207545408,1.6957350038641206e-36,2.3897484606758365e-35,-0.05798727022604414,7.77084448754232e-5,1.9480742621459071e-4,0.16862838207545408,0.05798727022604414,1.787069595341973e-8,2.663312653377079e-6,0.11064111184940996,Free Cholesterol in Large HDL
LGALS4,fid_23544,-0.06542158086008264,1.1436449600247177e-6,3.0046901588566767e-6,-0.17586640729020334,1.559759318452501e-33,2.9800784006891056e-32,0.06542158086008264,0.17586640729020334,1.7888308063391926e-8,2.6653909057038165e-6,-0.1104448264301207,Concentration of Small LDL Particles
APOM,fid_23485,-0.01650803192096634,0.22004470831081996,0.29259493127872077,0.09538896476979011,7.547286196616964e-11,3.4411903729836925e-10,0.01650803192096634,0.09538896476979011,1.7937215074451042e-8,2.672130348386621e-6,0.11189699669075648,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
MRC1,fid_23630,0.09331894061801992,3.717849973298642e-12,1.4399091022138166e-11,-0.018588625767661852,0.20561808641673773,0.2831031740380981,0.09331894061801992,0.018588625767661852,1.7975800867038705e-8,2.677165228249852e-6,-0.11190756638568178,Cholesterol to Total Lipids in Very Large HDL percentage
EPS8L2,fid_23618,0.11943599916839864,5.368333775889931e-19,3.1383689970592748e-18,0.2281057706962628,8.2509806866977e-56,3.751450358747139e-54,0.11943599916839864,0.2281057706962628,1.79783794019346e-8,2.677165228249852e-6,0.10866977152786414,Triglycerides to Total Lipids in Large LDL percentage
C4BPB,fid_23437,-0.08821049164000967,5.1803086470773246e-11,1.8594542516982858e-10,0.02373248727672452,0.10608517286785264,0.15896798885189953,0.08821049164000967,0.02373248727672452,1.8000496569552354e-8,2.679909652221284e-6,0.1119429789167342,Phosphatidylcholines
LDLR,fid_23554,-0.5000400501840602,0,0,-0.411309228772225,7.534039026364007e-189,8.284376882861086e-186,0.5000400501840602,0.411309228772225,1.8020294840861346e-8,2.6806608513053816e-6,0.08873082141183519,Cholesterol in Very Large HDL
CNTN5,fid_23558,0.19485733372548728,2.2338726326892528e-48,5.035191588073444e-47,0.08500185838452565,6.718864427763225e-9,2.576625838070792e-8,0.19485733372548728,0.08500185838452565,1.8018742680849352e-8,2.6806608513053816e-6,-0.10985547534096164,Concentration of Large HDL Particles
BMPER,fid_23612,-0.02219100728985862,0.09920959232846711,0.14485253763344444,-0.1335670429040945,6.552623665691282e-20,5.828295574377185e-19,0.02219100728985862,0.1335670429040945,1.801103859769611e-8,2.6806608513053816e-6,-0.11137603561423588,Free Cholesterol to Total Lipids in IDL percentage
SLITRK1,fid_23552,0.1993283788941456,1.3860239297461852e-50,3.379306829295729e-49,0.08961784689171695,9.723030602301723e-10,4.0240979265683646e-9,0.1993283788941456,0.08961784689171695,1.8017173819519127e-8,2.6806608513053816e-6,-0.10971053200242864,Total Lipids in Very Large HDL
MUC13,fid_23520,0.03608975577780338,0.00732142847863874,0.01311717510521088,-0.07591926065882387,2.2621190044816529e-7,7.480848184118133e-7,0.03608975577780338,0.07591926065882387,1.8033202347525212e-8,2.68203202280624e-6,-0.11200901643662724,Cholesteryl Esters in Very Small VLDL
GAST,fid_23516,0.02994779003570061,0.02606655413256118,0.04283745807306655,-0.0820262284601298,2.2171319327717265e-8,8.101310200428356e-8,0.02994779003570061,0.0820262284601298,1.8050920368698333e-8,2.684117942410265e-6,-0.1119740184958304,Concentration of Very Small VLDL Particles
PKD1,fid_23648,-0.03541245326273485,0.00850097865980247,0.01508696213418555,0.07658745058391925,1.7691515374599154e-7,5.915138352907615e-7,0.03541245326273485,0.07658745058391925,1.8065089347255757e-8,2.685675384609378e-6,0.11199990384665408,Triglycerides to Total Lipids in Small HDL percentage
SCGB1A1,fid_23568,-0.02660185904511602,0.04809686239939043,0.07518510202878798,-0.1378749749874345,4.014727201622702e-21,3.86401677306421e-20,0.02660185904511602,0.1378749749874345,1.8140971516598473e-8,2.696405003758852e-6,-0.1112731159423185,Cholesterol in Medium HDL
ENPP2,fid_23444,0.02373457052827193,0.07783151445292531,0.11642314923211868,-0.08817595404859115,1.7973677067943073e-9,7.266521866587756e-9,0.02373457052827193,0.08817595404859115,1.8172707013727138e-8,2.7005697835809255e-6,-0.11191052457686308,Omega-3 Fatty Acids
BMP10,fid_23552,0.24536433043206676,1.684990780832499e-76,9.161456719204563e-75,0.1374583591346935,5.280182458316217e-21,5.0433003881367647e-20,0.24536433043206676,0.1374583591346935,1.8196369765816912e-8,2.7035334491534075e-6,-0.10790597129737324,Total Lipids in Very Large HDL
AOC3,fid_23639,-0.10239504016188009,2.409647957312273e-14,1.0717980112908821e-13,0.00935896591480545,0.523985114634264,0.6143601659830794,0.10239504016188009,0.00935896591480545,1.8332883531284348e-8,2.723259364383187e-6,0.11175400607668552,Phospholipids to Total Lipids in Medium HDL percentage
