protein,metabolite,r_F,p_F,q_F,r_M,p_M,q_M,abs_r_F,abs_r_M,p_diff,q_diff,r_diff,metabolite_label
SMNDC1,fid_23551,-0.15695429515908335,8.697285468122374e-32,9.925975401314033e-31,-0.06331506584625562,1.5952723798183737e-5,4.333760989933689e-5,0.15695429515908335,0.06331506584625562,1.9247293330069486e-6,1.1869616034606937e-4,0.09363922931282773,Concentration of Very Large HDL Particles
SULT2A1,fid_23456,-0.16944971910643497,7.668462322268731e-37,1.0967917151711804e-35,-0.2598637074956538,1.8508107091072857e-72,1.487917927785817e-70,0.16944971910643497,0.2598637074956538,1.9249550827559287e-6,1.1870001083859968e-4,-0.09041398838921882,Linoleic Acid to Total Fatty Acids percentage
MPO,fid_23555,-0.16030707624017662,4.194075766410743e-33,5.086999221320128e-32,-0.0667430307994934,5.384018913942704e-6,1.540985820308211e-5,0.16030707624017662,0.0667430307994934,1.9262595722180157e-6,1.1877037420553042e-4,0.09356404544068322,Cholesteryl Esters in Very Large HDL
HS6ST2,fid_23635,0.03271404245114778,0.0150627916540462,0.02574782498019085,-0.06205128803182251,2.3493420361676213e-5,6.25930009416856e-5,0.03271404245114778,0.06205128803182251,1.9275159342116877e-6,1.1883775841708502e-4,-0.0947653304829703,Cholesterol to Total Lipids in Large HDL percentage
RTN4R,fid_23521,0.06311707712869678,2.6865745431434386e-6,6.850278762357354e-6,-0.03164465647566575,0.03115788297928269,0.05280914483525213,0.06311707712869678,0.03164465647566575,1.927762610048114e-6,1.1884288597318753e-4,-0.09476173360436252,Free Cholesterol in Very Small VLDL
CTSZ,fid_23624,-0.12681541287470627,3.1120814635171187e-21,2.0597327234238568e-20,-0.03263645586457792,0.02624082447483233,0.04514577362987696,0.12681541287470627,0.03263645586457792,1.92896092763132e-6,1.1890667458156222e-4,0.09417895701012836,Phospholipids to Total Lipids in Small LDL percentage
REG4,fid_23526,-0.01726015669893493,0.19973953361822935,0.26897858011404,-0.11164723751076412,2.4347316268589558e-14,1.4664742097084866e-13,0.01726015669893493,0.11164723751076412,1.929466791495146e-6,1.1891737111591026e-4,-0.09438708081182916,Cholesterol in IDL
NT5C1A,fid_23498,0.2144446846023439,1.8998895353048693e-58,6.050469310937097e-57,0.12235668736154724,6.164798828641531e-17,4.474949463118298e-16,0.2144446846023439,0.12235668736154724,1.9294386167874103e-6,1.1891737111591026e-4,-0.09208799724079668,Cholesterol in Large VLDL
LRIG1,fid_23442,0.04379094466014357,0.00113535417696919,0.00225346702804153,-0.05098920838816732,5.130769151795931e-4,0.00116011164135515,0.04379094466014357,0.05098920838816732,1.9296252842009293e-6,1.1891737111591026e-4,-0.09478015304831088,Total Fatty Acids
FAP,fid_23563,0.07216194809654071,7.976258468954874e-8,2.2883658924493137e-7,-0.02255694116139834,0.12454484999003938,0.18311643008475892,0.07216194809654071,0.02255694116139834,1.931578857699153e-6,1.1902767212550512e-4,-0.09471888925793905,Free Cholesterol in Large HDL
CD5,fid_23416,0.11422183124545111,1.69452477499828e-17,9.091489224533477e-17,0.01987232395992378,0.17601379044312057,0.2476394615666527,0.11422183124545111,0.01987232395992378,1.931969982510238e-6,1.1904168144777032e-4,-0.09434950728552732,Cholesteryl Esters in VLDL
LEP,fid_23613,0.21574708292650127,3.733230792034844e-59,1.2164019679049076e-57,0.30410427818584956,7.874869331241552e-100,1.4534533140923383e-97,0.21574708292650127,0.30410427818584956,1.933340951492767e-6,1.1910780860124864e-4,0.08835719525934829,Triglycerides to Total Lipids in IDL percentage
FGF21,fid_23403,0.17773561740958585,2.0391163302299272e-40,3.388880416649171e-39,0.08459615153171084,7.925630730977589e-9,3.0189261434194046e-8,0.17773561740958585,0.08459615153171084,1.933370929249759e-6,1.1910780860124864e-4,-0.093139465877875,VLDL Cholesterol
MRC1,fid_23498,0.13579516765264188,3.874076267012685e-24,2.9985610214888415e-23,0.04177237742607398,0.00443705090216075,0.00875579281470328,0.13579516765264188,0.04177237742607398,1.934384861463208e-6,1.1916017317079116e-4,-0.0940227902265679,Cholesterol in Large VLDL
DMP1,fid_23593,0.0355922395418416,0.00817235924156012,0.01453946521474718,-0.05916451936668861,5.537037283462329e-5,1.412830598861942e-4,0.0355922395418416,0.05916451936668861,1.9351306936342813e-6,1.1919601501566936e-4,-0.09475675890853022,Triglycerides to Total Lipids in Large VLDL percentage
SERPINA6,fid_23537,0.02682100972978566,0.04628332044079058,0.07259186503813615,0.121071203849654,1.3005750360195035e-16,9.232329856481024e-16,0.02682100972978566,0.121071203849654,1.93532217564013e-6,1.1919770801141354e-4,0.09425019411986832,Concentration of Medium LDL Particles
IFI30,fid_23405,-0.02511745792600062,0.06201546884379601,0.0947974494152394,-0.11938968945900284,3.4123707784242256e-16,2.349268631720744e-15,0.02511745792600062,0.11938968945900284,1.9360328381025864e-6,1.1923137466115412e-4,-0.0942722315330022,LDL Cholesterol
KITLG,fid_23498,-0.08454054441563791,3.1442211623527244e-10,1.0698700939828715e-9,-0.1776745213974924,3.3449915031458643e-34,6.593560380828823e-33,0.08454054441563791,0.1776745213974924,1.9367782228537044e-6,1.1925874266228292e-4,-0.0931339769818545,Cholesterol in Large VLDL
CST3,fid_23507,0.11979934816262018,4.1962799055402195e-19,2.4684652713897142e-18,0.02553439768815333,0.0820734065714668,0.1265330412639959,0.11979934816262018,0.02553439768815333,1.9368053899539063e-6,1.1925874266228292e-4,-0.09426495047446684,Free Cholesterol in Medium VLDL
C7,fid_23552,0.12514971057557592,1.0227352578120095e-20,6.581514087889441e-20,0.03096297286508834,0.03497875479868946,0.05869464304384905,0.12514971057557592,0.03096297286508834,1.9373207712192085e-6,1.192803721699304e-4,-0.09418673771048758,Total Lipids in Very Large HDL
CFB,fid_23625,0.02342090573023543,0.08184175942513487,0.12180963835962322,-0.07128974009559784,1.1743862147772591e-6,3.608990156534555e-6,0.02342090573023543,0.07128974009559784,1.937494751715874e-6,1.1928097983096732e-4,-0.09471064582583329,Cholesterol to Total Lipids in Small LDL percentage
IL1RN,fid_23531,-0.00614199506883864,0.6481941955088439,0.7189769719825853,-0.10063515754020146,6.459068652151097e-12,3.2178287998297636e-11,0.00614199506883864,0.10063515754020146,1.9380631236357193e-6,1.1930586586052963e-4,-0.09449316247136282,Total Lipids in Large LDL
ITGBL1,fid_23600,-0.08951365643699633,2.6821220788781303e-11,9.809537929417149e-11,-0.18251865092926392,4.9827272500539995e-36,1.0649260850047044e-34,0.08951365643699633,0.18251865092926392,1.9389702691096544e-6,1.1935160058157512e-4,-0.0930049944922676,Cholesterol to Total Lipids in Small VLDL percentage
PPY,fid_23607,-0.18201939987633847,2.457656739141519e-42,4.4150896101410547e-41,-0.27188820320464896,2.0943582551471435e-79,2.0761654459176944e-77,0.18201939987633847,0.27188820320464896,1.9398770405613524e-6,1.1939730453622224e-4,-0.08986880332831049,Free Cholesterol to Total Lipids in Very Small VLDL percentage
AOC3,fid_23625,0.01464730377829449,0.2765258602344375,0.35609386492055856,-0.08001103535162565,4.8626556825774935e-8,1.7182793973569365e-7,0.01464730377829449,0.08001103535162565,1.9400434070690303e-6,1.1939743349732348e-4,-0.09465833912992017,Cholesterol to Total Lipids in Small LDL percentage
CBLIF,fid_23505,0.03143055193960441,0.01952013225934944,0.03276591375222333,-0.06330233500709634,1.6015624986187892e-5,4.350068470250388e-5,0.03143055193960441,0.06330233500709634,1.9413855668222366e-6,1.1946991896697766e-4,-0.09473288694670076,Cholesterol in Medium VLDL
REN,fid_23544,-0.05316354616425038,7.74572256304662e-5,1.7373770302064973e-4,-0.14696672073224715,8.230117704394127e-24,9.370298220840692e-23,0.05316354616425038,0.14696672073224715,1.9428094340493316e-6,1.1954741989159412e-4,-0.09380317456799676,Concentration of Small LDL Particles
UPB1,fid_23504,0.1849613826874992,1.1082910047888574e-43,2.0968328065744076e-42,0.09202946858582696,3.405181666711125e-10,1.4670094220836423e-9,0.1849613826874992,0.09202946858582696,1.943136679157318e-6,1.195568383977986e-4,-0.09293191410167224,Phospholipids in Medium VLDL
SMPD1,fid_23550,0.07178678657747647,9.310739124904668e-8,2.657326559347534e-7,-0.02290956265038758,0.11876200991706053,0.17561330534617547,0.07178678657747647,0.02290956265038758,1.9432914788053796e-6,1.195568383977986e-4,-0.09469634922786406,Triglycerides in Small LDL
LEP,fid_23514,0.14694561753189686,5.000613759481039e-28,4.7354746524048815e-27,0.05314492218095165,2.9357469046255633e-4,6.85020805743918e-4,0.14694561753189686,0.05314492218095165,1.9442070568492485e-6,1.1960304353252612e-4,-0.0938006953509452,Free Cholesterol in Small VLDL
REG4,fid_23524,-0.0036334190560508,0.7872254428300075,0.8364409828019979,-0.09813369463243572,2.1193587669755937e-11,1.0118802440729917e-10,0.0036334190560508,0.09813369463243572,1.9466505813668276e-6,1.1974322856342523e-4,-0.0945002755763849,Total Lipids in IDL
CBS,fid_23634,0.12269475958976528,5.737622936585858e-20,3.5415507177070953e-19,0.2147367061586656,1.62224764976139e-49,5.869672847091402e-48,0.12269475958976528,0.2147367061586656,1.9473241875458523e-6,1.19774527084551e-4,0.0920419465689003,Phospholipids to Total Lipids in Large HDL percentage
PIGR,fid_23504,0.06257495059214589,3.2707525662758377e-6,8.281835645950619e-6,-0.03214617797599187,0.02858067805867637,0.04881121941343282,0.06257495059214589,0.03214617797599187,1.948119799656338e-6,1.1980336550070792e-4,-0.09472112856813776,Phospholipids in Medium VLDL
MFAP4,fid_23588,-0.03423607910310539,0.01095823316284712,0.01913410953220537,0.06049066029631215,3.751867495090884e-5,9.764054908837154e-5,0.03423607910310539,0.06049066029631215,1.9481227092031945e-6,1.1980336550070792e-4,0.09472673939941754,Triglycerides to Total Lipids in Very Large VLDL percentage
NHLRC3,fid_23575,0.22227107916851807,9.161675904490452e-63,3.344881484497036e-61,0.13048272744240594,4.578631859923207e-19,3.849587698246166e-18,0.22227107916851807,0.13048272744240594,1.948615813066044e-6,1.1982355160969592e-4,-0.09178835172611212,Cholesterol in Small HDL
ADIPOQ,fid_23638,-0.405263399261556,2.5659003028383925e-217,2.891435477538499e-214,-0.3231124184436318,3.6083008745711725e-113,9.724230378069855e-111,0.405263399261556,0.3231124184436318,1.949006018244658e-6,1.1983740743141724e-4,0.08215098081792416,Triglycerides to Total Lipids in Large HDL percentage
DPT,fid_23646,0.01283290030381132,0.3404118146403369,0.42488104893743706,-0.08179267498789691,2.4307339307538737e-8,8.847820380728009e-8,0.01283290030381132,0.08179267498789691,1.950378010806373e-6,1.1991162239658322e-4,-0.09462557529170824,Cholesteryl Esters to Total Lipids in Small HDL percentage
SERPINA9,fid_23590,-0.0137434312154884,0.3072539208416146,0.38956029930125213,-0.10812836613731246,1.5415564769775757e-13,8.729449531511444e-13,0.0137434312154884,0.10812836613731246,1.9508438503189097e-6,1.1993011812324652e-4,-0.09438493492182404,Cholesterol to Total Lipids in Large VLDL percentage
ADIPOQ,fid_23555,0.4564632971793491,2.2933069937510483e-282,6.1964558199816656e-279,0.3782591274872365,1.1119919791670079e-157,7.653695475472874e-155,0.4564632971793491,0.3782591274872365,1.951048285059517e-6,1.1993254195518384e-4,-0.07820416969211258,Cholesteryl Esters in Very Large HDL
DEFB4A_DEFB4B,fid_23607,-0.1200123363550444,3.6308295586925843e-19,2.1438547791756758e-18,-0.21212853663324904,2.4527900670388168e-48,8.482484927515298e-47,0.1200123363550444,0.21212853663324904,1.95223671026274e-6,1.1999544696464928e-4,-0.09211620027820462,Free Cholesterol to Total Lipids in Very Small VLDL percentage
ERBB4,fid_23583,0.03255202178193436,0.01557093320104178,0.02655808773533143,-0.06216005541837716,2.2730044951876407e-5,6.06587700835565e-5,0.03255202178193436,0.06216005541837716,1.953088498413182e-6,1.200376514789575e-4,-0.09471207720031152,Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage
FUOM,fid_23455,0.12270340650468986,5.703221240790519e-20,3.5206451373893883e-19,0.2147306979325316,1.6324969288071836e-49,5.905287290408869e-48,0.12270340650468986,0.2147306979325316,1.9546371004440407e-6,1.2012267171326986e-4,0.09202729142784172,Saturated Fatty Acids to Total Fatty Acids percentage
RNASE6,fid_23491,0.16442489187422754,9.2435281561787e-35,1.2063207550694007e-33,0.0710117823013112,1.29243266235551e-6,3.954219176358867e-6,0.16442489187422754,0.0710117823013112,1.955109831167017e-6,1.2014156524323252e-4,-0.09341310957291636,Cholesterol in Very Large VLDL
PROC,fid_23592,0.15508518104990596,4.580617104072179e-31,5.0534045358740276e-30,0.0614714694051957,2.7991913184795732e-5,7.3920069220914e-5,0.15508518104990596,0.0614714694051957,1.956064323883931e-6,1.201900573668849e-4,-0.09361371164471025,Free Cholesterol to Total Lipids in Large VLDL percentage
CREG1,fid_23634,0.2412239231535074,6.314246784478835e-74,3.192175213611697e-72,0.1501351378947372,8.655350062136546e-25,1.0464381285160464e-23,0.2412239231535074,0.1501351378947372,1.957592700020645e-6,1.2027380048594296e-4,-0.0910887852587702,Phospholipids to Total Lipids in Large HDL percentage
FNDC1,fid_23625,0.06188979423604367,4.184639593117132e-6,1.0505081632944948e-5,-0.03281164167562749,0.02544585067732896,0.0438986540728432,0.06188979423604367,0.03281164167562749,1.9586345557577348e-6,1.2032764033437156e-4,-0.09470143591167116,Cholesterol to Total Lipids in Small LDL percentage
SCG2,fid_23528,-0.01901242170128291,0.15780397810492158,0.21882400913091507,-0.11331750558660886,9.933239629756116e-15,6.15697028307147e-14,0.01901242170128291,0.11331750558660886,1.9590362610950836e-6,1.2034214711697098e-4,-0.09430508388532594,Free Cholesterol in IDL
ADH1B,fid_23506,0.07198062836580535,8.596308599261989e-8,2.460041883090215e-7,-0.02268124474346445,0.1224817715336014,0.18045326074991744,0.07198062836580535,0.02268124474346445,1.959585714137346e-6,1.203657267127661e-4,-0.0946618731092698,Cholesteryl Esters in Medium VLDL
HEG1,fid_23453,-0.19637207094866596,4.048220515445645e-49,9.37031357428704e-48,-0.2855787086061496,9.31246045841605e-88,1.20846008702928e-85,0.19637207094866596,0.2855787086061496,1.9600993488035643e-6,1.2037693027378484e-4,-0.08920663765748363,Polyunsaturated Fatty Acids to Total Fatty Acids percentage
REG4,fid_23423,0.06005279111936954,8.001337600358388e-6,1.961019894526282e-5,-0.03465049225552587,0.01828132662083442,0.03244042263491426,0.06005279111936954,0.03465049225552587,1.960052967475094e-6,1.2037693027378484e-4,-0.09470328337489542,Total Lipids in Lipoprotein Particles
CD27,fid_23632,0.1588945421770044,1.5167212102308342e-32,1.7950012113543714e-31,0.06537469818355215,8.359225538642916e-6,2.3430608610136864e-5,0.1588945421770044,0.06537469818355215,1.9625777031955725e-6,1.2051895189179968e-4,-0.09351984399345226,Free Cholesterol to Total Lipids in Very Large HDL percentage
NCS1,fid_23612,-0.08390470037909536,4.264987223813299e-10,1.438607083163455e-9,-0.17700232012483885,5.940497956133832e-34,1.1576636378139551e-32,0.08390470037909536,0.17700232012483885,1.962779163146718e-6,1.2052114065465e-4,-0.09309761974574347,Free Cholesterol to Total Lipids in IDL percentage
HRC,fid_23555,0.20858654763189263,2.5102606570727333e-55,7.213027332045193e-54,0.1163807668411138,1.8537536529969322e-15,1.2112131510516926e-14,0.20858654763189263,0.1163807668411138,1.9634087886882276e-6,1.2054646002219705e-4,-0.09220578079077885,Cholesteryl Esters in Very Large HDL
SRPX,fid_23646,0.01129648747434841,0.4013545608392818,0.4877224876780058,-0.08329200276651202,1.3409145246166493e-8,5.0003501351477286e-8,0.01129648747434841,0.08329200276651202,1.963523212690145e-6,1.2054646002219705e-4,-0.09458849024086044,Cholesteryl Esters to Total Lipids in Small HDL percentage
CNTN5,fid_23481,-0.12306833238329816,4.4230912217491085e-20,2.7469750288768253e-19,-0.02890628411935138,0.0490126742022788,0.0796781265027276,0.12306833238329816,0.02890628411935138,1.9641901065645742e-6,1.2057721785003685e-4,0.09416204826394677,Concentration of Chylomicrons and Extremely Large VLDL Particles
GSTA1,fid_23623,0.1665424990158868,1.2495887222889593e-35,1.6949832424044612e-34,0.25699515294004505,7.439353442804249e-71,5.661940002289901e-69,0.1665424990158868,0.25699515294004505,1.9646969893642076e-6,1.2059814859189058e-4,0.09045265392415824,Triglycerides to Total Lipids in Medium LDL percentage
AOC3,fid_23648,-0.07586088649142643,1.6654891919661117e-8,5.01846558002579e-8,0.01877016369466765,0.2012247745917841,0.2779245487203128,0.07586088649142643,0.01877016369466765,1.9650405373486877e-6,1.206090507348154e-4,0.09463105018609408,Triglycerides to Total Lipids in Small HDL percentage
LEFTY2,fid_23605,0.02394588553914729,0.07522112632437959,0.11290045270667132,-0.07070638937443245,1.4352737768347857e-6,4.370290589102793e-6,0.02394588553914729,0.07070638937443245,1.9671147565967054e-6,1.2072269466809784e-4,-0.09465227491357976,Cholesterol to Total Lipids in Very Small VLDL percentage
SIGLEC1,fid_23632,0.20677120768309007,2.227690704222399e-54,6.211987961790411e-53,0.11451659480523446,5.176329461066048e-15,3.2737432725245353e-14,0.20677120768309007,0.11451659480523446,1.9672242868685444e-6,1.2072269466809784e-4,-0.0922546128778556,Free Cholesterol to Total Lipids in Very Large HDL percentage
CD302,fid_23559,-0.18307549433158643,8.128670708744543e-43,1.488653965910982e-41,-0.09014479198288626,7.74890678694472e-10,3.234355912861756e-9,0.18307549433158643,0.09014479198288626,1.968193530592632e-6,1.2077197737730462e-4,0.09293070234870016,Total Lipids in Large HDL
C1RL,fid_23617,-0.20085494334358245,2.3758582768672008e-51,5.949464941347513e-50,-0.1084242161161152,1.3229756214102432e-13,7.527631860695386e-13,0.20085494334358245,0.1084242161161152,1.9690069209897786e-6,1.2081168912628074e-4,0.09243072722746724,Free Cholesterol to Total Lipids in Large LDL percentage
SERPINA6,fid_23564,0.1859957947107997,3.681336927345626e-44,7.093234187581645e-43,0.09314508875464209,2.0767148781138211e-10,9.114529374384663e-10,0.1859957947107997,0.09314508875464209,1.9693954147318376e-6,1.2082532613192844e-4,-0.09285070595615762,Triglycerides in Large HDL
LDLR,fid_23480,0.5071968823610872,0,0,0.43348391009556153,7.870897239681925e-212,1.2302821745409146e-208,0.5071968823610872,0.43348391009556153,1.9696969934275856e-6,1.2083362891880194e-4,-0.07371297226552564,Glycoprotein Acetyls
APOM,fid_23553,0.2700911945297726,6.616315047392074e-93,5.623836840382444e-91,0.18020337778504544,3.7767492965681396e-35,7.769546483184507e-34,0.2700911945297726,0.18020337778504544,1.9699186565415297e-6,1.2083702819248349e-4,-0.08988781674472718,Phospholipids in Very Large HDL
S100A12,fid_23555,-0.10319175937327273,1.5146075491713606e-14,6.818477944490157e-14,-0.00879177955221737,0.5494426310533914,0.637827529108417,0.10319175937327273,0.00879177955221737,1.970366267220164e-6,1.2085428560083536e-4,0.09439997982105536,Cholesteryl Esters in Very Large HDL
ADAM15,fid_23634,-0.08604161027530256,1.5173854077204783e-10,5.274603900077396e-10,0.00851220837196073,0.5622113705376499,0.6495284740626629,0.08604161027530256,0.00851220837196073,1.970901510027297e-6,1.208769146430386e-4,0.0945538186472633,Phospholipids to Total Lipids in Large HDL percentage
FABP4,fid_23621,0.18477721552745288,1.3476453478023471e-43,2.5411467228468002e-42,0.0918983467163987,3.6075869610860336e-10,1.5505878267297774e-9,0.18477721552745288,0.0918983467163987,1.971571249660068e-6,1.2090778796504192e-4,-0.0928788688110542,Cholesteryl Esters to Total Lipids in Medium LDL percentage
SRPX,fid_23485,-0.0994973916363372,1.2657043852439024e-13,5.381983385388405e-13,-0.00506295023736918,0.730311890132408,0.7944273567946354,0.0994973916363372,0.00506295023736918,1.9721773751760424e-6,1.20925862619424e-4,0.094434441398968,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
PTPRM,fid_23636,-0.06110764302030936,5.526851475974191e-6,1.3734241129122994e-5,-0.15469582264079787,3.1022818583504593e-26,4.07532148671894e-25,0.06110764302030936,0.15469582264079787,1.972531478728743e-6,1.20925862619424e-4,-0.09358817962048852,Cholesteryl Esters to Total Lipids in Large HDL percentage
ADGRG1,fid_23591,-0.12680709468131096,3.1307506188799534e-21,2.0717870632692384e-20,-0.21866867728036823,2.5247721054065483e-51,9.70840458229154e-50,0.12680709468131096,0.21866867728036823,1.9724756140384087e-6,1.20925862619424e-4,-0.0918615825990573,Cholesteryl Esters to Total Lipids in Large VLDL percentage
ELN,fid_23495,0.17861234390251274,8.329863603838065e-41,1.4058755585838208e-39,0.2685618499645633,1.8997523028001644e-77,1.7768612353578002e-75,0.17861234390251274,0.2685618499645633,1.9723709935351004e-6,1.20925862619424e-4,0.08994950606205054,Concentration of Large VLDL Particles
SLC39A5,fid_23572,0.26241625804934704,1.2730300559364876e-87,9.420461296949431e-86,0.1722051080517342,3.350197797940423e-32,6.0134532281501384e-31,0.26241625804934704,0.1722051080517342,1.972849871523497e-6,1.2093518132489624e-4,-0.09021114999761284,Concentration of Small HDL Particles
PALM2,fid_23429,0.0810573575689708,1.6254296711147235e-9,5.267180003682554e-9,-0.01352475626504889,0.35711910186630924,0.4505754180073626,0.0810573575689708,0.01352475626504889,1.973907803877601e-6,1.2098982821725083e-4,-0.09458211383401968,Concentration of LDL Particles
ADIPOQ,fid_23499,-0.29817332555571735,9.302083990683089e-114,1.322065508219042e-111,-0.20960224926428056,3.290568553635051e-47,1.0889619962696889e-45,0.29817332555571735,0.20960224926428056,1.975366229035437e-6,1.2106901185732825e-4,0.08857107629143679,Cholesteryl Esters in Large VLDL
CEACAM1,fid_23452,-0.11201889830859044,6.955309921921157e-17,3.6006145680687433e-16,-0.20433138582150456,6.651629936730554e-45,2.016017196340355e-43,0.11201889830859044,0.20433138582150456,1.9756986620983338e-6,1.2107917658276508e-4,-0.09231248751291413,Omega-6 Fatty Acids to Total Fatty Acids percentage
GGT1,fid_23574,0.18961109501417975,7.427321149251616e-46,1.530898465312566e-44,0.2790841322972815,9.786231042253633e-84,1.1138892929900235e-81,0.18961109501417975,0.2790841322972815,1.977013290440879e-6,1.2114952760344276e-4,0.08947303728310174,Phospholipids in Small HDL
CLSTN2,fid_23564,-0.01589140340231259,0.23776445124163215,0.31289284604429973,0.0786965094519534,8.035182066088508e-8,2.780566955477928e-7,0.01589140340231259,0.0786965094519534,1.9782525426528775e-6,1.2121524817306808e-4,0.094587912854266,Triglycerides in Large HDL
CD4,fid_23462,0.00117736973671438,0.9303036266914482,0.9486093886711962,-0.09329996867379384,1.9380395444464754e-10,8.52798646379082e-10,0.00117736973671438,0.09329996867379384,1.979645546914321e-6,1.2129037785629966e-4,-0.09447733841050822,Glycine
GFRA3,fid_23558,0.1352931613645329,5.700219565994132e-24,4.3747387016219643e-23,0.041355439773195,0.0048494189925284,0.00950894199404439,0.1352931613645329,0.041355439773195,1.979988388357315e-6,1.2129093470696465e-4,-0.0939377215913379,Concentration of Large HDL Particles
NTRK3,fid_23435,-0.30020743328166405,2.309528571427527e-115,3.4001153759352655e-113,-0.21174606110023628,3.641827688127973e-48,1.2514742850880535e-46,0.30020743328166405,0.21174606110023628,1.9799305820481005e-6,1.2129093470696465e-4,0.08846137218142777,Triglycerides to Phosphoglycerides ratio
EPHA1,fid_23485,0.289369978625493,5.833361068458799e-107,7.087709225591737e-105,0.2003826418091787,3.227193126900048e-43,9.183040393132712e-42,0.289369978625493,0.2003826418091787,1.980691136330412e-6,1.213237585799907e-4,-0.08898733681631432,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
PRL,fid_23599,0.04995679312634876,2.0446153278932537e-4,4.398485199334588e-4,-0.04471640644560678,0.0023189391059553802,0.00478045031105447,0.04995679312634876,0.04471640644560678,1.9820190329950437e-6,1.2139486607995456e-4,-0.09467319957195554,Phospholipids to Total Lipids in Small VLDL percentage
IL1RN,fid_23589,0.3259705705425243,7.739634605914487e-137,1.8152327719430246e-134,0.23886401929816703,3.5274319970476185e-61,1.9357092682869898e-59,0.3259705705425243,0.23886401929816703,1.9823183462151696e-6,1.2140296814104464e-4,-0.08710655124435729,Phospholipids to Total Lipids in Large VLDL percentage
MSTN,fid_23495,0.05207500548265396,1.0834443277569665e-4,2.395707166571618e-4,0.14581785851124782,1.8398644832957234e-23,2.0515633558724117e-22,0.05207500548265396,0.14581785851124782,1.9830372457275744e-6,1.214367633624921e-4,0.09374285302859386,Concentration of Large VLDL Particles
CHGA,fid_23544,-0.04463036703490183,9.095987477186729e-4,0.0018253327426824,-0.13850462488919865,2.6492418463989667e-21,2.5804412973023782e-20,0.04463036703490183,0.13850462488919865,1.9840221107179285e-6,1.2148683864829172e-4,-0.09387425785429682,Concentration of Small LDL Particles
LIPF,fid_23401,0.0836599426227541,4.793212425477803e-10,1.61122510934145e-9,-0.01088385190946584,0.45866698474984946,0.5524924356731082,0.0836599426227541,0.01088385190946584,1.9842038308646852e-6,1.2148773099075142e-4,-0.09454379453221994,Total Cholesterol Minus HDL-C
PAG1,fid_23558,-0.3944198808577331,6.1831002614694115e-205,5.493971816802046e-202,-0.3115715737197779,5.92859894100817e-105,1.2718682104167384e-102,0.3944198808577331,0.3115715737197779,1.9850886466337453e-6,1.2153166830537836e-4,0.08284830713795527,Concentration of Large HDL Particles
TNR,fid_23452,0.12494203253438758,1.1849566397894638e-20,7.599604865920902e-20,0.03085330653589409,0.03562935171847551,0.05968713589728577,0.12494203253438758,0.03085330653589409,1.9866707708312265e-6,1.2161828544041364e-4,-0.0940887259984935,Omega-6 Fatty Acids to Total Fatty Acids percentage
S100A12,fid_23554,-0.09664862085692752,6.175511399821426e-13,2.5149900971825308e-12,-0.00221724489244147,0.8800071040452088,0.9123067580285256,0.09664862085692752,0.00221724489244147,1.9872751483503854e-6,1.2164503818011276e-4,0.09443137596448604,Cholesterol in Very Large HDL
LGALS3,fid_23555,-0.1423979539486449,2.1043361728066232e-26,1.8357999937792843e-25,-0.04860074968850845,9.299159524401892e-4,0.00202948552597333,0.1423979539486449,0.04860074968850845,1.9876492518632243e-6,1.216576920741894e-4,0.09379720426013648,Cholesteryl Esters in Very Large HDL
CD27,fid_23491,0.06982101353366403,2.068161381494464e-7,5.751622537613889e-7,-0.02479026340438587,0.09139352026265175,0.1392335776439146,0.06982101353366403,0.02479026340438587,1.9891775254940036e-6,1.2174098097274606e-4,-0.0946112769380499,Cholesterol in Very Large VLDL
NADK,fid_23629,-0.11605856649762872,5.1120075619887674e-18,2.828041351078799e-17,-0.02185300750718605,0.13674326872701267,0.19875941260063704,0.11605856649762872,0.02185300750718605,1.9905269528511667e-6,1.2181331107752516e-4,0.09420555899044268,Phospholipids to Total Lipids in Very Large HDL percentage
CNTN4,fid_23602,0.11588850899733658,5.716473137604943e-18,3.1539429978506715e-17,0.02168158722659295,0.1398489654868741,0.20270776670916885,0.11588850899733658,0.02168158722659295,1.9909593454107143e-6,1.2182951439503408e-4,-0.09420692177074362,Free Cholesterol to Total Lipids in Small VLDL percentage
SOST,fid_23610,-0.04758529031342028,4.0477113555438895e-4,8.445486439754389e-4,-0.14139370368594262,3.837223528179882e-22,3.942513661206231e-21,0.04758529031342028,0.14139370368594262,1.9911442476774828e-6,1.2182994656310658e-4,-0.09380841337252233,Cholesterol to Total Lipids in IDL percentage
FST,fid_23551,-0.04127325857802071,0.00215960533850239,0.00414775500290412,0.05337835069894025,2.7601243498545424e-4,6.462842742320293e-4,0.04127325857802071,0.05337835069894025,1.9913016439443367e-6,1.2182994656310658e-4,0.09465160927696097,Concentration of Very Large HDL Particles
MRC1,fid_23601,0.02272721883856675,0.09130645476314415,0.13443088754195792,-0.0718669664511709,9.614798803453456e-7,2.981790878883494e-6,0.02272721883856675,0.0718669664511709,1.993103015340491e-6,1.21929892916669e-4,-0.09459418528973763,Cholesteryl Esters to Total Lipids in Small VLDL percentage
