name,type,module
LDLR,NA,1
PLA2G7,NA,1
SERPIND1,NA,2
PLTP,NA,3
CFI,NA,3
APCS,NA,1
RARRES2,NA,4
APOA1,NA,3
OLR1,NA,5
MFGE8,NA,4
IGSF9,NA,4
FGFBP1,NA,1
TNFSF14,NA,5
APOM,NA,1
ORM1,NA,2
PRAP1,NA,4
MXRA8,NA,3
CFB,NA,3
MAMDC4,NA,4
CES1,NA,4
APOC1,NA,1
F9,NA,2
NPY,NA,4
IGFBP6,NA,6
ADIPOQ,NA,3
FURIN,NA,4
PON3,NA,3
ASGR1,NA,4
AGRP,NA,1
CST3,NA,3
MMP8,NA,5
MMP9,NA,5
CCN1,NA,1
TGFA,NA,5
RELT,NA,6
FAM20A,NA,2
NPDC1,NA,6
ST6GAL1,NA,5
OSM,NA,5
CD40LG,NA,5
GP5,NA,5
IGFBP4,NA,4
CPM,NA,4
GHR,NA,1
SSC4D,NA,3
HSPG2,NA,6
LCAT,NA,1
CD38,NA,3
SIT1,NA,3
COL6A3,NA,6
ACY1,NA,4
SCARB2,NA,6
TNFRSF19,NA,6
HBEGF,NA,5
COLEC12,NA,6
FGA,NA,5
TAFA5,NA,6
IL1RN,NA,3
PRSS8,NA,4
SMOC1,NA,1
IL1B,NA,5
GCG,NA,4
HHEX,NA,1
SERPINF1,NA,3
PAMR1,NA,1
HGF,NA,4
F7,NA,1
LGALS9,NA,3
GUSB,NA,2
LEP,NA,3
PIK3IP1,NA,6
TTR,NA,1
TFPI,NA,1
RBP5,NA,2
RNASE4,NA,4
FGF21,NA,2
PAG1,NA,3
IGFBP1,NA,4
FABP4,NA,3
EFNA4,NA,6
COL18A1,NA,4
INHBC,NA,3
ADH4,NA,2
NHLRC3,NA,2
TNFRSF1A,NA,3
ERBB3,NA,1
TGFBR2,NA,6
RTN4R,NA,3
PROC,NA,1
CD4,NA,2
LPL,NA,2
AMBP,NA,2
NBL1,NA,6
BID,NA,5
EREG,NA,5
CD84,NA,5
SDC4,NA,5
BGN,NA,5
GPR37,NA,4
KITLG,NA,4
GOLM2,NA,2
IGFBP2,NA,3
PDGFB,NA,5
GFRA1,NA,6
JAM2,NA,6
UPB1,NA,2
RGMB,NA,6
SSC5D,NA,1
IL18R1,NA,3
MEGF9,NA,2
MAD1L1,NA,2
MENT,NA,3
ADM,NA,2
EGF,NA,5
SERPINE1,NA,5
XG,NA,6
OGN,NA,6
ANGPT1,NA,5
ADAMTS15,NA,2
RBP7,NA,5
SLC39A5,NA,2
CLMP,NA,6
PTH,NA,2
CD99L2,NA,1
OXT,NA,4
IL6,NA,5
DPY30,NA,2
P4HB,NA,2
AFM,NA,2
ITGA6,NA,5
CKB,NA,3
CCL27,NA,2
TNFRSF12A,NA,2
DAG1,NA,5
GSTA1,NA,2
SEMA3F,NA,2
FSTL3,NA,6
CDHR2,NA,2
PDGFA,NA,5
PLAT,NA,2
TMSB10,NA,5
VWA1,NA,2
APP,NA,5
A1BG,NA,5
EFNA1,NA,6
STAB2,NA,2
NOMO1,NA,2
LAMP2,NA,2
FTCD,NA,2
APOF,NA,3
TMPRSS15,NA,4
ITIH4,NA,5
LAYN,NA,6
ACVRL1,NA,6
PLA2G10,NA,1
CFHR5,NA,5
SERPING1,NA,5
SEMA4D,NA,5
ACE2,NA,2
PPY,NA,4
PYY,NA,4
SCARF1,NA,5
SKAP1,NA,3
LY6D,NA,6
VEGFC,NA,5
APOA2,NA,3
CDNF,NA,6
LILRA5,NA,5
TREML1,NA,5
HS6ST1,NA,2
FAM3C,NA,6
FCAMR,NA,3
VMO1,NA,2
DKK1,NA,5
BDNF,NA,5
SMOC2,NA,6
SELP,NA,5
CD300LG,NA,3
CLUL1,NA,3
AGRN,NA,3
CFP,NA,1
CRIP2,NA,3
F10,NA,1
SHBG,NA,3
CCN2,NA,5
GSTA3,NA,2
CCL23,NA,2
GGT1,NA,2
CNTN3,NA,2
CREG1,NA,2
CD63,NA,5
ANGPTL4,NA,4
BAIAP2,NA,4
FGFR2,NA,2
BTN2A1,NA,6
PTGDS,NA,6
HSPB6,NA,6
PRCP,NA,2
MVK,NA,4
CA14,NA,4
CD302,NA,6
CCL22,NA,2
SERPINA5,NA,1
NPPC,NA,6
IL16,NA,2
EPHA1,NA,3
SERPINE2,NA,5
GPD1,NA,2
NECTIN4,NA,6
NTRK3,NA,3
CRELD1,NA,2
KRT18,NA,3
SUSD1,NA,5
CLEC4A,NA,3
BCHE,NA,1
IGSF8,NA,2
GLA,NA,2
SERPINA3,NA,5
PCSK9,NA,1
PROS1,NA,1
CKAP4,NA,6
CPB2,NA,5
NOS3,NA,3
C2,NA,5
SCLY,NA,2
C1RL,NA,5
C9,NA,2
GGH,NA,3
ADAMTSL2,NA,4
RAB6A,NA,3
SMAD1,NA,2
IGSF3,NA,3
CCL16,NA,2
KYNU,NA,2
SORT1,NA,2
MME,NA,2
EDA2R,NA,6
LGALS4,NA,4
CRHBP,NA,3
TNFRSF10A,NA,4
SCG2,NA,6
PCBD1,NA,2
AIFM1,NA,5
LGALS1,NA,6
PPBP,NA,5
ANXA3,NA,5
TNFRSF11A,NA,4
CPXM1,NA,5
FABP5,NA,5
GYS1,NA,5
CDHR5,NA,3
GZMB,NA,5
HSD11B1,NA,3
DEFB4A_DEFB4B,NA,2
SIAE,NA,5
TRIAP1,NA,5
ITGA5,NA,2
VWC2,NA,6
ART3,NA,6
SUMF2,NA,2
CANT1,NA,2
PF4,NA,5
NAGPA,NA,2
NID2,NA,5
RSPO3,NA,6
PLG,NA,1
LAT,NA,5
CDH2,NA,2
ERBB2,NA,2
GDF15,NA,4
CLEC1B,NA,5
HCLS1,NA,5
TNFRSF14,NA,6
BPIFB2,NA,3
C1S,NA,5
LILRB4,NA,3
NUCB2,NA,2
CHMP6,NA,2
VSIG4,NA,6
IFI30,NA,3
TGFB1,NA,2
NPC2,NA,3
CDKN1A,NA,2
GP6,NA,5
F2R,NA,5
EPHB4,NA,6
DPT,NA,6
MFAP5,NA,6
THY1,NA,6
CTSO,NA,3
RIDA,NA,2
CD5,NA,3
ANGPTL2,NA,2
ADH1B,NA,2
CD226,NA,5
LTBR,NA,6
TNFSF10,NA,1
CD72,NA,3
SCARA5,NA,6
PLA2G15,NA,2
SPARC,NA,5
KLKB1,NA,1
HPSE,NA,5
CLEC4D,NA,6
LRP11,NA,6
KHK,NA,2
SELE,NA,2
CD300E,NA,6
CHI3L1,NA,4
FGFBP2,NA,3
GUCA2A,NA,6
CLEC14A,NA,6
HJV,NA,2
F11R,NA,2
MRC1,NA,5
LAIR1,NA,6
DLL1,NA,6
STX7,NA,5
TIMP3,NA,5
PALM2,NA,2
MB,NA,6
CCL7,NA,5
BSG,NA,6
APLP1,NA,5
DBI,NA,5
FETUB,NA,5
SORCS2,NA,6
DNAJB1,NA,2
EGLN1,NA,3
IL10RB,NA,6
HLA_E,NA,6
TCTN3,NA,2
USP8,NA,5
NRP1,NA,1
AGR3,NA,2
IFNGR1,NA,6
DSG2,NA,2
LEPR,NA,3
SPINK1,NA,6
EPHB6,NA,6
ERP44,NA,2
SERPINA4,NA,1
TOMM20,NA,5
ERMAP,NA,5
ADGRD1,NA,1
S100A11,NA,5
EFCAB14,NA,2
NOTCH3,NA,3
SNAP29,NA,5
VEGFA,NA,5
BPIFB1,NA,3
LATS1,NA,2
MZB1,NA,6
TIMP1,NA,2
VSIR,NA,5
ITGAV,NA,3
STC1,NA,2
PGF,NA,3
FUOM,NA,2
TNFRSF6B,NA,2
CD40,NA,5
ARSB,NA,5
MPI,NA,5
LBR,NA,5
VPS37A,NA,2
SORD,NA,2
MCEMP1,NA,5
FIS1,NA,5
CTSF,NA,3
IL32,NA,3
RET,NA,2
LSP1,NA,3
FLI1,NA,2
TNFRSF10B,NA,6
SERPINA6,NA,3
OCLN,NA,2
CHRDL1,NA,6
DTX3,NA,6
PTS,NA,2
GIP,NA,4
CSF1,NA,6
TNFAIP8L2,NA,5
PSRC1,NA,2
CASP1,NA,5
NPL,NA,2
ADAM22,NA,6
MYDGF,NA,5
ADGRG1,NA,4
ENO3,NA,2
GRPEL1,NA,5
TXNDC5,NA,5
YTHDF3,NA,5
CEACAM8,NA,5
LGALS3BP,NA,5
THBD,NA,6
CRELD2,NA,5
CCL5,NA,5
GMFG,NA,5
RNASE6,NA,2
LAT2,NA,5
MTDH,NA,5
DPEP2,NA,5
GP1BA,NA,5
PON1,NA,3
EZR,NA,3
GCC1,NA,5
LRCH4,NA,2
EEF1D,NA,5
PTPRB,NA,5
FYB1,NA,5
SYAP1,NA,2
IL13RA1,NA,5
LRIG1,NA,5
SERPINB6,NA,5
IL17RB,NA,4
CLEC4G,NA,5
MPIG6B,NA,5
ICAM1,NA,5
ANG,NA,5
CA5A,NA,2
ANXA4,NA,5
SERPINF2,NA,1
MSRA,NA,5
TBCC,NA,5
NECTIN2,NA,6
NUMB,NA,2
CA6,NA,3
PPP1R12A,NA,5
LGALS8,NA,5
TNFRSF1B,NA,6
DCXR,NA,2
IGF2R,NA,2
VTA1,NA,5
YES1,NA,5
IPCEF1,NA,5
NT5C1A,NA,2
CDH3,NA,6
ESAM,NA,5
PLAUR,NA,5
POLR2F,NA,2
AK2,NA,5
CD74,NA,6
ATRN,NA,1
SCPEP1,NA,5
CNDP1,NA,1
SNCA,NA,2
MESD,NA,5
NRGN,NA,5
SPINT2,NA,5
CMC1,NA,5
ECHS1,NA,5
CD14,NA,5
CTSZ,NA,6
DNAJB14,NA,5
SIGLEC7,NA,2
ULBP2,NA,6
CXCL16,NA,5
DDAH1,NA,2
PDAP1,NA,5
SERPINB1,NA,5
PLXNB3,NA,5
LYN,NA,5
HEG1,NA,2
NUDT5,NA,5
ABL1,NA,5
DNAJA2,NA,5
GRHPR,NA,5
FGFBP3,NA,1
PLIN1,NA,2
HAVCR2,NA,6
HAO1,NA,2
CEP20,NA,5
LECT2,NA,2
CCN5,NA,6
SCAMP3,NA,5
NUDT16,NA,5
PPIB,NA,5
COL4A1,NA,3
DFFA,NA,5
KDR,NA,1
NCS1,NA,6
ITGA11,NA,3
CNPY4,NA,5
TXLNA,NA,5
