protein_metabolite_from,protein_metabolite_to,r,q,abs_r,sign
CCL27,fid_23543,0.3264542785821252,1.780885063631931e-251,0.3264542785821252,+
IGFBP1,fid_23418,0.3245466818271351,1.9137626946126658e-251,0.3245466818271351,+
LGALS9,fid_23561,-0.32614957741830425,1.919178482378587e-251,0.32614957741830425,-
IGFBP2,fid_23452,0.3245047046788562,2.119586971181181e-251,0.3245047046788562,+
CA14,fid_23634,-0.3240885928191925,2.2760844040613245e-251,0.3240885928191925,-
CD4,fid_23486,0.32647459571886345,2.3098922993891726e-251,0.32647459571886345,+
NPY,fid_23606,-0.32407975394440997,2.3516486395977594e-251,0.32407975394440997,-
ADAMTS15,fid_23453,-0.32595090846636027,2.7282816093568345e-251,0.32595090846636027,-
PRAP1,fid_23623,0.3318943887342402,2.8610083222628136e-251,0.3318943887342402,+
CD302,fid_23478,0.33306540738673923,3.6513455481539935e-251,0.33306540738673923,+
CFI,fid_23553,-0.33190393793001544,4.9486799759891035e-251,0.33190393793001544,-
AGRP,fid_23586,-0.32531273710078834,4.9966408595703996e-251,0.32531273710078834,-
FABP4,fid_23552,-0.323959827496354,5.442802423536025e-251,0.323959827496354,-
SSC5D,fid_23536,0.325219835520751,5.660500055712519e-251,0.325219835520751,+
HGF,fid_23639,0.32393110832848443,5.734734400679208e-251,0.32393110832848443,+
CD4,fid_23515,0.32617536382665047,7.076556450722996e-251,0.32617536382665047,+
AFM,fid_23407,0.33179844512470336,7.290523171159188e-251,0.33179844512470336,+
OXT,fid_23456,-0.32402151254275563,7.496195246275837e-251,0.32402151254275563,-
CDHR2,fid_23578,0.3255224881755236,8.207064515196722e-251,0.3255224881755236,+
PROC,fid_23424,0.3255775030741035,9.339211270070686e-251,0.3255775030741035,+
HGF,fid_23635,-0.3237706957906616,1.0486193747881554e-250,0.3237706957906616,-
PLTP,fid_23589,-0.324070893160944,1.0823189956911163e-250,0.324070893160944,-
VMO1,fid_23529,0.3254375334180741,1.1277088838732519e-250,0.3254375334180741,+
OXT,fid_23452,-0.32383975177942737,1.4844700992324578e-250,0.32383975177942737,-
LPL,fid_23491,-0.32587476705820806,1.5541667673633234e-250,0.32587476705820806,-
APCS,fid_23559,-0.33273726974000306,1.630987536859491e-250,0.33273726974000306,-
PON3,fid_23569,0.32484346199584435,1.6597130375541752e-250,0.32484346199584435,+
APOF,fid_23636,0.3316623614350412,1.8051953833910276e-250,0.3316623614350412,+
TFPI,fid_23535,0.32626480228023824,1.8377567755434378e-250,0.32626480228023824,+
FABP4,fid_23553,-0.32362734063918575,1.896681131926686e-250,0.32362734063918575,-
SLC39A5,fid_23494,0.32559566006778495,1.903978337854422e-250,0.32559566006778495,+
CFI,fid_23490,0.3315365378818921,1.9075362835239728e-250,0.3315365378818921,+
SERPINF1,fid_23489,0.33442492919858235,1.9364178586751222e-250,0.33442492919858235,+
GUSB,fid_23408,0.32444428221444904,2.0629353597753464e-250,0.32444428221444904,+
SSC5D,fid_23501,0.32481999505368575,2.525074984746955e-250,0.32481999505368575,+
PRSS8,fid_23578,0.32665706036573977,2.7126122722365364e-250,0.32665706036573977,+
GUSB,fid_23543,0.3243653429634658,2.7713122691774188e-250,0.3243653429634658,+
GUSB,fid_23485,0.3243327425688641,3.131801613496365e-250,0.3243327425688641,+
LCAT,fid_23504,0.3314466416575183,3.9831007173533266e-250,0.3314466416575183,+
SHBG,fid_23433,0.33143431326153094,4.1669001895805133e-250,0.33143431326153094,+
AGRP,fid_23589,0.3234035319113458,4.3896207339846927e-250,0.3234035319113458,+
GSTA3,fid_23494,0.3279524848029875,4.9785177676921733e-250,0.3279524848029875,+
CCL22,fid_23480,0.32681799827519215,5.136607073351831e-250,0.32681799827519215,+
APOC1,fid_23534,0.33155923763746437,5.2780725757961857e-250,0.33155923763746437,+
MAD1L1,fid_23435,0.3261042064083272,6.180181517062375e-250,0.3261042064083272,+
PLAT,fid_23490,0.32387672149154284,7.130976965997662e-250,0.32387672149154284,+
ACY1,fid_23484,0.32543470055868523,8.002949775457987e-250,0.32543470055868523,+
LDLR,fid_23634,0.3246127212060695,8.071480337573472e-250,0.3246127212060695,+
AFM,fid_23408,0.3311395757137167,8.18526847476891e-250,0.3311395757137167,+
CD300LG,fid_23563,0.3243533344902192,1.157428263405987e-249,0.3243533344902192,+
CD300LG,fid_23406,0.32435172783469524,1.1639905249447007e-249,0.32435172783469524,+
SERPINA5,fid_23578,0.3326941009876192,1.165605023652721e-249,0.3326941009876192,+
LDLR,fid_23425,0.3245073887326551,1.1961975435329764e-249,0.3245073887326551,+
F9,fid_23635,-0.32487760594259135,1.2713071167279356e-249,0.32487760594259135,-
RTN4R,fid_23634,0.32300902775537466,1.3099044822806399e-249,0.32300902775537466,+
FGF21,fid_23634,0.32313969128066417,1.4686871130125982e-249,0.32313969128066417,+
CRIP2,fid_23458,-0.32566509188029047,1.617980645154768e-249,0.32566509188029047,-
LAMP2,fid_23447,0.3272370254382835,1.712639149891327e-249,0.3272370254382835,+
PRSS8,fid_23597,-0.32615769038954445,1.7342504969473692e-249,0.32615769038954445,-
NPPC,fid_23478,0.33226913637333544,1.8154728643541629e-249,0.33226913637333544,+
IL16,fid_23640,-0.32300734919536617,1.830324133612561e-249,0.32300734919536617,-
TTR,fid_23576,0.3324760511753256,2.1670897270953215e-249,0.3324760511753256,+
CKB,fid_23551,0.3307072970723193,2.2425253946553596e-249,0.3307072970723193,+
FABP4,fid_23478,0.3302334252983629,2.267857596648768e-249,0.3302334252983629,+
HHEX,fid_23529,0.3309696800513336,2.4212190034228007e-249,0.3309696800513336,+
EPHA1,fid_23555,-0.32441549260125147,2.6217048354418515e-249,0.32441549260125147,-
PLA2G7,fid_23543,0.32411460052524843,2.8155913331505993e-249,0.32411460052524843,+
HHEX,fid_23492,0.33092764990996976,2.8233775731354193e-249,0.33092764990996976,+
TFPI,fid_23521,0.32545426023538787,3.7439991789461733e-249,0.32545426023538787,+
ASGR1,fid_23486,0.32528694069905184,3.99411878762364e-249,0.32528694069905184,+
CD300LG,fid_23418,0.3239985410225644,4.34419833497035e-249,0.3239985410225644,+
PROC,fid_23428,0.32454516274977824,4.384413901835705e-249,0.32454516274977824,+
IGFBP1,fid_23501,-0.32309207140861157,4.458422754636987e-249,0.32309207140861157,-
SSC4D,fid_23500,0.32542188385662796,4.4602988969341207e-249,0.32542188385662796,+
TFPI,fid_23549,0.3253884962650539,4.775511031238611e-249,0.3253884962650539,+
GSTA1,fid_23458,-0.3250806099629334,4.924554816138329e-249,0.3250806099629334,-
VMO1,fid_23409,0.32440361275539564,5.322770352733068e-249,0.32440361275539564,+
GCG,fid_23522,0.32727746171852107,6.033998284907692e-249,0.32727746171852107,+
LCAT,fid_23556,-0.33068974645894883,6.369675817965112e-249,0.33068974645894883,-
APOC1,fid_23531,0.3308730344674491,6.506535446513522e-249,0.3308730344674491,+
FCAMR,fid_23418,-0.3304410227474643,6.670007777368216e-249,0.3304410227474643,-
IGFBP1,fid_23555,0.3229673052885041,7.100511982929516e-249,0.3229673052885041,+
CD4,fid_23489,0.3249238484393037,7.461367825718818e-249,0.3249238484393037,+
CREG1,fid_23455,0.3260320268029091,8.45376893592732e-249,0.3260320268029091,+
APOF,fid_23635,0.33055510226527474,1.0421529081318994e-248,0.33055510226527474,+
RTN4R,fid_23642,-0.32244174306953344,1.0932105847161702e-248,0.32244174306953344,-
LAMP2,fid_23452,-0.32673239647573804,1.105555557442101e-248,0.32673239647573804,-
SERPINE2,fid_23471,0.33078577717899416,1.1267213214437476e-248,0.33078577717899416,+
F9,fid_23554,-0.3242502186731824,1.3122784369865428e-248,0.3242502186731824,-
MAMDC4,fid_23430,0.33091217070721934,1.339624934080202e-248,0.33091217070721934,+
GSTA3,fid_23636,-0.3270274238190507,1.5178884328641896e-248,0.3270274238190507,-
PLAT,fid_23562,-0.323026788446118,1.7034406739301908e-248,0.323026788446118,-
LCAT,fid_23577,0.33041985255766926,1.7084690554364589e-248,0.33041985255766926,+
PLA2G7,fid_23599,0.32362458829208435,1.7467883531870469e-248,0.32362458829208435,+
CFI,fid_23495,0.33027962882820294,1.907006724931654e-248,0.33027962882820294,+
PROC,fid_23502,0.3241352246121809,2.0117844904061975e-248,0.3241352246121809,+
SSC5D,fid_23486,0.32363805190374956,2.0704075972759476e-248,0.32363805190374956,+
MFGE8,fid_23492,0.3235674166926645,2.160386819057713e-248,0.3235674166926645,+
ADIPOQ,fid_23634,-0.33023659020540047,2.230601391303137e-248,0.33023659020540047,-
CFI,fid_23494,0.33021011960367463,2.4576343848650884e-248,0.33021011960367463,+
SERPIND1,fid_23447,0.3306285719502731,2.669007975777111e-248,0.3306285719502731,+
PLAT,fid_23431,0.32289195955404504,2.813347296325267e-248,0.32289195955404504,+
GPD1,fid_23458,-0.3308439498131273,2.886966977411983e-248,0.3308439498131273,-
PRSS8,fid_23443,-0.3255242029435744,2.994667191017429e-248,0.3255242029435744,-
LPL,fid_23606,0.3244264086375677,3.390140096345707e-248,0.3244264086375677,+
CD4,fid_23493,0.32449555123744467,3.6568039138196576e-248,0.32449555123744467,+
HHEX,fid_23487,0.33020571725086356,3.955080822447266e-248,0.33020571725086356,+
CCL27,fid_23484,0.32432013877566906,5.031879076766603e-248,0.32432013877566906,+
CKB,fid_23561,0.3297427529407462,7.658121598667911e-248,0.3297427529407462,+
F9,fid_23636,-0.3237647810334736,7.980016934254543e-248,0.3237647810334736,-
CFP,fid_23500,0.3298882426940933,7.981431733343028e-248,0.3298882426940933,+
RTN4R,fid_23435,0.3219704209832938,9.843394276066904e-248,0.3219704209832938,+
PLAT,fid_23500,0.32254387480984015,1.0311229960433331e-247,0.32254387480984015,+
CFP,fid_23498,0.32980340632050437,1.0881193249585126e-247,0.32980340632050437,+
FGF21,fid_23636,-0.321966682414222,1.1751884665606055e-247,0.321966682414222,-
SMOC1,fid_23481,0.321798629069897,1.2079366243350606e-247,0.321798629069897,+
NECTIN4,fid_23478,0.32980059958608965,1.2323219977130263e-247,0.32980059958608965,+
IL16,fid_23454,0.3219807416416153,1.3125214799316011e-247,0.3219807416416153,+
AFM,fid_23634,0.32973905630330463,1.3753974808886316e-247,0.32973905630330463,+
CPM,fid_23596,-0.32272099215536165,1.5078471795535058e-247,0.32272099215536165,-
GHR,fid_23442,0.33358644301363766,1.656165114137891e-247,0.33358644301363766,+
SERPIND1,fid_23454,0.33012624185202033,1.67016510215949e-247,0.33012624185202033,+
LPL,fid_23643,-0.32399364980289386,1.6890463257057264e-247,0.32399364980289386,-
RBP5,fid_23407,0.3234208468798455,2.0540406929576472e-247,0.3234208468798455,+
APOM,fid_23523,0.3234951833439659,2.1686237535723854e-247,0.3234951833439659,+
GHR,fid_23510,0.3333506167637942,2.2887085821884352e-247,0.3333506167637942,+
MEGF9,fid_23578,0.32232027086532605,2.3679950325230976e-247,0.32232027086532605,+
VMO1,fid_23543,0.32336184029820214,2.5558126685410556e-247,0.32336184029820214,+
IL16,fid_23458,-0.3217947256682589,2.623885368921212e-247,0.3217947256682589,-
PON3,fid_23568,0.3228414066414087,2.8817520479858706e-247,0.3228414066414087,+
SSC5D,fid_23481,0.32291204440357135,3.08008580515146e-247,0.32291204440357135,+
IGFBP1,fid_23598,-0.3219512634024879,3.139079410377421e-247,0.3219512634024879,-
APCS,fid_23420,0.3305974713094851,4.0038357001844976e-247,0.3305974713094851,+
ERBB3,fid_23447,0.3239380520307647,4.256407477690999e-247,0.3239380520307647,+
GSTA3,fid_23435,0.32619276086397464,5.1527934096972045e-247,0.32619276086397464,+
ACE2,fid_23636,-0.3257445797965588,5.2911646254913207e-247,0.3257445797965588,-
APOA1,fid_23551,0.3293624974815465,5.4325498867586166e-247,0.3293624974815465,+
MFGE8,fid_23588,0.32397979278700156,5.994179293700303e-247,0.32397979278700156,+
GSTA1,fid_23489,0.3236177310894825,6.80151601526525e-247,0.3236177310894825,+
ADH4,fid_23633,0.32572643769034343,7.072489019854404e-247,0.32572643769034343,+
IGFBP1,fid_23643,-0.32171315486610735,7.619807946812564e-247,0.32171315486610735,-
NTRK3,fid_23562,0.32138524513498223,8.707602462448668e-247,0.32138524513498223,+
IL1RN,fid_23553,-0.3241749163298834,9.303233423979422e-247,0.3241749163298834,-
MAD1L1,fid_23578,0.32399364289816535,9.361608927429571e-247,0.32399364289816535,+
MAD1L1,fid_23622,-0.323980591672755,9.822917724242828e-247,0.323980591672755,-
CRELD1,fid_23480,0.3329060132455631,1.1392636683879762e-246,0.3329060132455631,+
OXT,fid_23458,-0.3213868821242893,1.411055762010581e-246,0.3213868821242893,-
FGFR2,fid_23458,-0.32213282415611066,1.4166966531873617e-246,0.32213282415611066,-
PRCP,fid_23458,-0.321910764128352,1.4256366052975109e-246,0.321910764128352,-
APOM,fid_23505,0.32297937398209486,1.4663704923759186e-246,0.32297937398209486,+
CCL27,fid_23409,0.3234092098598733,1.4697646387002482e-246,0.3234092098598733,+
PLAT,fid_23407,0.32181033959621885,1.5756657608089367e-246,0.32181033959621885,+
TMPRSS15,fid_23465,0.3228856899024053,1.6650075486716004e-246,0.3228856899024053,+
PLAT,fid_23408,0.32178302877632464,1.743473177799867e-246,0.32178302877632464,+
IL1RN,fid_23613,0.3239954755646313,1.8019435276353388e-246,0.3239954755646313,+
PAG1,fid_23433,-0.3253893586398515,1.9525509418575592e-246,0.3253893586398515,-
SLC39A5,fid_23488,0.3231034583882807,1.9955593717137683e-246,0.3231034583882807,+
CCN1,fid_23511,0.32301815142538826,2.453095255831039e-246,0.32301815142538826,+
F9,fid_23555,-0.3228401139156793,2.4535995296599234e-246,0.3228401139156793,-
HHEX,fid_23442,0.3291996536919137,2.594570040528621e-246,0.3291996536919137,+
UPB1,fid_23435,0.32894699207823663,2.609606056831977e-246,0.32894699207823663,+
SMOC1,fid_23501,0.32091567708316954,3.2340701243368197e-246,0.32091567708316954,+
AGRP,fid_23502,0.3209727435067823,3.620387572930263e-246,0.3209727435067823,+
SSC5D,fid_23483,0.32223637384038845,3.772963794559359e-246,0.32223637384038845,+
RARRES2,fid_23510,0.3222008309162404,4.305044977439141e-246,0.3222008309162404,+
GSTA3,fid_23488,0.32541104688992867,5.820108593926809e-246,0.32541104688992867,+
PROC,fid_23498,0.32257768268651876,6.486753325734959e-246,0.32257768268651876,+
PTH,fid_23522,0.332730681974559,7.319079441322484e-246,0.332730681974559,+
GHR,fid_23420,0.3323551160429131,8.299952418082548e-246,0.3323551160429131,+
IGFBP1,fid_23408,-0.3210654555909207,8.454747102841829e-246,0.3210654555909207,-
NOMO1,fid_23578,0.32195176442565543,8.709001411975069e-246,0.32195176442565543,+
PLA2G10,fid_23548,-0.32319068248676863,9.37049679914339e-246,0.32319068248676863,-
KRT18,fid_23636,-0.32238748395348427,9.431798394586729e-246,0.32238748395348427,-
PRAP1,fid_23456,-0.32855789014277365,9.598760125077454e-246,0.32855789014277365,-
F7,fid_23486,0.3223775209456963,9.780356903970545e-246,0.3223775209456963,+
SKAP1,fid_23640,-0.323274797769263,1.0656994631642429e-245,0.323274797769263,-
CLUL1,fid_23555,0.3229094245095183,1.3686502032516888e-245,0.3229094245095183,+
SUSD1,fid_23471,0.3252674167306286,1.6277225082929238e-245,0.3252674167306286,+
AFM,fid_23452,-0.3285662735347783,1.6459704240919596e-245,0.3285662735347783,-
IGFBP2,fid_23556,0.32073960114441996,1.6480149310005116e-245,0.32073960114441996,+
NPY,fid_23602,-0.3204761162591788,1.6565312361134841e-245,0.3204761162591788,-
APOM,fid_23439,0.32231794481432785,1.6919982145294745e-245,0.32231794481432785,+
FCAMR,fid_23636,-0.32828691729452003,1.7258595939091149e-245,0.32828691729452003,-
SIT1,fid_23427,-0.32446091806093913,1.842204040767978e-245,0.32446091806093913,-
TFPI,fid_23499,0.3231426043771581,1.934901398480486e-245,0.3231426043771581,+
NPY,fid_23646,-0.3204118416155659,2.100802043649155e-245,0.3204118416155659,-
PROC,fid_23445,0.3223163721593251,2.782310390722104e-245,0.3223163721593251,+
OXT,fid_23636,-0.3204489850795157,2.819326109043534e-245,0.3204489850795157,-
MEGF9,fid_23577,0.3210102699558897,3.061346562503807e-245,0.3210102699558897,+
PLAT,fid_23495,0.3210054290908683,3.1153184563635097e-245,0.3210054290908683,+
FABP4,fid_23563,-0.32040736486274524,3.1153184563635097e-245,0.32040736486274524,-
RBP5,fid_23622,-0.3220519271447955,3.2532075125418165e-245,0.3220519271447955,-
CLEC4A,fid_23418,0.32233077260539267,3.46209671626032e-245,0.32233077260539267,+
APOM,fid_23520,0.32210482811158114,3.7106270986007325e-245,0.32210482811158114,+
SERPIND1,fid_23578,0.3284613282578503,4.245146276989625e-245,0.3284613282578503,+
SLC39A5,fid_23484,0.3222645904107599,4.419759209448136e-245,0.3222645904107599,+
IGFBP1,fid_23467,-0.3206995329705305,4.5302956924210265e-245,0.3206995329705305,-
PON3,fid_23611,0.32145504537219977,4.8924539512022265e-245,0.32145504537219977,+
TFPI,fid_23442,0.3230169526048246,5.031607332095779e-245,0.3230169526048246,+
GHR,fid_23509,0.331825835821472,5.552508994636207e-245,0.331825835821472,+
MEGF9,fid_23448,0.320978397413864,5.5986486375186754e-245,0.320978397413864,+
TNFRSF1A,fid_23480,0.3213581672968174,7.807094594839755e-245,0.3213581672968174,+
SMOC1,fid_23509,0.32001439268135,9.177032498706955e-245,0.32001439268135,+
LDLR,fid_23629,-0.32149682523906814,1.0576033126208115e-244,0.32149682523906814,-
RBP5,fid_23648,0.32172535097169463,1.0863946738344552e-244,0.32172535097169463,+
NPY,fid_23502,0.3199472451841734,1.1771154603497352e-244,0.3199472451841734,+
RTN4R,fid_23556,-0.31991268312043014,1.3377897922116081e-244,0.31991268312043014,-
CLUL1,fid_23558,0.3222835850311705,1.3714738206954788e-244,0.3222835850311705,+
IL16,fid_23648,0.3199852213983111,1.4114330402066593e-244,0.3199852213983111,+
APCS,fid_23485,0.32895892254172565,1.5180116978422966e-244,0.32895892254172565,+
SSC5D,fid_23420,0.321226958292271,1.5741577399306284e-244,0.321226958292271,+
SLC39A5,fid_23489,0.32191150339601526,1.6241811131694008e-244,0.32191150339601526,+
LCAT,fid_23483,0.3278671246733256,1.8525450981102343e-244,0.3278671246733256,+
PRSS8,fid_23599,-0.32295665006882757,2.3475786259990448e-244,0.32295665006882757,-
PRCP,fid_23453,-0.3204676956930598,2.9858121326753287e-244,0.3204676956930598,-
F10,fid_23574,0.32772982287239777,3.0491987670805144e-244,0.32772982287239777,+
PON3,fid_23556,0.32091245679223507,3.6326914144105824e-244,0.32091245679223507,+
AGRP,fid_23596,-0.31969614849789185,4.119934663789594e-244,0.31969614849789185,-
AMBP,fid_23478,0.32702297342774095,4.1285601993770855e-244,0.32702297342774095,+
RARRES2,fid_23605,-0.32094026190540853,4.5370344298882366e-244,0.32094026190540853,-
IGFBP1,fid_23559,0.3199570976152854,5.12106768953026e-244,0.3199570976152854,+
BCHE,fid_23431,0.330402146880235,5.4413020898665846e-244,0.330402146880235,+
RARRES2,fid_23529,0.32083430341372243,6.707527107346876e-244,0.32083430341372243,+
FURIN,fid_23492,0.3202875348251951,8.02889990113663e-244,0.3202875348251951,+
CD4,fid_23407,0.32178597955499144,8.102509083837004e-244,0.32178597955499144,+
GSTA1,fid_23453,-0.32181603768312,8.542051790296611e-244,0.32181603768312,-
FCAMR,fid_23648,0.32720848928098795,8.627838978539793e-244,0.32720848928098795,+
CD4,fid_23481,0.3217577700553515,8.982196786742097e-244,0.3217577700553515,+
KITLG,fid_23631,0.32168183943508644,1.0085642627945146e-243,0.32168183943508644,+
NPY,fid_23589,0.31937572494235333,1.0298858951763395e-243,0.31937572494235333,+
PLA2G7,fid_23593,-0.3206577425109976,1.0920324925109979e-243,0.3206577425109976,-
PTH,fid_23500,0.3313323829598612,1.1029302397001155e-243,0.3313323829598612,+
ADH4,fid_23522,0.323624797082695,1.2561633875170122e-243,0.323624797082695,+
CCL27,fid_23571,0.32156962423760616,1.2925795839923267e-243,0.32156962423760616,+
SLC39A5,fid_23486,0.3213451212083684,1.3051048041496799e-243,0.3213451212083684,+
NPY,fid_23511,0.31928474790723066,1.3648523286729694e-243,0.31928474790723066,+
EPHA1,fid_23554,-0.3208533002661453,1.4052521818604274e-243,0.3208533002661453,-
CFI,fid_23552,-0.3271944426486632,1.4227829719505663e-243,0.3271944426486632,-
UPB1,fid_23488,0.32702969821780514,1.6452642653390295e-243,0.32702969821780514,+
GCG,fid_23501,0.32380096463391345,2.1012506130222094e-243,0.32380096463391345,+
LEP,fid_23560,-0.3214359852147475,2.111190491432284e-243,0.3214359852147475,-
ADH4,fid_23508,0.3234779496450806,2.145421215889312e-243,0.3234779496450806,+
CLUL1,fid_23433,0.3215272122775817,2.2083952189985955e-243,0.3215272122775817,+
SERPINF1,fid_23634,0.32991812818141064,2.3163347935466245e-243,0.32991812818141064,+
NTRK3,fid_23561,0.3191845841197317,3.0342375486288286e-243,0.3191845841197317,+
INHBC,fid_23508,0.3203516680607637,3.190952921365823e-243,0.3203516680607637,+
UPB1,fid_23407,0.32683826410221606,3.289178770086015e-243,0.32683826410221606,+
ADIPOQ,fid_23493,-0.326948474125307,3.4643868076828374e-243,0.326948474125307,-
GSTA1,fid_23407,0.3212613736392754,4.0080738474971227e-243,0.3212613736392754,+
CCL27,fid_23442,0.32139357446574224,4.0212402418667276e-243,0.32139357446574224,+
IGFBP2,fid_23494,-0.31925266210500597,4.02809835908096e-243,0.31925266210500597,-
ADH4,fid_23424,0.3233000982117554,4.104035648129889e-243,0.3233000982117554,+
CES1,fid_23613,0.32003087672009206,4.3836402881781785e-243,0.32003087672009206,+
RBP5,fid_23456,-0.32081304294225765,5.07432741834588e-243,0.32081304294225765,-
PYY,fid_23607,-0.33158840879346435,5.657531865465141e-243,0.33158840879346435,-
CFI,fid_23558,-0.3268000282109993,5.91912623421883e-243,0.3268000282109993,-
LAMP2,fid_23573,0.3230113937434606,6.084827949610031e-243,0.3230113937434606,+
IGSF8,fid_23480,0.32108847632466786,7.55294453871445e-243,0.32108847632466786,+
PLAT,fid_23555,-0.31946626976284925,9.148508270216559e-243,0.31946626976284925,-
PLTP,fid_23637,0.3191261305532778,9.85542535081442e-243,0.3191261305532778,+
NHLRC3,fid_23634,0.3331966769284896,1.0696226579538383e-242,0.3331966769284896,+
GHR,fid_23558,-0.3303343643223512,1.1627499853659103e-242,0.3303343643223512,-
CPM,fid_23448,0.31980525845774493,1.1810395292918429e-242,0.31980525845774493,+
GLA,fid_23458,-0.33073652892061756,1.236787370598883e-242,0.33073652892061756,-
APOC1,fid_23535,0.32688066242550295,1.2882533097096915e-242,0.32688066242550295,+
FURIN,fid_23509,0.31952122227542185,1.346847973525095e-242,0.31952122227542185,+
ASGR1,fid_23615,-0.32120617451954225,1.3729129074566387e-242,0.32120617451954225,-
PROC,fid_23576,0.3204841837046502,1.4411332918729318e-242,0.3204841837046502,+
CCN1,fid_23502,0.32066029489682274,1.4439703409469579e-242,0.32066029489682274,+
PRAP1,fid_23610,-0.3263937046284957,1.4611016447915796e-242,0.3263937046284957,-
SERPINA3,fid_23480,0.32718566770463575,1.5665788604309136e-242,0.32718566770463575,+
ASGR1,fid_23536,0.3211606297490228,1.620490296149528e-242,0.3211606297490228,+
CPM,fid_23617,-0.31956418543415527,1.7644094672926342e-242,0.31956418543415527,-
MENT,fid_23440,0.3301997524806119,1.876555868222811e-242,0.3301997524806119,+
GSTA3,fid_23489,0.32316884113505684,2.0957212345136806e-242,0.32316884113505684,+
SERPINF1,fid_23556,-0.3292862073365012,2.224623710683535e-242,0.3292862073365012,-
RBP5,fid_23490,0.3202373252883699,2.576568949177769e-242,0.3202373252883699,+
SERPINF1,fid_23408,0.32916735055143986,3.407077372413271e-242,0.32916735055143986,+
RBP5,fid_23550,0.3201441287163519,3.6281283521691404e-242,0.3201441287163519,+
RARRES2,fid_23627,-0.3197477714420944,3.631711763895878e-242,0.3197477714420944,-
CFI,fid_23493,0.32628857798204713,3.740532939157064e-242,0.32628857798204713,+
GCG,fid_23557,0.3230072876674707,3.771995343118942e-242,0.3230072876674707,+
IGFBP1,fid_23489,-0.3187858654063647,3.8287111877665824e-242,0.3187858654063647,-
TMPRSS15,fid_23646,-0.3201248427231916,3.887154549486798e-242,0.3201248427231916,-
NHLRC3,fid_23636,-0.3328231420149498,4.00627431232299e-242,0.3328231420149498,-
PROC,fid_23536,0.3201456803134835,4.974167862468622e-242,0.3201456803134835,+
PCSK9,fid_23573,0.3184087224027331,5.001436249557853e-242,0.3184087224027331,+
PROS1,fid_23480,0.32619996674616536,5.1378880206121634e-242,0.32619996674616536,+
ACE2,fid_23453,-0.32270439462429557,5.553639773399784e-242,0.32270439462429557,-
GHR,fid_23499,0.329893549451865,5.586345969689547e-242,0.329893549451865,+
CPM,fid_23508,0.31922626967719014,6.09130471915831e-242,0.31922626967719014,+
HHEX,fid_23510,0.3262570605506805,6.545630445877416e-242,0.3262570605506805,+
HHEX,fid_23509,0.32625245251171053,6.6533977251490905e-242,0.32625245251171053,+
LDLR,fid_23642,-0.3196517806231767,7.497749844330992e-242,0.3196517806231767,-
ASGR1,fid_23602,-0.3207221199303576,8.03538682406607e-242,0.3207221199303576,-
CLEC4A,fid_23406,0.32021930352131983,8.061571687459505e-242,0.32021930352131983,+
FAM20A,fid_23454,0.3260557403037876,9.125944389635055e-242,0.3260557403037876,+
SMOC1,fid_23412,0.3181392265618034,9.278165544087244e-242,0.3181392265618034,+
FGF21,fid_23635,-0.3182958793842816,9.356008291879278e-242,0.3182958793842816,-
CKAP4,fid_23478,0.32621075384586423,1.0220958155377112e-241,0.32621075384586423,+
EPHA1,fid_23431,0.31967501270779664,1.0564962585990251e-241,0.31967501270779664,+
CD4,fid_23500,0.32045025261638277,1.0735593048475224e-241,0.32045025261638277,+
GHR,fid_23563,-0.3296987477105822,1.1165173982513144e-241,0.3296987477105822,-
RARRES2,fid_23571,0.3194389837548924,1.1210831048505998e-241,0.3194389837548924,+
CD4,fid_23495,0.32042761165059375,1.1650490369280651e-241,0.32042761165059375,+
CES1,fid_23595,-0.31913390260466423,1.1746631314751826e-241,0.31913390260466423,-
CFI,fid_23636,-0.3259608147630112,1.2103621502280927e-241,0.3259608147630112,-
PRAP1,fid_23467,0.3258757550044804,1.3144960920436249e-241,0.3258757550044804,+
SERPIND1,fid_23452,-0.32637049197001305,1.3304341755266598e-241,0.32637049197001305,-
CPB2,fid_23480,0.3261977335811232,1.494773623718635e-241,0.3261977335811232,+
FAM20A,fid_23456,-0.32590255576917965,1.5768581289345096e-241,0.32590255576917965,-
AGRP,fid_23511,0.31802202664503004,1.956775815039882e-241,0.31802202664503004,+
HGF,fid_23640,-0.3179939215291218,2.1700598122181718e-241,0.3179939215291218,-
SHBG,fid_23558,0.3258893789533106,2.3137207710820756e-241,0.3258893789533106,+
FURIN,fid_23563,-0.3187341382476943,2.4055425331599536e-241,0.3187341382476943,-
NOS3,fid_23640,-0.32240351463171585,2.4179996252971536e-241,0.32240351463171585,-
LGALS9,fid_23458,-0.31999065624421585,2.423666659676463e-241,0.31999065624421585,-
CLUL1,fid_23563,0.320221145535437,2.6073887465561887e-241,0.320221145535437,+
AMBP,fid_23458,-0.31821329326622066,2.8014848019152348e-241,0.31821329326622066,-
HHEX,fid_23638,0.3258393644595304,2.9252114095213223e-241,0.3258393644595304,+
HGF,fid_23443,-0.3180156594590586,3.0586008838128565e-241,0.3180156594590586,-
MFGE8,fid_23499,0.31910020562879465,3.119245791097649e-241,0.31910020562879465,+
MENT,fid_23570,0.3293675794213048,3.6197322399177546e-241,0.3293675794213048,+
KRT18,fid_23635,-0.31950487451102955,3.7337785827721834e-241,0.31950487451102955,-
EPHA1,fid_23562,-0.3193117914983791,3.976315039710979e-241,0.3193117914983791,-
