protein_metabolite_from,protein_metabolite_to,r,q,abs_r,sign
EFNA4,fid_23635,-0.21141763607935668,2.4488899024906458e-102,0.21141763607935668,-
VSIG4,fid_23561,-0.2103725068425626,2.4703365915758733e-102,0.2103725068425626,-
FABP1,fid_23615,-0.2105601260586099,2.4784449358559733e-102,0.2105601260586099,-
VEGFC,fid_23480,0.2100698019822293,2.4992743310081894e-102,0.2100698019822293,+
CNDP1,fid_23434,0.21049499453218504,2.5082848553890572e-102,0.21049499453218504,+
EGFR,fid_23417,0.20955197964374936,2.528465439827448e-102,0.20955197964374936,+
ENPP6,fid_23552,0.2174943129409572,2.5411132092025182e-102,0.2174943129409572,+
NT5C1A,fid_23543,0.21492967951768752,2.5837480941837552e-102,0.21492967951768752,+
ELOA,fid_23578,0.21065318380356324,2.631514808375445e-102,0.21065318380356324,+
KYAT1,fid_23471,0.2114452209072195,2.6366516305692803e-102,0.2114452209072195,+
ENPP6,fid_23555,0.2174748405549314,2.6516669283379896e-102,0.2174748405549314,+
F7,fid_23429,0.2106361913828504,2.734647135098823e-102,0.2106361913828504,+
ITIH3,fid_23490,-0.21036246489001545,2.764428420992236e-102,0.21036246489001545,-
TNFRSF9,fid_23422,-0.2111722806696636,2.764850501851889e-102,0.2111722806696636,-
IMPACT,fid_23471,0.2152240540520143,2.7912365037838543e-102,0.2152240540520143,+
ENPP7,fid_23574,0.21358067085513585,2.8661268669271387e-102,0.21358067085513585,+
YTHDF3,fid_23497,0.2121352810499166,2.8870996580597664e-102,0.2121352810499166,+
SMAD5,fid_23485,0.2106056331341709,2.9299327462819257e-102,0.2106056331341709,+
CACNB3,fid_23447,0.21490646325761265,2.9879204905501235e-102,0.21490646325761265,+
PMVK,fid_23471,0.2129149048099887,3.0204933808597404e-102,0.2129149048099887,+
HLA_E,fid_23454,0.21087880336766343,3.0428304372894344e-102,0.21087880336766343,+
GFRA1,fid_23497,0.2095028757713644,3.0900497180162243e-102,0.2095028757713644,+
CETN2,fid_23471,0.212730410612681,3.156891600307172e-102,0.212730410612681,+
BCHE,fid_23544,0.21675034421262696,3.157652211893252e-102,0.21675034421262696,+
SMAD5,fid_23500,0.21056116809550604,3.2395605085732107e-102,0.21056116809550604,+
FST,fid_23409,0.2103090822830102,3.262376757145608e-102,0.2103090822830102,+
CXCL10,fid_23488,0.21022162997863425,3.3219216157078493e-102,0.21022162997863425,+
CD63,fid_23453,-0.21136532260048993,3.379096101791382e-102,0.21136532260048993,-
CD74,fid_23608,0.20943394847714977,3.379983516386496e-102,0.20943394847714977,+
TNFRSF14,fid_23562,-0.21031005870123945,3.404989786933579e-102,0.21031005870123945,-
GPKOW,fid_23497,0.2124179506996821,3.495519811510403e-102,0.2124179506996821,+
BTN3A2,fid_23648,0.2107211892963536,3.544102021100147e-102,0.2107211892963536,+
UPB1,fid_23467,0.21467835563848925,3.5666856411143736e-102,0.21467835563848925,+
NUCB2,fid_23485,0.20947891917742317,3.567464856650825e-102,0.20947891917742317,+
NPPC,fid_23481,0.21070986587927013,3.635752784991867e-102,0.21070986587927013,+
IL1R2,fid_23578,0.2106575466650884,3.654866762351099e-102,0.2106575466650884,+
CRKL,fid_23480,0.2104661360175454,3.669181683782511e-102,0.2104661360175454,+
PSIP1,fid_23489,0.2107005767713851,3.712547521401019e-102,0.2107005767713851,+
IPCEF1,fid_23471,0.21154199915961525,3.7438769065679405e-102,0.21154199915961525,+
GATD3,fid_23480,0.21731286728968272,3.7812676384664695e-102,0.21731286728968272,+
NPPC,fid_23486,0.21068769203316123,3.821743234735676e-102,0.21068769203316123,+
PPY,fid_23482,0.21001045951651057,3.825107513115307e-102,0.21001045951651057,+
ISM1,fid_23490,0.2106782302582515,3.904349497759367e-102,0.2106782302582515,+
CA6,fid_23554,0.21036774485562332,3.914276300792788e-102,0.21036774485562332,+
ITIH3,fid_23484,-0.21020839159356047,3.916072701128499e-102,0.21020839159356047,-
LBR,fid_23622,-0.20935504376107755,4.0418104040998565e-102,0.20935504376107755,-
SMAD5,fid_23420,0.2104574589696727,4.093226702703662e-102,0.2104574589696727,+
KLRB1,fid_23478,0.2141931102299375,4.1042270453136264e-102,0.2141931102299375,+
DDAH1,fid_23486,0.21045371206524388,4.127909797297668e-102,0.21045371206524388,+
APOA1,fid_23535,0.21462690495487893,4.187812392315998e-102,0.21462690495487893,+
IL17RB,fid_23598,-0.2123407793085164,4.250235058000427e-102,0.2123407793085164,-
GLB1,fid_23443,-0.2110695011300508,4.272451043217471e-102,0.2110695011300508,-
VNN1,fid_23578,0.2146842825149084,4.3461505784266936e-102,0.2146842825149084,+
LDLR,fid_23582,-0.21363172159318083,4.361610521529243e-102,0.21363172159318083,-
AHCY,fid_23480,0.2107755097143535,4.3980646764050106e-102,0.2107755097143535,+
EPHA1,fid_23637,-0.21030201441619611,4.438956451822346e-102,0.21030201441619611,-
PARP1,fid_23638,0.210617997571221,4.4713840255473935e-102,0.210617997571221,+
GGH,fid_23567,-0.21241555041261168,4.6269237413485505e-102,0.21241555041261168,-
LAIR1,fid_23480,0.21027260258739697,4.743594934076893e-102,0.21027260258739697,+
IPCEF1,fid_23494,0.21112126581858143,4.769001062642168e-102,0.21112126581858143,+
MET,fid_23591,0.20973476671215227,4.7702034900967906e-102,0.20973476671215227,+
CD300E,fid_23604,0.20943258470219575,4.84150845549096e-102,0.20943258470219575,+
MTSS1,fid_23489,0.21481764677229415,4.9351290531573814e-102,0.21481764677229415,+
FYB1,fid_23407,0.2102297568572824,4.996636154775073e-102,0.2102297568572824,+
CD6,fid_23578,0.20939924278515132,5.107097374646974e-102,0.20939924278515132,+
ORM1,fid_23559,-0.21521692694805095,5.11039164259011e-102,0.21521692694805095,-
LGALS4,fid_23625,-0.2102344454446558,5.171020494351608e-102,0.2102344454446558,-
FSTL3,fid_23606,-0.2107507231400328,5.20663616618545e-102,0.2107507231400328,-
IPCEF1,fid_23408,0.21107224793893065,5.3253339700229205e-102,0.21107224793893065,+
C1RL,fid_23555,-0.2146857976973928,5.3489847411576414e-102,0.2146857976973928,-
PTH,fid_23518,0.21726756066464772,5.438851282008623e-102,0.21726756066464772,+
WFIKKN2,fid_23433,0.21009854668414144,5.490359178962353e-102,0.21009854668414144,+
MCAM,fid_23617,0.21005686458533587,5.5146713594441325e-102,0.21005686458533587,+
ENPP7,fid_23571,0.21328298997021655,5.562172789688357e-102,0.21328298997021655,+
PBXIP1,fid_23412,0.21474424562243183,5.805698637969079e-102,0.21474424562243183,+
CXCL5,fid_23480,0.2108643717269171,5.919850057536832e-102,0.2108643717269171,+
IL13RA1,fid_23453,-0.21114972312447416,6.008427567154839e-102,0.21114972312447416,-
TREM2,fid_23453,-0.21025599101938008,6.030712883439182e-102,0.21025599101938008,-
LAIR1,fid_23639,0.21015180574945996,6.2333688579452454e-102,0.21015180574945996,+
CD36,fid_23448,0.21761124009111188,6.254560153310887e-102,0.21761124009111188,+
EFNA4,fid_23617,-0.21098200597464728,6.526455096351895e-102,0.21098200597464728,-
MTSS2,fid_23447,0.21488191709142135,6.537075198702065e-102,0.21488191709142135,+
IL12A_IL12B,fid_23478,0.21514324737547916,6.61053089136377e-102,0.21514324737547916,+
ALDH1A1,fid_23641,-0.20993694250102157,6.613233763112782e-102,0.20993694250102157,-
DNM3,fid_23480,0.21444335473339163,6.749203838381609e-102,0.21444335473339163,+
TNFRSF6B,fid_23623,0.21076756828082135,6.879566576378335e-102,0.21076756828082135,+
THOP1,fid_23550,0.21120041450702803,6.881260898661801e-102,0.21120041450702803,+
IRAK4,fid_23480,0.21042085574134475,6.97711503555722e-102,0.21042085574134475,+
IL17RB,fid_23588,-0.21301400438849163,6.997973543691127e-102,0.21301400438849163,-
GFRA1,fid_23638,0.2091382879421961,7.06677144806539e-102,0.2091382879421961,+
SMNDC1,fid_23550,0.2146432360669077,7.261207390039722e-102,0.2146432360669077,+
SH2D1A,fid_23639,0.2104009549812408,7.297074857247221e-102,0.2104009549812408,+
EFNA4,fid_23643,0.21093209553457112,7.300986750825953e-102,0.21093209553457112,+
MASP1,fid_23500,0.21080718018709663,7.539724464390904e-102,0.21080718018709663,+
TNFSF11,fid_23441,0.21038013705913225,7.647236551291777e-102,0.21038013705913225,+
SUOX,fid_23488,0.2143839906414905,7.69650504777991e-102,0.2143839906414905,+
OCLN,fid_23608,0.2143830904472605,7.711269903768198e-102,0.2143830904472605,+
ARF6,fid_23486,0.21458516250281712,8.256045653725922e-102,0.21458516250281712,+
PLTP,fid_23644,0.2092164490880403,8.264413376548713e-102,0.2092164490880403,+
IPCEF1,fid_23497,0.210875884811178,8.283846306520752e-102,0.210875884811178,+
CD6,fid_23485,0.20918580936041473,8.28533569889202e-102,0.20918580936041473,+
GPKOW,fid_23408,0.21202700092500373,8.383581838269537e-102,0.21202700092500373,+
CDSN,fid_23478,0.2140874458803825,8.471600344564456e-102,0.2140874458803825,+
GRP,fid_23483,0.21693265493104127,8.694509551072736e-102,0.21693265493104127,+
ADGRG1,fid_23535,-0.2101190290936297,8.788426734987754e-102,0.2101190290936297,-
NT5C1A,fid_23485,0.2143669333468781,8.98515824967265e-102,0.2143669333468781,+
SEC31A,fid_23471,0.21720051223252668,9.708850406486966e-102,0.21720051223252668,+
ORM1,fid_23558,-0.21492355936891833,9.768550770565723e-102,0.21492355936891833,-
YTHDF3,fid_23410,0.2115896792005766,9.80861057259155e-102,0.2115896792005766,+
TNFRSF6B,fid_23610,-0.2106071121105397,9.86922665718884e-102,0.2106071121105397,-
MAPK9,fid_23550,0.21026671068585184,9.872683909856944e-102,0.21026671068585184,+
TOMM20,fid_23578,0.2141551887726916,9.874727175461875e-102,0.2141551887726916,+
MFAP5,fid_23453,-0.20903794188480576,9.911250491891044e-102,0.20903794188480576,-
ARF6,fid_23483,0.21450150168099735,9.930045495954012e-102,0.21450150168099735,+
SERPINF2,fid_23530,0.21627052984690384,9.958204313740735e-102,0.21627052984690384,+
MAN1A2,fid_23409,0.21686255144224503,1.0131599835444907e-101,0.21686255144224503,+
SNRPB2,fid_23453,-0.21439036397440547,1.0528786349049516e-101,0.21439036397440547,-
IGFBP3,fid_23502,0.2097687996547397,1.0570312877257438e-101,0.2097687996547397,+
MLN,fid_23488,0.2102325895098489,1.06588599424539e-101,0.2102325895098489,+
DNAJA2,fid_23578,0.2092986493708643,1.070629967833912e-101,0.2092986493708643,+
TTR,fid_23534,0.21527352062290736,1.0795439905540155e-101,0.21527352062290736,+
MTSS1,fid_23571,0.21445947512565583,1.0895266227412516e-101,0.21445947512565583,+
EGFR,fid_23404,0.20890044103399755,1.1080371162076227e-101,0.20890044103399755,+
PPY,fid_23550,0.2095321648187177,1.12781633406558e-101,0.2095321648187177,+
SMNDC1,fid_23487,0.2144423342104967,1.1316008075278651e-101,0.2144423342104967,+
IL13RA1,fid_23550,0.21077693518225343,1.1321907166005955e-101,0.21077693518225343,+
CA6,fid_23551,0.20989429791255068,1.1392807675745306e-101,0.20989429791255068,+
HNMT,fid_23478,0.21594472241102725,1.1498013376760384e-101,0.21594472241102725,+
DTNB,fid_23480,0.21475947609680293,1.1620056120711687e-101,0.21475947609680293,+
ORM1,fid_23433,-0.2148435994160731,1.164714414092142e-101,0.2148435994160731,-
DKK1,fid_23485,0.20887776200234753,1.1925259035932172e-101,0.20887776200234753,+
AP1G2,fid_23484,0.21451393736022648,1.1925400785718043e-101,0.21451393736022648,+
IL13RA1,fid_23407,0.21075341717439977,1.1933744760332768e-101,0.21075341717439977,+
LBR,fid_23648,0.20887694005858917,1.1945474219146336e-101,0.20887694005858917,+
TNFRSF4,fid_23570,-0.209011224938122,1.229371643929889e-101,0.209011224938122,-
MYDGF,fid_23453,-0.2141500590831116,1.2314227279249894e-101,0.2141500590831116,-
PROC,fid_23523,0.2100213614815855,1.251907978077411e-101,0.2100213614815855,+
PARP1,fid_23452,-0.2102475253040361,1.2610266673157343e-101,0.2102475253040361,-
BMP10,fid_23551,0.21664674362330383,1.277823235210512e-101,0.21664674362330383,+
SPART,fid_23471,0.2169507882088757,1.285300038192648e-101,0.2169507882088757,+
PROS1,fid_23534,0.2141199736231969,1.2856735032982808e-101,0.2141199736231969,+
MLN,fid_23454,0.21023795795863476,1.2884479236418635e-101,0.21023795795863476,+
FCN2,fid_23458,-0.2107415737612134,1.3107493147085556e-101,0.2107415737612134,-
CEP20,fid_23454,0.2119627028132881,1.3317746774357286e-101,0.2119627028132881,+
PROS1,fid_23532,0.2141029685369947,1.3346555835235711e-101,0.2141029685369947,+
MASP1,fid_23494,0.21054671016344104,1.3524986406302352e-101,0.21054671016344104,+
YTHDF3,fid_23494,0.21144328954290031,1.3596293238978133e-101,0.21144328954290031,+
ISM1,fid_23485,0.21012250620595976,1.3645492289915619e-101,0.21012250620595976,+
DNAJC6,fid_23453,-0.21681577305501873,1.3909824477688194e-101,0.21681577305501873,-
CALB2,fid_23554,-0.21179680949449217,1.4008580239835898e-101,0.21179680949449217,-
YTHDF3,fid_23500,0.2114109772950497,1.461837364907385e-101,0.2114109772950497,+
ANKMY2,fid_23471,0.2174593520372931,1.4791357706001863e-101,0.2174593520372931,+
TNFRSF6B,fid_23456,-0.2105103048129546,1.501594189691852e-101,0.2105103048129546,-
LDLRAP1,fid_23571,0.21407031572881616,1.5389771016513187e-101,0.21407031572881616,+
ABRAXAS2,fid_23471,0.21755096570461205,1.6185665124661666e-101,0.21755096570461205,+
ALDH1A1,fid_23494,0.2095382521665552,1.6254666265155628e-101,0.2095382521665552,+
MTSS1,fid_23410,0.21427701804891305,1.6297664064810282e-101,0.21427701804891305,+
TXLNA,fid_23454,0.21047191167635623,1.6372206010771022e-101,0.21047191167635623,+
BMPER,fid_23480,0.2165296774314741,1.650760237067465e-101,0.2165296774314741,+
ELOA,fid_23485,0.2098363136821367,1.6604618206747964e-101,0.2098363136821367,+
PARP1,fid_23481,0.21003314489548633,1.6690841939166734e-101,0.21003314489548633,+
NPPC,fid_23407,0.21002613761557137,1.69565610752867e-101,0.21002613761557137,+
NPY,fid_23439,0.2086400738142894,1.7103807364592866e-101,0.2086400738142894,+
YAP1,fid_23453,-0.21416523122854875,1.730271154393571e-101,0.21416523122854875,-
CD22,fid_23560,-0.2086904352732037,1.742820673800495e-101,0.2086904352732037,-
SERPINA5,fid_23545,0.21508462506712123,1.754873275500887e-101,0.21508462506712123,+
YTHDF3,fid_23495,0.2113267499504387,1.7649345841662476e-101,0.2113267499504387,+
FETUB,fid_23552,-0.20986882199983625,1.7649345841662476e-101,0.20986882199983625,-
ACAA1,fid_23628,0.21175447471192263,1.7659580259108186e-101,0.21175447471192263,+
FIS1,fid_23434,0.21018482209409892,1.7772644132174037e-101,0.21018482209409892,+
ERBB3,fid_23518,0.2101914124932804,1.7908662766263626e-101,0.2101914124932804,+
CD6,fid_23497,0.20884305090085373,1.797953663638613e-101,0.20884305090085373,+
NFE2,fid_23480,0.21659015398199105,1.8360125638675038e-101,0.21659015398199105,+
ANG,fid_23478,0.2153421334158139,1.8392912727572556e-101,0.2153421334158139,+
TIMP1,fid_23457,-0.2113549375798456,1.856138530143183e-101,0.2113549375798456,-
PLA2G15,fid_23618,0.20916204987749912,1.945597730788806e-101,0.20916204987749912,+
TNFRSF4,fid_23443,-0.2088857389364385,1.949584811520487e-101,0.2088857389364385,-
LRP11,fid_23458,-0.21019989919610624,1.9659391190799083e-101,0.21019989919610624,-
DDAH1,fid_23522,0.2097554939417016,1.991169836550032e-101,0.2097554939417016,+
CTSZ,fid_23578,0.20986788894498876,2.022681952758097e-101,0.20986788894498876,+
YES1,fid_23515,0.209740936648254,2.05745016359383e-101,0.209740936648254,+
PARP1,fid_23488,0.20993920434144892,2.0610985278981774e-101,0.20993920434144892,+
THBS2,fid_23623,0.20943094006647728,2.069234019587008e-101,0.20943094006647728,+
SRP14,fid_23641,-0.20973725803973065,2.0744051375958415e-101,0.20973725803973065,-
CA14,fid_23590,0.2085628043627632,2.081811106302305e-101,0.2085628043627632,+
ASRGL1,fid_23471,0.2168421208802729,2.119565001183491e-101,0.2168421208802729,+
EHD3,fid_23471,0.21683943449427895,2.131918063014825e-101,0.21683943449427895,+
APOA2,fid_23558,0.2139625508834431,2.142224244079138e-101,0.2139625508834431,+
IGFBP2,fid_23647,0.208711437346443,2.1665545205847496e-101,0.208711437346443,+
ALDH1A1,fid_23487,0.2094007289035241,2.2146785082759982e-101,0.2094007289035241,+
TTR,fid_23547,0.2149382740295124,2.254897897529886e-101,0.2149382740295124,+
CD79B,fid_23642,-0.2085729111569595,2.2726471404971224e-101,0.2085729111569595,-
OTUD7B,fid_23447,0.21397780722446896,2.3277730761392382e-101,0.21397780722446896,+
APOC1,fid_23444,0.21413443263938212,2.3930436986482412e-101,0.21413443263938212,+
MAN1A2,fid_23509,0.21645491438741993,2.4664158475684542e-101,0.21645491438741993,+
TGFA,fid_23615,-0.20985508380339257,2.4900793544939492e-101,0.20985508380339257,-
FCN2,fid_23508,0.2103586643150483,2.526273954648488e-101,0.2103586643150483,+
CD22,fid_23559,-0.2085249301140087,2.5332851506797156e-101,0.2085249301140087,-
PDGFC,fid_23486,0.2115868767576822,2.566155669567408e-101,0.2115868767576822,+
LGALS3BP,fid_23555,-0.21380029347808144,2.6050920914060878e-101,0.21380029347808144,-
NT5E,fid_23543,0.2090227470232156,2.664076278147104e-101,0.2090227470232156,+
ASGR1,fid_23620,-0.21015019468151944,2.752065294821558e-101,0.21015019468151944,-
NFKBIE,fid_23471,0.2118604388258441,2.7654610080736096e-101,0.2118604388258441,+
LCAT,fid_23400,0.2138410593648119,2.802564605120768e-101,0.2138410593648119,+
TNFRSF1B,fid_23426,-0.20929548567785855,2.808297125165879e-101,0.20929548567785855,-
ALDH1A1,fid_23481,0.20928259975376415,2.8913746403805185e-101,0.20928259975376415,+
PBLD,fid_23447,0.2115420941231672,2.901665506990602e-101,0.2115420941231672,+
ISM1,fid_23448,0.2098755006313321,2.9103319091224944e-101,0.2098755006313321,+
NCS1,fid_23498,0.20840482960899817,2.911678221455108e-101,0.20840482960899817,+
DDAH1,fid_23488,0.2095795017804427,2.958913444883254e-101,0.2095795017804427,+
DNAJC6,fid_23484,0.21635897510676028,3.04150272191285e-101,0.21635897510676028,+
TNFRSF4,fid_23426,-0.2085875658617667,3.203810226315191e-101,0.2085875658617667,-
PIGR,fid_23605,-0.2104020036811146,3.214514381840204e-101,0.2104020036811146,-
CD300E,fid_23418,-0.20859435453928857,3.2255161087789755e-101,0.20859435453928857,-
SH2D1A,fid_23643,0.20973614854048145,3.254180714652772e-101,0.20973614854048145,+
MASP1,fid_23484,0.2101472766545508,3.316230149589808e-101,0.2101472766545508,+
SIGLEC8,fid_23453,-0.21641780347379697,3.3162825463673884e-101,0.21641780347379697,-
IGFBP1,fid_23476,0.20863927064281748,3.328281076657759e-101,0.20863927064281748,+
IL10RB,fid_23634,0.2091940630194129,3.375810981916678e-101,0.2091940630194129,+
AIFM1,fid_23485,0.2096645493981825,3.4179268012222924e-101,0.2096645493981825,+
KLKB1,fid_23449,0.21616201009779815,3.430046379463479e-101,0.21616201009779815,+
PAK4,fid_23480,0.2113950560510151,3.434335813189282e-101,0.2113950560510151,+
YTHDF3,fid_23571,0.21102122125584669,3.4934590392528944e-101,0.21102122125584669,+
DTYMK,fid_23461,-0.21395639941021985,3.5446283947799105e-101,0.21395639941021985,-
TFPI2,fid_23480,0.20902993996777416,3.5784487809999627e-101,0.20902993996777416,+
LGALS3BP,fid_23433,-0.21365286804285116,3.607659484715266e-101,0.21365286804285116,-
CD74,fid_23602,-0.2083728362336845,3.734852448517309e-101,0.2083728362336845,-
RNASE1,fid_23606,-0.2137057374443336,3.77735983703293e-101,0.2137057374443336,-
FCN2,fid_23412,0.2101761840586063,3.8037895261076825e-101,0.2101761840586063,+
ACAA1,fid_23641,-0.21139784500987568,3.9116961223326124e-101,0.21139784500987568,-
ADGRG1,fid_23594,-0.209449620718519,3.9621550030748335e-101,0.209449620718519,-
ADGRG1,fid_23415,-0.20944359725678977,4.016389268619753e-101,0.20944359725678977,-
BPIFB2,fid_23453,-0.21401454173884496,4.02921945442204e-101,0.21401454173884496,-
SERPINB8,fid_23458,-0.20839674877252504,4.039531168025623e-101,0.20839674877252504,-
C19ORF12,fid_23452,-0.21138037778429505,4.1599280905260957e-101,0.21138037778429505,-
HMGCL,fid_23471,0.21652577903186823,4.223721816119334e-101,0.21652577903186823,+
ISM1,fid_23408,0.20961762148605,4.245835414920787e-101,0.20961762148605,+
MET,fid_23595,0.20875166466917572,4.297533318762667e-101,0.20875166466917572,+
MAN1A2,fid_23536,0.21619970277452655,4.3040909035663846e-101,0.21619970277452655,+
NPPC,fid_23493,0.20961117176483243,4.3074596867348086e-101,0.20961117176483243,+
RTN4R,fid_23594,-0.20822924785413616,4.329637962323115e-101,0.20822924785413616,-
IGF2R,fid_23494,0.209090186549726,4.458393888376328e-101,0.209090186549726,+
GRPEL1,fid_23454,0.20948369608770648,4.4867665229275916e-101,0.20948369608770648,+
TNFSF14,fid_23443,-0.2100216293498124,4.493666788071735e-101,0.2100216293498124,-
TNFRSF9,fid_23414,-0.20993075512558187,4.501728970211898e-101,0.20993075512558187,-
NUCB2,fid_23522,0.20833670184720104,4.730447711939932e-101,0.20833670184720104,+
PARP1,fid_23486,0.209566635310296,4.761826439528316e-101,0.209566635310296,+
EFNA4,fid_23636,-0.2100910390774877,4.815243278414649e-101,0.2100910390774877,-
MUC13,fid_23596,-0.2112260727818626,5.0051076998904384e-101,0.2112260727818626,-
MYDGF,fid_23458,-0.21349851334227657,5.191134475707557e-101,0.21349851334227657,-
NFASC,fid_23596,-0.208203494217145,5.240377266483655e-101,0.208203494217145,-
EFNA4,fid_23638,0.2100526356189971,5.248400643118436e-101,0.2100526356189971,+
SPRY2,fid_23471,0.211125218870216,5.3464539724586486e-101,0.211125218870216,+
IPCEF1,fid_23543,0.2100313864120947,5.505077364794104e-101,0.2100313864120947,+
IGF2R,fid_23483,0.20899378027907908,5.540737405963801e-101,0.20899378027907908,+
SERPINA6,fid_23572,0.2134514833331403,5.6267569639640707e-101,0.2134514833331403,+
HNMT,fid_23452,-0.21045374840376135,5.628806692116775e-101,0.21045374840376135,-
NPPC,fid_23408,0.2094894032693249,5.664539691040389e-101,0.2094894032693249,+
CXCL10,fid_23500,0.2089479894290863,5.875166719926799e-101,0.2089479894290863,+
ARF6,fid_23408,0.21368484698619344,6.014287015023689e-101,0.21368484698619344,+
MTSS1,fid_23481,0.2136846665923317,6.016422881710596e-101,0.2136846665923317,+
EGFR,fid_23425,0.20814598615879917,6.101734310455137e-101,0.20814598615879917,+
CXCL10,fid_23453,-0.20899379259732503,6.474653649141249e-101,0.20899379259732503,-
ENPP6,fid_23553,0.21600237805633832,6.622406407134099e-101,0.21600237805633832,+
MET,fid_23596,0.2085464390019027,6.829161910326666e-101,0.2085464390019027,+
DAG1,fid_23447,0.20896247902321005,6.946639205965199e-101,0.20896247902321005,+
CSTB,fid_23418,-0.2107205405125756,6.993785922886566e-101,0.2107205405125756,-
CRELD2,fid_23550,0.2089476069993878,7.02464611306042e-101,0.2089476069993878,+
MUC13,fid_23645,-0.21106503365918183,7.167400480041839e-101,0.21106503365918183,-
THOP1,fid_23407,0.21015443508172169,7.167400480041839e-101,0.21015443508172169,+
BMP10,fid_23418,0.21585038515220967,7.271431199790642e-101,0.21585038515220967,+
MFAP5,fid_23561,-0.2080524900734306,7.535896046033909e-101,0.2080524900734306,-
NCS1,fid_23435,0.2080570292326064,7.625442981074187e-101,0.2080570292326064,+
NUCB2,fid_23536,0.2081249109196768,7.632946270442184e-101,0.2081249109196768,+
PBXIP1,fid_23543,0.21357657872772928,7.63331447829862e-101,0.21357657872772928,+
CFB,fid_23632,0.21514079036119327,7.707249360447187e-101,0.21514079036119327,+
THOP1,fid_23493,0.2101159142739464,7.811925051819457e-101,0.2101159142739464,+
NPY,fid_23601,-0.2079572807856635,8.007344086844626e-101,0.2079572807856635,-
ALDH1A1,fid_23482,0.20882320202365784,8.13183657072888e-101,0.20882320202365784,+
GZMA,fid_23454,0.20808672193834513,8.136586764808171e-101,0.20808672193834513,+
MAN1A2,fid_23543,0.21590729049008975,8.143774253213829e-101,0.21590729049008975,+
CD6,fid_23484,0.20815265937703736,8.549820248613359e-101,0.20815265937703736,+
YES1,fid_23454,0.2091879858703387,8.71851067639087e-101,0.2091879858703387,+
FMNL1,fid_23435,0.21103463706831804,8.987457309668524e-101,0.21103463706831804,+
MTSS1,fid_23484,0.2135003750444499,9.025882196109268e-101,0.2135003750444499,+
ISM1,fid_23571,0.20928123407688845,9.037068878036832e-101,0.20928123407688845,+
YTHDF3,fid_23452,-0.2106666409191356,9.236243288726384e-101,0.2106666409191356,-
APBB1IP,fid_23481,0.20907286701119912,9.239763784635744e-101,0.20907286701119912,+
WFIKKN2,fid_23553,0.20884368555030636,9.273765777081006e-101,0.20884368555030636,+
LGALS4,fid_23506,-0.20893903809380324,9.557277042324136e-101,0.20893903809380324,-
PPY,fid_23612,-0.20858147636823984,9.6083426145484e-101,0.20858147636823984,-
HBEGF,fid_23485,0.20815637443561785,9.678307247538536e-101,0.20815637443561785,+
CFP,fid_23417,0.2132017188291086,9.756879687513114e-101,0.2132017188291086,+
IGF2R,fid_23484,0.20874063907779528,9.789606191931909e-101,0.20874063907779528,+
TCOF1,fid_23640,-0.21309440859604373,1.0272166931715632e-100,0.21309440859604373,-
ITGAV,fid_23438,0.20792367086344657,1.0301113562235068e-100,0.20792367086344657,+
VSIG4,fid_23558,-0.2087141876969292,1.0390687835785356e-100,0.2087141876969292,-
CCL7,fid_23454,0.2093004195929009,1.0581206744734131e-100,0.2093004195929009,+
QDPR,fid_23480,0.20996090663595648,1.0801198509477895e-100,0.20996090663595648,+
SMOC2,fid_23480,0.208676780720224,1.0812437788817732e-100,0.208676780720224,+
GRP,fid_23578,0.2157593159847383,1.1242881800598752e-100,0.2157593159847383,+
ELOA,fid_23636,-0.2089825377497051,1.1318740333836664e-100,0.2089825377497051,-
CES2,fid_23550,0.20897596586703945,1.148751910973878e-100,0.20897596586703945,+
RARRES2,fid_23637,-0.2087000779891354,1.1722474441961887e-100,0.2087000779891354,-
CD2AP,fid_23458,-0.20939984438215944,1.1835006215597577e-100,0.20939984438215944,-
PLG,fid_23442,0.21545248748627768,1.1846400456852411e-100,0.21545248748627768,+
BTN3A2,fid_23447,0.20923224081170916,1.2331215152026037e-100,0.20923224081170916,+
NT5C1A,fid_23484,0.2131646312910333,1.2744122550165065e-100,0.2131646312910333,+
MTDH,fid_23458,-0.2162133987893343,1.3117381675154373e-100,0.2162133987893343,-
PLA2G10,fid_23521,-0.209445061196932,1.33709789567984e-100,0.209445061196932,-
CTSB,fid_23456,0.20877316462663803,1.356945520568683e-100,0.20877316462663803,+
TIMP1,fid_23648,0.2103718634393293,1.3592985793770092e-100,0.2103718634393293,+
SFRP4,fid_23640,-0.21556183207824675,1.363491076921976e-100,0.21556183207824675,-
PBLD,fid_23536,0.2107489792045317,1.4485693451258727e-100,0.2107489792045317,+
HDGFL2,fid_23454,0.21319087228852157,1.482005822325175e-100,0.21319087228852157,+
AAMDC,fid_23471,0.21594541230664108,1.4939932820233748e-100,0.21594541230664108,+
CALB2,fid_23433,-0.21073256384481184,1.5025198860347684e-100,0.21073256384481184,-
IPCEF1,fid_23500,0.20956054054171447,1.5791773169987273e-100,0.20956054054171447,+
CRELD2,fid_23543,0.2085786115874736,1.6098768284622113e-100,0.2085786115874736,+
MTSS1,fid_23483,0.21323076531107168,1.6338370105987079e-100,0.21323076531107168,+
OGA,fid_23471,0.2135459392808417,1.6398242898928707e-100,0.2135459392808417,+
TNFRSF13B,fid_23418,-0.2085848397416414,1.6594447360874031e-100,0.2085848397416414,-
