ontology,pathway_id,pathway_description,module_protein,n_proteins,n_metabolites,proteins,metabolites
GO,GO:0090287,regulation of cellular response to growth factor stimulus,1,3,122,"FGFBP3, HHEX, IL1B","Apolipoprotein B, Apolipoprotein B to Apolipoprotein A1 ratio, Average Diameter for VLDL Particles, Cholesterol in Chylomicrons and Extremely Large VLDL, Cholesterol in IDL, Cholesterol in Large LDL, Cholesterol in Large VLDL, Cholesterol in Medium LDL, Cholesterol in Medium VLDL, Cholesterol in Small LDL, Cholesterol in Small VLDL, Cholesterol in Very Large VLDL, Cholesterol in Very Small VLDL, Cholesterol to Total Lipids in Medium HDL percentage, Cholesterol to Total Lipids in Small HDL percentage, Cholesteryl Esters in Chylomicrons and Extremely Large VLDL, Cholesteryl Esters in IDL, Cholesteryl Esters in Large LDL, Cholesteryl Esters in Large VLDL, Cholesteryl Esters in LDL, Cholesteryl Esters in Medium VLDL, Cholesteryl Esters in Small LDL, Cholesteryl Esters in Small VLDL, Cholesteryl Esters in Very Large VLDL, Cholesteryl Esters in Very Small VLDL, Cholesteryl Esters in VLDL, Cholesteryl Esters to Total Lipids in Medium HDL percentage, Cholesteryl Esters to Total Lipids in Medium LDL percentage, Cholesteryl Esters to Total Lipids in Small HDL percentage, Cholesteryl Esters to Total Lipids in Small LDL percentage, Clinical LDL Cholesterol, Concentration of Chylomicrons and Extremely Large VLDL Particles, Concentration of IDL Particles, Concentration of Large LDL Particles, Concentration of Large VLDL Particles, Concentration of LDL Particles, Concentration of Medium LDL Particles, Concentration of Medium VLDL Particles, Concentration of Small LDL Particles, Concentration of Small VLDL Particles, Concentration of Very Large VLDL Particles, Concentration of Very Small VLDL Particles, Concentration of VLDL Particles, Free Cholesterol in Chylomicrons and Extremely Large VLDL, Free Cholesterol in IDL, Free Cholesterol in Large LDL, Free Cholesterol in Large VLDL, Free Cholesterol in LDL, Free Cholesterol in Medium LDL, Free Cholesterol in Medium VLDL, Free Cholesterol in Small LDL, Free Cholesterol in Small VLDL, Free Cholesterol in Very Large VLDL, Free Cholesterol in Very Small VLDL, Free Cholesterol in VLDL, Free Cholesterol to Total Lipids in Large VLDL percentage, Free Cholesterol to Total Lipids in Medium LDL percentage, Free Cholesterol to Total Lipids in Small LDL percentage, Glycoprotein Acetyls, Lactate, LDL Cholesterol, Monounsaturated Fatty Acids, Monounsaturated Fatty Acids to Total Fatty Acids percentage, Phospholipids in Chylomicrons and Extremely Large VLDL, Phospholipids in IDL, Phospholipids in Large LDL, Phospholipids in Large VLDL, Phospholipids in LDL, Phospholipids in Medium LDL, Phospholipids in Medium VLDL, Phospholipids in Small LDL, Phospholipids in Small VLDL, Phospholipids in Very Large VLDL, Phospholipids in Very Small VLDL, Phospholipids in VLDL, Phospholipids to Total Lipids in Large VLDL percentage, Phospholipids to Total Lipids in Small LDL percentage, Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio, Polyunsaturated Fatty Acids to Total Fatty Acids percentage, Pyruvate, Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol), Saturated Fatty Acids, Total Cholesterol Minus HDL-C, Total Fatty Acids, Total Free Cholesterol, Total Lipids in Chylomicrons and Extremely Large VLDL, Total Lipids in IDL, Total Lipids in Large LDL, Total Lipids in Large VLDL, Total Lipids in LDL, Total Lipids in Medium LDL, Total Lipids in Medium VLDL, Total Lipids in Small LDL, Total Lipids in Small VLDL, Total Lipids in Very Large VLDL, Total Lipids in Very Small VLDL, Total Lipids in VLDL, Total Triglycerides, Triglycerides in Chylomicrons and Extremely Large VLDL, Triglycerides in HDL, Triglycerides in IDL, Triglycerides in Large LDL, Triglycerides in Large VLDL, Triglycerides in LDL, Triglycerides in Medium HDL, Triglycerides in Medium LDL, Triglycerides in Medium VLDL, Triglycerides in Small HDL, Triglycerides in Small LDL, Triglycerides in Small VLDL, Triglycerides in Very Large HDL, Triglycerides in Very Large VLDL, Triglycerides in Very Small VLDL, Triglycerides in VLDL, Triglycerides to Phosphoglycerides ratio, Triglycerides to Total Lipids in Large HDL percentage, Triglycerides to Total Lipids in Large VLDL percentage, Triglycerides to Total Lipids in Medium HDL percentage, Triglycerides to Total Lipids in Small HDL percentage, Triglycerides to Total Lipids in Small LDL percentage, Triglycerides to Total Lipids in Very Large HDL percentage, VLDL Cholesterol"
GO,GO:0043549,regulation of kinase activity,1,7,81,"ANGPT1, CHMP6, EREG, HHEX, IL1B, PDGFB, SYAP1","Average Diameter for VLDL Particles, Cholesterol in Chylomicrons and Extremely Large VLDL, Cholesterol in Large VLDL, Cholesterol in Small VLDL, Cholesterol in Very Large VLDL, Cholesterol to Total Lipids in Medium HDL percentage, Cholesterol to Total Lipids in Small HDL percentage, Cholesteryl Esters in Chylomicrons and Extremely Large VLDL, Cholesteryl Esters in Large VLDL, Cholesteryl Esters in Small VLDL, Cholesteryl Esters in Very Large VLDL, Cholesteryl Esters in VLDL, Cholesteryl Esters to Total Lipids in Medium HDL percentage, Cholesteryl Esters to Total Lipids in Medium LDL percentage, Cholesteryl Esters to Total Lipids in Small HDL percentage, Cholesteryl Esters to Total Lipids in Small LDL percentage, Concentration of Chylomicrons and Extremely Large VLDL Particles, Concentration of Large VLDL Particles, Concentration of Medium VLDL Particles, Concentration of Small VLDL Particles, Concentration of Very Large VLDL Particles, Concentration of Very Small VLDL Particles, Concentration of VLDL Particles, Free Cholesterol in Chylomicrons and Extremely Large VLDL, Free Cholesterol in Large VLDL, Free Cholesterol in Very Large VLDL, Free Cholesterol in VLDL, Free Cholesterol to Total Lipids in Medium LDL percentage, Free Cholesterol to Total Lipids in Small LDL percentage, Glycoprotein Acetyls, Lactate, Linoleic Acid, Monounsaturated Fatty Acids, Monounsaturated Fatty Acids to Total Fatty Acids percentage, Omega-6 Fatty Acids, Phospholipids in Chylomicrons and Extremely Large VLDL, Phospholipids in Large VLDL, Phospholipids in Medium VLDL, Phospholipids in Small VLDL, Phospholipids in Very Large VLDL, Phospholipids in Very Small VLDL, Phospholipids in VLDL, Phospholipids to Total Lipids in Large VLDL percentage, Phospholipids to Total Lipids in Small LDL percentage, Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio, Polyunsaturated Fatty Acids to Total Fatty Acids percentage, Pyruvate, Saturated Fatty Acids, Total Fatty Acids, Total Lipids in Chylomicrons and Extremely Large VLDL, Total Lipids in Large VLDL, Total Lipids in Medium VLDL, Total Lipids in Small VLDL, Total Lipids in Very Large VLDL, Total Lipids in Very Small VLDL, Total Lipids in VLDL, Total Triglycerides, Triglycerides in Chylomicrons and Extremely Large VLDL, Triglycerides in HDL, Triglycerides in IDL, Triglycerides in Large HDL, Triglycerides in Large LDL, Triglycerides in Large VLDL, Triglycerides in LDL, Triglycerides in Medium HDL, Triglycerides in Medium LDL, Triglycerides in Medium VLDL, Triglycerides in Small HDL, Triglycerides in Small LDL, Triglycerides in Small VLDL, Triglycerides in Very Large HDL, Triglycerides in Very Large VLDL, Triglycerides in Very Small VLDL, Triglycerides in VLDL, Triglycerides to Phosphoglycerides ratio, Triglycerides to Total Lipids in Large HDL percentage, Triglycerides to Total Lipids in Medium HDL percentage, Triglycerides to Total Lipids in Small HDL percentage, Triglycerides to Total Lipids in Small LDL percentage, Triglycerides to Total Lipids in Very Large HDL percentage, VLDL Cholesterol"
GO,GO:0045859,regulation of protein kinase activity,1,7,81,"ANGPT1, CHMP6, EREG, HHEX, IL1B, PDGFB, SYAP1","Average Diameter for VLDL Particles, Cholesterol in Chylomicrons and Extremely Large VLDL, Cholesterol in Large VLDL, Cholesterol in Small VLDL, Cholesterol in Very Large VLDL, Cholesterol to Total Lipids in Medium HDL percentage, Cholesterol to Total Lipids in Small HDL percentage, Cholesteryl Esters in Chylomicrons and Extremely Large VLDL, Cholesteryl Esters in Large VLDL, Cholesteryl Esters in Small VLDL, Cholesteryl Esters in Very Large VLDL, Cholesteryl Esters in VLDL, Cholesteryl Esters to Total Lipids in Medium HDL percentage, Cholesteryl Esters to Total Lipids in Medium LDL percentage, Cholesteryl Esters to Total Lipids in Small HDL percentage, Cholesteryl Esters to Total Lipids in Small LDL percentage, Concentration of Chylomicrons and Extremely Large VLDL Particles, Concentration of Large VLDL Particles, Concentration of Medium VLDL Particles, Concentration of Small VLDL Particles, Concentration of Very Large VLDL Particles, Concentration of Very Small VLDL Particles, Concentration of VLDL Particles, Free Cholesterol in Chylomicrons and Extremely Large VLDL, Free Cholesterol in Large VLDL, Free Cholesterol in Very Large VLDL, Free Cholesterol in VLDL, Free Cholesterol to Total Lipids in Medium LDL percentage, Free Cholesterol to Total Lipids in Small LDL percentage, Glycoprotein Acetyls, Lactate, Linoleic Acid, Monounsaturated Fatty Acids, Monounsaturated Fatty Acids to Total Fatty Acids percentage, Omega-6 Fatty Acids, Phospholipids in Chylomicrons and Extremely Large VLDL, Phospholipids in Large VLDL, Phospholipids in Medium VLDL, Phospholipids in Small VLDL, Phospholipids in Very Large VLDL, Phospholipids in Very Small VLDL, Phospholipids in VLDL, Phospholipids to Total Lipids in Large VLDL percentage, Phospholipids to Total Lipids in Small LDL percentage, Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio, Polyunsaturated Fatty Acids to Total Fatty Acids percentage, Pyruvate, Saturated Fatty Acids, Total Fatty Acids, Total Lipids in Chylomicrons and Extremely Large VLDL, Total Lipids in Large VLDL, Total Lipids in Medium VLDL, Total Lipids in Small VLDL, Total Lipids in Very Large VLDL, Total Lipids in Very Small VLDL, Total Lipids in VLDL, Total Triglycerides, Triglycerides in Chylomicrons and Extremely Large VLDL, Triglycerides in HDL, Triglycerides in IDL, Triglycerides in Large HDL, Triglycerides in Large LDL, Triglycerides in Large VLDL, Triglycerides in LDL, Triglycerides in Medium HDL, Triglycerides in Medium LDL, Triglycerides in Medium VLDL, Triglycerides in Small HDL, Triglycerides in Small LDL, Triglycerides in Small VLDL, Triglycerides in Very Large HDL, Triglycerides in Very Large VLDL, Triglycerides in Very Small VLDL, Triglycerides in VLDL, Triglycerides to Phosphoglycerides ratio, Triglycerides to Total Lipids in Large HDL percentage, Triglycerides to Total Lipids in Medium HDL percentage, Triglycerides to Total Lipids in Small HDL percentage, Triglycerides to Total Lipids in Small LDL percentage, Triglycerides to Total Lipids in Very Large HDL percentage, VLDL Cholesterol"
GO,GO:0071900,regulation of protein serine/threonine kinase activity,1,4,80,"HHEX, IL1B, PDGFB, SYAP1","Average Diameter for VLDL Particles, Cholesterol in Chylomicrons and Extremely Large VLDL, Cholesterol in Large VLDL, Cholesterol in Small VLDL, Cholesterol in Very Large VLDL, Cholesterol to Total Lipids in Medium HDL percentage, Cholesterol to Total Lipids in Small HDL percentage, Cholesteryl Esters in Chylomicrons and Extremely Large VLDL, Cholesteryl Esters in Large VLDL, Cholesteryl Esters in Small VLDL, Cholesteryl Esters in Very Large VLDL, Cholesteryl Esters in VLDL, Cholesteryl Esters to Total Lipids in Medium HDL percentage, Cholesteryl Esters to Total Lipids in Medium LDL percentage, Cholesteryl Esters to Total Lipids in Small HDL percentage, Cholesteryl Esters to Total Lipids in Small LDL percentage, Concentration of Chylomicrons and Extremely Large VLDL Particles, Concentration of Large VLDL Particles, Concentration of Medium VLDL Particles, Concentration of Small VLDL Particles, Concentration of Very Large VLDL Particles, Concentration of Very Small VLDL Particles, Concentration of VLDL Particles, Free Cholesterol in Chylomicrons and Extremely Large VLDL, Free Cholesterol in Large VLDL, Free Cholesterol in Very Large VLDL, Free Cholesterol in VLDL, Free Cholesterol to Total Lipids in Medium LDL percentage, Free Cholesterol to Total Lipids in Small LDL percentage, Glycoprotein Acetyls, Lactate, Linoleic Acid, Monounsaturated Fatty Acids, Monounsaturated Fatty Acids to Total Fatty Acids percentage, Omega-6 Fatty Acids, Phospholipids in Chylomicrons and Extremely Large VLDL, Phospholipids in Large VLDL, Phospholipids in Medium VLDL, Phospholipids in Small VLDL, Phospholipids in Very Large VLDL, Phospholipids in Very Small VLDL, Phospholipids in VLDL, Phospholipids to Total Lipids in Large VLDL percentage, Phospholipids to Total Lipids in Small LDL percentage, Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio, Polyunsaturated Fatty Acids to Total Fatty Acids percentage, Pyruvate, Saturated Fatty Acids, Total Fatty Acids, Total Lipids in Chylomicrons and Extremely Large VLDL, Total Lipids in Large VLDL, Total Lipids in Medium VLDL, Total Lipids in Small VLDL, Total Lipids in Very Large VLDL, Total Lipids in Very Small VLDL, Total Lipids in VLDL, Total Triglycerides, Triglycerides in Chylomicrons and Extremely Large VLDL, Triglycerides in HDL, Triglycerides in IDL, Triglycerides in Large LDL, Triglycerides in Large VLDL, Triglycerides in LDL, Triglycerides in Medium HDL, Triglycerides in Medium LDL, Triglycerides in Medium VLDL, Triglycerides in Small HDL, Triglycerides in Small LDL, Triglycerides in Small VLDL, Triglycerides in Very Large HDL, Triglycerides in Very Large VLDL, Triglycerides in Very Small VLDL, Triglycerides in VLDL, Triglycerides to Phosphoglycerides ratio, Triglycerides to Total Lipids in Large HDL percentage, Triglycerides to Total Lipids in Medium HDL percentage, Triglycerides to Total Lipids in Small HDL percentage, Triglycerides to Total Lipids in Small LDL percentage, Triglycerides to Total Lipids in Very Large HDL percentage, VLDL Cholesterol"
GO,GO:0001933,negative regulation of protein phosphorylation,1,3,79,"CHMP6, HHEX, IL1B","Average Diameter for VLDL Particles, Cholesterol in Chylomicrons and Extremely Large VLDL, Cholesterol in Large VLDL, Cholesterol in Small VLDL, Cholesterol in Very Large VLDL, Cholesterol to Total Lipids in Medium HDL percentage, Cholesterol to Total Lipids in Small HDL percentage, Cholesteryl Esters in Chylomicrons and Extremely Large VLDL, Cholesteryl Esters in Large VLDL, Cholesteryl Esters in Small VLDL, Cholesteryl Esters in Very Large VLDL, Cholesteryl Esters in VLDL, Cholesteryl Esters to Total Lipids in Medium HDL percentage, Cholesteryl Esters to Total Lipids in Medium LDL percentage, Cholesteryl Esters to Total Lipids in Small HDL percentage, Cholesteryl Esters to Total Lipids in Small LDL percentage, Concentration of Chylomicrons and Extremely Large VLDL Particles, Concentration of Large VLDL Particles, Concentration of Medium VLDL Particles, Concentration of Small VLDL Particles, Concentration of Very Large VLDL Particles, Concentration of Very Small VLDL Particles, Concentration of VLDL Particles, Free Cholesterol in Chylomicrons and Extremely Large VLDL, Free Cholesterol in Large VLDL, Free Cholesterol in Very Large VLDL, Free Cholesterol in VLDL, Free Cholesterol to Total Lipids in Medium LDL percentage, Free Cholesterol to Total Lipids in Small LDL percentage, Glycoprotein Acetyls, Lactate, Monounsaturated Fatty Acids, Monounsaturated Fatty Acids to Total Fatty Acids percentage, Phospholipids in Chylomicrons and Extremely Large VLDL, Phospholipids in Large VLDL, Phospholipids in Medium VLDL, Phospholipids in Small VLDL, Phospholipids in Very Large VLDL, Phospholipids in Very Small VLDL, Phospholipids in VLDL, Phospholipids to Total Lipids in Large VLDL percentage, Phospholipids to Total Lipids in Small LDL percentage, Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio, Polyunsaturated Fatty Acids to Total Fatty Acids percentage, Pyruvate, Saturated Fatty Acids, Total Fatty Acids, Total Lipids in Chylomicrons and Extremely Large VLDL, Total Lipids in Large VLDL, Total Lipids in Medium VLDL, Total Lipids in Small VLDL, Total Lipids in Very Large VLDL, Total Lipids in Very Small VLDL, Total Lipids in VLDL, Total Triglycerides, Triglycerides in Chylomicrons and Extremely Large VLDL, Triglycerides in HDL, Triglycerides in IDL, Triglycerides in Large HDL, Triglycerides in Large LDL, Triglycerides in Large VLDL, Triglycerides in LDL, Triglycerides in Medium HDL, Triglycerides in Medium LDL, Triglycerides in Medium VLDL, Triglycerides in Small HDL, Triglycerides in Small LDL, Triglycerides in Small VLDL, Triglycerides in Very Large HDL, Triglycerides in Very Large VLDL, Triglycerides in Very Small VLDL, Triglycerides in VLDL, Triglycerides to Phosphoglycerides ratio, Triglycerides to Total Lipids in Large HDL percentage, Triglycerides to Total Lipids in Medium HDL percentage, Triglycerides to Total Lipids in Small HDL percentage, Triglycerides to Total Lipids in Small LDL percentage, Triglycerides to Total Lipids in Very Large HDL percentage, VLDL Cholesterol"
GO,GO:0006469,negative regulation of protein kinase activity,1,3,79,"CHMP6, HHEX, IL1B","Average Diameter for VLDL Particles, Cholesterol in Chylomicrons and Extremely Large VLDL, Cholesterol in Large VLDL, Cholesterol in Small VLDL, Cholesterol in Very Large VLDL, Cholesterol to Total Lipids in Medium HDL percentage, Cholesterol to Total Lipids in Small HDL percentage, Cholesteryl Esters in Chylomicrons and Extremely Large VLDL, Cholesteryl Esters in Large VLDL, Cholesteryl Esters in Small VLDL, Cholesteryl Esters in Very Large VLDL, Cholesteryl Esters in VLDL, Cholesteryl Esters to Total Lipids in Medium HDL percentage, Cholesteryl Esters to Total Lipids in Medium LDL percentage, Cholesteryl Esters to Total Lipids in Small HDL percentage, Cholesteryl Esters to Total Lipids in Small LDL percentage, Concentration of Chylomicrons and Extremely Large VLDL Particles, Concentration of Large VLDL Particles, Concentration of Medium VLDL Particles, Concentration of Small VLDL Particles, Concentration of Very Large VLDL Particles, Concentration of Very Small VLDL Particles, Concentration of VLDL Particles, Free Cholesterol in Chylomicrons and Extremely Large VLDL, Free Cholesterol in Large VLDL, Free Cholesterol in Very Large VLDL, Free Cholesterol in VLDL, Free Cholesterol to Total Lipids in Medium LDL percentage, Free Cholesterol to Total Lipids in Small LDL percentage, Glycoprotein Acetyls, Lactate, Monounsaturated Fatty Acids, Monounsaturated Fatty Acids to Total Fatty Acids percentage, Phospholipids in Chylomicrons and Extremely Large VLDL, Phospholipids in Large VLDL, Phospholipids in Medium VLDL, Phospholipids in Small VLDL, Phospholipids in Very Large VLDL, Phospholipids in Very Small VLDL, Phospholipids in VLDL, Phospholipids to Total Lipids in Large VLDL percentage, Phospholipids to Total Lipids in Small LDL percentage, Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio, Polyunsaturated Fatty Acids to Total Fatty Acids percentage, Pyruvate, Saturated Fatty Acids, Total Fatty Acids, Total Lipids in Chylomicrons and Extremely Large VLDL, Total Lipids in Large VLDL, Total Lipids in Medium VLDL, Total Lipids in Small VLDL, Total Lipids in Very Large VLDL, Total Lipids in Very Small VLDL, Total Lipids in VLDL, Total Triglycerides, Triglycerides in Chylomicrons and Extremely Large VLDL, Triglycerides in HDL, Triglycerides in IDL, Triglycerides in Large HDL, Triglycerides in Large LDL, Triglycerides in Large VLDL, Triglycerides in LDL, Triglycerides in Medium HDL, Triglycerides in Medium LDL, Triglycerides in Medium VLDL, Triglycerides in Small HDL, Triglycerides in Small LDL, Triglycerides in Small VLDL, Triglycerides in Very Large HDL, Triglycerides in Very Large VLDL, Triglycerides in Very Small VLDL, Triglycerides in VLDL, Triglycerides to Phosphoglycerides ratio, Triglycerides to Total Lipids in Large HDL percentage, Triglycerides to Total Lipids in Medium HDL percentage, Triglycerides to Total Lipids in Small HDL percentage, Triglycerides to Total Lipids in Small LDL percentage, Triglycerides to Total Lipids in Very Large HDL percentage, VLDL Cholesterol"
GO,GO:0010563,negative regulation of phosphorus metabolic process,1,4,79,"CHMP6, HHEX, IL1B, PDGFB","Average Diameter for VLDL Particles, Cholesterol in Chylomicrons and Extremely Large VLDL, Cholesterol in Large VLDL, Cholesterol in Small VLDL, Cholesterol in Very Large VLDL, Cholesterol to Total Lipids in Medium HDL percentage, Cholesterol to Total Lipids in Small HDL percentage, Cholesteryl Esters in Chylomicrons and Extremely Large VLDL, Cholesteryl Esters in Large VLDL, Cholesteryl Esters in Small VLDL, Cholesteryl Esters in Very Large VLDL, Cholesteryl Esters in VLDL, Cholesteryl Esters to Total Lipids in Medium HDL percentage, Cholesteryl Esters to Total Lipids in Medium LDL percentage, Cholesteryl Esters to Total Lipids in Small HDL percentage, Cholesteryl Esters to Total Lipids in Small LDL percentage, Concentration of Chylomicrons and Extremely Large VLDL Particles, Concentration of Large VLDL Particles, Concentration of Medium VLDL Particles, Concentration of Small VLDL Particles, Concentration of Very Large VLDL Particles, Concentration of Very Small VLDL Particles, Concentration of VLDL Particles, Free Cholesterol in Chylomicrons and Extremely Large VLDL, Free Cholesterol in Large VLDL, Free Cholesterol in Very Large VLDL, Free Cholesterol in VLDL, Free Cholesterol to Total Lipids in Medium LDL percentage, Free Cholesterol to Total Lipids in Small LDL percentage, Glycoprotein Acetyls, Lactate, Monounsaturated Fatty Acids, Monounsaturated Fatty Acids to Total Fatty Acids percentage, Phospholipids in Chylomicrons and Extremely Large VLDL, Phospholipids in Large VLDL, Phospholipids in Medium VLDL, Phospholipids in Small VLDL, Phospholipids in Very Large VLDL, Phospholipids in Very Small VLDL, Phospholipids in VLDL, Phospholipids to Total Lipids in Large VLDL percentage, Phospholipids to Total Lipids in Small LDL percentage, Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio, Polyunsaturated Fatty Acids to Total Fatty Acids percentage, Pyruvate, Saturated Fatty Acids, Total Fatty Acids, Total Lipids in Chylomicrons and Extremely Large VLDL, Total Lipids in Large VLDL, Total Lipids in Medium VLDL, Total Lipids in Small VLDL, Total Lipids in Very Large VLDL, Total Lipids in Very Small VLDL, Total Lipids in VLDL, Total Triglycerides, Triglycerides in Chylomicrons and Extremely Large VLDL, Triglycerides in HDL, Triglycerides in IDL, Triglycerides in Large HDL, Triglycerides in Large LDL, Triglycerides in Large VLDL, Triglycerides in LDL, Triglycerides in Medium HDL, Triglycerides in Medium LDL, Triglycerides in Medium VLDL, Triglycerides in Small HDL, Triglycerides in Small LDL, Triglycerides in Small VLDL, Triglycerides in Very Large HDL, Triglycerides in Very Large VLDL, Triglycerides in Very Small VLDL, Triglycerides in VLDL, Triglycerides to Phosphoglycerides ratio, Triglycerides to Total Lipids in Large HDL percentage, Triglycerides to Total Lipids in Medium HDL percentage, Triglycerides to Total Lipids in Small HDL percentage, Triglycerides to Total Lipids in Small LDL percentage, Triglycerides to Total Lipids in Very Large HDL percentage, VLDL Cholesterol"
GO,GO:0031400,negative regulation of protein modification process,1,3,79,"CHMP6, HHEX, IL1B","Average Diameter for VLDL Particles, Cholesterol in Chylomicrons and Extremely Large VLDL, Cholesterol in Large VLDL, Cholesterol in Small VLDL, Cholesterol in Very Large VLDL, Cholesterol to Total Lipids in Medium HDL percentage, Cholesterol to Total Lipids in Small HDL percentage, Cholesteryl Esters in Chylomicrons and Extremely Large VLDL, Cholesteryl Esters in Large VLDL, Cholesteryl Esters in Small VLDL, Cholesteryl Esters in Very Large VLDL, Cholesteryl Esters in VLDL, Cholesteryl Esters to Total Lipids in Medium HDL percentage, Cholesteryl Esters to Total Lipids in Medium LDL percentage, Cholesteryl Esters to Total Lipids in Small HDL percentage, Cholesteryl Esters to Total Lipids in Small LDL percentage, Concentration of Chylomicrons and Extremely Large VLDL Particles, Concentration of Large VLDL Particles, Concentration of Medium VLDL Particles, Concentration of Small VLDL Particles, Concentration of Very Large VLDL Particles, Concentration of Very Small VLDL Particles, Concentration of VLDL Particles, Free Cholesterol in Chylomicrons and Extremely Large VLDL, Free Cholesterol in Large VLDL, Free Cholesterol in Very Large VLDL, Free Cholesterol in VLDL, Free Cholesterol to Total Lipids in Medium LDL percentage, Free Cholesterol to Total Lipids in Small LDL percentage, Glycoprotein Acetyls, Lactate, Monounsaturated Fatty Acids, Monounsaturated Fatty Acids to Total Fatty Acids percentage, Phospholipids in Chylomicrons and Extremely Large VLDL, Phospholipids in Large VLDL, Phospholipids in Medium VLDL, Phospholipids in Small VLDL, Phospholipids in Very Large VLDL, Phospholipids in Very Small VLDL, Phospholipids in VLDL, Phospholipids to Total Lipids in Large VLDL percentage, Phospholipids to Total Lipids in Small LDL percentage, Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio, Polyunsaturated Fatty Acids to Total Fatty Acids percentage, Pyruvate, Saturated Fatty Acids, Total Fatty Acids, Total Lipids in Chylomicrons and Extremely Large VLDL, Total Lipids in Large VLDL, Total Lipids in Medium VLDL, Total Lipids in Small VLDL, Total Lipids in Very Large VLDL, Total Lipids in Very Small VLDL, Total Lipids in VLDL, Total Triglycerides, Triglycerides in Chylomicrons and Extremely Large VLDL, Triglycerides in HDL, Triglycerides in IDL, Triglycerides in Large HDL, Triglycerides in Large LDL, Triglycerides in Large VLDL, Triglycerides in LDL, Triglycerides in Medium HDL, Triglycerides in Medium LDL, Triglycerides in Medium VLDL, Triglycerides in Small HDL, Triglycerides in Small LDL, Triglycerides in Small VLDL, Triglycerides in Very Large HDL, Triglycerides in Very Large VLDL, Triglycerides in Very Small VLDL, Triglycerides in VLDL, Triglycerides to Phosphoglycerides ratio, Triglycerides to Total Lipids in Large HDL percentage, Triglycerides to Total Lipids in Medium HDL percentage, Triglycerides to Total Lipids in Small HDL percentage, Triglycerides to Total Lipids in Small LDL percentage, Triglycerides to Total Lipids in Very Large HDL percentage, VLDL Cholesterol"
GO,GO:0033673,negative regulation of kinase activity,1,3,79,"CHMP6, HHEX, IL1B","Average Diameter for VLDL Particles, Cholesterol in Chylomicrons and Extremely Large VLDL, Cholesterol in Large VLDL, Cholesterol in Small VLDL, Cholesterol in Very Large VLDL, Cholesterol to Total Lipids in Medium HDL percentage, Cholesterol to Total Lipids in Small HDL percentage, Cholesteryl Esters in Chylomicrons and Extremely Large VLDL, Cholesteryl Esters in Large VLDL, Cholesteryl Esters in Small VLDL, Cholesteryl Esters in Very Large VLDL, Cholesteryl Esters in VLDL, Cholesteryl Esters to Total Lipids in Medium HDL percentage, Cholesteryl Esters to Total Lipids in Medium LDL percentage, Cholesteryl Esters to Total Lipids in Small HDL percentage, Cholesteryl Esters to Total Lipids in Small LDL percentage, Concentration of Chylomicrons and Extremely Large VLDL Particles, Concentration of Large VLDL Particles, Concentration of Medium VLDL Particles, Concentration of Small VLDL Particles, Concentration of Very Large VLDL Particles, Concentration of Very Small VLDL Particles, Concentration of VLDL Particles, Free Cholesterol in Chylomicrons and Extremely Large VLDL, Free Cholesterol in Large VLDL, Free Cholesterol in Very Large VLDL, Free Cholesterol in VLDL, Free Cholesterol to Total Lipids in Medium LDL percentage, Free Cholesterol to Total Lipids in Small LDL percentage, Glycoprotein Acetyls, Lactate, Monounsaturated Fatty Acids, Monounsaturated Fatty Acids to Total Fatty Acids percentage, Phospholipids in Chylomicrons and Extremely Large VLDL, Phospholipids in Large VLDL, Phospholipids in Medium VLDL, Phospholipids in Small VLDL, Phospholipids in Very Large VLDL, Phospholipids in Very Small VLDL, Phospholipids in VLDL, Phospholipids to Total Lipids in Large VLDL percentage, Phospholipids to Total Lipids in Small LDL percentage, Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio, Polyunsaturated Fatty Acids to Total Fatty Acids percentage, Pyruvate, Saturated Fatty Acids, Total Fatty Acids, Total Lipids in Chylomicrons and Extremely Large VLDL, Total Lipids in Large VLDL, Total Lipids in Medium VLDL, Total Lipids in Small VLDL, Total Lipids in Very Large VLDL, Total Lipids in Very Small VLDL, Total Lipids in VLDL, Total Triglycerides, Triglycerides in Chylomicrons and Extremely Large VLDL, Triglycerides in HDL, Triglycerides in IDL, Triglycerides in Large HDL, Triglycerides in Large LDL, Triglycerides in Large VLDL, Triglycerides in LDL, Triglycerides in Medium HDL, Triglycerides in Medium LDL, Triglycerides in Medium VLDL, Triglycerides in Small HDL, Triglycerides in Small LDL, Triglycerides in Small VLDL, Triglycerides in Very Large HDL, Triglycerides in Very Large VLDL, Triglycerides in Very Small VLDL, Triglycerides in VLDL, Triglycerides to Phosphoglycerides ratio, Triglycerides to Total Lipids in Large HDL percentage, Triglycerides to Total Lipids in Medium HDL percentage, Triglycerides to Total Lipids in Small HDL percentage, Triglycerides to Total Lipids in Small LDL percentage, Triglycerides to Total Lipids in Very Large HDL percentage, VLDL Cholesterol"
