module_protein,category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
3,NA,NA,hsa03272,Virion - Hepatitis viruses,9/661,48/9521,0.1875,2.700737518910741,3.22638719636237,0.005147666916223839,0.03130621920478988,0.02443897719625067,1803/1956/4072/3339/3920/3949/100506658/3916/10618,9
3,Organismal Systems,Digestive system,hsa04974,Protein digestion and absorption,15/661,105/9521,0.14285714285714285,2.0577047763129457,2.9766531571046166,0.0057438296721030405,0.03423322484573412,0.026723923316521517,59272/1306/1277/80781/1293/1289/1803/2006/1361/1282/4311/4224/5547/1297/643847,15
3,Human Diseases,Infectious disease: viral,hsa05171,Coronavirus disease - COVID-19,27/661,238/9521,0.1134453781512605,1.6340596753073393,2.7056821733193193,0.007749768191211224,0.045282959234920483,0.03534981981955997,59272/715/716/718/717/727/732/629/1675/3627/712/1956/2165/2243/2147/3593/3572/735/3569/8829/7124/7132/3570/730/5648/4314/7450,27
4,Environmental Information Processing,Signal transduction,hsa04024,cAMP signaling pathway,15/141,226/9521,0.06637168141592921,4.481736019582001,6.4945935109231545,1.1627648698325807e-6,3.1045822024529905e-4,2.59480160425797e-4,482/483/775/493/23439/1128/2033/1081/2740/170589/3351/3725/2488/4881/6662,15
4,Organismal Systems,Endocrine system,hsa04926,Relaxin signaling pathway,10/141,130/9521,0.07692307692307693,5.194217130387344,5.903278560045894,2.1636968316004346e-5,0.00288853527018658,0.002414230148943643,468/1281/1910/3725/23236/6013/4843/6464/7046/6019,10
4,Environmental Information Processing,Signal transduction,hsa04022,cGMP-PKG signaling pathway,11/141,166/9521,0.06626506024096386,4.474536443646929,5.536759132848166,3.380002263114426e-5,0.0030082020141718392,0.0025142472974745912,482/150/483/775/493/468/23439/1910/3643/23236/4881,11
4,Organismal Systems,Endocrine system,hsa04925,Aldosterone synthesis and secretion,8/141,98/9521,0.08163265306122448,5.512230424084527,5.504733813252734,9.716560779899349e-5,0.005465528447701552,0.004568074239750558,482/483/775/493/468/23439/23236/4881,8
4,Organismal Systems,Endocrine system,hsa04918,Thyroid hormone synthesis,7/141,75/9521,0.09333333333333334,6.302316784869976,5.651958226590767,1.1533539062639829e-4,0.005465528447701552,0.004568074239750558,482/483/468/23439/1081/7184/23236,7
4,Organismal Systems,Excretory system,hsa04961,Endocrine and other factor-regulated calcium reabsorption,6/141,53/9521,0.11320754716981132,7.644319550381373,5.946835600399254,1.228208639932933e-4,0.005465528447701552,0.004568074239750558,482/483/493/23439/2099/23236,6
4,Organismal Systems,Endocrine system,hsa04911,Insulin secretion,7/141,86/9521,0.08139534883720931,5.496206498433119,5.135126347356562,2.7275508125873223e-4,0.010403658099440216,0.008695349958925,482/483/775/468/23439/2740/23236,7
4,Human Diseases,Infectious disease: parasitic,hsa05142,Chagas disease,7/141,103/9521,0.06796116504854369,4.589065620050953,4.49000970154249,8.165388126238003e-4,0.027251982871319334,0.02277713529950601,1636/915/3725/23236/4843/7046/7099,7
5,Organismal Systems,Digestive system,hsa04972,Pancreatic secretion,13/18,106/9521,0.12264150943396226,64.87054507337525,28.77847357603977,1.548081608997992e-22,2.9413550570961848e-21,1.629559588418939e-21,279/280/63036/10136/1357/1358/1360/1504/1506/5319/5406/5407/5645,13
5,Organismal Systems,Digestive system,hsa04974,Protein digestion and absorption,8/18,105/9521,0.0761904761904762,40.300529100529104,17.623176224959426,6.670809342463096e-12,6.337268875339941e-11,3.510952285506893e-11,63036/10136/1357/1358/1360/1504/1506/5645,8
5,Organismal Systems,Digestive system,hsa04975,Fat digestion and absorption,4/18,43/9521,0.09302325581395349,49.20413436692506,13.787468273123906,1.0540652982336658e-6,6.675746888813216e-6,3.698474730644442e-6,1208/5319/5406/5407,4
5,Organismal Systems,Digestive system,hsa04970,Salivary secretion,4/18,97/9521,0.041237113402061855,21.812142038946163,8.96621960756157,2.7766204126946643e-5,1.3188946960299657e-4,7.306895822880697e-5,279/280/1469/1473,4
5,Metabolism,Carbohydrate metabolism,hsa00500,Starch and sucrose metabolism,2/18,40/9521,0.05,26.447222222222223,7.01887756619339,0.002523565509418987,0.00958954893579215,0.005312769493513658,279/280,2
5,Organismal Systems,Digestive system,hsa04973,Carbohydrate digestion and absorption,2/18,52/9521,0.038461538461538464,20.344017094017097,6.087243056206603,0.004232884186124769,0.01340413325606177,0.007426112607236438,279/280,2
5,Metabolism,Lipid metabolism,hsa00561,Glycerolipid metabolism,2/18,65/9521,0.03076923076923077,16.275213675213674,5.377923283541297,0.006544080491805214,0.017762504192042724,0.009840722544067992,5406/5407,2
