dataset,feature,n,R2_all,partR2_sex,partR2_age,p_sex,p_age,beta_sex,q_sex,q_age
metabolome,fid_23421,10536,0.03552942931256753,0.021775533256787938,0.01272728053118699,2.365427050438648e-52,4.7586142711804653e-29,-0.03537406659336697,4.1188205283861774e-52,1.6456874354499109e-28
metabolome,fid_23563,10536,0.1961235595731512,0.19398254065744147,0.001988048620280458,0,1.0741317831027572e-4,-0.03224830320262714,0,1.1993668788905225e-4
metabolome,fid_23535,10536,0.04918951573463648,0.035463530046964675,0.01264350897150568,1.1080486795384273e-84,7.414737135604765e-29,-0.0289537989158689,2.378483803491969e-84,2.461692729020782e-28
metabolome,fid_23500,10536,0.04560405633424691,0.04110511866832356,0.005559174490074259,3.962713266940368e-98,1.1087774040972495e-12,0.009748971974775922,9.673682386942663e-98,1.6433665096441376e-12
metabolome,fid_23570,10536,0.16939828477001595,0.1632376105536536,0.00709753451224826,0,3.598005264483484e-16,-0.01923236124561767,0,5.933134508982698e-16
metabolome,fid_23542,10536,0.01868153374927295,0.0055621241623826645,0.012449792462425724,1.8036252278336675e-14,2.0673206219066663e-28,-0.0047616789989061315,2.3390764673467875e-14,6.773195195457367e-28
metabolome,fid_23507,10536,0.011829631554033382,7.609868433330336e-4,0.010833688323709678,0.00463499260485237,1.0590092934498455e-24,-0.0016256091637439371,0.005222231486915113,2.3756154420631673e-24
metabolome,fid_23577,10536,0.053465836398126854,0.03842859083400185,0.014947186221773823,9.69728789239436e-92,3.6665590681552726e-34,-0.006040024586867112,2.1368360046072527e-91,2.0749391090242337e-33
metabolome,fid_23549,10536,0.017363872186826,0.0045050636322481186,0.012239654295260305,5.3680146114128025e-12,6.285104252617993e-28,-0.0016584977082209661,6.784952478384709e-12,1.9320876035825682e-27
metabolome,fid_23514,10536,0.01284866064370771,0.0012717615524507897,0.011280998495670103,2.515158986164892e-4,9.981648461476962e-26,-0.0013381301743287954,2.9129050583956195e-4,2.389836987411311e-25
