name,wX_01,wX_02,wX_03,wX_04,wX_05,wX_06,wX_07,wX_08,wX_09,wX_10
COL6A3,-0.004106633890882399,0.032999631920915616,-0.016718270139981572,0.01919849385814795,-0.020861356909732356,0.04787937682211737,-0.01588878287593246,0.14760968412749872,0.05286940722224456,-0.03711968308343184
CPA1,0.012488058783299536,-0.02330079271041274,0.11850501905502475,0.08087950654889879,-0.14261451049337656,-0.06096080036970472,-0.25801059212887045,-0.06810198548590748,-0.1597830458813716,-0.10557597771382954
CPB1,-0.015878373562029105,0.05750350234833492,-0.1297730147556545,-0.11278886639723298,0.15571492722784883,0.10240341997902289,0.22759818266779294,0.01664937921079372,-0.0076246258820394505,0.030361321680451994
CRISP2,-0.010196806473093597,0.0012817857666948477,0.010046279259511523,-0.015164989641676748,0.031750831002029134,0.015681944338922577,-0.019368182316006875,-4.6701163465404517e-4,0.0010859181189315993,-0.019343494545278207
CRTAC1,-0.00505639811755445,-0.020096497628931564,-0.008601113694452066,-0.03939252762747429,-0.010878472598924991,0.00882902311456583,-0.027326331084515144,-0.009744612235120199,-0.010140745758581088,-0.1014409895991897
CTSO,0.0111093708032172,0.03001259503368717,0.006262980369798054,-0.04118891193323572,-0.029807541957441848,0.06293915286824801,0.13901112047501138,-0.017974128448337404,0.004023858572833526,0.09031319705705423
CXCL17,0.05539316105560701,-0.025372942836136985,0.002584024981832882,-0.08983404727401455,-0.07948913289033263,0.00429885574829419,0.028392022979829457,0.044898695349786945,-0.17943778195860302,0.12208805523012742
CXCL6,-0.001866471649192396,-0.048533228293895635,-0.09941121482924133,0.010979092376548401,-0.17593355690714407,-0.006565472900260712,-0.018441409943447454,0.06277129907945804,0.027885890927497575,-0.04367534095437991
DAB2,0.0742888829097528,-0.15994260488418532,-0.17652927870161533,-0.07840333398166381,-0.33840337872995735,0.06996898828909127,-0.22935643643582596,0.03204983456768051,0.1603148758538107,0.02581710124937199
DCTN1,0.019530910084952627,-0.03566035886729545,-0.2233911048275055,-0.02043968709355661,-0.04609160974894779,0.1408539682091829,0.01769244610950317,0.07507959513966317,0.06555144958349281,-0.009553487280798611
