name,u_01,u_02,u_03,u_04,u_05
GLT8D2,-0,-0,0,-0,-0
GMPR,0,0,0,0,0
GNE,0,0,0,0,0
GNLY,0,0,0,0,0
GOLM2,0.044426467697765745,0.0369698490150663,0.046304965577132026,0.028800186318896828,0
GOPC,0,0,0,0,0.0224080890387712
GP1BA,0,0,0,0,0.01252202367092429
GP6,0,0,0,0,0
GPA33,0,0,-0,0,0
GPC1,-0,0,-0,0,0
GPC5,0,0,0,0,0
GPKOW,0.02064352870900604,0.02103111934478934,0.0021020246644098844,0.025057160549755448,0
GPR37,0.08859477711072283,0.08029845810605162,0.0380298008310739,0.060394711215298734,-0
GRAP2,0,0,0,0,0.010123569052200214
GRK5,0,0,0,0,0
GRN,0,0,0,0,0
GRPEL1,0.005495601989368802,0,0,0,0.04370766708714868
GSAP,0,0,-0,0,0
GSTA1,0.10251343445714219,0.10470276807722036,0.0839990923176537,0.08554596636897942,-0
GSTA3,0.0967374756573721,0.10388280265653264,0.07095908834088033,0.08939520063909132,-0
GSTP1,-0,-0,-0,-0,-0
GUCA2A,-0,-0,-0,-0,-0
GUSB,0.11553581398965145,0.10515120037716207,0.10129147949866979,0.08461111946561832,-0.010728879644483878
GYS1,0,0,0,0,0
GZMA,0,0,0.028263362833422543,0,0.03201031292717034
GZMB,0,0,0,0,0
GZMH,0,0,0,0,0
HAGH,-0,-0,0,-0,-0
HAO1,0.045894860152137194,0.04675518288678202,0.016591268284392943,0.03244204288111086,0
HARS1,0,0,0,0,0.007240315629659423
HAVCR1,0.011211130559144572,0.018318867190580467,0,0.007181065052433201,0.021411358862548458
HAVCR2,0,0,0.024365339668798,0,0
HBEGF,0,0.007591970723126205,0,0.024667373186087724,0.03703258158209221
HBQ1,-0,-0,0,-0,-0
HCLS1,0,0,0,0,0.02519023868860717
HDGF,0,0,0,0,0
HEBP1,0,0,0,0,0
HEXIM1,0,0,0,0,0.0331558436992829
HGF,0.09189602085273056,0.06314661474881915,0.12599690050646514,0.0230371885907639,-0
HGS,0,0,0,0,0.01189081620910226
HK2,-0,-0,0,-0,-0
HLA_DRA,0,-0,0,-0,-0
HLA_E,0,0,0,0,0.021802469022310516
HMBS,0,0,0,0,0
HMOX1,-0,-0,-0,-0,-0
HMOX2,0,0,0,0.005295544600105138,0.02391248429908199
HNMT,0.03603436059312809,0.031934021881603346,0.027158050866451015,0.02343249377715555,0
HNRNPK,0,0,0,0,5.907679299325158e-4
HPCAL1,0,0,0,0,0
HPGDS,0,0,-0,0,0
HS3ST3B1,0,0,0,0,0.01806564635917872
HS6ST1,0.05535275936667085,0.07318971270808304,0,0.08975560381923671,-0
HSD11B1,-0,-0,-0.10119325161991048,-0,-0.026395404373651312
HSP90B1,0,0,0,0,0
HSPA1A,0,0,0,0,0.04123645856457645
HSPB1,0,0,0,0,0.008652852543386585
HSPB6,0,0,0,0,0.041291412998463436
HSPG2,0,0,0.00989393986551357,0,0.026719985967625773
HTRA2,0,0,0,0,6.5193304108563e-4
HYAL1,0,0,0,0,0
HYOU1,0,0,0,0,0.03936899108119876
ICA1,0,0,0,0,0.008613045609561205
ICAM1,0,0,0,0,0.03173595392942066
ICAM2,0,-0,0,-0,0
ICAM3,0,-0,0,-0,-0
ICAM4,-0,-0,-0,-0,-0
ICAM5,0,0,-0,0,0
ICOSLG,-0,0,-0,0,-0
IDI2,0,0,0,0,0
IDS,-0,0,-0,0,0
IDUA,0,0,0,0,0.028008408741526415
IFNG,0,0,0,0,0
IFNGR1,0,0,0,0,0
IFNGR2,0,0,0,0,0.020812116369128403
IFNL1,0,0,0,0,0
IFNLR1,0.005368404181048686,0.013316861394402368,0.011141516470426703,0.03330440583494043,0.019017865546309676
IGF1R,0,0,0,0,0
IGF2R,0.028160297508856954,0.031783333931230194,0,0.03228014866590176,0
IGFBP1,-0.08552383569370141,-0.07820220206416026,-0.12765165411842944,-0.033554064159566147,0
IGFBP2,-0.07765561360628263,-0.08428772286349367,-0.12006182629427121,-0.06919586513208258,0
IGFBP3,0,0.013469462865631767,0,0.06302510643153723,0
IGFBP4,0.038950045096112926,0.013619212239120469,0.06281443470037905,0,0
IGFBP6,0,0,0.022356545326822193,0,0.009188328876166578
IGFBP7,0,0,0,0,0
IGFBPL1,0,0,0,0,0.027917273357507856
IGSF3,0.050486936583251096,0.04022234821205057,0.03539474269244151,0.004391602248916254,0
IGSF8,0.07236098785277513,0.07186162415831604,0.024757186468597005,0.06019488176283444,-0
IKBKG,0,0,0,0,0.027507237961877002
IKZF2,0,0,-0,0,0
IL10,0,0,0,0,0
IL10RA,0,0,0,0,0
IL10RB,0.031089969716299477,0.011648729502367864,0.03966566459862419,0,4.329669510750862e-4
IL11,0,0,0,0,0
IL12A_IL12B,0,0,0.013542512389964734,0,0.02843149516825502
IL12B,0,0,0.0036133211098268426,0,0.01899739198068473
IL12RB1,0,0,0,0,0
IL13,-0,-0,0,-0,-0
IL13RA1,0,0.010141802496926635,0,0.035483576012763765,0.02726109628061956
IL15,0,0,0,0,0
IL15RA,0,0,0,0,0
IL16,0.08145950351226733,0.07520293338757911,0.04981849161309461,0.07200989319765225,-0
IL17A,0,-0,0,-0,0
IL17C,0,-0,0,-0,0
IL17D,0,0,-0,0,0
IL17F,0,0,0,0,0
IL17RA,0,0,0,0,0
IL17RB,-0.006616581057684281,-0.004433736030076365,-0,-0,-0.03393725706002635
IL18,0,0,0.008540615781106672,0,0.023808463994650572
IL18BP,0,0,0,0,0
IL18R1,0.07613604676016662,0.06966152127007146,0.09201700872663625,0.04931269825557148,-0
IL18RAP,-0,-0,-0,-0,-0
IL19,0,0,0,-0,0
IL1A,0,0,-0,0,0
IL1B,0,0,0,0,0
IL1R1,-0,-0,0,-0,-0
IL1R2,1.5118738886655278e-4,0.013281567312450063,0,0.017329413536581437,0.03277528155061638
IL1RAP,-0,-0,-0,-0,-0
IL1RL1,0,0,-0,0,0
IL1RL2,0,0,0,0,0
IL1RN,0.11737057877275549,0.09069628015230573,0.16436771087227575,0.0474411943989452,-0
IL2,-0,-0,-0,-0,-0
IL20,0,0,0,0,0
IL20RA,0,0,0,0,0
IL22RA1,0,0,-0,0,0
IL24,0,0,0,0,0
IL2RA,0,0,0,0,0
IL2RB,-0,-0,-0,-0,-0
IL32,-0,-0,-0.05668480974516867,-0,-0
IL33,0,0,0,0,0
IL34,0,0,0,0,0
IL3RA,0,-0,0,-0,-0
IL4,0,0,0,0,0
IL4R,0,0,0,0,0
IL5,-0,-0,-0,0,-0
IL5RA,-0,-0,0,-0,-0
IL6,0,0,0.014436502104079525,0,0.02129668735814475
IL6R,0,0,0,0,0
IL6ST,0,0,-0,0,0
IL7,0,0,0,0,0
IL7R,-0,-0,-0.049968212129722155,-0,-0
ILKAP,0,0,0,0,0.01087566596318094
IMPA1,0,0,0,0,0
ING1,0,0,0,0,0
INHBC,0.10175743829377885,0.09597244741578442,0.1446605551685526,0.08426981460402347,-0
INPP1,0,0,0,0,0
INPPL1,0,0,0,0.0027554490508217614,0.039331307406798945
IPCEF1,0.018354389923802776,0.02402722312534574,0,0.039952222738328026,0
IQGAP2,0,0,0,0,0.037739553134293544
IRAG2,0,0,0,0,0
IRAK1,0,0,0,0,0.03171242001320378
IRAK4,0,0,0,0,0.01319896841775075
ISLR2,-0,-0,-0,-0,-0
ISM1,0.010959247623661053,0.014605866300855846,0,0.02008897366884739,0.01570217282229356
ITGA11,-0,-0,-0.06472845095812665,-0,-0.009397044185434918
ITGA5,0.04627763710092544,0.0450733767064026,0.021526944592950386,0.04377207017594654,0
ITGA6,0,0,0,0,0
ITGAM,-0,-0,-0,-0,-0
ITGAV,-0,-0,-0.07251672058996309,0,-0
ITGB1,-0,0,-0,0,-0
ITGB1BP1,0,0,0,0,0
ITGB1BP2,0,0,0,0,0.004191129022831447
ITGB2,0,0,-0,0,0
ITGB5,-0,-0,-0,-0,-0
ITGB6,-0,0,-0,0,-0
ITGB7,-0,-0,-0,-0,-0
ITIH3,-0.0016368479323946475,-0.02219265145311698,-0,-0.03584818029005747,-0.00648443980839425
ITM2A,-0,-0,-0,-0,-0
IVD,0,0,0,0,0
JAM2,0,0,0,0,0
JCHAIN,-0,-0,-0,-0,-0
JUN,0,0,0,0,0
KAZALD1,0,0,0,0,0
KCNIP4,-0,-0,-0,-0,-0
KDR,0.007619287565241267,0.029357270336734465,0,0.0646348274536573,0
KEL,0,0,0,-0,0
KIFBP,0,0,0,0,0.004628950430289584
KIR2DL3,0,0,0,-0,0
KIR3DL1,0,-0,0,-0,-0
KIRREL2,-0,-0,-0,-0,-0
KIT,-0,-0,-0.011832766941212186,-0,-0.005644473331799452
KITLG,-0.016161883989698044,-0.011532182382707493,-0,-0,-0.010709094115990423
KLB,-0,-0,-0,-0,-0
KLK1,-0,-0,-0,-0,-0
KLK10,0,0,0,0,0
KLK11,0,0,0,0,0
KLK12,-0,-0,-0,-0,-0
KLK13,0,0,0,0,0
KLK14,-0,-0,-0,-0,-0
KLK4,-0,-0,-0,-0,-0
KLK6,0,0,-0,0,0
KLK8,0,0,0,0,0
KLRB1,0,0,0.024058643297448053,0,0
KLRD1,0,0,0,0,0.003225222289848653
KRT18,0.08856368402023108,0.07859536596984996,0.09391486752624176,0.04432288441468772,-0
KRT19,0,0,0,0,0
KRT5,0,0,0,0,0.006852228502395921
KYAT1,0,0,0,0.0038323487621529876,0.025873265438906157
KYNU,0.07586708018373353,0.08471738762909742,0.0413921904845768,0.08544307918883982,-0
L1CAM,-0,-0,-0,-0,-0
LACTB2,0,0,0,0,0.005038498758102379
LAG3,-0,-0,0,-0,-0
LAIR1,0,0,0.03502389023944142,0,0.005688134905632584
LAIR2,0,0,0,0,0
LAMA4,0,0,0,0,0
LAMP2,0.08118054762234507,0.09612583907943371,0,0.10749930592401964,-0
LAMP3,0,0,0,0,0.011031813741487487
LAP3,0,0,0,0,0
LAT,0,0,0,0,0.03965792157428229
LAT2,0.017487416505538016,0.025667503844922387,0,0.0421230084772129,0
LAYN,0,0,0,0,0
LBP,0,-0,0,-0,0
LBR,0.016695856799119616,0.011322364018827108,0.007588918384717825,0.010494894522545086,0.014350538878295379
LDLR,0.32451468298858294,0.360750841705034,0.21455525606776768,0.3857384091187675,-0.6745393306349775
LEFTY2,0,0,-0,0,0
LEP,0.10727033423069937,0.084335638510415,0.15535243838787738,0.04861642952561014,-0
LEPR,-0,-0,-0.06026868585142908,-0,-0.004276278807860062
LGALS1,0.03713942432503751,0.03441160949142829,0.05981689737090773,0.030871088833030632,0
LGALS3,0,0,0,0,0.0018758198874125251
LGALS4,0,0,0.03735638384818986,0,0.011680600149014229
LGALS7_LGALS7B,0,0,0,0,0
LGALS8,0,0,0,0,0.026582593693801275
LGALS9,0.06056218468892255,0.04145688653477855,0.1148533617336161,0.015901203331026702,0
LGMN,0,0,0,0,0.004247214285656235
LHB,0,0,-0,0,0
LHPP,0,0,0,0,0
LIF,0,0,0,0,0
LIFR,0,-0,-0,-0,-0
LILRA2,0,0,0,0,0
LILRA5,0,0,0,0,0
LILRB1,0,0,0,0,0
LILRB2,0,0,0,0,0
LILRB4,0.029738031320844512,0.008558930302692325,0.05859690091948576,0,0.0023905295646482055
LILRB5,0,0,0,0,0
LPCAT2,0,0,0,0,0
LPL,-0.10449159766937093,-0.10089708951706491,-0.10054677156246616,-0.08808634938689118,0
LPO,-0,-0,-0,-0,-0
LRIG1,0,0,0,0,0
LRP1,-0,-0,-0,-0,-0
LRP11,0.008297199631350912,5.154739204413728e-4,0.0013520081195319393,0,0.03964445262984476
LRPAP1,0,0,0,0,0.01917484848478238
LRRC25,0,0,0,0,0
LRRN1,-0,0,-0,0,-0
LSM1,0,0,-0,0,0
LSP1,0.03410242476870594,0.022009318189412985,0.029090226122218524,0.009975055409100915,0
LTA,0,0,0,0,0
LTA4H,0,0,0,0,0
LTBP2,-0,-0,-0,-0,-0
LTBP3,0,0,0,0,0.020685047432533275
LTBR,0,0,0,0,0
LTO1,0,0,0,0,0
LXN,-0,-0,-0,-0,-0
LY6D,0,0,0,0,0
LY75,0,0,0,0,0
LY9,0,0,0,0,0
LY96,0,0,0,0,0
LYAR,0,0,0,0,0
LYN,0,0,0,0,0.020655946333387448
LYPD1,0,0,0,0,0
LYPD3,-0,0,-0,0,-0
LYPD8,0,0,-0,0,0
MAD1L1,0.10436834863417786,0.09148978957435157,0.08048834326045652,0.07037549737376646,-0
MAEA,0,0,0,0,0
MAGED1,0,0,0,0,0
MANF,0,0,0,0,0
MANSC1,-0,-0,-0,-0,-0
MAP2K6,0,0,0,0,0
MAP3K5,0,0,0,0,0
MAP4K5,0,0,0,6.829148891672201e-4,0.02864798305047367
MAPK9,0,0.0029667980679683854,0,0.02077046751644745,0.03026706760159361
MAPT,0,0,-0,0,0
MARCO,0,0,0,0,0.004972304354769253
MASP1,0,0.00990696277799267,0,0.028527832751064058,0.019251451230862828
MATN2,0,0,0,0,0.016133497913314542
MATN3,-0,-0,-0,-0,-0
MAVS,0,0,0,0,0
MAX,0,0,0,0,0.015573282918762942
MB,0,0,0,0,0
MCAM,-0,-0,-0.0402749378305033,-0,-0.013317326741295842
MCFD2,0,0,0,0,0.009219120370869692
MDGA1,0,0,-0,0,0
MDK,0,0,0,0,0
MED18,0,0,0,0,0.011853769135167544
MEGF10,0,0,-0,0,0
MEGF9,0.06051011420473022,0.07696248328060054,0.003533094233178964,0.09442598827057849,-0
MEP1B,0,0,0,0,0
MEPE,0,0,0,0,0
MERTK,0,0,0,0,0
MESD,0,0,0,0,0
MET,-0,-0,-0.03525083968736798,-0,-0.005532815052248938
METAP1,0,0,-0,0,0
METAP1D,0,0,0,0,0
METAP2,0,0,0,0,0.02270835201353654
MFAP3,-0,-0,-0,-0,-0
MFAP5,0.015227260282516333,0.011503802623901473,0.026988531181574456,0.005044211147407667,0.020550524026779423
MFGE8,0.2215765543721013,0.22378653776969465,0.06416897019872671,0.17532761079252182,-0.3068475021063901
MGLL,0,0,0,0,0.009012383941026509
MGMT,0,0,0,0,0
MIA,0,0,0,0,0
MICB_MICA,0,0,0,0,0
MIF,0,0,0,0,0
MILR1,-0,-0,0,-0,-0
MITD1,0,0,0,7.550014434272734e-4,0.026321014560894022
MLN,0.006888295849542576,0.020238083947484137,0,0.04096020407197544,0.006384851295766011
MME,0.06527323332224623,0.07176690005052909,0.0017805893984372196,0.06023521927955556,-0
MMP10,-0,-0,-0,-0.006372531482044971,-0
MMP12,0,0,0,0,0
MMP13,-0,-0,-0,-0,-0
MMP3,-0,-0,-0,-0,-0
MMP7,0,0,0,0,0.007218908336353029
MMP8,0,0,0,0,0
MMP9,0,0,0,0,0
MNDA,0,0,0,0,0
MOG,-0,0,-0,0,-0
MPHOSPH8,0,0,0,0,0.026853871496567802
MPI,0,0,0,0,0.005841869534545065
MPIG6B,0,0,0,0,0.0062234728689354564
MPO,0,0,0,0,2.121002171467817e-4
MRPL46,0,0,0,0,0
MSLN,0,0,0,0,0
MSMB,-0,-0,0,-0,-0
MSR1,0,0,0,0,0.023166098197392827
MSRA,0,0,0,0,0.010714675936023436
MSTN,0,0,0,0,0
MTPN,0,0,-0,0,0
MUC13,0.0068515274497446136,0,0,0,0.04139482947088277
MUC16,0,0,0,0,0
MVK,0.06713939956484417,0.05485255420773867,0.035029974446568087,0.022454705258337555,0
MYO9B,0,0,0,0,0
MYOC,-0,-0,-0,-0,-0
MZB1,0,0,0,-0,0
MZT1,0,0,0,0,0
NAAA,-0,-0,-0,0,-0
NADK,0,0,0,0,0.020746686294988593
NAMPT,0,0,0,0,0
NBL1,0,0,0,0,0
NBN,0,0,0,0,0.0183798330849063
NCAM1,-0,-0,-0,-0,-0
NCAM2,-0,-0,-0.0450063848043313,-0,-0.027177271229054258
NCAN,-0,-0,-0,-0,-0
NCF2,0,0,0,0,0
NCK2,0,0,0,0.013378828297947405,0.033265719140120956
NCLN,-0,-0,-0,-0,-0
NCR1,0,0,0,0,0
NCS1,0,0.014025669349907914,0,0.01920770771722369,0.026839793281620183
NDRG1,0,0,0,0,0
NDUFS6,0,0,0,0,0
NECTIN2,0.001458620533269383,0,0.018031691761998335,0,0.042140849830175325
NECTIN4,0,-0,0,-0,0
NEFL,-0,-0,-0,0,-0
NELL1,-0,0,-0,0,-0
NELL2,-0,0,-0,-0,-0
NFASC,0,0,0,0,0.036390727951896254
NFATC1,0,0.0044303607659528215,0,0.02054339634501126,0.03006624246530358
NFATC3,0,0,0,0,0.016544126482808792
NFKBIE,0,0.0029644393771836564,0,0.012378732642009298,0.04378233467299839
NGF,0,0,-0,0,0
NID1,0,0,0,0,0
NID2,0,0,0,0,0
NINJ1,0,0,-0,0,0
NME3,0,0,-0,0,0
NMNAT1,0,0,0,0,0
NOMO1,0.07244772749848155,0.06878185894351349,0.04662745219352502,0.06291241228940798,-0
NOS1,0,0,0,0,0
NOS3,0.05665047932489946,0.046369343889437115,0.0763760748478828,0.022428931787920874,0
NOTCH1,0,0,0,0,0
NOTCH3,-0.026637612036124986,-0.02906598100568992,-0.05646184824673661,-0.03300264532610694,-0
NPDC1,0.004990061870300145,0,0,0,0.04809478218126902
NPPB,-0,-0,-0,-0,-0
NPPC,0.020475983566146536,0.015901861709391587,0.014870140712025767,0.009681150456551886,0.006363528858169245
NPTN,-0,-0,-0,-0,-0
NPTX1,-0,0,-0,0,0
NPTXR,-0,-0,-0,0,-0
NPY,0.1614352426207365,0.17699872386735396,0.050889164753710525,0.17817834704513494,-0.1838308959084359
NRCAM,0,0,0,0,0
NRP1,-0.011349509671681647,-0.037547276500960874,-0,-0.07267371012602081,-0
NRP2,-0,-0,-0,-0,-0
NRTN,0,0,0,0,0
NSFL1C,0,0,0,0,0.010059119739038266
NT5C3A,0,0,0,0,0
NT5E,0.007717598475103681,0.023304906557313956,0,0.0448302073767706,0
NTF3,-0,0,-0,0,0
NTF4,0,0,0,0,0
NTPROBNP,-0,-0,-0,-0,-0
NTRK2,0,0,0,0,0
NTRK3,-0.003231958663589579,-0,-0.12321542008652649,-0,-0.0285016667330067
NUB1,0,0,0,0,2.9841639913501743e-4
NUCB2,0.010254965113477005,0.009126331845553826,0.0023886353084381635,0.016092822735917344,0.02553685804548506
NUDC,0,0,0,0,0.016437519428699414
NUDT2,0,0,-0,0,0
NUDT5,0,0,0,0.002284891014038056,0.041149890928924286
NXPH1,0,0,-0,0,0
OBP2B,-0,-0,-0,-0,-0
ODAM,-0,0,-0,0,-0
OGFR,0,0,0,0,0.03152810985982957
OGN,0,0,0,0,0
OLR1,0,0,0,0,0
OMD,-0,-0,-0.0023227653271707897,-0,-0.013846397996552568
OMG,-0,-0,-0,-0,-0
OPTC,-0,-0,-0,-0,-0
OSCAR,0,0,0,0,0
OSM,0,0,0.013686199584635643,0,0.008131138690033362
OSMR,0,0,0,0,0
OXT,0.06555778999580457,0.04266941432873893,0.0996416240415489,0.003215898669338806,0
P4HB,0.053455902953739004,0.06870963466763703,0,0.09188849309129941,-0
PADI2,0,0,0,0,0
PADI4,0,0,0,0,0
PAEP,-0,-0,0,-0,-0
PAG1,0.05617841672056807,0.03882528847901036,0.10915884742933514,0.020765379099126006,0
PAK4,0,0.0031218177647501662,0,0.019708502327545098,0.03461560172496827
PAM,0,0,0,0,0
PAMR1,0.05687837796636555,0.07187362086704518,0.05259948214318594,0.09005684590247612,-0
PAPPA,-0,-0,-0,-0,-0
PARK7,0,0,0,0,0
PARP1,0.02146578115850523,0.018341561889576027,0.024359742741629754,0.007487103455954295,0.0018132472433415954
PBLD,0.028731198863456677,0.03663725294990038,0.002469262359991647,0.04065480660641793,0
PCDH1,0,0,0,0,0
PCDH17,0,0,0,-0,0
PCSK9,0.03585088937411479,0.04698364384200492,0,0.05384522861566559,0
PDCD1,0,0,0,0,0
PDCD1LG2,0,-0,0,-0,0
PDCD5,0,0,0,0,0.036482176815895113
PDCD6,-0,-0,-0,-0,-0
PDGFA,0,0,0,0,0.008953161109447718
PDGFB,0,0,0,0,0.026964366777115112
PDGFC,0.014295858553103656,0.022320944368823672,0.011243071771598124,0.039586549765978606,0
PDGFRA,-0,-0,-0,-0,-0
PDGFRB,0,0,0,0,0
PDLIM7,0,0,0,0.012640442709623846,0.0313515297839512
PDP1,0,0,0,0,0
PEAR1,0,0,-0,0,0
PEBP1,0,0,0,0,0.00110785066772688
PECAM1,0,0,0,0,0
PFDN2,0,0,0,0,0
PFKFB2,0,0,0,0,0.0072362227414000885
PGF,0.03109605945996755,0.020891095501815195,0.05700808618689757,0,0
PGLYRP1,0,0,0,0,0
PHOSPHO1,0,0,0,0,0.004759276535613334
PI3,0,0,0,0,0
PIGR,9.680014221929895e-4,0,0,0,0.04409637984940255
PIK3AP1,0,0,0,0,0
PIK3IP1,0,0,0,0,0
PILRA,0,0,0,0,0
PILRB,0,0,0,0,0
PKLR,0,-0,0,-0,-0
PLA2G10,-0.009445561694297071,-0.04815058570061235,-0.0016100529092833498,-0.11709703499951568,-0
PLA2G15,0.0075587654276351,0,0,0,0.03691371425807924
PLA2G1B,-0,-0,-0,-0,-0.0025407307638024446
PLA2G2A,0,0,0,0,0
PLA2G4A,0,0,0,0,0
PLA2G7,0,0.07801165939975388,-0,0.2330287041215205,-0
PLAT,0.1105947389931278,0.11321819517799181,0.11084660607581344,0.10853034459083291,-0.02317838786802094
PLAU,0,0,-0,0,0
PLAUR,0,0,0,0,0
PLIN1,0.04735168940251053,0.05307265676488208,0.02117097747678227,0.053942729437533705,0
PLIN3,0,0,0,0,0
PLPBP,0,0,0,0,0
PLTP,-0.09691530121384671,-0.07509439349754334,-0.2671979612744916,-0.020109077459214236,0
PLXDC1,-0,-0,-0,-0,-0
PLXNA4,0,0.003818353326606122,0,0.021574518328993438,0.03365695340513632
PLXNB2,0,0,0,0,0.020982029697624246
PLXNB3,0,0,0,0,0.024088393726749525
PM20D1,0,0,-0,0,0
PMVK,0,0,0,0,0.00848395557179531
PNLIPRP2,0,0,0,0,0
PNPT1,0,0,0,0,0
PODXL,0,0,-0,0,0
PODXL2,-0,-0,-0,-0,-0
POLR2F,0.02152786011558864,0.009504569669752196,0.030681378976012915,0.003914483474968646,0.0134524385644316
PON2,0.0031953570134034557,0.004862750963160406,0,0.021164360993674997,0.03645002395401469
PON3,-0.1257976962830084,-0.08886171618983711,-0.22096889625393754,-0.004004112413271551,0
PPCDC,0,0,0,0,0
PPIB,0,0,0,0,0.0018917232889647851
PPM1A,0,0,0,0,0
PPME1,0,0,0,0,0
PPP1R12A,0,0,0,0.002302828099775607,0.035525281398796495
PPP1R2,0,0,0,0,0.025190244211664357
PPP1R9B,0,0,0,0,0.037763006040291584
PPP3R1,0,0,0,0.0011260351269056995,0.02625348988472082
PPY,0,1.2085980789434089e-4,0,0,0.04741904975628898
PQBP1,0,0,0,0,0
PRCP,0.07844040263287792,0.07077889191623127,0.07322430501228222,0.05122725512831084,-0
PRDX1,-0,-0,-0,-0,-0
PRDX3,0,0,0,0,0.003832312310614418
PRDX5,0,0,0,0,0
PRDX6,-0,-0,-0,-0,-0
PREB,0,0,0,0,0
PRELP,0,0,0,0,0
PRKAB1,0,0,0,0,0
PRKAR1A,0,0,0,0,0.01479610606121169
PRKCQ,0,0,-0,0,0
PRKRA,0.032805547804337226,0.04207244086521443,1.7919779471619704e-4,0.05349770825039994,0
PRL,-0,-0,-0,-0,-0
PROC,0.04950621188963361,0.09025914202595471,0,0.14836564047285683,-0
PROK1,0,0,0,0,0
PRSS2,0,0,0,0,0.009136333172704547
PRSS27,0,0,-0,0,0
PRSS8,0.09170069501848137,0.0610849844860192,0.11747113800864036,0,-0
PRTFDC1,0,0,0,0,0
PRTG,0,0,-0,0,0
PRTN3,0,0,0,0,0
PSG1,-0,-0,-0,-0,-0
PSIP1,0.013404674795505828,0.010226955634273073,0.0054594368192975706,0.00942649087377796,0.019800351754606482
PSMA1,0,0,0,0,0
PSMD9,0,0,0,0,0
PSME1,0,0,0,0,0.0353227370351533
PSME2,0,0,0.0040286746473554725,0,0
PSMG3,0,0,0.00577162642039227,0,0
PSPN,0,0,0,0,0.016699227360466966
PSRC1,0.05404587564691711,0.058349983904648156,0.003073054461419851,0.05621872503294783,0
PTEN,0,0,0,0,0
PTGDS,0,0,0.023505242875370876,0,0
PTH1R,0,0,0,0,0
PTK7,0,0,0,0,0
PTN,0,0,0,0,0
PTPN1,0,0,0,0,0.003639496664399959
PTPN6,0,0,0,0,0
PTPRF,-0,-0,0,0,-0
PTPRM,0,0,0,0,0
PTPRN2,0,0,0,0,0
PTPRS,-0,-0,0,-0,-0
PTS,0.07177948249417299,0.07160818992951848,0.06057975543833015,0.046988228266279984,-0
PTX3,-0,-0,-0,-0,-0
PVALB,0,0,0,0,0
PVR,0,0,0,0,0.04125799893884932
PXN,0.0060737758605140324,0,0,0,0.040845518943692136
QDPR,0,0.0037109519266539577,0,0.014105059042147436,0.042027382250729384
QPCT,0,0,0,0,0
RAB37,0,0,0,0,0
RAB6A,-0,0,-0.03824694006361004,0,0
RAB6B,0,0,-0,0,0
RABEPK,0,0,0,0,0
RABGAP1L,0,0,0,0,0.004799316047429398
RAD23B,0,0,0,0,0
RANGAP1,-0,-0,-0,-0,-0
RARRES1,0,0,0,0,0
RARRES2,0.15609188067533591,0.14585571402627137,0.1361391202838218,0.12690366266609512,-0.12118587188661832
RASA1,0,0,-0,0,0
RASSF2,0,0,0,0,0.02290420463617732
RBKS,0.005406909849124509,0.00533704279858132,0.009758854431159215,0,0.03880612433437226
RBP2,-0,-0,0,-0,-0
RBP5,0.11886013573348148,0.11119136445610225,0.10915636794573631,0.08154529517496867,-0.019053025424754632
RCOR1,0,0,0,0,0
REG1A,0,-0,0,-0,0
REG1B,0,0,0,-0,0
REG3A,-0,-0,0,-0,-0
REG4,0,0,0,0,0
RELT,0.0019527346222823936,0,0.03436245667898533,0,0.04184349069075618
REN,0,0,0,-0,0
RET,0.03933868632199231,0.04922724332011593,0.009235181826493213,0.044689665198969324,0
RETN,0,0,0,0,0
RGMA,-0,-0,-0,-0,-0
RGMB,0,0,0,0,0
RGS8,0,0,0,0,0
RHOC,0,0,0,0,0
RILP,0,0,0,0,0
RNASE3,0,0,0,0,0
RNASET2,0,0,0.027476942692087256,0,0.023792178308792183
RNF41,0,0,0,0.012856760046650685,0.036496058374821824
ROBO1,0,0,0,0,0
ROBO2,0,0,-0,0,0
ROR1,-0,-0,-0,0,-0
RP2,0,0,0,0,0
RRM2,0.00272632669581809,0,0,0,0.04599710533581399
RRM2B,0,0,0,0,0
RSPO1,0,0,0,0,0
RSPO3,0,0,0,0,0
RTBDN,0,0,-0,0,0
RTN4R,0.05474991390580166,0.04199020386800921,0.16663727571932857,9.363877096015045e-4,0
RUVBL1,-0,-0,-0,-0,-0
RWDD1,0,0,0,0,0.009789608213495792
S100A11,0,0,0,0,0
S100A12,0,0,0,0,0
S100A16,-0,-0,-0,-0,-0
S100A4,0,0,0,0,0.01790259206470994
S100P,0,0,0,0,0
SAMD9L,0,0,0,0,0.015058685398937064
SCAMP3,0,0,0,0,0.04389060703749367
SCARA5,0,0,0,0,0.025766103450712608
SCARB1,0,0,0,0,0
SCARB2,0.021380715998722395,0.0077324577314344745,0.028652145596647256,0,0.01625320461095677
SCARF1,0,0,0,0,0.016622344733419045
SCARF2,-0,-0,-0,-0,-0
SCG2,0,0,0,0,0
SCG3,-0,-0,-0,-0,-0
SCGB1A1,0,0,0,0,0
SCGB3A2,-0,-0,-0.015007785704756627,-0,-0.024712581978900167
SCGN,0,0,0,-0,0
SCLY,0.06661561871577874,0.0691454588504327,0.04071555314375212,0.057235407723614976,-0
SCP2,0,0,0,0,0
SCRN1,0,0,0,0,0
SDC1,0,0,0,0,0
SDC4,0,0,0,0,0
