ontology,pathway_id,pathway_description,module_protein,protein,metabolite_label
GO,GO:0046879,hormone secretion,3,ADIPOQ,Free Cholesterol to Total Lipids in Small VLDL percentage
GO,GO:0046879,hormone secretion,3,ADIPOQ,Triglycerides to Total Lipids in IDL percentage
GO,GO:0046879,hormone secretion,3,ADIPOQ,Cholesteryl Esters to Total Lipids in Very Large VLDL percentage
GO,GO:0046879,hormone secretion,3,ADIPOQ,Concentration of Medium HDL Particles
GO,GO:0046879,hormone secretion,3,ADIPOQ,Phospholipids to Total Lipids in Small VLDL percentage
GO,GO:0046879,hormone secretion,3,ADIPOQ,Free Cholesterol to Total Lipids in Medium VLDL percentage
GO,GO:0046879,hormone secretion,3,ADIPOQ,Cholesteryl Esters to Total Lipids in Large VLDL percentage
GO,GO:0046879,hormone secretion,3,ADIPOQ,Free Cholesterol to Total Lipids in Very Large VLDL percentage
GO,GO:0046879,hormone secretion,3,ADIPOQ,Phospholipids to Total Lipids in Very Large HDL percentage
GO,GO:0046879,hormone secretion,3,ADIPOQ,Cholesterol to Total Lipids in IDL percentage
GO,GO:0046879,hormone secretion,3,ADIPOQ,Valine
GO,GO:0046879,hormone secretion,3,ADIPOQ,Total Lipids in Medium HDL
GO,GO:0046879,hormone secretion,3,ADIPOQ,Triglycerides to Total Lipids in Very Large VLDL percentage
GO,GO:0046879,hormone secretion,3,ADIPOQ,Phospholipids to Total Lipids in Very Small VLDL percentage
GO,GO:0046879,hormone secretion,3,ADIPOQ,Concentration of HDL Particles
GO,GO:0046879,hormone secretion,3,ADIPOQ,Cholesteryl Esters to Total Lipids in IDL percentage
GO,GO:0046879,hormone secretion,3,ADIPOQ,Total Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
GO,GO:0046879,hormone secretion,3,ADIPOQ,Triglycerides to Total Lipids in Small VLDL percentage
GO,GO:0046879,hormone secretion,3,ADIPOQ,Free Cholesterol to Total Lipids in Large HDL percentage
GO,GO:0046879,hormone secretion,3,ADIPOQ,Phospholipids to Total Lipids in Medium VLDL percentage
GO,GO:0046879,hormone secretion,3,ADIPOQ,Phospholipids in Medium HDL
GO,GO:0046879,hormone secretion,3,ADIPOQ,Leucine
GO,GO:0046879,hormone secretion,3,ADIPOQ,Apolipoprotein B to Apolipoprotein A1 ratio
GO,GO:0046879,hormone secretion,3,ADIPOQ,Cholesterol to Total Lipids in Small VLDL percentage
GO,GO:0046879,hormone secretion,3,ADIPOQ,Free Cholesterol to Total Lipids in Small HDL percentage
GO,GO:0046879,hormone secretion,3,ADIPOQ,Average Diameter for LDL Particles
GO,GO:0046879,hormone secretion,3,CD38,Creatinine
GO,GO:0046879,hormone secretion,3,EGFR,Total Esterified Cholesterol
GO,GO:0046879,hormone secretion,3,EGFR,Total Cholesterol
GO,GO:0046879,hormone secretion,3,EGFR,Total Concentration of Lipoprotein Particles
GO,GO:0046879,hormone secretion,3,EGFR,Sphingomyelins
GO,GO:0046879,hormone secretion,3,EGFR,Polyunsaturated Fatty Acids
GO,GO:0046879,hormone secretion,3,EGFR,Total Phospholipids in Lipoprotein Particles
GO,GO:0046879,hormone secretion,3,EGFR,Cholesterol in Large LDL
GO,GO:0046879,hormone secretion,3,EGFR,Free Cholesterol in Large LDL
GO,GO:0046879,hormone secretion,3,EGFR,Total Free Cholesterol
GO,GO:0046879,hormone secretion,3,EGFR,Cholesteryl Esters in Large LDL
GO,GO:0046879,hormone secretion,3,EGFR,Total Lipids in Large LDL
GO,GO:0046879,hormone secretion,3,EGFR,Phospholipids in Large LDL
GO,GO:0046879,hormone secretion,3,EGFR,Free Cholesterol in LDL
GO,GO:0046879,hormone secretion,3,EGFR,LDL Cholesterol
GO,GO:0046879,hormone secretion,3,EGFR,Albumin
GO,GO:0046879,hormone secretion,3,EGFR,Free Cholesterol in IDL
GO,GO:0046879,hormone secretion,3,EGFR,Cholesteryl Esters in LDL
GO,GO:0046879,hormone secretion,3,EGFR,Clinical LDL Cholesterol
GO,GO:0046879,hormone secretion,3,EGFR,Total Lipids in LDL
GO,GO:0046879,hormone secretion,3,EGFR,Free Cholesterol in Medium LDL
GO,GO:0046879,hormone secretion,3,EGFR,Cholesterol in IDL
GO,GO:0046879,hormone secretion,3,EGFR,Phospholipids in LDL
GO,GO:0046879,hormone secretion,3,EGFR,Cholesteryl Esters in IDL
GO,GO:0046879,hormone secretion,3,EGFR,Total Lipids in IDL
GO,GO:0046879,hormone secretion,3,EGFR,Docosahexaenoic Acid
GO,GO:0046879,hormone secretion,3,EGFR,Cholesterol to Total Lipids in Small LDL percentage
GO,GO:0046879,hormone secretion,3,EGFR,Total Cholesterol Minus HDL-C
GO,GO:0046879,hormone secretion,3,FAM3B,Triglycerides in Large HDL
GO,GO:0046879,hormone secretion,3,FGA,Glycoprotein Acetyls
GO,GO:0046879,hormone secretion,3,GCG,Isoleucine
GO,GO:0046879,hormone secretion,3,GCG,Total Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides to Total Lipids in Small LDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Valine
GO,GO:0046879,hormone secretion,3,GCG,Free Cholesterol to Total Lipids in Very Small VLDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides in HDL
GO,GO:0046879,hormone secretion,3,GCG,Cholesteryl Esters to Total Lipids in Medium VLDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Monounsaturated Fatty Acids to Total Fatty Acids percentage
GO,GO:0046879,hormone secretion,3,GCG,Cholesteryl Esters to Total Lipids in Medium HDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides in Small HDL
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides in Medium HDL
GO,GO:0046879,hormone secretion,3,GCG,Free Cholesterol to Total Lipids in Small VLDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Free Cholesterol to Total Lipids in Large LDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Leucine
GO,GO:0046879,hormone secretion,3,GCG,Cholesterol to Total Lipids in Medium VLDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Free Cholesterol to Total Lipids in Small LDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Phospholipids to Total Lipids in Small VLDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides to Total Lipids in Small HDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Free Cholesterol to Total Lipids in IDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides in Small VLDL
GO,GO:0046879,hormone secretion,3,GCG,Total Triglycerides
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides to Total Lipids in Small VLDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Free Cholesterol to Total Lipids in Medium LDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Cholesterol to Total Lipids in Small HDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Concentration of Chylomicrons and Extremely Large VLDL Particles
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides in Very Large VLDL
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides to Total Lipids in Medium HDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Phospholipids in Chylomicrons and Extremely Large VLDL
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides in Small LDL
GO,GO:0046879,hormone secretion,3,GCG,Cholesterol to Total Lipids in Medium HDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides in VLDL
GO,GO:0046879,hormone secretion,3,GCG,Total Lipids in Chylomicrons and Extremely Large VLDL
GO,GO:0046879,hormone secretion,3,GCG,Cholesterol to Total Lipids in Small VLDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides in Chylomicrons and Extremely Large VLDL
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides to Total Lipids in Very Small VLDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides to Total Lipids in Medium VLDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Free Cholesterol in Chylomicrons and Extremely Large VLDL
GO,GO:0046879,hormone secretion,3,GCG,Monounsaturated Fatty Acids
GO,GO:0046879,hormone secretion,3,GCG,Cholesteryl Esters to Total Lipids in Small HDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Cholesteryl Esters to Total Lipids in Very Large VLDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Cholesterol to Total Lipids in Very Large VLDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Total Lipids in Very Large VLDL
GO,GO:0046879,hormone secretion,3,GCG,Cholesterol in Chylomicrons and Extremely Large VLDL
GO,GO:0046879,hormone secretion,3,GCG,Cholesterol to Total Lipids in Very Small VLDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Free Cholesterol to Total Lipids in Medium VLDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides in Very Small VLDL
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides in Large VLDL
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides in Very Large HDL
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides to Total Lipids in IDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides to Total Lipids in Medium LDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides to Total Lipids in Large HDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides to Total Lipids in Very Large VLDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Tyrosine
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides to Total Lipids in Large LDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Cholesteryl Esters to Total Lipids in Small VLDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Cholesteryl Esters to Total Lipids in Large VLDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Triglycerides in Large HDL
GO,GO:0046879,hormone secretion,3,GCG,Cholesterol to Total Lipids in IDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Free Cholesterol to Total Lipids in Very Large VLDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Cholesteryl Esters to Total Lipids in Very Large HDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Phenylalanine
GO,GO:0046879,hormone secretion,3,GCG,Phospholipids to Total Lipids in Medium VLDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Cholesterol to Total Lipids in Medium LDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Cholesterol to Total Lipids in Large VLDL percentage
GO,GO:0046879,hormone secretion,3,GCG,Alanine
GO,GO:0046879,hormone secretion,3,IL1RN,Monounsaturated Fatty Acids to Total Fatty Acids percentage
GO,GO:0046879,hormone secretion,3,IL1RN,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
GO,GO:0046879,hormone secretion,3,IL1RN,Phospholipids to Total Lipids in Medium HDL percentage
GO,GO:0046879,hormone secretion,3,IL1RN,Cholesteryl Esters in Large HDL
GO,GO:0046879,hormone secretion,3,IL1RN,Glycoprotein Acetyls
GO,GO:0046879,hormone secretion,3,IL1RN,Cholesterol in Large HDL
GO,GO:0046879,hormone secretion,3,IL1RN,Cholesterol to Total Lipids in Medium HDL percentage
GO,GO:0046879,hormone secretion,3,IL1RN,Triglycerides to Total Lipids in Small HDL percentage
GO,GO:0046879,hormone secretion,3,IL1RN,Triglycerides to Phosphoglycerides ratio
GO,GO:0046879,hormone secretion,3,IL1RN,Polyunsaturated Fatty Acids to Total Fatty Acids percentage
GO,GO:0046879,hormone secretion,3,IL1RN,Concentration of Large HDL Particles
GO,GO:0046879,hormone secretion,3,IL1RN,Cholesteryl Esters to Total Lipids in Large HDL percentage
GO,GO:0046879,hormone secretion,3,IL1RN,Cholesteryl Esters in Very Large HDL
GO,GO:0046879,hormone secretion,3,IL1RN,Total Lipids in Large HDL
GO,GO:0046879,hormone secretion,3,IL1RN,Cholesterol to Total Lipids in Large HDL percentage
GO,GO:0046879,hormone secretion,3,IL1RN,Free Cholesterol in Large HDL
GO,GO:0046879,hormone secretion,3,IL1RN,Cholesteryl Esters in HDL
GO,GO:0046879,hormone secretion,3,IL1RN,Free Cholesterol to Total Lipids in Large LDL percentage
GO,GO:0046879,hormone secretion,3,IL1RN,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage
GO,GO:0046879,hormone secretion,3,IL1RN,Cholesterol in Very Large HDL
GO,GO:0046879,hormone secretion,3,IL1RN,Average Diameter for HDL Particles
GO,GO:0046879,hormone secretion,3,IL1RN,HDL Cholesterol
GO,GO:0046879,hormone secretion,3,IL1RN,Cholesteryl Esters to Total Lipids in Medium HDL percentage
GO,GO:0046879,hormone secretion,3,IL1RN,Triglycerides to Total Lipids in Medium HDL percentage
GO,GO:0046879,hormone secretion,3,IL1RN,Free Cholesterol to Total Lipids in Medium LDL percentage
GO,GO:0046879,hormone secretion,3,IL1RN,Phospholipids in Large HDL
GO,GO:0046879,hormone secretion,3,IL1RN,Free Cholesterol to Total Lipids in Medium HDL percentage
GO,GO:0046879,hormone secretion,3,IL1RN,Cholesterol to Total Lipids in Very Small VLDL percentage
GO,GO:0046879,hormone secretion,3,IL1RN,Total Lipids in Very Large HDL
GO,GO:0046879,hormone secretion,3,IL1RN,Phospholipids in Very Large HDL
GO,GO:0046879,hormone secretion,3,IL1RN,Triglycerides to Total Lipids in IDL percentage
GO,GO:0046879,hormone secretion,3,IL1RN,Cholesterol to Total Lipids in Large LDL percentage
GO,GO:0046879,hormone secretion,3,IL1RN,Concentration of Very Large HDL Particles
GO,GO:0046879,hormone secretion,3,IL1RN,Cholesteryl Esters to Total Lipids in Medium VLDL percentage
GO,GO:0046879,hormone secretion,3,IL1RN,Triglycerides to Total Lipids in Large LDL percentage
GO,GO:0046879,hormone secretion,3,IL1RN,Triglycerides to Total Lipids in Very Small VLDL percentage
