metabolite,metabolite_label,module_protein,k,K,n,p_fisher,q_fisher
fid_23406,HDL Cholesterol,2,2,223,24,0.6757213850020141,0.9999989535495869
fid_23416,Cholesteryl Esters in VLDL,1,2,765,25,0.9992806427905205,0.9999989535495869
fid_23418,Cholesteryl Esters in HDL,2,2,223,24,0.6757213850020141,0.9999989535495869
fid_23441,Apolipoprotein B to Apolipoprotein A1 ratio,1,2,765,23,0.9985345110786308,0.9999989535495869
fid_23461,Glutamine,3,2,1099,7,0.9105158904173949,0.9999989535495869
fid_23471,Lactate,3,2,1099,25,0.9999964877905112,0.9999989535495869
fid_23472,Pyruvate,3,2,1099,14,0.9979264130611738,0.9999989535495869
fid_23512,Cholesterol in Small VLDL,1,2,765,25,0.9992806427905205,0.9999989535495869
fid_23513,Cholesteryl Esters in Small VLDL,1,2,765,25,0.9992806427905205,0.9999989535495869
fid_23518,Phospholipids in Very Small VLDL,1,2,765,24,0.9989723924740235,0.9999989535495869
fid_23568,Cholesterol in Medium HDL,2,2,223,23,0.6524652107095466,0.9999989535495869
fid_23569,Cholesteryl Esters in Medium HDL,2,2,223,23,0.6524652107095466,0.9999989535495869
fid_23589,Phospholipids to Total Lipids in Large VLDL percentage,1,2,765,25,0.9992806427905205,0.9999989535495869
fid_23624,Phospholipids to Total Lipids in Small LDL percentage,1,2,765,25,0.9992806427905205,0.9999989535495869
fid_23639,Phospholipids to Total Lipids in Medium HDL percentage,2,2,223,25,0.6977016712861122,0.9999989535495869
fid_23640,Cholesterol to Total Lipids in Medium HDL percentage,1,2,765,25,0.9992806427905205,0.9999989535495869
fid_23640,Cholesterol to Total Lipids in Medium HDL percentage,2,2,223,25,0.6977016712861122,0.9999989535495869
fid_23401,Total Cholesterol Minus HDL-C,1,1,765,23,0.999879104996944,0.9999989535495869
fid_23402,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)",1,1,765,25,0.999945105800967,0.9999989535495869
fid_23404,Clinical LDL Cholesterol,1,1,765,16,0.9980959434624332,0.9999989535495869
fid_23405,LDL Cholesterol,1,1,765,20,0.9996054882176317,0.9999989535495869
fid_23406,HDL Cholesterol,1,1,765,24,0.9999185272805492,0.9999989535495869
fid_23407,Total Triglycerides,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23408,Triglycerides in VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23409,Triglycerides in LDL,1,1,765,24,0.9999185272805492,0.9999989535495869
fid_23410,Triglycerides in HDL,1,1,765,24,0.9999185272805492,0.9999989535495869
fid_23412,Phospholipids in VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23413,Phospholipids in LDL,1,1,765,21,0.9997339690662957,0.9999989535495869
fid_23414,Phospholipids in HDL,1,1,765,23,0.999879104996944,0.9999989535495869
fid_23414,Phospholipids in HDL,2,1,223,23,0.8982264039083244,0.9999989535495869
fid_23415,Total Esterified Cholesterol,2,1,223,23,0.8982264039083244,0.9999989535495869
fid_23417,Cholesteryl Esters in LDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23418,Cholesteryl Esters in HDL,1,1,765,24,0.9999185272805492,0.9999989535495869
fid_23419,Total Free Cholesterol,1,1,765,22,0.9998206443917999,0.9999989535495869
fid_23420,Free Cholesterol in VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23421,Free Cholesterol in LDL,1,1,765,13,0.9938132681237166,0.9999989535495869
fid_23422,Free Cholesterol in HDL,1,1,765,24,0.9999185272805492,0.9999989535495869
fid_23422,Free Cholesterol in HDL,2,1,223,24,0.9079005351651205,0.9999989535495869
fid_23424,Total Lipids in VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23425,Total Lipids in LDL,1,1,765,23,0.999879104996944,0.9999989535495869
fid_23426,Total Lipids in HDL,1,1,765,24,0.9999185272805492,0.9999989535495869
fid_23426,Total Lipids in HDL,2,1,223,24,0.9079005351651205,0.9999989535495869
fid_23427,Total Concentration of Lipoprotein Particles,1,1,765,23,0.999879104996944,0.9999989535495869
fid_23427,Total Concentration of Lipoprotein Particles,2,1,223,23,0.8982264039083244,0.9999989535495869
fid_23428,Concentration of VLDL Particles,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23429,Concentration of LDL Particles,1,1,765,23,0.999879104996944,0.9999989535495869
fid_23430,Concentration of HDL Particles,1,1,765,23,0.999879104996944,0.9999989535495869
fid_23430,Concentration of HDL Particles,2,1,223,23,0.8982264039083244,0.9999989535495869
fid_23431,Average Diameter for VLDL Particles,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23433,Average Diameter for HDL Particles,2,1,223,25,0.9166588211600792,0.9999989535495869
fid_23435,Triglycerides to Phosphoglycerides ratio,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23436,Total Cholines,2,1,223,24,0.9079005351651205,0.9999989535495869
fid_23437,Phosphatidylcholines,2,1,223,24,0.9079005351651205,0.9999989535495869
fid_23438,Sphingomyelins,2,1,223,20,0.8627056667867649,0.9999989535495869
fid_23439,Apolipoprotein B,1,1,765,24,0.9999185272805492,0.9999989535495869
fid_23440,Apolipoprotein A1,1,1,765,23,0.999879104996944,0.9999989535495869
fid_23440,Apolipoprotein A1,2,1,223,23,0.8982264039083244,0.9999989535495869
fid_23442,Total Fatty Acids,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23443,Degree of Unsaturation,2,1,223,25,0.9166588211600792,0.9999989535495869
fid_23445,Omega-6 Fatty Acids,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23447,Monounsaturated Fatty Acids,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23448,Saturated Fatty Acids,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23449,Linoleic Acid,1,1,765,21,0.9997339690662957,0.9999989535495869
fid_23453,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23457,Docosahexaenoic Acid to Total Fatty Acids percentage,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23457,Docosahexaenoic Acid to Total Fatty Acids percentage,2,1,223,25,0.9166588211600792,0.9999989535495869
fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23480,Glycoprotein Acetyls,1,1,765,35,0.9999989535495869,0.9999989535495869
fid_23481,Concentration of Chylomicrons and Extremely Large VLDL Particles,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23482,Total Lipids in Chylomicrons and Extremely Large VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23483,Phospholipids in Chylomicrons and Extremely Large VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23484,Cholesterol in Chylomicrons and Extremely Large VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23485,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23486,Free Cholesterol in Chylomicrons and Extremely Large VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23487,Triglycerides in Chylomicrons and Extremely Large VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23488,Concentration of Very Large VLDL Particles,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23489,Total Lipids in Very Large VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23490,Phospholipids in Very Large VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23491,Cholesterol in Very Large VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23492,Cholesteryl Esters in Very Large VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23493,Free Cholesterol in Very Large VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23494,Triglycerides in Very Large VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23495,Concentration of Large VLDL Particles,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23496,Total Lipids in Large VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23497,Phospholipids in Large VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23498,Cholesterol in Large VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23499,Cholesteryl Esters in Large VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23500,Free Cholesterol in Large VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23501,Triglycerides in Large VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23502,Concentration of Medium VLDL Particles,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23503,Total Lipids in Medium VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23504,Phospholipids in Medium VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23505,Cholesterol in Medium VLDL,1,1,765,15,0.9971792642608985,0.9999989535495869
fid_23506,Cholesteryl Esters in Medium VLDL,1,1,765,12,0.9908403724670853,0.9999989535495869
fid_23507,Free Cholesterol in Medium VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23508,Triglycerides in Medium VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23509,Concentration of Small VLDL Particles,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23510,Total Lipids in Small VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23511,Phospholipids in Small VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23514,Free Cholesterol in Small VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23515,Triglycerides in Small VLDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23519,Cholesterol in Very Small VLDL,1,1,765,9,0.9703109173835627,0.9999989535495869
fid_23520,Cholesteryl Esters in Very Small VLDL,1,1,765,9,0.9703109173835627,0.9999989535495869
fid_23521,Free Cholesterol in Very Small VLDL,1,1,765,19,0.9994150771680975,0.9999989535495869
fid_23522,Triglycerides in Very Small VLDL,1,1,765,24,0.9999185272805492,0.9999989535495869
fid_23523,Concentration of IDL Particles,1,1,765,10,0.9799347089943993,0.9999989535495869
fid_23524,Total Lipids in IDL,1,1,765,13,0.9938132681237166,0.9999989535495869
fid_23525,Phospholipids in IDL,1,1,765,11,0.9864416812789625,0.9999989535495869
fid_23526,Cholesterol in IDL,1,1,765,15,0.9971792642608985,0.9999989535495869
fid_23527,Cholesteryl Esters in IDL,1,1,765,15,0.9971792642608985,0.9999989535495869
fid_23528,Free Cholesterol in IDL,1,1,765,15,0.9971792642608985,0.9999989535495869
fid_23529,Triglycerides in IDL,1,1,765,24,0.9999185272805492,0.9999989535495869
fid_23530,Concentration of Large LDL Particles,1,1,765,17,0.9987149843681871,0.9999989535495869
fid_23531,Total Lipids in Large LDL,1,1,765,17,0.9987149843681871,0.9999989535495869
fid_23532,Phospholipids in Large LDL,1,1,765,17,0.9987149843681871,0.9999989535495869
fid_23533,Cholesterol in Large LDL,1,1,765,17,0.9987149843681871,0.9999989535495869
fid_23534,Cholesteryl Esters in Large LDL,1,1,765,18,0.9991329422586364,0.9999989535495869
fid_23535,Free Cholesterol in Large LDL,1,1,765,16,0.9980959434624332,0.9999989535495869
fid_23536,Triglycerides in Large LDL,1,1,765,24,0.9999185272805492,0.9999989535495869
fid_23537,Concentration of Medium LDL Particles,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23538,Total Lipids in Medium LDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23539,Phospholipids in Medium LDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23540,Cholesterol in Medium LDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23542,Free Cholesterol in Medium LDL,1,1,765,16,0.9980959434624332,0.9999989535495869
fid_23543,Triglycerides in Medium LDL,1,1,765,24,0.9999185272805492,0.9999989535495869
fid_23544,Concentration of Small LDL Particles,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23545,Total Lipids in Small LDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23546,Phospholipids in Small LDL,1,1,765,15,0.9971792642608985,0.9999989535495869
fid_23547,Cholesterol in Small LDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23548,Cholesteryl Esters in Small LDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23549,Free Cholesterol in Small LDL,1,1,765,9,0.9703109173835627,0.9999989535495869
fid_23550,Triglycerides in Small LDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23551,Concentration of Very Large HDL Particles,2,1,223,25,0.9166588211600792,0.9999989535495869
fid_23555,Cholesteryl Esters in Very Large HDL,2,1,223,25,0.9166588211600792,0.9999989535495869
fid_23558,Concentration of Large HDL Particles,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23558,Concentration of Large HDL Particles,2,1,223,25,0.9166588211600792,0.9999989535495869
fid_23559,Total Lipids in Large HDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23559,Total Lipids in Large HDL,2,1,223,25,0.9166588211600792,0.9999989535495869
fid_23560,Phospholipids in Large HDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23560,Phospholipids in Large HDL,2,1,223,25,0.9166588211600792,0.9999989535495869
fid_23561,Cholesterol in Large HDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23561,Cholesterol in Large HDL,2,1,223,25,0.9166588211600792,0.9999989535495869
fid_23562,Cholesteryl Esters in Large HDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23562,Cholesteryl Esters in Large HDL,2,1,223,25,0.9166588211600792,0.9999989535495869
fid_23563,Free Cholesterol in Large HDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23563,Free Cholesterol in Large HDL,2,1,223,25,0.9166588211600792,0.9999989535495869
fid_23564,Triglycerides in Large HDL,1,1,765,24,0.9999185272805492,0.9999989535495869
fid_23565,Concentration of Medium HDL Particles,1,1,765,23,0.999879104996944,0.9999989535495869
fid_23565,Concentration of Medium HDL Particles,2,1,223,23,0.8982264039083244,0.9999989535495869
fid_23566,Total Lipids in Medium HDL,1,1,765,23,0.999879104996944,0.9999989535495869
fid_23566,Total Lipids in Medium HDL,2,1,223,23,0.8982264039083244,0.9999989535495869
fid_23567,Phospholipids in Medium HDL,1,1,765,23,0.999879104996944,0.9999989535495869
fid_23567,Phospholipids in Medium HDL,2,1,223,23,0.8982264039083244,0.9999989535495869
fid_23568,Cholesterol in Medium HDL,1,1,765,23,0.999879104996944,0.9999989535495869
fid_23569,Cholesteryl Esters in Medium HDL,1,1,765,23,0.999879104996944,0.9999989535495869
fid_23570,Free Cholesterol in Medium HDL,1,1,765,23,0.999879104996944,0.9999989535495869
fid_23570,Free Cholesterol in Medium HDL,2,1,223,23,0.8982264039083244,0.9999989535495869
fid_23571,Triglycerides in Medium HDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23578,Triglycerides in Small HDL,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23592,Free Cholesterol to Total Lipids in Large VLDL percentage,1,1,765,5,0.8579893842329257,0.9999989535495869
fid_23593,Triglycerides to Total Lipids in Large VLDL percentage,1,1,765,4,0.7900905585692933,0.9999989535495869
fid_23604,Phospholipids to Total Lipids in Very Small VLDL percentage,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23604,Phospholipids to Total Lipids in Very Small VLDL percentage,2,1,223,25,0.9166588211600792,0.9999989535495869
fid_23611,Cholesteryl Esters to Total Lipids in IDL percentage,2,1,223,25,0.9166588211600792,0.9999989535495869
fid_23615,Cholesterol to Total Lipids in Large LDL percentage,2,1,223,25,0.9166588211600792,0.9999989535495869
fid_23621,Cholesteryl Esters to Total Lipids in Medium LDL percentage,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23622,Free Cholesterol to Total Lipids in Medium LDL percentage,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23626,Cholesteryl Esters to Total Lipids in Small LDL percentage,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23627,Free Cholesterol to Total Lipids in Small LDL percentage,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23627,Free Cholesterol to Total Lipids in Small LDL percentage,2,1,223,25,0.9166588211600792,0.9999989535495869
fid_23628,Triglycerides to Total Lipids in Small LDL percentage,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23632,Free Cholesterol to Total Lipids in Very Large HDL percentage,2,1,223,25,0.9166588211600792,0.9999989535495869
fid_23633,Triglycerides to Total Lipids in Very Large HDL percentage,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23638,Triglycerides to Total Lipids in Large HDL percentage,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23639,Phospholipids to Total Lipids in Medium HDL percentage,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23641,Cholesteryl Esters to Total Lipids in Medium HDL percentage,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23641,Cholesteryl Esters to Total Lipids in Medium HDL percentage,2,1,223,25,0.9166588211600792,0.9999989535495869
fid_23642,Free Cholesterol to Total Lipids in Medium HDL percentage,1,1,765,24,0.9999185272805492,0.9999989535495869
fid_23642,Free Cholesterol to Total Lipids in Medium HDL percentage,2,1,223,24,0.9079005351651205,0.9999989535495869
fid_23643,Triglycerides to Total Lipids in Medium HDL percentage,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23643,Triglycerides to Total Lipids in Medium HDL percentage,2,1,223,25,0.9166588211600792,0.9999989535495869
fid_23645,Cholesterol to Total Lipids in Small HDL percentage,1,1,765,24,0.9999185272805492,0.9999989535495869
fid_23645,Cholesterol to Total Lipids in Small HDL percentage,2,1,223,24,0.9079005351651205,0.9999989535495869
fid_23646,Cholesteryl Esters to Total Lipids in Small HDL percentage,1,1,765,24,0.9999185272805492,0.9999989535495869
fid_23646,Cholesteryl Esters to Total Lipids in Small HDL percentage,2,1,223,24,0.9079005351651205,0.9999989535495869
fid_23647,Free Cholesterol to Total Lipids in Small HDL percentage,2,1,223,25,0.9166588211600792,0.9999989535495869
fid_23648,Triglycerides to Total Lipids in Small HDL percentage,1,1,765,25,0.999945105800967,0.9999989535495869
fid_23648,Triglycerides to Total Lipids in Small HDL percentage,2,1,223,25,0.9166588211600792,0.9999989535495869
