protein,metabolite,metabolite_label,r,q,r_s,q_s,sign,abs_r
PPM1F,fid_23461,Glutamine,-0.13279933170042382,2.695858623887447e-40,-0.12698119357904522,5.769395987231388e-37,-,0.13279933170042382
PPM1F,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.12801486051740518,1.6152698980244634e-37,-0.12475320358137662,1.0204464616486469e-35,-,0.12801486051740518
PPME1,fid_23461,Glutamine,-0.17446323543482148,5.184580787414005e-69,-0.16920284632204327,5.647229996247505e-65,-,0.17446323543482148
PPME1,fid_23471,Lactate,0.16722879607041422,1.9583871065391225e-63,0.16358974682342295,9.123708359128619e-61,+,0.16722879607041422
PPME1,fid_23470,Glucose,-0.10186158836246466,3.548262245465321e-24,-0.1605533558210859,1.4931180875098144e-58,-,0.10186158836246466
PPME1,fid_23443,Degree of Unsaturation,-0.10123720727345296,6.772552561172357e-24,-0.09658280037299996,6.9485301183673655e-22,-,0.10123720727345296
PPP1CC,fid_23471,Lactate,0.22162990267017016,1.115895393132742e-111,0.2097094542598224,6.723265269671344e-100,+,0.22162990267017016
PPP1CC,fid_23480,Glycoprotein Acetyls,0.2196785242838642,1.0816104131332244e-109,0.21542007063593585,1.7773849554603007e-105,+,0.2196785242838642
PPP1CC,fid_23624,Phospholipids to Total Lipids in Small LDL percentage,-0.174293963249321,7.049260930910728e-69,-0.16896262443577142,8.612408036839121e-65,-,0.174293963249321
PPP1CC,fid_23447,Monounsaturated Fatty Acids,0.17392570047716557,1.3741542544981174e-68,0.17048475729319912,5.881840223179062e-66,+,0.17392570047716557
PPP1CC,fid_23448,Saturated Fatty Acids,0.17004414906794568,1.4190266300354698e-65,0.16370777536198575,7.469214917971063e-61,+,0.17004414906794568
PPP1R12A,fid_23480,Glycoprotein Acetyls,0.26481753316758183,1.0752371676201851e-160,0.25531258532539847,3.986445644132561e-149,+,0.26481753316758183
PPP1R12A,fid_23471,Lactate,0.21857450335941744,1.4093509076978588e-108,0.2053995102643848,8.501782739604546e-96,+,0.21857450335941744
PPP1R12A,fid_23578,Triglycerides in Small HDL,0.19891801088513303,9.398195867607065e-90,0.18592874494329237,2.0419704583642012e-78,+,0.19891801088513303
PPP1R12A,fid_23447,Monounsaturated Fatty Acids,0.1980933469401301,5.258630385832254e-89,0.18648475629015904,6.916015924782509e-79,+,0.1980933469401301
PPP1R12A,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.1901864229763992,5.1977405111383007e-82,-0.17954428426957988,3.994159760298726e-73,-,0.1901864229763992
PPP1R12B,fid_23471,Lactate,0.10695592371820122,1.559753257496745e-26,0.13194645489531948,7.916934903954986e-40,+,0.10695592371820122
PPP1R14A,fid_23471,Lactate,0.21316676509109345,3.3269284034390344e-103,0.23111368232567417,1.1602576756296222e-121,+,0.21316676509109345
PPP1R14A,fid_23480,Glycoprotein Acetyls,0.21111604067255943,3.320251464083179e-101,0.2324469220965603,4.276533194344163e-123,+,0.21111604067255943
PPP1R14A,fid_23447,Monounsaturated Fatty Acids,0.15945162706626334,1.0158419425906594e-57,0.1795172690068825,4.201409711227904e-73,+,0.15945162706626334
PPP1R14A,fid_23448,Saturated Fatty Acids,0.15618764239244814,2.0924510195022736e-55,0.16790925155519917,5.432480356310109e-64,+,0.15618764239244814
PPP1R14A,fid_23578,Triglycerides in Small HDL,0.1549075152852523,1.6377847047966568e-54,0.17348099178636833,2.767501144841289e-68,+,0.1549075152852523
PPP1R2,fid_23471,Lactate,0.26302225725658873,1.8458718736163346e-158,0.25044360764032175,2.3620386074555507e-143,+,0.26302225725658873
PPP1R2,fid_23480,Glycoprotein Acetyls,0.2334901535123265,3.5880242546076035e-124,0.2300201613414402,1.7105450137718486e-120,+,0.2334901535123265
PPP1R2,fid_23578,Triglycerides in Small HDL,0.1752764846686779,1.1802728573696766e-69,0.1690665568341222,7.176299313406264e-65,+,0.1752764846686779
PPP1R2,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.17513526179955324,1.5271209632149995e-69,-0.16618643030860542,1.0767162075392763e-62,-,0.17513526179955324
PPP1R2,fid_23447,Monounsaturated Fatty Acids,0.17427258642457966,7.328979212482251e-69,0.17024575526073715,8.981219700450094e-66,+,0.17427258642457966
PPP1R9B,fid_23480,Glycoprotein Acetyls,0.22680367563396572,4.873126822408951e-117,0.22516556356197084,2.221591448301921e-115,+,0.22680367563396572
PPP1R9B,fid_23578,Triglycerides in Small HDL,0.1825360635226939,1.5540816533693396e-75,0.1768555636439056,5.88859746241078e-71,+,0.1825360635226939
PPP1R9B,fid_23447,Monounsaturated Fatty Acids,0.1818784365487388,5.429575348254887e-75,0.17276477742076154,1.005606994134999e-67,+,0.1818784365487388
PPP1R9B,fid_23550,Triglycerides in Small LDL,0.17600215669547267,3.12824614569116e-70,0.1691808535819121,5.869877344317738e-65,+,0.17600215669547267
PPP1R9B,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.17459645745865057,4.0689186572395945e-69,-0.1673109929925944,1.537997024692638e-63,-,0.17459645745865057
PPP2R5A,fid_23480,Glycoprotein Acetyls,0.1986408739591627,1.6781133604423768e-89,0.19275366477218936,2.705790895889554e-84,+,0.1986408739591627
PPP2R5A,fid_23471,Lactate,0.19770786892951364,1.1717768158982717e-88,0.18517873955058492,8.74447307854815e-78,+,0.19770786892951364
PPP2R5A,fid_23562,Cholesteryl Esters in Large HDL,-0.12553024192990395,4.066008523808328e-36,-0.11830853253352326,3.091788625417329e-32,-,0.12553024192990395
PPP2R5A,fid_23561,Cholesterol in Large HDL,-0.1231520941533092,8.383257886533442e-35,-0.11531748757040489,1.1004261127175528e-30,-,0.1231520941533092
PPP2R5A,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.12315191256241892,8.385126769971204e-35,-0.11888346783251871,1.538942522207999e-32,-,0.12315191256241892
PPP3R1,fid_23480,Glycoprotein Acetyls,0.2478124943681356,3.1731337103732705e-140,0.24570990836493095,7.389584233855514e-138,+,0.2478124943681356
PPP3R1,fid_23624,Phospholipids to Total Lipids in Small LDL percentage,-0.18154439745671125,1.0220272867266366e-74,-0.17980162307382944,2.4674965169418716e-73,-,0.18154439745671125
PPP3R1,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.17610004513521424,2.613998365818263e-70,-0.17688256784583337,5.602355761304521e-71,-,0.17610004513521424
PPP3R1,fid_23447,Monounsaturated Fatty Acids,0.1753852459766935,9.674226534152992e-70,0.17707960259891842,3.895577849016677e-71,+,0.1753852459766935
PPP3R1,fid_23626,Cholesteryl Esters to Total Lipids in Small LDL percentage,0.1726463676081189,1.3791838016959704e-67,0.1723623714595779,2.0718990818408282e-67,+,0.1726463676081189
PPY,fid_23465,Isoleucine,0.3360556539662244,3.7668158015267214e-264,0.311196333173281,8.657093361589517e-225,+,0.3360556539662244
PPY,fid_23464,Total Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine),0.3149564312138615,2.0434225510479766e-230,0.28762216903784454,1.0135097206980194e-190,+,0.3149564312138615
PPY,fid_23466,Leucine,0.3012386892699312,6.521148330203322e-210,0.26550348599785256,1.2570656417226102e-161,+,0.3012386892699312
PPY,fid_23467,Valine,0.2896377933182005,2.022537635456721e-193,0.26805485389322103,7.638825401372584e-165,+,0.2896377933182005
PPY,fid_23469,Tyrosine,0.23277278219775124,2.138886977253187e-123,0.2191331512538225,3.424563831033439e-109,+,0.23277278219775124
PQBP1,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.16175324451988402,2.214362934618997e-59,-0.20496687482172177,2.167944872646697e-95,-,0.16175324451988402
PQBP1,fid_23453,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,-0.15661900898285372,1.0417722167578734e-55,-0.19884619645253299,9.782690226929122e-90,-,0.15661900898285372
PQBP1,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,0.15533226880347276,8.293998852923429e-55,0.19581062152898804,5.307932296837461e-87,+,0.15533226880347276
PQBP1,fid_23435,Triglycerides to Phosphoglycerides ratio,0.15263084293648743,6.07287761111029e-53,0.1953345291927884,1.4111377755999006e-86,+,0.15263084293648743
PQBP1,fid_23640,Cholesterol to Total Lipids in Medium HDL percentage,-0.1501683529849868,2.8414601226033113e-51,-0.19243155280815016,5.1860060740487945e-84,-,0.1501683529849868
PRAP1,fid_23454,Monounsaturated Fatty Acids to Total Fatty Acids percentage,0.5011141223631324,0,0.5018445874279795,0,+,0.5011141223631324
PRAP1,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.4983360262117884,0,-0.5039657373798246,0,-,0.4983360262117884
PRAP1,fid_23636,Cholesteryl Esters to Total Lipids in Large HDL percentage,-0.4694639547482894,0,-0.4951804114088359,0,-,0.4694639547482894
PRAP1,fid_23635,Cholesterol to Total Lipids in Large HDL percentage,-0.4606499337323482,0,-0.4951614162062357,0,-,0.4606499337323482
PRAP1,fid_23617,Free Cholesterol to Total Lipids in Large LDL percentage,-0.4598866919257442,0,-0.4533619452552024,0,-,0.4598866919257442
PRCP,fid_23636,Cholesteryl Esters to Total Lipids in Large HDL percentage,-0.32650719747210233,1.5232493682769799e-248,-0.34804792162299125,1.1200440109085146e-284,-,0.32650719747210233
PRCP,fid_23458,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio,-0.3229440930414414,7.28848489142231e-243,-0.3344366305354624,1.3813109800799687e-261,-,0.3229440930414414
PRCP,fid_23453,Polyunsaturated Fatty Acids to Total Fatty Acids percentage,-0.3211465640016035,4.95684223843046e-240,-0.32806673048784596,3.607494191834159e-251,-,0.3211465640016035
