name,type,degree,strength,module_louvain,module_walktrap
B4GALT1,protein,2,0.4568830347947689,5,4
ATP5IF1,protein,2,0.4897009432056103,5,1
MAP2K1,protein,1,0.251707380608327,5,1
CCN3,protein,1,0.2503328765476594,6,4
BTN3A2,protein,13,2.8344968886558144,6,2
HS1BP3,protein,2,0.49386101387173,5,1
MCAM,protein,25,5.504823646291272,3,2
L3HYPDH,protein,2,0.4909865370628058,5,1
PTPRN2,protein,1,0.25227612292668256,6,4
ENO1,protein,1,0.2460271155259857,5,1
RNASET2,protein,13,2.813392935488263,6,2
ATG16L1,protein,6,1.2753336519553726,5,2
ARHGEF1,protein,2,0.47660328911152405,5,1
MECR,protein,2,0.500400129115009,5,1
LDLRAP1,protein,17,3.659986289459625,2,2
MED18,protein,2,0.4612908643864535,5,1
IL1R2,protein,16,3.5026513131862007,2,2
NDUFB7,protein,2,0.48276435022692354,5,1
RBM17,protein,2,0.46010992934275774,5,1
TPP1,protein,5,1.143025045231751,6,2
PSIP1,protein,25,5.5761908254699675,6,2
PEBP1,protein,2,0.45026515503849807,5,1
APBB1IP,protein,25,5.478543132706402,6,2
PPP3R1,protein,1,0.24560169543613583,5,2
CRKL,protein,2,0.4557299942999794,5,1
USO1,protein,2,0.461866765510936,5,1
NCK2,protein,4,0.8911593337817276,5,2
BTD,protein,25,5.737218537047752,2,2
ELOA,protein,20,4.385270271142643,6,2
EHBP1,protein,8,1.6976095255300483,2,2
BCL2L1,protein,2,0.45567846556704306,5,1
PDZK1,protein,20,4.389682172868067,4,2
AKT2,protein,1,0.2492391742985274,5,1
NOS1,protein,1,0.25172338171775077,6,4
KLK11,protein,1,0.2492767332327515,6,4
CCL18,protein,1,0.24484536716686656,5,2
EBAG9,protein,2,0.4884696475948611,5,1
TNFRSF13B,protein,13,2.7076873459697177,6,2
OTUD6B,protein,1,0.2490275617916736,5,1
SEC31A,protein,3,0.6704190016225868,5,2
MDK,protein,2,0.4718606018532323,5,1
TNFRSF4,protein,13,2.7884108935029226,3,2
AP1G2,protein,25,5.420793330358319,2,2
CTBS,protein,25,5.643088489591555,6,2
PIGR,protein,13,2.9147121720657276,4,2
PHACTR2,protein,2,0.47117455037814826,5,1
ANGPTL7,protein,11,2.389617608263925,4,2
DIABLO,protein,2,0.45843492303389133,5,1
MGLL,protein,2,0.4623973215744833,5,1
CCL15,protein,1,0.246579281045842,6,4
CASP3,protein,2,0.4415929000247041,5,1
CASP7,protein,2,0.4636966444327295,5,1
TBCB,protein,2,0.44913357674678756,5,1
MAP4K5,protein,2,0.45626251023882436,5,1
DSC2,protein,3,0.6902324283201554,3,4
PRKAR2A,protein,17,3.590589352647378,2,2
FXYD5,protein,1,0.24383049288614544,5,1
FHIT,protein,1,0.24417112105483116,5,1
ADGRF5,protein,2,0.4643978642861352,5,1
MCFD2,protein,2,0.4744205094461589,5,1
RRAS,protein,2,0.4689954765768689,5,1
CES2,protein,22,4.715213666844409,2,2
CIAPIN1,protein,1,0.24085128731020145,5,1
TMED8,protein,2,0.45955646302021536,5,1
MTHFSD,protein,19,4.022699153119017,2,2
HNRNPUL1,protein,5,1.1192312545993064,6,2
TNFRSF9,protein,14,3.024012941578488,3,2
PIBF1,protein,1,0.2451795342091297,5,2
VASP,protein,2,0.47075248307800877,5,1
TALDO1,protein,5,1.0956825681190279,6,2
MUC13,protein,25,5.525472705991077,4,2
LAMA4,protein,1,0.2397635163483149,5,1
PMM2,protein,1,0.24853836783929129,5,1
DBNL,protein,2,0.4544609138049721,5,1
VASH1,protein,2,0.4521672137874233,5,1
EIF2AK2,protein,6,1.314964711525342,5,2
PPM1F,protein,1,0.244412927012354,5,1
MINK1,protein,2,0.44655497224303947,5,1
ENPP7,protein,16,3.4414611850183867,2,2
RILPL2,protein,2,0.4740372920493936,5,1
SIRT2,protein,1,0.2394125521714599,5,1
VTI1A,protein,2,0.4713896748223494,5,1
S100A4,protein,1,0.23865880459368183,5,1
PLSCR3,protein,1,0.24418261890928453,5,2
EGFR,protein,33,7.079706461669711,1,2
FGD3,protein,2,0.45875644937313353,5,1
QDPR,protein,2,0.44998035143926357,5,1
GPC1,protein,1,0.2426052804039397,6,4
ARF6,protein,25,5.541297842098759,2,2
RBPMS2,protein,1,0.24615825486116016,5,2
MITD1,protein,2,0.4630420834592507,5,1
FUT8,protein,1,0.23917202777844093,5,1
SOST,protein,25,5.665864570959995,2,2
ELAC1,protein,2,0.4498745270467789,5,1
YAP1,protein,4,0.927370556308533,6,2
CCL17,protein,3,0.6523088750205266,5,2
CDC37,protein,1,0.23741883516205897,5,1
ITIH3,protein,25,5.391711867765156,2,2
TREML2,protein,1,0.2375424335986066,5,1
FST,protein,13,2.759709658839555,2,2
ANGPTL3,protein,12,2.5751468291401864,1,2
PRDX3,protein,2,0.4623952202796942,5,1
MTIF3,protein,2,0.48044035614965797,5,1
IL7,protein,1,0.2370838296060881,5,1
YARS1,protein,2,0.47174359949407185,5,1
WFIKKN2,protein,25,5.380756467873904,3,2
CXCL10,protein,25,5.432273190942378,2,2
PBLD,protein,25,5.359062021904421,2,2
RSPO1,protein,1,0.23714491495847376,5,1
ACOT13,protein,2,0.46111648955135404,5,1
BCR,protein,1,0.2363659040533424,5,2
MSR1,protein,2,0.4365138621325262,5,2
ERBIN,protein,2,0.4580441806510229,5,1
NUB1,protein,2,0.43959120512941746,5,1
EIF4E,protein,1,0.24442121659598717,5,1
CSTB,protein,15,3.181525665028092,3,2
ERN1,protein,10,2.19226333950072,6,2
DRG2,protein,1,0.2361814733983591,5,1
PRELP,protein,1,0.24097219697218708,6,4
SMAD5,protein,25,5.290692336236682,2,2
CACYBP,protein,2,0.47918237742674985,5,1
GGACT,protein,1,0.24018752767306217,5,1
HTRA2,protein,1,0.23470335400267583,5,1
GAL,protein,5,1.072809598039686,3,2
IL7R,protein,18,3.9562448044316243,3,2
TNFRSF21,protein,1,0.2387635624150231,6,4
NFU1,protein,2,0.4646803566581945,5,1
SARG,protein,25,5.423044183049585,2,2
RTN4IP1,protein,2,0.4690491404385278,5,1
PDLIM7,protein,1,0.23374021045013835,5,2
STAT5B,protein,2,0.43835032689767384,5,1
HPCAL1,protein,1,0.2330333358691889,5,1
CCL20,protein,1,0.23268211403499245,5,2
FOLR2,protein,14,2.962085437726723,3,2
MEPE,protein,1,0.23905190441131977,6,4
F11,protein,1,0.2403435384400525,5,2
LGMN,protein,2,0.4471667788914243,5,1
DCTD,protein,2,0.45336415048426104,5,1
RAB10,protein,1,0.2385109620949637,5,1
ROR1,protein,1,0.23939116545536143,6,4
NCAM2,protein,15,3.2519765401572323,3,2
MAP2K6,protein,1,0.2340074361140174,5,1
PTPN6,protein,1,0.23339398963755423,5,1
PXN,protein,18,3.899951917440096,6,2
FLT4,protein,1,0.23251524534995108,5,2
CD22,protein,14,3.0119366826659704,3,2
TWF2,protein,2,0.4690609440492619,5,1
CD274,protein,3,0.640587057530886,6,2
RGCC,protein,1,0.23761856638251116,5,2
THOP1,protein,25,5.400456098619853,2,2
GRAP2,protein,2,0.45569780051359,5,1
PRKAR1A,protein,1,0.23323910629877911,5,2
GLB1,protein,4,0.880476188831204,6,2
PTRHD1,protein,1,0.24042780571291655,5,1
JAM3,protein,2,0.46711328346363534,5,1
LCN2,protein,1,0.23748341095398168,5,1
GORASP2,protein,2,0.46028283788546187,5,1
DNAJB6,protein,3,0.6774319875274516,5,1
SYTL4,protein,2,0.44618335703099854,5,1
IGFBPL1,protein,7,1.4704833446572585,4,2
GPKOW,protein,25,5.4856573472139125,2,2
DGKA,protein,2,0.45201406464659805,5,1
CCL26,protein,1,0.2327003899418573,5,1
NUDC,protein,2,0.4505404441516012,5,1
CA13,protein,1,0.23315504981694377,5,1
ALDH1A1,protein,24,5.080334912655134,6,2
IFNLR1,protein,4,0.8696379105461624,6,2
ENO2,protein,1,0.23098968180794088,5,1
TIMM10,protein,2,0.4445203571248693,5,1
CMIP,protein,4,0.852822025461014,5,2
TACC3,protein,1,0.23201995308465756,5,1
GMPR2,protein,1,0.23914966690293377,5,1
CD83,protein,10,2.1364162336121804,6,2
SIGLEC1,protein,7,1.498775718391545,3,2
IGFBP3,protein,25,5.404381562207281,1,2
WASHC3,protein,1,0.2358603712748289,5,2
FABP1,protein,17,3.555111440342327,4,2
PGLYRP1,protein,1,0.23051498147044075,5,1
PSMG3,protein,17,3.625092881876316,3,2
LRRC59,protein,2,0.4478951244826481,5,1
BAX,protein,1,0.23314891049493536,5,1
STAMBP,protein,1,0.23158885762900952,5,1
SKAP2,protein,2,0.45890265152280724,5,1
SLA2,protein,5,1.0770356111277684,5,2
PVR,protein,7,1.4937806122688273,1,2
BST2,protein,1,0.22908401995835195,5,2
RHOC,protein,1,0.23226952448024157,5,1
MSTN,protein,1,0.2374844185394969,6,4
NT5C,protein,1,0.23497043203793216,5,1
TARBP2,protein,2,0.4545869572717305,5,1
CRYZL1,protein,1,0.237838876048935,5,1
BLOC1S3,protein,11,2.333015847545012,2,2
HEXIM1,protein,2,0.45892383093956157,5,1
C5,protein,1,0.2338740379507399,5,2
FCER2,protein,17,3.5924345745746145,3,2
ESYT2,protein,1,0.23386021951593652,5,2
C19ORF12,protein,10,2.1270163942694738,6,2
RAB27B,protein,2,0.45832208092387117,5,1
PRTFDC1,protein,1,0.2312706170728377,5,1
METAP2,protein,1,0.2280046173133367,5,1
PPP1R9B,protein,1,0.2276382702625717,5,2
SERPINH1,protein,5,1.0735288129444018,5,2
PHLDB1,protein,3,0.6505623347004578,6,2
COX5B,protein,2,0.4449787987928806,5,1
EVI5,protein,2,0.44255346774207105,5,1
SRC,protein,1,0.22845847471849656,5,1
SUGT1,protein,1,0.2309911120698467,5,1
PON2,protein,5,1.100217972774938,6,2
UMOD,protein,5,1.0720177582141333,6,2
CETN3,protein,2,0.45524868774479776,5,1
F13B,protein,14,2.946181882557819,1,2
CC2D1A,protein,25,5.454325591043742,2,2
MPHOSPH8,protein,2,0.45963254331003806,5,1
CD300C,protein,4,0.8933608850942177,6,2
FKBP5,protein,1,0.22866876629533325,5,1
MARCO,protein,1,0.2280676593908244,5,2
IL18,protein,7,1.4914238199025798,6,2
EIF4B,protein,1,0.228417278494077,5,1
FAM172A,protein,1,0.2348555954147416,5,1
AKT3,protein,1,0.23017495931963683,5,1
CXCL3,protein,1,0.22721677720043465,5,2
MAPK9,protein,13,2.7962255973956935,2,2
UBXN1,protein,1,0.23452469769659465,5,1
TXNDC9,protein,2,0.4427421611945417,5,1
CDKN2D,protein,1,0.22719386538464584,5,1
CALB2,protein,14,2.9433824925490217,3,2
VPS53,protein,2,0.4274359789149631,5,1
CHGB,protein,1,0.2309496049605728,6,4
DOK1,protein,1,0.2314767629905759,5,1
DXO,protein,1,0.23146330715279784,5,1
CGREF1,protein,2,0.4370519759380562,6,4
MAX,protein,2,0.4554177452896994,5,1
CASP2,protein,2,0.42720898399654383,5,1
ARHGAP45,protein,2,0.43743359611176635,5,1
PKD2,protein,1,0.2340246185871118,5,2
KIFBP,protein,2,0.4424177969350122,5,1
BAG4,protein,6,1.2885862438215143,6,2
DNMBP,protein,1,0.22621228251457537,5,2
ICA1,protein,1,0.2275429695911958,5,1
CALCOCO2,protein,1,0.23277595155833536,5,2
STK4,protein,1,0.2260816162274712,5,1
CNP,protein,1,0.2330558379435852,5,1
ASGR2,protein,4,0.8558536058332735,6,2
VNN1,protein,13,2.7131516702293825,2,2
MGMT,protein,1,0.22560507548805497,5,1
MTSS1,protein,25,5.3721952154439245,2,2
SIGLEC8,protein,19,4.01791777102597,6,2
AXIN1,protein,3,0.6315878378181861,5,2
CD160,protein,1,0.22881998175484472,6,4
GDF2,protein,11,2.337237632660773,3,2
SPRY2,protein,2,0.4374431347245058,5,1
STK24,protein,1,0.22690792568653267,5,1
PDGFC,protein,25,5.479724695996254,2,2
CD6,protein,25,5.239290700501881,2,2
MMP1,protein,1,0.22979804783137148,5,1
RETN,protein,3,0.6332515428413086,3,4
FMNL1,protein,8,1.6781719986968366,6,2
C8B,protein,1,0.22817674048099593,5,2
GRN,protein,1,0.22407090438419225,5,2
GZMA,protein,12,2.514811229966621,6,2
GIPC3,protein,1,0.22870248881134583,5,1
ACRBP,protein,1,0.22879227256828755,5,1
CLC,protein,2,0.4264444711933253,5,1
MARS1,protein,2,0.4557759308948147,5,1
CNST,protein,2,0.44539704748963493,5,1
COCH,protein,6,1.2840479687664477,6,1
CD46,protein,3,0.6747864600145742,5,1
COMMD1,protein,2,0.457979629323339,5,1
TJAP1,protein,2,0.4244514157900823,5,2
CXCL17,protein,4,0.8562117017071066,6,2
CEP43,protein,3,0.6456935065673644,5,2
PLIN3,protein,1,0.22367562271580815,5,1
RAB11FIP3,protein,1,0.2273005793074849,5,2
PTPN1,protein,1,0.22343750199897913,5,2
TXNRD1,protein,2,0.437112439073402,5,1
BAG3,protein,1,0.2284555640800177,6,4
SRP14,protein,11,2.3318450375601243,6,2
LETM1,protein,1,0.2267855602291793,5,2
ACYP1,protein,2,0.4499818741418874,5,1
LMNB2,protein,3,0.6352256288341299,6,2
ILKAP,protein,1,0.2243491966211781,5,1
EFEMP1,protein,2,0.4421104200866176,6,4
SNRPB2,protein,6,1.28451136079966,6,2
PLCB2,protein,2,0.45164843697242085,5,1
ITGB1BP2,protein,2,0.4387825790737061,5,1
PLEKHO1,protein,2,0.42702650313484397,5,1
GGCT,protein,1,0.22638970954008825,5,1
PBXIP1,protein,25,5.491958740487242,2,2
MTSS2,protein,7,1.4626157928260226,2,2
PRKG1,protein,1,0.22833461240358155,5,2
HNRNPK,protein,1,0.22382331791521903,5,1
ASAH1,protein,1,0.22640910875938247,5,2
MET,protein,8,1.660332788242055,4,2
COMT,protein,1,0.22430777814288735,5,1
NSFL1C,protein,2,0.42019371067436656,5,1
CASC3,protein,2,0.45022603120532534,5,1
PFKFB2,protein,1,0.2213134320345932,5,1
IL2RA,protein,1,0.22195674002428772,5,2
CDC26,protein,1,0.22578938318462927,5,1
GOPC,protein,2,0.43896260338747656,5,1
THPO,protein,5,1.0409478493098465,1,1
TNIP1,protein,1,0.22466104176452065,5,2
SMPD1,protein,1,0.21930372226879963,4,2
ITPR1,protein,1,0.2273494770060486,5,1
GBP1,protein,1,0.22437184251872705,5,2
ADA2,protein,6,1.2466095696572586,3,2
CCL14,protein,1,0.22531017449340268,6,4
PRDX5,protein,1,0.2186332545726135,5,1
LGALS7_LGALS7B,protein,1,0.22504488149402568,6,4
SH2D1A,protein,7,1.4706876675861504,6,2
BMP10,protein,17,3.6574037062058102,3,2
CLIP2,protein,1,0.21943766685468408,5,2
GHRL,protein,4,0.862747191298658,1,2
ZFYVE19,protein,2,0.43348461932710075,5,1
FKBPL,protein,1,0.2241434725281896,5,1
BAMBI,protein,1,0.22619058888430751,6,4
THBS2,protein,3,0.632054987359742,4,2
TIMM8A,protein,1,0.22382121790692583,5,1
PSAP,protein,1,0.2239606384123452,5,2
MLN,protein,25,5.195263536029367,2,2
DNAJC6,protein,25,5.292124897575006,2,2
F12,protein,5,1.0556623793547057,1,2
LAMP3,protein,3,0.6311558659227353,6,2
TFF3,protein,1,0.22401818452662584,6,4
GIGYF2,protein,1,0.22267928111884225,5,2
MOG,protein,1,0.22204518344657276,6,4
CLPP,protein,2,0.4283140581905681,5,1
STXBP1,protein,2,0.43862068183105124,5,1
ENPP6,protein,14,3.045066764926678,3,2
MMP7,protein,1,0.220001877899587,5,2
DAPP1,protein,1,0.2184180780224161,5,1
SAMD9L,protein,2,0.4244062264155152,5,1
NCR1,protein,1,0.22306944551614247,6,4
CD59,protein,2,0.42473552341169474,5,2
YWHAQ,protein,2,0.4284146784324791,5,1
MDH1,protein,1,0.2227829142870113,5,1
SCGB3A2,protein,7,1.450702903015154,3,2
CTF1,protein,1,0.21955837415203128,5,1
SETMAR,protein,1,0.21816980421019808,5,2
VAT1,protein,2,0.4313162817575234,4,2
SSNA1,protein,1,0.2222234444292338,5,1
KCTD5,protein,10,2.084681084080531,6,2
ACP5,protein,1,0.21662869531973983,5,2
NFKBIE,protein,5,1.0465103084161775,6,2
KAZN,protein,1,0.22174141608100673,5,2
TDRKH,protein,1,0.2191093187618155,5,2
CASP8,protein,1,0.21639330332264203,5,1
ITGA2,protein,12,2.5487410492658524,3,2
BECN1,protein,16,3.3493150257094104,2,2
BANK1,protein,1,0.2170157620223156,5,2
AP3S2,protein,4,0.836004897613416,5,2
PPP1CC,protein,2,0.44003765831338953,5,1
CXCL11,protein,1,0.21557421632214543,5,2
IFNGR2,protein,2,0.4215663187782676,1,2
FKBP4,protein,1,0.2173682738694825,5,1
PZP,protein,1,0.22064486728882063,5,2
CA4,protein,1,0.22011819315549008,6,4
FSTL1,protein,3,0.629048703441393,6,4
ESM1,protein,1,0.21580144834560544,5,2
B4GAT1,protein,3,0.6208306396834292,3,2
TREM2,protein,3,0.6330876271441239,6,2
AGXT,protein,5,1.0326335377692242,6,2
HBQ1,protein,1,0.21441927295943583,5,2
NFKB1,protein,6,1.2509602948405172,6,2
GP1BB,protein,2,0.4292394036466426,5,1
OXCT1,protein,2,0.44015644216502897,5,1
CCDC80,protein,2,0.4250360727321986,5,4
FGF23,protein,3,0.6364459323014733,6,4
PPCDC,protein,1,0.21427292338459017,5,1
INPP1,protein,1,0.2153243622868208,5,1
TYMP,protein,1,0.2161179242378892,5,1
CD163,protein,2,0.425560075847387,5,2
CCL28,protein,1,0.21563350541065548,5,1
MAPKAPK2,protein,1,0.22109260925291527,5,1
STIP1,protein,1,0.2147644462453443,5,1
TFF1,protein,1,0.219678930656324,6,4
MOCS2,protein,2,0.42888716049718384,5,1
SLITRK1,protein,2,0.4329119393863323,4,2
ARFIP1,protein,1,0.21889967249746475,5,1
SPON2,protein,2,0.417771353931202,6,4
USP25,protein,2,0.42379639482923737,5,1
MASP1,protein,23,4.769179926056917,2,2
CDC42BPB,protein,1,0.21849911710608907,5,2
IDUA,protein,5,1.0267798870556375,6,2
KLK6,protein,1,0.2181808938607959,6,4
BMPER,protein,6,1.2786469925487476,6,2
CCL3,protein,1,0.2138718227575764,5,2
ARHGEF12,protein,1,0.21345301204527337,5,2
ACADSB,protein,2,0.4327195402529889,5,1
KLK8,protein,1,0.22016478447460416,6,4
INPPL1,protein,1,0.21271643972154317,5,2
TCOF1,protein,6,1.2469928797210783,6,2
CTSB,protein,7,1.4481242321123546,3,2
APEX1,protein,3,0.6217970701382056,6,2
TBL1X,protein,1,0.21467904717785377,5,1
CD93,protein,1,0.22060206331226323,6,4
CPXM2,protein,2,0.4227487746214836,6,2
IL18BP,protein,1,0.21664237363772093,6,4
IL12A_IL12B,protein,8,1.6525959768811513,6,2
B2M,protein,2,0.4275780449502756,5,2
SULT1A1,protein,1,0.2107446992535238,5,1
PRSS2,protein,1,0.2161227395779817,6,4
EIF4EBP1,protein,1,0.2122292257518252,5,1
VAV3,protein,2,0.4193431575562783,5,1
TNFAIP2,protein,1,0.21559862881825487,5,2
TBC1D23,protein,1,0.21106038555038964,5,2
SHMT1,protein,1,0.21076106526350585,5,2
INHBB,protein,1,0.2175698096993351,5,2
WWP2,protein,1,0.21138843804016444,5,2
CES3,protein,11,2.2489814069431793,2,2
RGMA,protein,1,0.214488908229482,6,4
KYAT1,protein,1,0.2114452209072195,5,1
IMPACT,protein,1,0.2152240540520143,5,1
PMVK,protein,1,0.2129149048099887,5,1
CETN2,protein,2,0.4223222025335991,5,1
GATD3,protein,1,0.21731286728968272,5,2
KLRB1,protein,2,0.4162160580642956,6,4
AHCY,protein,1,0.2107755097143535,5,2
CXCL5,protein,1,0.2108643717269171,5,2
DNM3,protein,1,0.21444335473339163,5,2
TNFSF11,protein,1,0.21038013705913225,1,2
CDSN,protein,1,0.2140874458803825,6,4
DTNB,protein,1,0.21475947609680293,5,2
SPART,protein,2,0.4297078315254036,5,1
ANKMY2,protein,1,0.2174593520372931,5,1
ABRAXAS2,protein,1,0.21755096570461205,5,1
NFE2,protein,1,0.21659015398199105,5,2
ASRGL1,protein,1,0.2168421208802729,5,1
EHD3,protein,1,0.21683943449427895,5,1
PAK4,protein,2,0.41837877792221967,5,1
TFPI2,protein,1,0.20902993996777416,5,2
SERPINB8,protein,2,0.4153645648048303,6,2
HMGCL,protein,1,0.21652577903186823,5,1
CD2AP,protein,5,1.027579866436374,6,1
SFRP4,protein,6,1.2427788486509976,6,2
AAMDC,protein,3,0.6198049001997097,2,1
OGA,protein,2,0.41621441212181576,5,1
AREG,protein,4,0.8293414885958055,4,2
ANGPTL1,protein,4,0.8329670610107353,4,2
SPINK2,protein,1,0.21514799813081245,5,2
FAM13A,protein,1,0.21306213347337863,5,1
HMOX1,protein,7,1.4361391112261912,3,2
EDAR,protein,1,0.20878398658212777,5,1
TIMP4,protein,7,1.4260195413521342,3,2
PDE5A,protein,2,0.4249538446733291,5,1
PTPRS,protein,2,0.4088829094239279,3,2
IMMT,protein,4,0.8328519987301082,6,2
BRAP,protein,2,0.41797839754333965,5,1
PSME2,protein,3,0.6140174414378112,3,2
GOLGA3,protein,1,0.21209203709248312,5,2
RRM2,protein,4,0.8247998619269319,6,2
FOXO1,protein,1,0.207945829111732,5,2
BAP18,protein,1,0.21195824256793244,5,2
IL12B,protein,1,0.2114031484574546,6,4
REN,protein,4,0.8184830592626029,4,2
GPRC5C,protein,4,0.8214947517176133,6,2
UROD,protein,1,0.21449856468149164,5,1
RNF149,protein,3,0.6346760431483698,6,2
APOL1,protein,5,1.0257101651933607,1,2
NAGK,protein,3,0.6174188620321296,2,2
AMN,protein,2,0.4155971717748085,6,2
TNFSF13,protein,1,0.2069469127117277,5,1
SLMAP,protein,1,0.2111820364179041,5,2
MEP1A,protein,10,2.0586446128662668,4,2
ABHD14B,protein,1,0.20761105388705253,5,1
OPLAH,protein,1,0.21341154423889896,5,1
FCRL1,protein,2,0.4099797381126961,3,2
SDCCAG8,protein,1,0.21081942378367305,5,2
PPP1R14A,protein,2,0.4209571615600403,5,1
LAG3,protein,2,0.40745419669769223,3,2
HGS,protein,1,0.20812964848456908,5,1
CD300A,protein,3,0.6299359680995663,6,2
HEPH,protein,4,0.8181531015943048,4,2
C1QTNF1,protein,1,0.20542978840645745,6,2
RABEP1,protein,2,0.41519925992139917,5,1
AKR7L,protein,3,0.6240107161844989,6,2
FAM3B,protein,3,0.6125121853074943,4,4
CCL13,protein,1,0.20502366770380423,5,1
SIGLEC10,protein,2,0.4075959304782315,3,2
AKT1S1,protein,1,0.20732300384045488,5,1
CEACAM16,protein,9,1.8489890059544365,3,2
BIN2,protein,1,0.20516890391448755,5,1
ADAM8,protein,1,0.2042970441751156,5,2
PPIF,protein,1,0.20935364142539575,5,1
OGFR,protein,1,0.20509056814068585,6,2
TST,protein,1,0.20740825263401969,5,1
CERT,protein,2,0.40877008514183344,5,1
AIF1,protein,1,0.2068404776237827,5,1
TNFSF13B,protein,1,0.20354609901873055,5,2
CASP10,protein,1,0.20659511296092797,5,1
TNFSF12,protein,1,0.2036596039957206,5,1
ARL2BP,protein,1,0.21187487242887548,5,1
AMOT,protein,8,1.6438954960944179,4,2
DDHD2,protein,1,0.2087509207862888,5,1
CCL11,protein,1,0.2035137960459825,5,1
CST6,protein,1,0.21153776977816252,6,4
RBKS,protein,2,0.4072753112596288,6,2
ZNRD2,protein,1,0.20838429731520633,5,2
C1R,protein,1,0.2081159773603442,5,2
DEFA1_DEFA1B,protein,2,0.4086136256052643,5,4
DMP1,protein,1,0.2106131236381968,4,2
CD80,protein,1,0.20783421167502755,6,2
TSPYL1,protein,1,0.21119473531887945,5,1
MAP2,protein,1,0.20769139638403625,5,2
HSDL2,protein,1,0.2101144042076052,5,2
EPS8L2,protein,2,0.40374792838119655,6,2
REG1A,protein,1,0.20895985609770143,6,4
PGD,protein,1,0.20751546775847785,5,1
BOC,protein,2,0.4049734388907642,3,2
TNFRSF8,protein,1,0.20197159004912135,3,2
PTGES2,protein,2,0.41914307157189945,5,1
TRIM58,protein,1,0.20729846599942964,5,2
CALCA,protein,1,0.20356864180997253,6,2
SPINK4,protein,1,0.20774613556799496,6,4
NT5C3A,protein,1,0.20326309023598804,5,1
SUGP1,protein,2,0.4073398809633034,5,2
RAB33A,protein,1,0.2100241258449684,5,1
PDLIM5,protein,1,0.20655058589843525,5,2
FKBP1B,protein,1,0.2019929982135797,5,1
COL2A1,protein,1,0.20910956923386728,5,1
GNE,protein,1,0.20430100909892424,5,1
NFATC1,protein,1,0.2023330823846171,2,2
SH2B3,protein,1,0.20375604132031833,5,2
VEGFB,protein,1,0.20884044843846863,5,2
DNAJC9,protein,1,0.2062137228695504,5,1
ANXA11,protein,1,0.2019961279336956,5,1
IRAK1,protein,2,0.4059741255345459,5,1
WASF1,protein,1,0.20306842219885185,5,2
RABGAP1L,protein,1,0.2030428210725479,5,1
SIRPB1,protein,1,0.2053463621972469,6,4
BACH1,protein,1,0.2007693186860749,5,2
SOD1,protein,1,0.20298037476203856,5,1
ASAH2,protein,1,0.2007952347930669,6,2
ATP6V1G1,protein,3,0.6158240073914342,5,2
HIP1R,protein,3,0.6096861620317379,6,2
ASPSCR1,protein,1,0.2042775177481684,5,1
GIT1,protein,1,0.20655071455035423,5,2
TRIM25,protein,1,0.20379030375294457,5,2
TNF,protein,1,0.20114880376283548,5,2
FABP3,protein,1,0.20332280951980083,6,2
FOLR1,protein,1,0.20396780691786537,6,4
HMOX2,protein,1,0.20088780275156087,5,2
TGFBR3,protein,1,0.20258245221985727,6,4
MAVS,protein,1,0.20092430396628977,5,1
GASK1A,protein,1,0.2057413473948981,3,2
RTBDN,protein,1,0.20299103152994935,6,4
ANXA2,protein,1,0.20615349340022923,5,2
BTC,protein,1,0.2002302222031671,5,1
TRIM24,protein,1,0.2038273117162128,5,2
RAB2B,protein,1,0.20257050770896953,5,1
YOD1,protein,2,0.40797819347450404,6,2
AZI2,protein,1,0.20157741168512655,5,2
WDR46,protein,1,0.2014286871850752,6,2
ITGBL1,protein,2,0.4008834631291309,4,2
TAX1BP1,protein,1,0.20087333668904592,5,2
WFDC2,protein,1,0.20126862665546336,6,2
DENR,protein,1,0.2037499402381389,5,1
RBFOX3,protein,1,0.20049931191247528,6,2
MAN2B2,protein,1,0.20030994331784335,4,2
DNM1,protein,1,0.2006619526454776,5,1
CHM,protein,1,0.2029458694346539,5,1
ST13,protein,1,0.2023919433666448,5,1
VASN,protein,1,0.20071714587997996,6,4
DYNLT1,protein,1,0.2003391486547583,5,2
LPP,protein,1,0.20086501267506937,5,1
fid_23578,metabolite,330,87.36550307365918,2,2
fid_23497,metabolite,133,36.43116782508697,2,2
fid_23500,metabolite,103,28.94756177052384,2,2
fid_23491,metabolite,61,17.948089005555527,1,2
fid_23493,metabolite,85,24.177044533459036,2,2
fid_23488,metabolite,216,57.48038382887322,2,2
fid_23515,metabolite,105,29.16571477940209,2,2
fid_23495,metabolite,115,31.83731356146269,2,2
fid_23490,metabolite,142,39.03867130001371,2,2
fid_23498,metabolite,49,14.778092230787328,1,2
fid_23485,metabolite,161,41.747555505734596,2,2
fid_23424,metabolite,69,20.046507529766654,1,2
fid_23407,metabolite,207,55.24043176400848,2,2
fid_23489,metabolite,193,52.01108256589345,2,2
fid_23484,metabolite,160,41.92417553197154,2,2
fid_23496,metabolite,65,19.552364845316603,2,2
fid_23412,metabolite,46,13.809398380437917,1,2
fid_23522,metabolite,69,19.824584198361727,2,2
fid_23492,metabolite,46,13.733841382476172,1,2
fid_23550,metabolite,197,51.61267593677752,2,2
fid_23509,metabolite,37,11.426821571256534,1,2
fid_23408,metabolite,152,41.66873802369708,2,2
fid_23508,metabolite,65,19.118193900245526,1,2
fid_23510,metabolite,41,12.526789265097202,1,2
fid_23648,metabolite,180,48.218442531210314,6,2
