protein,metabolite,r,p,q,r_s,p_s,q_s,sign,abs_r
DSG2,fid_23487,-0.25999234082492056,1.3107546304753198e-156,9.957118507765544e-155,-0.26127145796934437,3.4486068272487686e-158,2.2888816992567345e-156,-,0.25999234082492056
PRSS8,fid_23489,0.2599911519566394,1.315181491981299e-156,9.98970298879987e-155,0.260522282381924,2.9110458142076714e-157,1.908567869552928e-155,+,0.2599911519566394
ERP44,fid_23408,0.25998688629436445,1.3311883078626886e-156,1.0110229143073623e-154,0.2541557956281028,1.6381098394061338e-149,9.630583294389708e-148,+,0.25998688629436445
C9,fid_23442,-0.259966970645062,1.408533935412455e-156,1.0696542982026645e-154,-0.22265981796310505,2.513859736244944e-114,8.712336381626211e-113,-,0.259966970645062
SMAD1,fid_23624,-0.2599626431539303,1.4259250721474612e-156,1.0827481676911943e-154,-0.2608989225113955,9.969850521865146e-158,6.582845589260326e-156,-,0.2599626431539303
VMO1,fid_23501,0.25996099355443697,1.4326107078099351e-156,1.0877111390036593e-154,0.2960111756622173,1.4895348244381156e-204,1.7874196565646029e-202,+,0.25996099355443697
SORD,fid_23636,-0.25995836620333007,1.443323738720247e-156,1.0957305581134069e-154,-0.2856475198089319,5.161890451410993e-190,5.19355204691238e-188,-,0.25995836620333007
PYY,fid_23454,0.2599579436921632,1.4450539792732427e-156,1.0969295340043346e-154,0.25245699779914804,1.7602537018785887e-147,1.0034564379530326e-145,+,0.2599579436921632
CA14,fid_23628,-0.25995139133188344,1.4721534175678123e-156,1.1173838143736743e-154,-0.2551933020371777,9.251299995770297e-151,5.536087293945103e-149,-,0.25995139133188344
CES1,fid_23457,-0.259949728871017,1.479109398501836e-156,1.122546270463076e-154,-0.26947084809084615,1.5806665419031808e-168,1.2102364303360696e-166,-,0.259949728871017
CPM,fid_23613,0.259948446641292,1.4844968444260706e-156,1.1265173584579717e-154,0.2582385780733631,1.8589313301039258e-154,1.171329794183586e-152,+,0.259948446641292
HGF,fid_23407,0.2599337833320627,1.5475174442984032e-156,1.174218239437157e-154,0.2681850301364954,6.989670229961912e-167,5.218065943830574e-165,+,0.2599337833320627
CCN1,fid_23514,0.25993284056302224,1.551659523409142e-156,1.1772382495396555e-154,0.24237022013056325,9.768256221276192e-136,4.705017519924715e-134,+,0.25993284056302224
NTRK3,fid_23615,0.2599227438395565,1.5967198454147954e-156,1.2112989061295074e-154,0.2583637781403167,1.3067796881501662e-154,8.245576764631248e-153,+,0.2599227438395565
RARRES2,fid_23418,-0.2599161827910483,1.6266989038734263e-156,1.2339127436873578e-154,-0.2760912910857006,3.8159577195249346e-177,3.2614726778457526e-175,-,0.2599161827910483
AGR3,fid_23487,0.259913656222229,1.6383927268048048e-156,1.2426532651740197e-154,0.27507913682276436,8.217489436548613e-176,6.912877389648224e-174,+,0.259913656222229
SERPINF1,fid_23509,0.25991112387904225,1.650197495863337e-156,1.2514761019572674e-154,0.26328852965512534,1.067245706144659e-160,7.294595296622424e-159,+,0.25991112387904225
RBP5,fid_23509,0.25989932327277365,1.7063369637092892e-156,1.2939161206779201e-154,0.2592693752029502,1.0152244499341096e-155,6.507598572802352e-154,+,0.25989932327277365
GLA,fid_23643,0.25989821041680933,1.7117285930371085e-156,1.2978691894489407e-154,0.2948067803290601,7.839774429840776e-203,9.198048569193868e-201,+,0.25989821041680933
PCYT2,fid_23471,0.25988369831163277,1.7836147302623918e-156,1.3522337311060232e-154,0.2567219933125673,1.3080473330597944e-152,8.042715092929392e-151,+,0.25988369831163277
ENO3,fid_23424,0.25987597914147037,1.823071963202524e-156,1.382003773557002e-154,0.2794915314827139,1.1516165778995798e-181,1.0474666861861213e-179,+,0.25987597914147037
NOS3,fid_23559,-0.2598714957135674,1.8463882725110081e-156,1.399533042546093e-154,-0.3118495988030896,5.666548979932401e-228,8.86945107015713e-226,-,0.2598714957135674
KITLG,fid_23610,0.25986630821288587,1.8737379409282507e-156,1.420115559273015e-154,0.2372659193890132,5.348742716181812e-130,2.3650273860233257e-128,+,0.25986630821288587
ERP44,fid_23481,0.2598621018231944,1.896211662147973e-156,1.4369986639669204e-154,0.25693752236755085,7.158823800422703e-153,4.4151506675307885e-151,+,0.2598621018231944
GSTA1,fid_23627,-0.2598523645210134,1.9492737122766935e-156,1.4770564653542342e-154,-0.27904925350686866,4.4970006113959407e-181,4.0598179746385824e-179,-,0.2598523645210134
PYY,fid_23571,0.2598512026942384,1.955703117940149e-156,1.4817738485516068e-154,0.26812411898849314,8.359628264395146e-167,6.23567012627113e-165,+,0.2598512026942384
CFH,fid_23513,0.25984119272942624,2.0119814580693146e-156,1.5242552586512173e-154,0.26797661065539824,1.2892639942239762e-166,9.58450483978528e-165,+,0.25984119272942624
NAGPA,fid_23486,0.25983994960269546,2.0190825417148059e-156,1.5294755423419635e-154,0.24318148973846143,1.16186234449293e-136,5.679451003498157e-135,+,0.25983994960269546
GSTA1,fid_23585,-0.2598229672996009,2.1186336393810748e-156,1.6047192650531324e-154,-0.2891302073032333,7.852865134272646e-195,8.383821707415572e-193,-,0.2598229672996009
FTCD,fid_23595,-0.259815347696047,2.1648786224091702e-156,1.639575798691549e-154,-0.2557815982977037,1.8026189106973014e-151,1.0906512157504623e-149,-,0.259815347696047
HEG1,fid_23636,-0.25981234415254123,2.183383490363372e-156,1.6534182180499063e-154,-0.2582184175837436,1.9674434844656455e-154,1.2390598000672815e-152,-,0.25981234415254123
LRCH4,fid_23453,-0.2598116908700666,2.1874292358890328e-156,1.6563093853010332e-154,-0.2648635474715014,1.130960888661271e-162,7.954494229403525e-161,-,0.2598116908700666
SSC4D,fid_23515,0.25980817533648365,2.2093296238292143e-156,1.6727179789764705e-154,0.2826666455986803,6.052680874641715e-186,5.797675399046801e-184,+,0.25980817533648365
DNAJA2,fid_23480,0.25980540652524503,2.2267322270193805e-156,1.6857181661251154e-154,0.2574051707195871,1.9318587767841976e-153,1.199807610517675e-151,+,0.25980540652524503
CHMP6,fid_23424,0.25980531353004266,2.2273190924533704e-156,1.6859868394990373e-154,0.2525854140417348,1.237567995570849e-147,7.068228695495488e-146,+,0.25980531353004266
ATRN,fid_23498,0.2598005074483094,2.2578600274276719e-156,1.7089270661202563e-154,0.26234254903755116,1.6139209703070873e-159,1.0864571573300644e-157,+,0.2598005074483094
HNMT,fid_23458,-0.2597943554317558,2.2975648283728847e-156,1.7387977319565724e-154,-0.26658055350915166,7.676907096742382e-165,5.564234206254848e-163,-,0.2597943554317558
SKAP1,fid_23497,0.25978986320769853,2.326997089193545e-156,1.7608887260131534e-154,0.27131499524375746,6.649628332325415e-171,5.247726395670373e-169,+,0.25978986320769853
PROS1,fid_23428,0.25978592641342607,2.3530996116509027e-156,1.780455698350861e-154,0.28882980978721096,2.0572892339416455e-194,2.1851550360880317e-192,+,0.25978592641342607
CFP,fid_23537,0.259781443651131,2.383178268915676e-156,1.803026797516654e-154,0.2899237280943407,6.133064930590918e-196,6.640401782461385e-194,+,0.259781443651131
PCSK9,fid_23571,0.2597698629499067,2.4626718272619475e-156,1.86297484063346e-154,0.255819548547107,1.6218832830846047e-151,9.821988406329497e-150,+,0.2597698629499067
PSRC1,fid_23488,0.25976475392702064,2.4985781984550524e-156,1.8899407748582413e-154,0.2701791426356938,1.9429899059415652e-169,1.5033269068824929e-167,+,0.25976475392702064
SCLY,fid_23487,0.25975994338905334,2.5328644589440937e-156,1.9156757622880278e-154,0.2534840304189023,1.0457105234446948e-148,6.06588049054933e-147,+,0.25975994338905334
MXRA8,fid_23586,0.25975657125227025,2.557178445969929e-156,1.9338638716707622e-154,0.278140784842385,7.323413889211738e-180,6.511969954134642e-178,+,0.25975657125227025
TTR,fid_23550,0.2597556561720259,2.563816519382903e-156,1.9386821937157664e-154,0.25928416460182346,9.736517639253097e-156,6.242768924008441e-154,+,0.2597556561720259
LEP,fid_23424,0.2597539787090053,2.576029693647313e-156,1.9477148010645692e-154,0.26773624378357214,2.6102813767712214e-166,1.933387774747787e-164,+,0.2597539787090053
TGOLN2,fid_23478,0.25975205370472343,2.5901167479569086e-156,1.95816220723348e-154,0.21905884255120622,1.2460050468975666e-110,4.070818960945769e-109,+,0.25975205370472343
LATS1,fid_23407,0.2597512241532576,2.5962110408190904e-156,1.9625654363074158e-154,0.25558208934397303,3.140479494967902e-151,1.893015302543552e-149,+,0.2597512241532576
KRT18,fid_23487,0.25975083642268504,2.599064407875053e-156,1.9645180767889274e-154,0.26259129728664493,7.909877083857103e-160,5.34853834843887e-158,+,0.25975083642268504
CFI,fid_23418,-0.2597363467904262,2.7079707610506855e-156,2.0466227474526677e-154,-0.2670022155255985,2.23996303257398e-165,1.6344489217235e-163,-,0.2597363467904262
SKAP1,fid_23431,0.2597352258044036,2.7165837495932856e-156,2.052918780724306e-154,0.26239675393091055,1.3817238245120083e-159,9.310092788485097e-158,+,0.2597352258044036
CA5A,fid_23636,-0.2597326845360449,2.7362107643353333e-156,2.067535924786999e-154,-0.2802773809912943,1.0172196381184132e-182,9.373057388352491e-181,-,0.2597326845360449
TXLNA,fid_23480,0.2597321159924224,2.7406211503849423e-156,2.070653234257212e-154,0.2566053295080546,1.8122542370140863e-152,1.1121264432144422e-150,+,0.2597321159924224
MAMDC4,fid_23624,-0.25973058571866603,2.752527298398575e-156,2.0794326668977594e-154,-0.2774950311677453,5.28778815603851e-179,4.64226156932193e-177,-,0.25973058571866603
HHEX,fid_23645,-0.259726799097266,2.782211217864019e-156,2.1016393283011044e-154,-0.24860119008267953,6.29118413286381e-143,3.363957665322987e-141,-,0.259726799097266
IGSF3,fid_23638,0.2597216443226509,2.8231346700030107e-156,2.132330661262557e-154,0.2761796675800211,2.916959333467857e-177,2.4972161004755902e-175,+,0.2597216443226509
NUCB2,fid_23458,-0.25971219441889215,2.899724025813108e-156,2.1899514894074885e-154,-0.25621503503246046,5.387532784849833e-152,3.2842622171812367e-150,-,0.25971219441889215
CES1,fid_23612,-0.25970349053505964,2.9721010642941206e-156,2.2443794167916464e-154,-0.2239289354771151,1.2084450944937746e-115,4.2720591268288165e-114,-,0.25970349053505964
MVK,fid_23550,0.2596957469653295,3.0380073777323246e-156,2.2939101811391682e-154,0.24802479359609605,2.9687564847300618e-142,1.5720415594877136e-140,+,0.2596957469653295
NAGPA,fid_23495,0.2596883765171223,3.102092921138787e-156,2.3420559883288935e-154,0.2518288343764597,9.8345239493344e-147,5.539825526326181e-145,+,0.2596883765171223
PAG1,fid_23427,-0.25967602074339446,3.212567739012101e-156,2.4252116974593938e-154,-0.2513285341895002,3.85775726127662e-146,2.1543892185716073e-144,-,0.25967602074339446
PLAT,fid_23529,0.25966497692321544,3.314632582224802e-156,2.5020019881306834e-154,0.26619890188051215,2.3363278114421707e-164,1.6834692966375776e-162,+,0.25966497692321544
TNFRSF11A,fid_23606,-0.25965969581287196,3.3645775772502145e-156,2.5394385099172903e-154,-0.2415708149339861,7.898919892011857e-135,3.752159887609222e-133,-,0.25965969581287196
CCL27,fid_23431,0.25964831106041375,3.4748171325192555e-156,2.6223702743703697e-154,0.2629033674521742,3.22953956066037e-160,2.1941759846834336e-158,+,0.25964831106041375
ADAMTSL2,fid_23610,-0.2596365090882292,3.592905006697144e-156,2.7112071625027946e-154,-0.20563134273647143,1.9711512891061601e-97,5.14284536798162e-96,-,0.2596365090882292
UPB1,fid_23551,-0.2596362563989618,3.5954766934353324e-156,2.712866106681507e-154,-0.27829194752818437,4.606803754364692e-180,4.108426723421649e-178,-,0.2596362563989618
CTSF,fid_23570,0.25963566931909915,3.6014586608285813e-156,2.717097571007576e-154,0.2608246438415451,1.2317569400071404e-157,8.121182224803428e-156,+,0.25963566931909915
TMPRSS15,fid_23497,0.25962855776725335,3.6747149241252086e-156,2.7720775537279183e-154,0.2650425803846321,6.731528763007113e-163,4.752485461238682e-161,+,0.25962855776725335
CHI3L1,fid_23618,0.25962623139527957,3.6990004184475394e-156,2.7901081082821125e-154,0.25126077406611824,4.6411565440687145e-146,2.5896948043006353e-144,+,0.25962623139527957
F11R,fid_23578,0.2596226690165065,3.736499788517168e-156,2.818100941981656e-154,0.25380855811379816,4.273534948548499e-149,2.494288669548265e-147,+,0.2596226690165065
MAD1L1,fid_23606,-0.25962247422590456,3.738561161165895e-156,2.819363091234041e-154,-0.2832451765634129,9.911056216097307e-187,9.597206102587559e-185,-,0.25962247422590456
GSTA1,fid_23613,0.25960658033467016,3.910641617840543e-156,2.9488282578448592e-154,0.25584303816463616,1.5192010103428219e-151,9.203987576464813e-150,+,0.25960658033467016
CD5,fid_23422,-0.259605679928192,3.920623505676717e-156,2.9557418351358924e-154,-0.2626004225112132,7.705514985563204e-160,5.211321450145984e-158,-,0.259605679928192
IL18R1,fid_23543,0.2596056987512076,3.9204145739922086e-156,2.9557418351358924e-154,0.2540861441973984,1.985766808494184e-149,1.1662224266197772e-147,+,0.2596056987512076
CDHR2,fid_23552,-0.2595980707691212,4.006000802294993e-156,3.019794201548301e-154,-0.27181719279855054,1.4876775392044387e-171,1.1821254547911899e-169,-,0.2595980707691212
MAD1L1,fid_23424,0.25958629395639504,4.141814782412218e-156,3.121849403832267e-154,0.2847720278027474,8.186983659450092e-189,8.094889838364534e-187,+,0.25958629395639504
CD99L2,fid_23411,0.2595767444526694,4.2553107358709205e-156,3.2070632076563635e-154,0.249852953172957,2.1343387654049958e-144,1.1620251529573622e-142,+,0.2595767444526694
CD4,fid_23602,-0.25956314469669883,4.422324452845314e-156,3.3325894291197645e-154,-0.2861423681012363,1.0775745505827014e-190,1.091740435147164e-188,-,0.25956314469669883
PRSS8,fid_23484,0.25955993789323994,4.462650232837406e-156,3.3626296199289286e-154,0.2648591004704838,1.1456248686720216e-162,8.056072648236786e-161,+,0.25955993789323994
GIP,fid_23612,-0.2595537212101064,4.54187418907245e-156,3.421970518003232e-154,-0.2672294616931731,1.1522306159847512e-165,8.446565111919443e-164,-,0.2595537212101064
SLC39A5,fid_23420,0.2595527368582185,4.554546679931889e-156,3.43116264295354e-154,0.28773973650229867,6.71097081428499e-193,6.986166754393545e-191,+,0.2595527368582185
LDLR,fid_23523,0.2595478650325857,4.6177879370291353e-156,3.47844483786799e-154,0.26612605056613037,2.8887285790847892e-164,2.078829189965125e-162,+,0.2595478650325857
ANGPTL2,fid_23407,0.25954509639417145,4.654117608413421e-156,3.505447622218378e-154,0.26430415014955794,5.706744941421973e-162,3.9775979406584905e-160,+,0.25954509639417145
CRELD1,fid_23481,0.25952505033509565,4.925812536196976e-156,3.709701845919163e-154,0.24926771501191908,1.0406946107810406e-143,5.620516456000851e-142,+,0.25952505033509565
ERBB3,fid_23502,0.25952148890552196,4.975713268891777e-156,3.7468945824097376e-154,0.26719569506817487,1.2719076754160375e-165,9.31541644125669e-164,+,0.25952148890552196
AMBP,fid_23554,-0.2595152206973319,5.064768886166933e-156,3.813561622606027e-154,-0.2738333955375971,3.5296945420774017e-174,2.9090502480016555e-172,-,0.2595152206973319
PON3,fid_23438,0.2595004712665501,5.280650148159049e-156,3.975699428047017e-154,0.27157723024632485,3.0437323765556298e-171,2.4106778326079384e-169,+,0.2595004712665501
GUSB,fid_23605,-0.259493585575672,5.384555278431365e-156,4.053507713700205e-154,-0.2519341116513835,7.373553259279576e-147,4.16290747941233e-145,-,0.259493585575672
ERBB3,fid_23489,0.2594881823709143,5.467517025751811e-156,4.115535281010993e-154,0.26079997837003294,1.3213388542273273e-157,8.709440833924934e-156,+,0.2594881823709143
IL18R1,fid_23500,0.2594855346783938,5.508634855244336e-156,4.1460563119727615e-154,0.26219064405786124,2.4937417827504233e-159,1.6760947232275504e-157,+,0.2594855346783938
BPIFB1,fid_23406,0.25947521861468076,5.671806350602499e-156,4.2684248101208996e-154,0.2591783406305192,1.3131315075860366e-155,8.403105183925573e-154,+,0.25947521861468076
AMBP,fid_23555,-0.2594682555691888,5.78466155557448e-156,4.352905417848385e-154,-0.27469702363292897,2.609470037430755e-175,2.182056738122219e-173,-,0.2594682555691888
GGT1,fid_23488,0.25946682601438575,5.808107354986262e-156,4.370095731813685e-154,0.2611599136358598,4.739891230441283e-158,3.1413329834164935e-156,+,0.25946682601438575
IGSF3,fid_23454,0.2594518406415878,6.059662723084571e-156,4.558897336385759e-154,0.26099305254810434,7.625451673084474e-158,5.042225859715849e-156,+,0.2594518406415878
FTCD,fid_23498,0.2594376495757269,6.307904608239981e-156,4.745167267969027e-154,0.2706777646294819,4.42524420153562e-170,3.4562697917970516e-168,+,0.2594376495757269
APOD,fid_23598,-0.2594373483962851,6.31328167866835e-156,4.7487207241935167e-154,-0.32621614621147943,1.672346183170096e-250,3.41916469383883e-248,-,0.2594373483962851
TBCA,fid_23471,0.2594317598390229,6.413890766259498e-156,4.823897598852604e-154,0.243578528829353,4.0865485438538035e-137,2.0124874074651427e-135,+,0.2594317598390229
P4HB,fid_23485,0.25943141742676856,6.420106897538832e-156,4.828073167558248e-154,0.25377315318891847,4.712076407924653e-149,2.748481829426437e-147,+,0.25943141742676856
KHK,fid_23515,0.25942666811203885,6.506948558566973e-156,4.8928739165857555e-154,0.24948976677193874,5.707860793415064e-144,3.090472413839887e-142,+,0.25942666811203885
STAB2,fid_23452,-0.25941712872138106,6.684936914914403e-156,5.0261915618125066e-154,-0.2538849944243822,3.460765302594701e-149,2.022994616093139e-147,-,0.25941712872138106
VEGFA,fid_23471,0.25940498016553365,6.918662070077285e-156,5.201384020538212e-154,0.2501067291924678,1.0723439601843722e-144,5.865539079807099e-143,+,0.25940498016553365
MEGF9,fid_23458,-0.25939692719709295,7.078071620346152e-156,5.3206762580285595e-154,-0.2586463916205415,5.893694426322879e-155,3.7412400118591135e-153,-,0.25939692719709295
ERBB3,fid_23425,0.25939587807738784,7.099107286373936e-156,5.3359371748319074e-154,0.2664636047237834,1.0798965919043985e-164,7.811527864156706e-163,+,0.25939587807738784
FGFR2,fid_23617,-0.25939424526198684,7.131970745574225e-156,5.360084199127763e-154,-0.2371115386231855,7.93754455567402e-130,3.5009730244220547e-128,-,0.25939424526198684
NTRK3,fid_23602,0.2593863101437086,7.293855476114501e-156,5.481183074400102e-154,0.24847836407184895,8.75933968873608e-143,4.672361386543178e-141,+,0.2593863101437086
PLTP,fid_23452,0.25938586061352054,7.303135394261601e-156,5.487589374285696e-154,0.2603159850040242,5.2313719166413526e-157,3.417511487996001e-155,+,0.25938586061352054
C9,fid_23543,-0.25937468060961727,7.537761762391351e-156,5.6633025837509485e-154,-0.20358963066600305,1.6685128215357252e-95,4.217006894045597e-94,-,0.25937468060961727
ENO3,fid_23447,0.2593620402184634,7.812113197329948e-156,5.8688227879364584e-154,0.2796605247648435,6.838559380658307e-182,6.2360234005197395e-180,+,0.2593620402184634
APCS,fid_23441,0.2593511643986309,8.056131451904858e-156,6.051515170855167e-154,0.26994839137090476,3.849086909125039e-169,2.968628700388647e-167,+,0.2593511643986309
LDLR,fid_23603,0.25934197325755515,8.268274524331285e-156,6.210228625394474e-154,0.25323371247819715,2.0834530511291526e-148,1.2034636132919438e-146,+,0.25934197325755515
AGR3,fid_23571,0.259340531599597,8.302052142868674e-156,6.234954392491611e-154,0.26876186849294037,1.2803523504462112e-167,9.663549109316409e-166,+,0.259340531599597
PAG1,fid_23617,-0.25933186820119775,8.50795440405128e-156,6.388929649189994e-154,-0.25721091108920374,3.3298421212716174e-153,2.0625809432810387e-151,-,0.25933186820119775
TTR,fid_23410,0.25932693201630885,8.627544382847481e-156,6.478064784431215e-154,0.25220352100705706,3.52639259020611e-147,2.0008520317971096e-145,+,0.25932693201630885
RBP5,fid_23410,0.2593158877317387,8.901230172437282e-156,6.682873698443096e-154,0.2648412090609844,1.2065652800023114e-162,8.48132542581586e-161,+,0.2593158877317387
CHMP6,fid_23624,-0.25931170992218144,9.007004486369987e-156,6.761588595158836e-154,-0.25616237465114994,6.239785210565166e-152,3.7990193703972945e-150,-,0.25931170992218144
ATRN,fid_23448,0.259301801838263,9.262903148352863e-156,6.952974448229328e-154,0.2616486491985008,1.1750874669341538e-158,7.848649133240377e-157,+,0.259301801838263
HS6ST1,fid_23622,-0.2592840845398913,9.738721763135364e-156,7.309381327779266e-154,-0.2685105449944969,2.6835758953543864e-167,2.0164438660150148e-165,-,0.2592840845398913
DSG2,fid_23622,0.2592780700955828,9.905733246918538e-156,7.433963863284509e-154,0.2661469276382536,2.7182888795123906e-164,1.9565623139085666e-162,+,0.2592780700955828
AGR3,fid_23410,0.2592743038770731,1.0011767997912124e-155,7.512764139676304e-154,0.2682543628355661,5.701047904379132e-167,4.2635027774336747e-165,+,0.2592743038770731
IGSF3,fid_23435,0.25927298580418723,1.0049144331863822e-155,7.540032645682785e-154,0.26224279042300913,2.147809339608491e-159,1.4445215231951318e-157,+,0.25927298580418723
CLUL1,fid_23632,-0.2592673380906642,1.0210879260076983e-155,7.660594120025819e-154,-0.3036156810829638,1.2926614615471714e-215,1.7574755382674753e-213,-,0.2592673380906642
CKB,fid_23508,-0.25926718574595675,1.0215277803943312e-155,7.66310308754043e-154,-0.2641506572484766,8.891398547198376e-162,6.178931157336976e-160,-,0.25926718574595675
F10,fid_23500,0.259264910917896,1.0281182828914677e-155,7.7117465394457e-154,0.30361656032976775,1.2888026071097467e-215,1.7525569461705972e-213,+,0.259264910917896
NID1,fid_23471,0.2592483672222914,1.0773420721819341e-155,8.080132242968397e-154,0.2510845404874908,7.504759438856923e-146,4.174083109660098e-144,+,0.2592483672222914
F9,fid_23638,0.2592453443496708,1.0865872691047812e-155,8.148630947076942e-154,0.28856447153799264,4.8119398705354316e-194,5.0879648938625814e-192,+,0.2592453443496708
P4HB,fid_23495,0.25924357604755977,1.0920321481584512e-155,8.188618779306255e-154,0.25227274321785514,2.917145473440184e-147,1.6571096222008618e-145,+,0.25924357604755977
CDKN1A,fid_23643,0.2592421670991009,1.0963900144961255e-155,8.220448221850974e-154,0.2546333827617731,4.3703251734756385e-150,2.5894577453024143e-148,+,0.2592421670991009
NTRK3,fid_23598,-0.25924163219384133,1.0980490157542126e-155,8.23203779442651e-154,-0.250787939511834,1.6835360939569133e-145,9.319468565931434e-144,-,0.25924163219384133
CRELD1,fid_23550,0.2592386974876577,1.1071956647694868e-155,8.29975383890337e-154,0.2459965735218998,6.755725978238886e-140,3.460374255454086e-138,+,0.2592386974876577
CCL16,fid_23648,0.2592356473779821,1.1167826196119424e-155,8.370756194649558e-154,0.29195985727910345,8.508666962475549e-199,9.483764632729744e-197,+,0.2592356473779821
IGFBP2,fid_23596,0.2592333479624364,1.1240647839804348e-155,8.424470313521174e-154,0.2663210251295434,1.6366503089279432e-164,1.1808300384042147e-162,+,0.2592333479624364
PRSS8,fid_23612,-0.2592284433589598,1.1397562823786859e-155,8.541191859754436e-154,-0.22635360688837317,3.4752060575500232e-118,1.2791246741353832e-116,-,0.2592284433589598
FAM3C,fid_23443,-0.2592233561377556,1.1562631443588388e-155,8.663998943066796e-154,-0.25658559150435234,1.914996703574372e-152,1.1746805376450877e-150,-,0.2592233561377556
SCLY,fid_23435,0.2592203031544255,1.1662837569383016e-155,8.738183582509255e-154,0.2646884895876575,1.8776273469068354e-162,1.3158979482977941e-160,+,0.2592203031544255
SELE,fid_23456,-0.2592139915568469,1.1872756710829918e-155,8.894545076158752e-154,-0.24718458591285442,2.829232038662511e-141,1.476537338905085e-139,-,0.2592139915568469
BAIAP2,fid_23487,0.2592134757838132,1.1890076768817025e-155,8.90660248166139e-154,0.25454208824023544,5.62730266815814e-150,3.329343122181562e-148,+,0.2592134757838132
PROS1,fid_23501,0.25920854828371753,1.205682309674427e-155,9.030577893888844e-154,0.2980866790540396,1.5390372122986144e-207,1.9017680313706466e-205,+,0.25920854828371753
IL1RN,fid_23632,0.2592064626510911,1.2128102155794857e-155,9.083030003089677e-154,0.3469040396881831,3.5884905234142485e-285,1.0849526437702585e-282,+,0.2592064626510911
PAMR1,fid_23554,-0.25919987194675403,1.2356124827301822e-155,9.252848304505059e-154,-0.27559146509139304,1.7403987746966823e-176,1.4779481035302773e-174,-,0.25919987194675403
APOM,fid_23502,0.2591957152564368,1.2502132419290976e-155,9.361221189291934e-154,0.25363480944626177,6.901169285964981e-149,4.01278701862977e-147,+,0.2591957152564368
ANGPTL2,fid_23454,0.25919014327655693,1.2700559194915383e-155,9.5088176145442335e-154,0.26390963300778264,1.7828504407609184e-161,1.231193319438194e-159,+,0.25919014327655693
CDKN1A,fid_23648,0.2591890772513914,1.2738878804854919e-155,9.536524895057683e-154,0.2522312344840838,3.268552313509101e-147,1.8549895733428072e-145,+,0.2591890772513914
KRT18,fid_23596,-0.259174584769394,1.3271427221761808e-155,9.934175817734662e-154,-0.2526884245573398,9.32759569665925e-148,5.33573564284475e-146,-,0.259174584769394
TCTN3,fid_23536,0.25917235342858613,1.3355373031830592e-155,9.995983046131665e-154,0.2453427467835777,3.8447942054113146e-139,1.9483480562736602e-137,+,0.25917235342858613
HAVCR1,fid_23536,0.25916358791203004,1.369030628408194e-155,1.0245612651117751e-153,0.25374971475198804,5.026833186463291e-149,2.930428450232836e-147,+,0.25916358791203004
PLA2G10,fid_23530,-0.25915577095214726,1.399606259806782e-155,1.0473357535484642e-153,-0.25291565140114036,4.9967863029573314e-148,2.8696422134677464e-146,-,0.25915577095214726
SKAP1,fid_23493,0.25914938883060573,1.425074462544362e-155,1.0662840196474996e-153,0.27208579473104344,6.670046678301901e-172,5.31753504139174e-170,+,0.25914938883060573
EPHA1,fid_23642,-0.25914598636816744,1.438840737015478e-155,1.0764735478391116e-153,-0.25930196816579426,9.258548027369284e-156,5.9373563801666176e-154,-,0.25914598636816744
RIDA,fid_23433,-0.25914076344787007,1.4602313167320652e-155,1.0923645411400614e-153,-0.28154138484747954,2.0184611397610345e-184,1.893984157853928e-182,-,0.25914076344787007
F10,fid_23424,0.2591318930423467,1.4972902761228484e-155,1.1199722020012822e-153,0.2991813023338015,4.004143685244749e-209,5.051789201336793e-207,+,0.2591318930423467
AGRP,fid_23480,0.2591193285318103,1.5513951825934628e-155,1.1603232269598571e-153,0.27123554174692593,8.424675490021508e-171,6.643501476714574e-169,+,0.2591193285318103
CDH2,fid_23641,-0.2591157109573089,1.5673319290357953e-155,1.1721220632915074e-153,-0.2521980224309809,3.579915043961577e-147,2.030903240179236e-145,-,0.2591157109573089
TMPRSS15,fid_23495,0.2591044868080272,1.6178262391713884e-155,1.2097595300855755e-153,0.26554313588631073,1.574628070570804e-163,1.1210583751210187e-161,+,0.2591044868080272
AMBP,fid_23490,0.2591006071567823,1.6356548116172366e-155,1.222965355809657e-153,0.27419440192346395,1.1895743553904638e-174,9.864455428440458e-173,+,0.2591006071567823
CDH2,fid_23638,0.25909921518527623,1.6420991902561582e-155,1.2276574743397176e-153,0.2730140678943877,4.1407596161090346e-173,3.3563426480831336e-171,+,0.25909921518527623
SMOC1,fid_23606,-0.25909423517114655,1.6653633386495416e-155,1.2449220413390775e-153,-0.2564410880266066,2.867054912146567e-152,1.7545376684772262e-150,-,0.25909423517114655
SERPINF2,fid_23508,0.2590930371466882,1.6710088419744297e-155,1.2490138087424072e-153,0.2673416993634756,8.2955363130727e-166,6.094665878870862e-164,+,0.2590930371466882
GGT1,fid_23486,0.2590878036959018,1.6958955686187578e-155,1.2674853182876506e-153,0.2577369167875245,7.615732732042941e-154,4.757908404128849e-152,+,0.2590878036959018
PLXNA4,fid_23480,0.2590858444097354,1.7053075098020547e-155,1.2743886105870216e-153,0.2580295585978221,3.3466300452861405e-154,2.1012737236051925e-152,+,0.2590858444097354
LATS1,fid_23485,0.25908461975809405,1.7112169112994519e-155,1.2786732793838715e-153,0.2603755479473635,4.417126701023358e-157,2.889483050338861e-155,+,0.25908461975809405
