protein,metabolite,r,p,q,r_s,p_s,q_s,sign,abs_r
PRAP1,fid_23497,0.41887665417294756,0,0,0.43347713981846264,0,0,+,0.41887665417294756
APOA1,fid_23567,0.5373020972145623,0,0,0.6481451896034701,0,0,+,0.5373020972145623
APOC1,fid_23567,0.4206052609306538,0,0,0.4931272580353992,0,0,+,0.4206052609306538
MAMDC4,fid_23567,0.38209101998252315,0,0,0.36737550272532593,3.56e-322,9.1555e-320,+,0.38209101998252315
PLTP,fid_23567,0.3978104664055426,0,0,0.4080537947208513,0,0,+,0.3978104664055426
SERPINA6,fid_23567,0.3741879466153997,0,0,0.3575184848485759,5.182073667687189e-304,1.10714044266865e-301,+,0.3741879466153997
FGFBP1,fid_23539,0.413049773379177,0,0,0.4128180983036426,0,0,+,0.413049773379177
LDLR,fid_23539,0.38470087788832114,0,0,0.39282496514074927,0,0,+,0.38470087788832114
PLA2G7,fid_23539,0.5550356218828139,0,0,0.5704479881899329,0,0,+,0.5550356218828139
TFPI,fid_23539,0.3755593306823284,0,0,0.4119403657351333,0,0,+,0.3755593306823284
FGFBP1,fid_23504,0.37135547144855663,0,0,0.3820365602249135,0,0,+,0.37135547144855663
LDLR,fid_23504,0.5408826160881687,0,0,0.5441790837528051,0,0,+,0.5408826160881687
PLA2G7,fid_23504,0.5416575252308813,0,0,0.5594733132331113,0,0,+,0.5416575252308813
ERBB3,fid_23574,0.39047909837164785,0,0,0.40503214507079255,0,0,+,0.39047909837164785
F7,fid_23574,0.37224026794324,0,0,0.3727586429018825,0,0,+,0.37224026794324
MAMDC4,fid_23574,0.48863581272248785,0,0,0.4901492487788647,0,0,+,0.48863581272248785
PROC,fid_23574,0.3724289971316662,0,0,0.3727507506358088,0,0,+,0.3724289971316662
FGFBP1,fid_23546,0.43680206905825847,0,0,0.4389954385917177,0,0,+,0.43680206905825847
PLA2G7,fid_23546,0.5786249847898602,0,0,0.5909688919429362,0,0,+,0.5786249847898602
LDLR,fid_23511,0.5657793845827641,0,0,0.5683138539675404,0,0,+,0.5657793845827641
PLA2G7,fid_23511,0.5255031009989397,0,0,0.5440184285825117,0,0,+,0.5255031009989397
AGRP,fid_23412,0.4130989146296945,0,0,0.411863063662854,0,0,+,0.4130989146296945
CCN1,fid_23412,0.39532641018816,0,0,0.38665513609048713,0,0,+,0.39532641018816
LDLR,fid_23412,0.6598869613934765,0,0,0.6681106888677552,0,0,+,0.6598869613934765
MFGE8,fid_23412,0.39077400696393144,0,0,0.3812657141585129,0,0,+,0.39077400696393144
NPY,fid_23412,0.410459160824844,0,0,0.4153926056692007,0,0,+,0.410459160824844
PLA2G7,fid_23412,0.4701282470453641,0,0,0.4847908721150425,0,0,+,0.4701282470453641
ADIPOQ,fid_23553,0.5091915427141441,0,0,0.5257306883082825,0,0,+,0.5091915427141441
APCS,fid_23553,-0.4543027673579691,0,0,-0.4447697430249181,0,0,-,0.4543027673579691
APOA1,fid_23553,0.37742014131191254,0,0,0.4313589576500337,0,0,+,0.37742014131191254
CDHR2,fid_23553,-0.3928926902708717,0,0,-0.4265375908653115,0,0,-,0.3928926902708717
CLUL1,fid_23553,0.3748585840182016,0,0,0.3842909949194824,0,0,+,0.3748585840182016
CNTN3,fid_23553,-0.3742270266523718,0,0,-0.4141552800793839,0,0,-,0.3742270266523718
EPHA1,fid_23553,-0.39782658761402423,0,0,-0.41031503337985775,0,0,-,0.39782658761402423
LDLR,fid_23553,-0.396886365343418,0,0,-0.388277727825875,0,0,-,0.396886365343418
LPL,fid_23553,0.4037164864772583,0,0,0.4278898284585376,0,0,+,0.4037164864772583
MXRA8,fid_23553,0.4783981195719573,0,0,0.4898085150246268,0,0,+,0.4783981195719573
PLTP,fid_23553,0.5356574808583636,0,0,0.5609000291688888,0,0,+,0.5356574808583636
PON3,fid_23553,0.3983133921331043,0,0,0.45775902860856416,0,0,+,0.3983133921331043
PRAP1,fid_23553,-0.4162835981485114,0,0,-0.43473446372977453,0,0,-,0.4162835981485114
RTN4R,fid_23553,-0.39189019419818744,0,0,-0.42074041807631524,0,0,-,0.39189019419818744
SERPINF1,fid_23553,-0.39812540029836446,0,0,-0.41963923267764475,0,0,-,0.39812540029836446
SHBG,fid_23553,0.42023211747531003,0,0,0.4492840351620344,0,0,+,0.42023211747531003
SSC4D,fid_23553,-0.4401303831500167,0,0,-0.4792602932324861,0,0,-,0.4401303831500167
ADH4,fid_23490,0.38440150852407756,0,0,0.39196268396495865,0,0,+,0.38440150852407756
ADIPOQ,fid_23490,-0.37416101242592875,0,0,-0.3973296429290944,0,0,-,0.37416101242592875
AGRP,fid_23490,0.45510481515506807,0,0,0.4662974060121663,0,0,+,0.45510481515506807
APCS,fid_23490,0.3854103714659035,0,0,0.40371220168624905,0,0,+,0.3854103714659035
CCN1,fid_23490,0.39555575803130505,0,0,0.39551716777745916,0,0,+,0.39555575803130505
CES1,fid_23490,0.40668308220912747,0,0,0.40865063879456237,0,0,+,0.40668308220912747
CPM,fid_23490,0.37923926079061576,0,0,0.3941673893558938,0,0,+,0.37923926079061576
FURIN,fid_23490,0.3734549871403342,0,0,0.37699315588676063,0,0,+,0.3734549871403342
GHR,fid_23490,0.3731903812800774,0,0,0.38128165929413055,0,0,+,0.3731903812800774
HHEX,fid_23490,0.37362681546944254,0,0,0.3800317343032359,0,0,+,0.37362681546944254
IGSF9,fid_23490,0.41043763821484763,0,0,0.4160712513384973,0,0,+,0.41043763821484763
LDLR,fid_23490,0.6639784926897183,0,0,0.6803292393264293,0,0,+,0.6639784926897183
LPL,fid_23490,-0.38941834481003823,0,0,-0.41310256579493937,0,0,-,0.38941834481003823
MFGE8,fid_23490,0.4609215023051121,0,0,0.43959662617702033,0,0,+,0.4609215023051121
NPY,fid_23490,0.4463344731318365,0,0,0.46414607428067384,0,0,+,0.4463344731318365
PRAP1,fid_23490,0.4185298308702747,0,0,0.4359389815841616,0,0,+,0.4185298308702747
LDLR,fid_23518,0.5004904939739124,0,0,0.4926293555971109,0,0,+,0.5004904939739124
PLA2G7,fid_23518,0.4285677242714396,0,0,0.44107422332942403,0,0,+,0.4285677242714396
ACE2,fid_23634,0.3755964790269825,0,0,0.36989507296954227,0,0,+,0.3755964790269825
ACY1,fid_23634,0.4168214411072809,0,0,0.42979459640444384,0,0,+,0.4168214411072809
ADIPOQ,fid_23634,-0.37746686763258486,0,0,-0.3884019364143527,0,0,-,0.37746686763258486
ASGR1,fid_23634,0.41648823621283126,0,0,0.42961541769027684,0,0,+,0.41648823621283126
CES1,fid_23634,0.40457408741965345,0,0,0.3978918708320367,0,0,+,0.40457408741965345
CPM,fid_23634,0.4053795099816858,0,0,0.44417866778469994,0,0,+,0.4053795099816858
FGFBP1,fid_23634,-0.37897969736485326,0,0,-0.3560123521700225,2.705734682387509e-301,5.598098049912883e-299,-,0.37897969736485326
IGSF9,fid_23634,0.48160157730152803,0,0,0.49087075878069014,0,0,+,0.48160157730152803
OXT,fid_23634,0.36931673413018706,0,0,0.382721104150088,0,0,+,0.36931673413018706
PLTP,fid_23634,-0.3984203664676367,0,0,-0.42095035301297007,0,0,-,0.3984203664676367
PON3,fid_23634,-0.4414710056166013,0,0,-0.48264645924711813,0,0,-,0.4414710056166013
PRAP1,fid_23634,0.4793254193609396,0,0,0.5034125362343606,0,0,+,0.4793254193609396
PRSS8,fid_23634,0.43279113654381646,0,0,0.4441957077857394,0,0,+,0.43279113654381646
SERPINF1,fid_23634,0.3767012945198713,0,0,0.38846869658502087,0,0,+,0.3767012945198713
LDLR,fid_23589,0.5380923792585884,0,0,0.6155920545184759,0,0,+,0.5380923792585884
ADH4,fid_23639,0.37059367076696004,0,0,0.37272703845501565,0,0,+,0.37059367076696004
ADIPOQ,fid_23639,-0.45443524690345516,0,0,-0.46273702774006553,0,0,-,0.45443524690345516
APOA1,fid_23639,-0.44059067302753646,0,0,-0.5177328928779403,0,0,-,0.44059067302753646
CD38,fid_23639,0.3690797595648312,0,0,0.37218341081047274,0,0,+,0.3690797595648312
CDHR2,fid_23639,0.36947320358813085,0,0,0.3758597296216206,0,0,+,0.36947320358813085
GUSB,fid_23639,0.3850880255906071,0,0,0.383789499338022,0,0,+,0.3850880255906071
IGFBP1,fid_23639,-0.4177057451197606,0,0,-0.42355935866021555,0,0,-,0.4177057451197606
IGSF9,fid_23639,0.3805167689486818,0,0,0.37540712982564967,0,0,+,0.3805167689486818
LDLR,fid_23639,0.4732410063743374,0,0,0.4768548919113489,0,0,+,0.4732410063743374
LPL,fid_23639,-0.3886797055736029,0,0,-0.3990451762829213,0,0,-,0.3886797055736029
MENT,fid_23639,-0.4068787882267295,0,0,-0.40313993509476476,0,0,-,0.4068787882267295
MFGE8,fid_23639,0.3936083736335673,0,0,0.3706397788036043,0,0,+,0.3936083736335673
MXRA8,fid_23639,-0.4429455583048939,0,0,-0.4484143847480632,0,0,-,0.4429455583048939
PLTP,fid_23639,-0.47672126846710494,0,0,-0.48405034362640115,0,0,-,0.47672126846710494
PON3,fid_23639,-0.48980308628881614,0,0,-0.5258632122739119,0,0,-,0.48980308628881614
PRAP1,fid_23639,0.48557512395344676,0,0,0.49465602065946057,0,0,+,0.48557512395344676
SIT1,fid_23639,0.3692709384018299,0,0,0.3712739911090245,0,0,+,0.3692709384018299
SSC4D,fid_23639,0.3828288202069545,0,0,0.39122918519989763,0,0,+,0.3828288202069545
FGFBP1,fid_23594,0.4821249888887363,0,0,0.45066722663206826,0,0,+,0.4821249888887363
PLA2G7,fid_23644,-0.36834046145972393,0,0,-0.3753132898218742,0,0,-,0.36834046145972393
LCAT,fid_23624,-0.3827837781853944,0,0,-0.3905652651563169,0,0,-,0.3827837781853944
LDLR,fid_23624,-0.5405700580992939,0,0,-0.5358754600268125,0,0,-,0.5405700580992939
NPY,fid_23624,-0.36933787821856057,0,0,-0.36648336117596614,1.6946e-320,4.2977e-318,-,0.36933787821856057
FGFBP1,fid_23599,0.41741591678484097,0,0,0.39141534496925773,0,0,+,0.41741591678484097
GCG,fid_23599,-0.3803563259167039,0,0,-0.37666947691567093,0,0,-,0.3803563259167039
IGSF9,fid_23599,-0.37104505796298864,0,0,-0.36004625995481215,1.317769761227795e-308,2.966230762845957e-306,-,0.37104505796298864
MFGE8,fid_23599,-0.41207237486912623,0,0,-0.3942774991148543,0,0,-,0.41207237486912623
PON3,fid_23599,0.390279078865172,0,0,0.42054685904120903,0,0,+,0.390279078865172
PRAP1,fid_23599,-0.44783170337710615,0,0,-0.4456384768414328,0,0,-,0.44783170337710615
PRSS8,fid_23599,-0.3861184444999088,0,0,-0.37849023149673733,0,0,-,0.3861184444999088
ADIPOQ,fid_23629,0.39084133540253413,0,0,0.47560753829110936,0,0,+,0.39084133540253413
APCS,fid_23629,-0.36894255364863754,0,0,-0.44753893177820886,0,0,-,0.36894255364863754
PLTP,fid_23629,0.4276600822013269,0,0,0.5117631784554314,0,0,+,0.4276600822013269
SSC4D,fid_23629,-0.38056691277368354,0,0,-0.46909543522871106,0,0,-,0.38056691277368354
APOA1,fid_23604,-0.40206303859085823,0,0,-0.4757814025131426,0,0,-,0.40206303859085823
APOC1,fid_23446,0.43780250692191713,0,0,0.505538784601934,0,0,+,0.43780250692191713
APOM,fid_23446,0.4120783880701959,0,0,0.4224924782967404,0,0,+,0.4120783880701959
LDLR,fid_23446,0.3973129289855518,0,0,0.39611403321588295,0,0,+,0.3973129289855518
ACY1,fid_23458,-0.40833238033798885,0,0,-0.4200724881283284,0,0,-,0.40833238033798885
ADH4,fid_23458,-0.3969630961882509,0,0,-0.40490305698430074,0,0,-,0.3969630961882509
AGRP,fid_23458,-0.4464187748334511,0,0,-0.446604458286232,0,0,-,0.4464187748334511
APCS,fid_23458,-0.39423309676514556,0,0,-0.4006899543037562,0,0,-,0.39423309676514556
ASGR1,fid_23458,-0.47048217310390766,0,0,-0.473569898376506,0,0,-,0.47048217310390766
CCN1,fid_23458,-0.3972001108494553,0,0,-0.38537572109089985,0,0,-,0.3972001108494553
CD4,fid_23458,-0.3684537848222725,0,0,-0.4119251949532487,0,0,-,0.3684537848222725
CDHR2,fid_23458,-0.3961179670985763,0,0,-0.40736822357432206,0,0,-,0.3961179670985763
CES1,fid_23458,-0.452663795456798,0,0,-0.45414084291237317,0,0,-,0.452663795456798
CFH,fid_23458,-0.3961506662253521,0,0,-0.40891259078203546,0,0,-,0.3961506662253521
CPM,fid_23458,-0.44079689870803135,0,0,-0.45440941014213554,0,0,-,0.44079689870803135
EPHA1,fid_23458,-0.37059111248860443,0,0,-0.3745972615006818,0,0,-,0.37059111248860443
F9,fid_23458,-0.4022450128738691,0,0,-0.4132229001251985,0,0,-,0.4022450128738691
FGF21,fid_23458,-0.38753552313127276,0,0,-0.3795753978818377,0,0,-,0.38753552313127276
FURIN,fid_23458,-0.40324255292578187,0,0,-0.4103452137261402,0,0,-,0.40324255292578187
GCG,fid_23458,-0.3751762285436081,0,0,-0.37388865228122564,0,0,-,0.3751762285436081
GPR37,fid_23458,-0.4038551896828854,0,0,-0.40461203905350496,0,0,-,0.4038551896828854
GUSB,fid_23458,-0.43159865288369403,0,0,-0.4402606667609261,0,0,-,0.43159865288369403
HGF,fid_23458,-0.41219149968751856,0,0,-0.41547873690740056,0,0,-,0.41219149968751856
HHEX,fid_23458,-0.39596517574899837,0,0,-0.3906214098683401,0,0,-,0.39596517574899837
IGSF9,fid_23458,-0.5059182032282281,0,0,-0.5055407532815658,0,0,-,0.5059182032282281
IL1RN,fid_23458,-0.37780497660864976,0,0,-0.4162624240945579,0,0,-,0.37780497660864976
INHBC,fid_23458,-0.3762878481430212,0,0,-0.3918293933935385,0,0,-,0.3762878481430212
LDLR,fid_23458,-0.5631676595316882,0,0,-0.5694553915042708,0,0,-,0.5631676595316882
LPL,fid_23458,0.414288272758679,0,0,0.42583012394708125,0,0,+,0.414288272758679
MAD1L1,fid_23458,-0.37683109566381817,0,0,-0.4140023045117299,0,0,-,0.37683109566381817
MFGE8,fid_23458,-0.4684794304804104,0,0,-0.4506811810140009,0,0,-,0.4684794304804104
NPY,fid_23458,-0.430326145734555,0,0,-0.4313858543051684,0,0,-,0.430326145734555
PLAT,fid_23458,-0.3835548069928629,0,0,-0.39190239698986323,0,0,-,0.3835548069928629
PLTP,fid_23458,0.37141728149478875,0,0,0.3816019110316706,0,0,+,0.37141728149478875
PON3,fid_23458,0.39231291534580526,0,0,0.4405321540623124,0,0,+,0.39231291534580526
PRAP1,fid_23458,-0.5310481896974801,0,0,-0.53993408521303,0,0,-,0.5310481896974801
PRSS8,fid_23458,-0.43602955403428706,0,0,-0.4364304368039335,0,0,-,0.43602955403428706
RARRES2,fid_23458,-0.4327070030619268,0,0,-0.4462737456183725,0,0,-,0.4327070030619268
RBP5,fid_23458,-0.3994096889039426,0,0,-0.41584759893297873,0,0,-,0.3994096889039426
SEMA3F,fid_23458,-0.36917619103544463,0,0,-0.3722826089084115,0,0,-,0.36917619103544463
SERPINF1,fid_23458,-0.40799605907909453,0,0,-0.411239436599667,0,0,-,0.40799605907909453
SLC39A5,fid_23458,-0.38886097643076284,0,0,-0.4243591087829232,0,0,-,0.38886097643076284
SMOC1,fid_23458,-0.3995439487913019,0,0,-0.4043768022256046,0,0,-,0.3995439487913019
ACE2,fid_23453,-0.3706687424038633,0,0,-0.36110774098731874,1.50628044073316e-310,3.460212765545264e-308,-,0.3706687424038633
ACY1,fid_23453,-0.42724279455873365,0,0,-0.42685138929464683,0,0,-,0.42724279455873365
ADH4,fid_23453,-0.39421614062769716,0,0,-0.39333833491130876,0,0,-,0.39421614062769716
AGRP,fid_23453,-0.3965854845527709,0,0,-0.4020458952093765,0,0,-,0.3965854845527709
ASGR1,fid_23453,-0.45912294437451007,0,0,-0.4685644927031921,0,0,-,0.45912294437451007
CDHR2,fid_23453,-0.39142539850712754,0,0,-0.40007465442956236,0,0,-,0.39142539850712754
CES1,fid_23453,-0.4849732732097446,0,0,-0.4741162646213416,0,0,-,0.4849732732097446
CPM,fid_23453,-0.44798498393036124,0,0,-0.4631335184152966,0,0,-,0.44798498393036124
CTSD,fid_23453,-0.3806092222684159,0,0,-0.41491409732366424,0,0,-,0.3806092222684159
F9,fid_23453,-0.38523891252466136,0,0,-0.40172012389017925,0,0,-,0.38523891252466136
FAM20A,fid_23453,-0.37587337549853467,0,0,-0.3842002611345916,0,0,-,0.37587337549853467
FGF21,fid_23453,-0.40246754108127686,0,0,-0.3904105544229117,0,0,-,0.40246754108127686
FTCD,fid_23453,-0.37002374304199614,0,0,-0.370456066582933,0,0,-,0.37002374304199614
FURIN,fid_23453,-0.4146920437545927,0,0,-0.4209938033443094,0,0,-,0.4146920437545927
GPR37,fid_23453,-0.3753248139373602,0,0,-0.3787131477517033,0,0,-,0.3753248139373602
GUSB,fid_23453,-0.42315154195241317,0,0,-0.42444333557472674,0,0,-,0.42315154195241317
HGF,fid_23453,-0.3854310322477116,0,0,-0.3890881251597413,0,0,-,0.3854310322477116
HHEX,fid_23453,-0.37155315332557864,0,0,-0.370265035603353,0,0,-,0.37155315332557864
