name,type,display_label,degree,strength,module_louvain,module_walktrap
FN1,protein,FN1,25,6.0967212142487135,2,3
STX8,protein,STX8,2,0.4658312936147846,5,2
PLXNA4,protein,PLXNA4,5,1.107405360864041,5,3
CXCL6,protein,CXCL6,25,5.9781025306821025,2,3
DLK1,protein,DLK1,4,0.8847564374910453,6,1
MYH9,protein,MYH9,25,5.913370044887421,2,3
ERP29,protein,ERP29,2,0.5079055597189065,5,2
CLEC1A,protein,CLEC1A,1,0.2669050568468305,6,1
INPP5D,protein,INPP5D,25,6.041395085545336,2,3
CD27,protein,CD27,4,0.8964796961690914,3,1
CHCHD10,protein,CHCHD10,25,5.487939674435423,6,3
CD79B,protein,CD79B,14,3.089813006771243,3,3
SNAP23,protein,SNAP23,4,0.9134949298011017,5,3
WNT9A,protein,WNT9A,1,0.265795961618964,6,1
ISM1,protein,ISM1,25,5.419912297925863,2,3
PAXX,protein,PAXX,25,5.836567902224135,2,3
UFD1,protein,UFD1,25,5.895264193426278,2,3
HAVCR1,protein,HAVCR1,25,5.5718795134062535,2,3
MIF,protein,MIF,1,0.25785802197567476,5,2
LBP,protein,LBP,1,0.25721819506194404,5,3
PLXNB2,protein,PLXNB2,4,0.8722333249535437,6,3
OTUD7B,protein,OTUD7B,7,1.5519036543795055,2,3
DAB2,protein,DAB2,2,0.45651603224752163,5,2
HYOU1,protein,HYOU1,5,1.1482789000660882,6,3
PPP1R2,protein,PPP1R2,2,0.4949770990350637,5,2
CXCL13,protein,CXCL13,25,5.689659250122684,6,3
LACTB2,protein,LACTB2,2,0.46613272007705575,5,2
PTGR1,protein,PTGR1,10,2.241486566000604,4,3
ADGRG2,protein,ADGRG2,32,7.3053763278721275,3,3
TIA1,protein,TIA1,2,0.5005407557216432,5,2
GFER,protein,GFER,12,2.6539252778797846,2,3
AHNAK,protein,AHNAK,25,5.792895028547373,2,3
NAA80,protein,NAA80,25,5.687061872623452,2,3
THTPA,protein,THTPA,1,0.26204038998726303,5,2
SNCG,protein,SNCG,25,5.606886441991529,6,3
SMAD2,protein,SMAD2,25,6.093536122252683,2,3
DAAM1,protein,DAAM1,11,2.3663762310065177,2,3
METAP1D,protein,METAP1D,2,0.48407289618395943,5,2
GPI,protein,GPI,2,0.5024687917165318,5,2
ATOX1,protein,ATOX1,2,0.4818604242135994,5,2
MIA,protein,MIA,1,0.2602636440407091,6,1
PARP1,protein,PARP1,25,5.624913760170263,6,3
TOP2B,protein,TOP2B,22,4.686065390321455,6,3
FKBP14,protein,FKBP14,2,0.49523470600991026,5,2
FCN1,protein,FCN1,5,1.1808693922695064,6,3
ELN,protein,ELN,25,6.110204498418006,2,3
GLOD4,protein,GLOD4,1,0.2553683792334502,5,2
FXN,protein,FXN,2,0.474274454014458,5,2
PHOSPHO1,protein,PHOSPHO1,1,0.26077038277764103,6,1
NIT2,protein,NIT2,6,1.3372897690227081,5,3
CD36,protein,CD36,21,4.4940441188242986,2,3
CD69,protein,CD69,2,0.49294439399031886,5,2
PDIA4,protein,PDIA4,2,0.5062140766361516,5,2
DECR1,protein,DECR1,2,0.4809164040512829,5,2
PRKRA,protein,PRKRA,25,5.846527815298122,2,3
HNMT,protein,HNMT,25,5.39853044137663,6,3
EIF4G1,protein,EIF4G1,2,0.4581035077789599,5,2
CRYBB1,protein,CRYBB1,2,0.50140528385445,5,2
PCYT2,protein,PCYT2,2,0.46770043880985473,5,2
SHISA5,protein,SHISA5,20,4.337483719838976,3,3
SULT2A1,protein,SULT2A1,21,4.573399148572974,4,3
TPD52L2,protein,TPD52L2,5,1.1284421329770034,5,3
LZTFL1,protein,LZTFL1,2,0.48403823970354176,5,2
SELPLG,protein,SELPLG,25,5.900462740000849,2,3
NID1,protein,NID1,2,0.4763728941827803,5,2
DUT,protein,DUT,20,4.419137206489471,3,3
PDCD5,protein,PDCD5,2,0.45183019098010413,5,2
DOK2,protein,DOK2,2,0.49210451119565046,5,2
SMNDC1,protein,SMNDC1,25,5.773191400887823,2,3
HARS1,protein,HARS1,2,0.4674514864421299,5,2
PARK7,protein,PARK7,1,0.25142577342304534,5,2
CYB5R2,protein,CYB5R2,1,0.25800023746468975,5,2
VPS4B,protein,VPS4B,2,0.46150228572920127,5,2
PCBP2,protein,PCBP2,5,1.088323669443705,2,3
HDGFL2,protein,HDGFL2,8,1.7301147240145112,6,3
HSPA1A,protein,HSPA1A,2,0.48234937443429254,5,2
GH1,protein,GH1,25,5.72410756606949,2,3
JPT2,protein,JPT2,1,0.25639352321082864,5,2
UBE2L6,protein,UBE2L6,2,0.48729361135764426,5,2
FADD,protein,FADD,2,0.4512479614111359,5,2
ACAA1,protein,ACAA1,25,5.6840552969642735,2,3
NFASC,protein,NFASC,21,4.712692952449486,4,3
IST1,protein,IST1,2,0.4723890595401006,5,2
CACNB3,protein,CACNB3,9,1.9330416876847316,2,3
RNASE1,protein,RNASE1,15,3.2085641017113957,3,3
TMEM106A,protein,TMEM106A,1,0.25555351439235957,5,2
PLPBP,protein,PLPBP,1,0.2505057820484444,5,2
DTD1,protein,DTD1,1,0.25785747651256313,5,2
DTYMK,protein,DTYMK,26,6.249298977644309,2,3
CIRBP,protein,CIRBP,2,0.4968982895333897,5,2
GADD45GIP1,protein,GADD45GIP1,2,0.4930098956642502,5,2
CRADD,protein,CRADD,1,0.2501636563018102,5,2
SLC9A3R1,protein,SLC9A3R1,2,0.49367774907015516,5,2
STK11,protein,STK11,2,0.4694007950324566,5,2
GALNT10,protein,GALNT10,19,4.164301242576892,2,3
VAMP8,protein,VAMP8,2,0.48613190010263974,5,2
C4BPB,protein,C4BPB,1,0.24799009571092548,5,3
CHMP1A,protein,CHMP1A,1,0.24963012293019785,5,2
LRG1,protein,LRG1,1,0.2531594365108942,5,3
AP3B1,protein,AP3B1,2,0.47851355350947067,5,2
TBCA,protein,TBCA,1,0.25605423267441435,5,2
MANF,protein,MANF,2,0.47463695818970597,5,2
SUOX,protein,SUOX,25,5.542421447399952,6,3
GRP,protein,GRP,26,5.7593719107719235,2,3
IMPA1,protein,IMPA1,1,0.24855919825967865,5,2
RGS10,protein,RGS10,1,0.2528116390641146,5,2
MAN1A2,protein,MAN1A2,23,4.950195135542829,1,3
SRPK2,protein,SRPK2,1,0.2477350841455062,5,3
LONP1,protein,LONP1,2,0.4955138784189719,5,2
FUS,protein,FUS,8,1.7488724597021543,6,3
RWDD1,protein,RWDD1,1,0.24628147791750643,5,2
GTPBP2,protein,GTPBP2,2,0.46111392008159235,5,2
NT5E,protein,NT5E,20,4.124162043254006,2,3
GLRX5,protein,GLRX5,2,0.47756160496929073,5,2
IRAK4,protein,IRAK4,2,0.45789341172595155,5,2
PLA2G4A,protein,PLA2G4A,2,0.4518884855016595,5,2
FCN2,protein,FCN2,25,5.334893627708656,2,3
STAT2,protein,STAT2,2,0.47740200074359546,5,2
B4GALT1,protein,B4GALT1,2,0.4568830347947689,6,1
ATP5IF1,protein,ATP5IF1,2,0.4897009432056103,5,2
MAP2K1,protein,MAP2K1,1,0.251707380608327,5,2
CCN3,protein,CCN3,1,0.2503328765476594,6,1
BTN3A2,protein,BTN3A2,13,2.8344968886558144,6,3
HS1BP3,protein,HS1BP3,2,0.49386101387173,5,2
MCAM,protein,MCAM,25,5.504823646291272,3,3
L3HYPDH,protein,L3HYPDH,2,0.4909865370628058,5,2
PTPRN2,protein,PTPRN2,1,0.25227612292668256,6,1
ENO1,protein,ENO1,1,0.2460271155259857,5,2
RNASET2,protein,RNASET2,13,2.813392935488263,6,3
ATG16L1,protein,ATG16L1,6,1.2753336519553726,5,3
ARHGEF1,protein,ARHGEF1,2,0.47660328911152405,5,2
MECR,protein,MECR,2,0.500400129115009,5,2
LDLRAP1,protein,LDLRAP1,17,3.659986289459625,2,3
MED18,protein,MED18,2,0.4612908643864535,5,2
IL1R2,protein,IL1R2,16,3.5026513131862007,2,3
NDUFB7,protein,NDUFB7,2,0.48276435022692354,5,2
RBM17,protein,RBM17,2,0.46010992934275774,5,2
TPP1,protein,TPP1,5,1.143025045231751,5,3
PSIP1,protein,PSIP1,25,5.5761908254699675,6,3
PEBP1,protein,PEBP1,2,0.45026515503849807,5,2
APBB1IP,protein,APBB1IP,25,5.478543132706402,6,3
PPP3R1,protein,PPP3R1,1,0.24560169543613583,5,3
CRKL,protein,CRKL,2,0.4557299942999794,5,2
USO1,protein,USO1,2,0.461866765510936,5,2
NCK2,protein,NCK2,4,0.8911593337817276,5,3
BTD,protein,BTD,25,5.737218537047752,2,3
ELOA,protein,ELOA,20,4.385270271142643,6,3
EHBP1,protein,EHBP1,8,1.6976095255300483,2,3
BCL2L1,protein,BCL2L1,2,0.45567846556704306,5,2
PDZK1,protein,PDZK1,20,4.389682172868067,4,3
AKT2,protein,AKT2,1,0.2492391742985274,5,2
NOS1,protein,NOS1,1,0.25172338171775077,6,1
KLK11,protein,KLK11,1,0.2492767332327515,6,1
CCL18,protein,CCL18,1,0.24484536716686656,5,3
EBAG9,protein,EBAG9,2,0.4884696475948611,5,2
TNFRSF13B,protein,TNFRSF13B,13,2.7076873459697177,4,3
OTUD6B,protein,OTUD6B,1,0.2490275617916736,5,2
SEC31A,protein,SEC31A,3,0.6704190016225868,5,3
MDK,protein,MDK,2,0.4718606018532323,5,2
TNFRSF4,protein,TNFRSF4,13,2.7884108935029226,3,3
AP1G2,protein,AP1G2,25,5.420793330358319,2,3
CTBS,protein,CTBS,25,5.643088489591555,6,3
PIGR,protein,PIGR,13,2.9147121720657276,4,3
PHACTR2,protein,PHACTR2,2,0.47117455037814826,5,2
ANGPTL7,protein,ANGPTL7,11,2.389617608263925,4,3
DIABLO,protein,DIABLO,2,0.45843492303389133,5,2
MGLL,protein,MGLL,2,0.4623973215744833,5,2
CCL15,protein,CCL15,1,0.246579281045842,6,1
CASP3,protein,CASP3,2,0.4415929000247041,5,2
CASP7,protein,CASP7,2,0.4636966444327295,5,2
TBCB,protein,TBCB,2,0.44913357674678756,5,2
MAP4K5,protein,MAP4K5,2,0.45626251023882436,5,2
DSC2,protein,DSC2,3,0.6902324283201554,3,1
PRKAR2A,protein,PRKAR2A,17,3.590589352647378,2,3
FXYD5,protein,FXYD5,1,0.24383049288614544,5,2
FHIT,protein,FHIT,1,0.24417112105483116,5,2
ADGRF5,protein,ADGRF5,2,0.4643978642861352,5,2
MCFD2,protein,MCFD2,2,0.4744205094461589,5,2
RRAS,protein,RRAS,2,0.4689954765768689,5,2
CES2,protein,CES2,22,4.715213666844409,2,3
CIAPIN1,protein,CIAPIN1,1,0.24085128731020145,5,2
TMED8,protein,TMED8,2,0.45955646302021536,5,2
MTHFSD,protein,MTHFSD,19,4.022699153119017,2,3
HNRNPUL1,protein,HNRNPUL1,5,1.1192312545993064,6,3
TNFRSF9,protein,TNFRSF9,14,3.024012941578488,3,3
PIBF1,protein,PIBF1,1,0.2451795342091297,5,3
VASP,protein,VASP,2,0.47075248307800877,5,2
TALDO1,protein,TALDO1,5,1.0956825681190279,6,3
MUC13,protein,MUC13,25,5.525472705991077,4,3
LAMA4,protein,LAMA4,1,0.2397635163483149,5,2
PMM2,protein,PMM2,1,0.24853836783929129,5,2
DBNL,protein,DBNL,2,0.4544609138049721,5,2
VASH1,protein,VASH1,2,0.4521672137874233,5,2
EIF2AK2,protein,EIF2AK2,6,1.314964711525342,5,3
PPM1F,protein,PPM1F,1,0.244412927012354,5,2
MINK1,protein,MINK1,2,0.44655497224303947,5,2
ENPP7,protein,ENPP7,16,3.4414611850183867,2,3
RILPL2,protein,RILPL2,2,0.4740372920493936,5,2
SIRT2,protein,SIRT2,1,0.2394125521714599,5,2
VTI1A,protein,VTI1A,2,0.4713896748223494,5,2
S100A4,protein,S100A4,1,0.23865880459368183,5,2
PLSCR3,protein,PLSCR3,1,0.24418261890928453,5,3
EGFR,protein,EGFR,33,7.079706461669711,1,3
FGD3,protein,FGD3,2,0.45875644937313353,5,2
QDPR,protein,QDPR,2,0.44998035143926357,5,2
GPC1,protein,GPC1,1,0.2426052804039397,6,1
ARF6,protein,ARF6,25,5.541297842098759,2,3
RBPMS2,protein,RBPMS2,1,0.24615825486116016,5,3
MITD1,protein,MITD1,2,0.4630420834592507,5,2
FUT8,protein,FUT8,1,0.23917202777844093,5,2
SOST,protein,SOST,25,5.665864570959995,2,3
ELAC1,protein,ELAC1,2,0.4498745270467789,5,2
YAP1,protein,YAP1,4,0.927370556308533,6,3
CCL17,protein,CCL17,3,0.6523088750205266,5,3
CDC37,protein,CDC37,1,0.23741883516205897,5,2
ITIH3,protein,ITIH3,25,5.391711867765156,2,3
TREML2,protein,TREML2,1,0.2375424335986066,5,2
FST,protein,FST,13,2.759709658839555,2,3
ANGPTL3,protein,ANGPTL3,12,2.5751468291401864,1,3
PRDX3,protein,PRDX3,2,0.4623952202796942,5,2
MTIF3,protein,MTIF3,2,0.48044035614965797,5,2
IL7,protein,IL7,1,0.2370838296060881,5,2
YARS1,protein,YARS1,2,0.47174359949407185,5,2
WFIKKN2,protein,WFIKKN2,25,5.380756467873904,3,3
CXCL10,protein,CXCL10,25,5.432273190942378,2,3
PBLD,protein,PBLD,25,5.359062021904421,2,3
RSPO1,protein,RSPO1,1,0.23714491495847376,5,2
ACOT13,protein,ACOT13,2,0.46111648955135404,5,2
BCR,protein,BCR,1,0.2363659040533424,5,3
MSR1,protein,MSR1,2,0.4365138621325262,5,3
ERBIN,protein,ERBIN,2,0.4580441806510229,5,2
NUB1,protein,NUB1,2,0.43959120512941746,5,2
EIF4E,protein,EIF4E,1,0.24442121659598717,5,2
CSTB,protein,CSTB,15,3.181525665028092,3,3
ERN1,protein,ERN1,10,2.19226333950072,6,3
DRG2,protein,DRG2,1,0.2361814733983591,5,2
PRELP,protein,PRELP,1,0.24097219697218708,6,1
SMAD5,protein,SMAD5,25,5.290692336236682,2,3
CACYBP,protein,CACYBP,2,0.47918237742674985,5,2
GGACT,protein,GGACT,1,0.24018752767306217,5,2
HTRA2,protein,HTRA2,1,0.23470335400267583,5,2
GAL,protein,GAL,5,1.072809598039686,3,3
IL7R,protein,IL7R,18,3.9562448044316243,3,3
TNFRSF21,protein,TNFRSF21,1,0.2387635624150231,6,1
NFU1,protein,NFU1,2,0.4646803566581945,5,2
SARG,protein,SARG,25,5.423044183049585,2,3
RTN4IP1,protein,RTN4IP1,2,0.4690491404385278,5,2
PDLIM7,protein,PDLIM7,1,0.23374021045013835,5,3
STAT5B,protein,STAT5B,2,0.43835032689767384,5,2
HPCAL1,protein,HPCAL1,1,0.2330333358691889,5,2
CCL20,protein,CCL20,1,0.23268211403499245,5,3
FOLR2,protein,FOLR2,14,2.962085437726723,3,3
MEPE,protein,MEPE,1,0.23905190441131977,6,1
F11,protein,F11,1,0.2403435384400525,5,3
LGMN,protein,LGMN,2,0.4471667788914243,5,2
DCTD,protein,DCTD,2,0.45336415048426104,5,2
RAB10,protein,RAB10,1,0.2385109620949637,5,2
ROR1,protein,ROR1,1,0.23939116545536143,6,1
NCAM2,protein,NCAM2,15,3.2519765401572323,3,3
MAP2K6,protein,MAP2K6,1,0.2340074361140174,5,2
PTPN6,protein,PTPN6,1,0.23339398963755423,5,2
PXN,protein,PXN,18,3.899951917440096,6,3
FLT4,protein,FLT4,1,0.23251524534995108,5,3
CD22,protein,CD22,14,3.0119366826659704,3,3
TWF2,protein,TWF2,2,0.4690609440492619,5,2
CD274,protein,CD274,3,0.640587057530886,6,3
RGCC,protein,RGCC,1,0.23761856638251116,5,3
THOP1,protein,THOP1,25,5.400456098619853,2,3
GRAP2,protein,GRAP2,2,0.45569780051359,5,2
PRKAR1A,protein,PRKAR1A,1,0.23323910629877911,5,3
GLB1,protein,GLB1,4,0.880476188831204,6,3
PTRHD1,protein,PTRHD1,1,0.24042780571291655,5,2
JAM3,protein,JAM3,2,0.46711328346363534,5,2
LCN2,protein,LCN2,1,0.23748341095398168,5,2
GORASP2,protein,GORASP2,2,0.46028283788546187,5,2
DNAJB6,protein,DNAJB6,3,0.6774319875274516,5,3
SYTL4,protein,SYTL4,2,0.44618335703099854,5,2
IGFBPL1,protein,IGFBPL1,7,1.4704833446572585,4,3
GPKOW,protein,GPKOW,25,5.4856573472139125,2,3
DGKA,protein,DGKA,2,0.45201406464659805,5,2
CCL26,protein,CCL26,1,0.2327003899418573,5,2
NUDC,protein,NUDC,2,0.4505404441516012,5,2
CA13,protein,CA13,1,0.23315504981694377,5,2
ALDH1A1,protein,ALDH1A1,24,5.080334912655134,6,3
IFNLR1,protein,IFNLR1,4,0.8696379105461624,6,3
ENO2,protein,ENO2,1,0.23098968180794088,5,2
TIMM10,protein,TIMM10,2,0.4445203571248693,5,2
CMIP,protein,CMIP,4,0.852822025461014,5,3
TACC3,protein,TACC3,1,0.23201995308465756,5,2
GMPR2,protein,GMPR2,1,0.23914966690293377,5,2
CD83,protein,CD83,10,2.1364162336121804,6,3
SIGLEC1,protein,SIGLEC1,7,1.498775718391545,3,3
IGFBP3,protein,IGFBP3,25,5.404381562207281,1,3
WASHC3,protein,WASHC3,1,0.2358603712748289,5,3
FABP1,protein,FABP1,17,3.555111440342327,4,3
PGLYRP1,protein,PGLYRP1,1,0.23051498147044075,5,2
PSMG3,protein,PSMG3,17,3.625092881876316,3,3
LRRC59,protein,LRRC59,2,0.4478951244826481,5,2
BAX,protein,BAX,1,0.23314891049493536,5,2
STAMBP,protein,STAMBP,1,0.23158885762900952,5,2
SKAP2,protein,SKAP2,2,0.45890265152280724,5,2
SLA2,protein,SLA2,5,1.0770356111277684,5,3
PVR,protein,PVR,7,1.4937806122688273,1,3
BST2,protein,BST2,1,0.22908401995835195,5,3
RHOC,protein,RHOC,1,0.23226952448024157,5,2
MSTN,protein,MSTN,1,0.2374844185394969,6,1
NT5C,protein,NT5C,1,0.23497043203793216,5,2
TARBP2,protein,TARBP2,2,0.4545869572717305,5,2
CRYZL1,protein,CRYZL1,1,0.237838876048935,5,2
BLOC1S3,protein,BLOC1S3,11,2.333015847545012,2,3
HEXIM1,protein,HEXIM1,2,0.45892383093956157,5,2
C5,protein,C5,1,0.2338740379507399,5,3
FCER2,protein,FCER2,17,3.5924345745746145,3,3
ESYT2,protein,ESYT2,1,0.23386021951593652,5,3
C19ORF12,protein,C19ORF12,10,2.1270163942694738,6,3
RAB27B,protein,RAB27B,2,0.45832208092387117,5,2
PRTFDC1,protein,PRTFDC1,1,0.2312706170728377,5,2
METAP2,protein,METAP2,1,0.2280046173133367,5,2
PPP1R9B,protein,PPP1R9B,1,0.2276382702625717,5,3
SERPINH1,protein,SERPINH1,5,1.0735288129444018,5,3
PHLDB1,protein,PHLDB1,3,0.6505623347004578,6,3
COX5B,protein,COX5B,2,0.4449787987928806,5,2
EVI5,protein,EVI5,2,0.44255346774207105,5,2
SRC,protein,SRC,1,0.22845847471849656,5,2
SUGT1,protein,SUGT1,1,0.2309911120698467,5,2
PON2,protein,PON2,5,1.100217972774938,6,3
UMOD,protein,UMOD,5,1.0720177582141333,6,3
CETN3,protein,CETN3,2,0.45524868774479776,5,2
F13B,protein,F13B,14,2.946181882557819,1,3
CC2D1A,protein,CC2D1A,25,5.454325591043742,2,3
MPHOSPH8,protein,MPHOSPH8,2,0.45963254331003806,5,2
CD300C,protein,CD300C,4,0.8933608850942177,6,3
FKBP5,protein,FKBP5,1,0.22866876629533325,5,2
MARCO,protein,MARCO,1,0.2280676593908244,5,3
IL18,protein,IL18,7,1.4914238199025798,6,3
EIF4B,protein,EIF4B,1,0.228417278494077,5,2
FAM172A,protein,FAM172A,1,0.2348555954147416,5,2
AKT3,protein,AKT3,1,0.23017495931963683,5,2
CXCL3,protein,CXCL3,1,0.22721677720043465,5,3
MAPK9,protein,MAPK9,13,2.7962255973956935,2,3
UBXN1,protein,UBXN1,1,0.23452469769659465,5,2
TXNDC9,protein,TXNDC9,2,0.4427421611945417,5,2
CDKN2D,protein,CDKN2D,1,0.22719386538464584,5,2
CALB2,protein,CALB2,14,2.9433824925490217,3,3
VPS53,protein,VPS53,2,0.4274359789149631,5,2
CHGB,protein,CHGB,1,0.2309496049605728,6,1
DOK1,protein,DOK1,1,0.2314767629905759,5,2
DXO,protein,DXO,1,0.23146330715279784,5,2
CGREF1,protein,CGREF1,2,0.4370519759380562,6,1
MAX,protein,MAX,2,0.4554177452896994,5,2
CASP2,protein,CASP2,2,0.42720898399654383,5,2
ARHGAP45,protein,ARHGAP45,2,0.43743359611176635,5,2
PKD2,protein,PKD2,1,0.2340246185871118,5,3
KIFBP,protein,KIFBP,2,0.4424177969350122,5,2
BAG4,protein,BAG4,6,1.2885862438215143,6,3
DNMBP,protein,DNMBP,1,0.22621228251457537,5,3
ICA1,protein,ICA1,1,0.2275429695911958,5,2
CALCOCO2,protein,CALCOCO2,1,0.23277595155833536,5,3
STK4,protein,STK4,1,0.2260816162274712,5,2
CNP,protein,CNP,1,0.2330558379435852,5,2
ASGR2,protein,ASGR2,4,0.8558536058332735,6,3
VNN1,protein,VNN1,13,2.7131516702293825,2,3
MGMT,protein,MGMT,1,0.22560507548805497,5,2
MTSS1,protein,MTSS1,25,5.3721952154439245,2,3
SIGLEC8,protein,SIGLEC8,19,4.01791777102597,6,3
AXIN1,protein,AXIN1,3,0.6315878378181861,5,3
CD160,protein,CD160,1,0.22881998175484472,6,1
GDF2,protein,GDF2,11,2.337237632660773,3,3
SPRY2,protein,SPRY2,2,0.4374431347245058,5,2
STK24,protein,STK24,1,0.22690792568653267,5,2
PDGFC,protein,PDGFC,25,5.479724695996254,2,3
CD6,protein,CD6,25,5.239290700501881,2,3
MMP1,protein,MMP1,1,0.22979804783137148,5,2
RETN,protein,RETN,3,0.6332515428413086,3,1
FMNL1,protein,FMNL1,8,1.6781719986968366,6,3
C8B,protein,C8B,1,0.22817674048099593,5,3
GRN,protein,GRN,1,0.22407090438419225,5,3
GZMA,protein,GZMA,12,2.514811229966621,6,3
GIPC3,protein,GIPC3,1,0.22870248881134583,5,2
ACRBP,protein,ACRBP,1,0.22879227256828755,5,2
CLC,protein,CLC,2,0.4264444711933253,5,2
MARS1,protein,MARS1,2,0.4557759308948147,5,2
CNST,protein,CNST,2,0.44539704748963493,5,2
COCH,protein,COCH,6,1.2840479687664477,6,3
CD46,protein,CD46,3,0.6747864600145742,6,1
COMMD1,protein,COMMD1,2,0.457979629323339,5,2
TJAP1,protein,TJAP1,2,0.4244514157900823,5,3
CXCL17,protein,CXCL17,4,0.8562117017071066,6,3
CEP43,protein,CEP43,3,0.6456935065673644,5,3
PLIN3,protein,PLIN3,1,0.22367562271580815,5,2
RAB11FIP3,protein,RAB11FIP3,1,0.2273005793074849,5,3
PTPN1,protein,PTPN1,1,0.22343750199897913,5,3
TXNRD1,protein,TXNRD1,2,0.437112439073402,5,2
BAG3,protein,BAG3,1,0.2284555640800177,6,1
SRP14,protein,SRP14,11,2.3318450375601243,6,3
LETM1,protein,LETM1,1,0.2267855602291793,5,3
ACYP1,protein,ACYP1,2,0.4499818741418874,5,2
LMNB2,protein,LMNB2,3,0.6352256288341299,6,3
ILKAP,protein,ILKAP,1,0.2243491966211781,5,2
EFEMP1,protein,EFEMP1,2,0.4421104200866176,3,1
SNRPB2,protein,SNRPB2,6,1.28451136079966,6,3
PLCB2,protein,PLCB2,2,0.45164843697242085,5,2
ITGB1BP2,protein,ITGB1BP2,2,0.4387825790737061,5,2
PLEKHO1,protein,PLEKHO1,2,0.42702650313484397,5,2
GGCT,protein,GGCT,1,0.22638970954008825,5,2
PBXIP1,protein,PBXIP1,25,5.491958740487242,2,3
MTSS2,protein,MTSS2,7,1.4626157928260226,2,3
PRKG1,protein,PRKG1,1,0.22833461240358155,5,3
HNRNPK,protein,HNRNPK,1,0.22382331791521903,5,2
ASAH1,protein,ASAH1,1,0.22640910875938247,5,3
MET,protein,MET,8,1.660332788242055,4,3
COMT,protein,COMT,1,0.22430777814288735,5,2
NSFL1C,protein,NSFL1C,2,0.42019371067436656,5,2
CASC3,protein,CASC3,2,0.45022603120532534,5,2
PFKFB2,protein,PFKFB2,1,0.2213134320345932,5,2
IL2RA,protein,IL2RA,1,0.22195674002428772,5,3
CDC26,protein,CDC26,1,0.22578938318462927,5,2
GOPC,protein,GOPC,2,0.43896260338747656,5,2
THPO,protein,THPO,5,1.0409478493098465,1,3
TNIP1,protein,TNIP1,1,0.22466104176452065,5,3
SMPD1,protein,SMPD1,1,0.21930372226879963,4,3
ITPR1,protein,ITPR1,1,0.2273494770060486,5,2
GBP1,protein,GBP1,1,0.22437184251872705,5,3
ADA2,protein,ADA2,6,1.2466095696572586,3,3
CCL14,protein,CCL14,1,0.22531017449340268,6,1
PRDX5,protein,PRDX5,1,0.2186332545726135,5,2
LGALS7_LGALS7B,protein,LGALS7_LGALS7B,1,0.22504488149402568,6,1
SH2D1A,protein,SH2D1A,7,1.4706876675861504,6,3
BMP10,protein,BMP10,17,3.6574037062058102,3,3
CLIP2,protein,CLIP2,1,0.21943766685468408,5,3
GHRL,protein,GHRL,4,0.862747191298658,1,3
ZFYVE19,protein,ZFYVE19,2,0.43348461932710075,5,2
FKBPL,protein,FKBPL,1,0.2241434725281896,5,2
BAMBI,protein,BAMBI,1,0.22619058888430751,6,1
THBS2,protein,THBS2,3,0.632054987359742,4,3
TIMM8A,protein,TIMM8A,1,0.22382121790692583,5,2
PSAP,protein,PSAP,1,0.2239606384123452,5,3
MLN,protein,MLN,25,5.195263536029367,2,3
DNAJC6,protein,DNAJC6,25,5.292124897575006,2,3
F12,protein,F12,5,1.0556623793547057,1,3
LAMP3,protein,LAMP3,3,0.6311558659227353,6,3
TFF3,protein,TFF3,1,0.22401818452662584,6,1
GIGYF2,protein,GIGYF2,1,0.22267928111884225,5,3
MOG,protein,MOG,1,0.22204518344657276,6,1
CLPP,protein,CLPP,2,0.4283140581905681,5,2
STXBP1,protein,STXBP1,2,0.43862068183105124,5,2
ENPP6,protein,ENPP6,14,3.045066764926678,3,3
MMP7,protein,MMP7,1,0.220001877899587,5,3
DAPP1,protein,DAPP1,1,0.2184180780224161,5,2
SAMD9L,protein,SAMD9L,2,0.4244062264155152,5,2
NCR1,protein,NCR1,1,0.22306944551614247,6,1
CD59,protein,CD59,2,0.42473552341169474,5,3
YWHAQ,protein,YWHAQ,2,0.4284146784324791,5,2
MDH1,protein,MDH1,1,0.2227829142870113,5,2
SCGB3A2,protein,SCGB3A2,7,1.450702903015154,3,3
CTF1,protein,CTF1,1,0.21955837415203128,5,2
SETMAR,protein,SETMAR,1,0.21816980421019808,5,3
VAT1,protein,VAT1,2,0.4313162817575234,4,3
SSNA1,protein,SSNA1,1,0.2222234444292338,5,2
KCTD5,protein,KCTD5,10,2.084681084080531,6,3
ACP5,protein,ACP5,1,0.21662869531973983,5,3
NFKBIE,protein,NFKBIE,5,1.0465103084161775,5,3
KAZN,protein,KAZN,1,0.22174141608100673,5,3
TDRKH,protein,TDRKH,1,0.2191093187618155,5,3
CASP8,protein,CASP8,1,0.21639330332264203,5,2
ITGA2,protein,ITGA2,12,2.5487410492658524,3,3
BECN1,protein,BECN1,16,3.3493150257094104,2,3
BANK1,protein,BANK1,1,0.2170157620223156,5,3
AP3S2,protein,AP3S2,4,0.836004897613416,5,3
PPP1CC,protein,PPP1CC,2,0.44003765831338953,5,2
CXCL11,protein,CXCL11,1,0.21557421632214543,5,3
IFNGR2,protein,IFNGR2,2,0.4215663187782676,1,3
FKBP4,protein,FKBP4,1,0.2173682738694825,5,2
PZP,protein,PZP,1,0.22064486728882063,5,3
CA4,protein,CA4,1,0.22011819315549008,6,1
FSTL1,protein,FSTL1,3,0.629048703441393,6,1
ESM1,protein,ESM1,1,0.21580144834560544,5,3
B4GAT1,protein,B4GAT1,3,0.6208306396834292,3,3
TREM2,protein,TREM2,3,0.6330876271441239,5,3
