name,wX_01,wX_02,wX_03,wX_04,wX_05
AARSD1,-0.03678008218698015,0.04208619287255119,0.004391572530576416,0.0064342050807836716,-0.01137167018463578
ABHD14B,-0.003010924279178171,-0.008994359802299118,0.013411926061019463,0.013170453127965207,0.024876198873011738
ABL1,1.447628849254752e-4,-0.01751542362430723,-0.03549064818764986,-0.004487549959175832,0.0046619510810685895
ACAA1,0.006605663211687874,0.00248761789564556,0.030093624087549318,0.0029403128141857944,0.04236228776669086
ACAN,-0.011922492115952163,0.01995065350258427,-0.008673471886698734,0.009347908670103338,4.1319976655161464e-5
ACE2,-0.02270789683477408,-0.0414703229000104,-0.01382492611949632,-0.0016920909819586436,-0.016156688679235386
ACOX1,-0.0056612286024651124,0.0038285301412100824,0.003233501109792445,0.011495434748877585,-0.017344739477214658
ACP5,0.020618221152548265,0.006688605488938301,-0.012971805179348426,0.003476272855432946,-0.040533036114522886
ACP6,-0.007943067535658042,0.001707711724031557,-0.02289351734310995,0.0023228301505823124,3.816034230284145e-7
ACTA2,-0.009266571999712207,-0.011102474842380899,-0.007497758606520617,0.006980881052618802,0.00564720819125967
ACTN4,-0.01225049190336169,-0.003635806942697397,0.00663373809457871,0.01247785163599216,0.0032010712503518102
ACVRL1,0.006099378440947049,-0.020531946095340942,0.016798509060781366,0.0060554419147538265,-0.017163776495383042
ACY1,-0.04737253449723004,-0.040609688412011936,0.01590855408637315,-0.014751067535465064,-0.06828326002768029
ADA,0.01022251319842693,0.0026318061506176225,-0.001230659838695691,-0.008543614776892602,-0.010331000628746128
ADA2,-0.008995052711003752,-0.016127767555605677,0.013085594209268981,-0.01333712889479454,0.019051126477994573
ADAM15,-0.011242653062371809,0.0024168486422658985,-0.012463486047046219,-0.007395219463651187,-0.023038635975555898
ADAM22,0.009303617817259583,-2.758300626860358e-4,-0.008502233170563585,-0.009566445639068223,-0.0061070894545975085
ADAM23,6.028349857833532e-4,-0.0192599718591222,-8.632789342998766e-4,0.022922511704331548,0.0047155718783818594
ADAM8,0.002486531807311288,0.005028321931486856,0.0032904923794979464,-0.02433522819244324,0.02445637712254795
ADAMTS13,0.00923809600065187,-0.028323070318931134,0.005863401084255629,0.013973377844100441,-0.0200599567150073
ADAMTS15,0.029463422815138203,-0.006938833680159439,-0.0078331237004868,0.006224041838875832,-0.016943273537884
ADAMTS16,-7.120028589858644e-4,0.00667749986931885,0.013173176313591455,0.0029902970128274455,-0.007749066037332146
ADAMTS8,-0.01310983073796504,-0.009547327747562794,0.0058665890849886,-0.0175201800119252,0.02777633730548877
ADCYAP1R1,-0.012983086146998937,0.017262841354863806,0.0165798004107095,-0.004871574441214907,-0.0229613330577686
ADGRB3,-0.005063158657420222,0.011017187884116984,0.0026251344347538673,-0.010197251523661391,-0.006314564542952752
ADGRE2,2.340169470358309e-4,-0.034402655314306925,0.007552943539169512,-0.05129872655519404,-0.033316437827426874
ADGRE5,-0.017578483447166324,0.01901952375180826,-0.0035968037258668146,0.02399717717873739,0.004302360225131707
ADGRG1,0.009184017153598895,-0.00834701866111039,0.003182608202400191,-0.03256769566227998,-0.016021504488470468
ADGRG2,0.020673383508975192,-0.0061220889541121525,-0.015693884128954363,0.003642028361019539,0.03603704730323796
ADH4,0.026681091835288502,-0.043436800818309744,0.04574578180352272,0.0019809161743448976,0.006169412560619542
ADM,-0.005164027809605079,-0.017111732952520654,-0.014500500892429031,-0.046442652245444305,0.012511332229076615
AFP,0.007497092594620885,0.016572700289328213,-0.004981228231412873,0.04250833692577773,-0.011500961514282777
AGER,0.009220862609258237,-0.018873921535492867,0.009800697032798447,-0.0018262858757112119,0.020680098807338704
AGR2,-0.001307528335095556,-0.012376694666848065,-0.00911961425177686,0.010699198026432898,0.02728477386031261
AGR3,-0.00943447683662513,-0.0067080396777075505,-0.009633380258534704,0.018018348688174028,0.018318788254947906
AGRN,-0.006969817382536387,0.025707122353509294,-0.004571486006278993,-0.024137394959216883,-0.010968817991510314
AGRP,0.004181169423724027,0.02736647486990694,0.03813748195824407,-0.002437349816291278,0.004688811098274741
AGXT,-0.038121348879949765,0.004816428741220889,-0.0032304934817583395,-0.015098586455225894,-0.041757248891146764
AHCY,0.031394864238420125,0.0075000665276663174,-0.03978219079203625,0.045110178452507116,0.05362481931947479
AHSP,-0.02448343103731176,0.024513144403559065,0.003565977055583331,-0.01876659745262146,0.08606481334198289
AIF1,0.013296987074732737,0.016233684692072526,-0.015952702240926847,0.011329761293745272,0.018519958128222387
AIFM1,0.03651937796092608,0.0411126944047692,0.041439976471562855,-0.02111433851806007,0.05989543653943518
AK1,0.027064128182197004,2.7288256781086024e-4,-0.05488310867861581,0.09754628289697058,0.12394095293628922
AKR1B1,0.006551576144755221,-0.0061754823735755944,-0.007501121042705907,-0.009560144210778778,0.023732846410095675
AKR1C4,-0.0010801857982204565,-0.002711897546856973,-0.011308154272042797,0.02093764030059713,-0.013176754011554615
AKT1S1,-0.002052336193392511,-0.0028784523436259347,0.025320423048548965,-0.03232322864641916,0.035063038704486536
AKT3,0.02192517943181959,-0.010170925492305674,-0.006455987579567879,-0.017215040224275547,0.021352636217683543
ALCAM,-0.0053221227009209535,0.029791963225048592,0.03119298239436099,-0.03861027695787087,0.06229109292020911
ALDH1A1,-0.006303065089379914,-0.019771747954681212,0.016790924749052902,-0.02910667190857324,0.010515362773621837
ALDH3A1,-0.005829067465661777,-0.0025580588184362174,-0.0015210291868011142,0.014666662997109899,-0.02384318754357422
ALPP,-0.007934698932808747,0.006567277396003857,-9.419018943714459e-4,-0.0074404438815753975,0.015606072382182597
AMBN,0.014731841924333394,-0.013938865026357284,0.01860589223913719,-0.0174141988859868,0.01010553563915886
AMBP,0.04834637034526896,-0.024183704136575435,-0.027432169523151063,-0.012244877016676701,9.559546349697806e-4
AMFR,-0.009745791249684319,-0.00701342912015293,0.03704075357241745,1.14667232407065e-6,-0.0458272356488333
AMIGO2,0.011978078779966341,0.007569620789184631,-0.01875628941560193,0.018584736113285625,0.0074925048524609
AMN,-0.009790499804601848,0.008769488428625107,-0.008395080465191027,-0.014767414402235914,0.009013632220847079
ANG,0.005906308907264271,0.011671477685870952,0.035125671165283964,-0.02366270350948223,-0.03644607634759957
ANGPT1,0.023565920816272384,-0.01429441395021183,-2.1624162393014317e-4,0.04338961319376422,0.035667767484725305
ANGPT2,0.005874929001817515,0.0012501096707474948,0.018341754484425123,-0.0020181941042705627,-0.020330619275203608
ANGPTL1,-0.03702661684067785,-0.02496166565086101,0.0011660960087412477,0.004884782012031452,0.07625291340400166
ANGPTL2,0.002600187533761825,-0.037611457042092206,-0.019308721416813522,-0.005343949239674587,-0.0350099037707852
ANGPTL3,-0.019685975240327665,-0.11446438601120133,-0.05685582966129991,-0.03525250599203514,0.0865826718680076
ANGPTL4,-0.04698202211497414,0.03448486147300138,0.005220562812607593,0.10726506539879105,-0.038500719189868894
ANGPTL7,-0.019955069535480468,0.014642099146994407,-0.03872261515042625,0.005115113476212712,-0.002395217939278994
ANKRD54,-0.002418381110468439,-0.00812450068124191,0.011215466464684529,-0.004038975076316136,0.023601932843952768
ANPEP,0.013680767586315198,-0.01820270345260439,0.006955980728336661,-0.03247883042033624,0.011224829750589985
ANXA10,-0.007526923566376967,-0.010684088545998739,0.010232596090505988,-0.002492602041574302,0.0182691286055779
ANXA11,0.003910784011582384,-0.00804062714292067,0.035953096207988575,0.028852223930933122,-0.07004676416179566
ANXA3,-0.003439668729820597,0.010026653113783122,-0.015829795687416572,0.10558449065406555,-0.07348184212813245
ANXA4,-0.0673316040835421,0.06052611555448893,-0.017916225750389092,-0.06316734584978906,-0.015876696361467286
ANXA5,0.0019350614207689675,-0.004904649946434984,-0.006699257346207624,0.01066340718695778,3.3057243930558877e-4
AOC1,0.0037525017480828688,-0.00198792290874454,-0.003125749992757765,0.005159542862046603,-0.01919372936865889
AOC3,0.00789841483915459,0.006822571081388707,0.002731923682043523,-0.012019128657550518,0.001670321930420956
APBB1IP,-0.014815881234823901,-0.007122676572991891,0.010898038852385276,-0.05246004760635744,-0.0429692481035256
APEX1,-0.013229968719710515,0.005526464455687118,0.019262886727837516,-0.05457835743861677,-0.02275240839313651
APLP1,-0.0353055654327357,0.022767801019717235,-0.01913917479409618,0.012685315539299623,0.014027253241124018
APOH,0.00369388951150692,0.004719433268857842,-0.025401503190668775,-0.003278389991719435,-0.01302558863038187
APOM,-0.07493440214490653,-0.08671836751344748,-0.04141836529557579,0.12425148283553801,-0.01440523932414534
APP,0.04992059190567364,-0.032612605187529814,-0.02084097788545847,-0.04486988770205373,-0.009136240046480493
APRT,-0.028022816052534236,0.005000503593633135,0.031202619305932718,0.006979953575233409,4.827273310282868e-4
AREG,-0.011269880120300857,-0.010422913427387586,0.016151603321266743,-0.009285102028833724,-0.04170612641066405
ARG1,-0.01565282076849751,-0.004105960097002583,0.030322452200024757,-0.044488935262845114,-0.02436435843386052
ARHGAP1,-0.005843974271707952,-0.01924317644390443,0.0538590288351,-0.03255701564418386,-0.024970377645978606
ARHGAP25,0.001724894092549772,-4.3918531621179674e-4,-0.00508102075500014,0.030474132615410075,-0.03366896470205386
ARHGEF12,-0.009507706484019949,0.013855403289084382,-0.030689362072507,-0.02802310072990789,0.019988384553820533
ARID4B,0.011456866746981823,0.003140465104001167,-0.014253002159719875,-0.002165449775647157,-0.002384525019191012
ARNT,-0.006602715050275778,0.00941215618569808,5.815143353412403e-4,-0.019396525115385123,-0.02808296291370505
ARSA,-0.011851877077459357,0.02105288221415398,-0.005070198450779647,0.01677836957422117,-0.0025194271721996303
ARSB,0.021293145331575263,0.001762378734151587,0.03970428940656844,-0.013769709840540443,-0.03290641916545057
ART3,-0.012663668023513354,-0.01123624119799928,0.02850045890750797,0.009706583269205303,0.014311015721636023
ARTN,0.004022304885531479,0.0032457895012617667,0.007455878784424311,-0.005436353686004579,0.002434547320511537
ASAH2,-0.0056796838342747,-0.017945762202508063,-0.031079961955876007,-0.016630884416483808,-0.012168318142146313
ASGR1,0.023093463426160345,-0.02737624616747916,-0.04753778687281874,-0.042779376182774144,-4.5106961979624337e-4
