name,wY_01,wY_02,wY_03,wY_04,wY_05
fid_23474,-0.08175761442374421,0.0375835763220661,-0.013034245474477896,0.2876070025874536,-0.14639223237850427
fid_23475,-0.08210076473174363,0.009724379235117453,0.053349209510768554,-0.17515065294385138,0.1891029676248544
fid_23476,0.02855982379960483,-0.0035635505185645593,0.024909542980112172,-0.09030074756331462,0.09099452301081791
fid_23477,-0.0049474060083708965,-0.01183659995419427,-0.005709895693722798,-0.09913431342757249,-0.10350742617919907
fid_23460,-0.013102903149476552,-0.06264272043821302,-0.033412314358635696,-0.15674649894746212,-0.07382427803526152
fid_23479,-0.08689885571511953,0.033190082758802704,0.2587934751250337,-0.28871466646840593,-0.19307826327459776
fid_23440,0.8081442061160043,0.4854032833721239,5.855648125406622,4.923524831338709,-1.1540609022466701
fid_23439,6.637272805178584,4.3836995695873515,63.23445862053807,45.258026519876516,56.142016017197776
fid_23441,-0.04309580402593603,-0.24145356581235372,-0.5401065782215755,-0.0026377620387966504,-0.10819645433037321
fid_23433,-0.7618680267270439,0.41128668589217565,-0.10818882330284744,0.31543229477379026,0.8568896842817344
fid_23432,-0.03116295257888173,-0.20639609996448455,-0.01095029840911401,0.1796933060905253,0.15284945307675998
fid_23431,-0.23434138976138047,-0.384272965031826,0.31706075172532255,0.06860748250896351,-0.425973265851311
fid_23484,-0.6203753768894497,11.3184945965554,3.6028237570164032,-5.086753407197764,-31.474248258218687
fid_23526,16.444472788077366,33.3285989506174,-15.052816339536523,-4.052332896597268,6.164084328502698
fid_23561,0.2733987907091622,9.859163450438004,-6.496839207891696,-7.392532843550516,-35.07203570258911
fid_23533,18.927093839549183,7.6652573739266225,22.660280509085762,15.436831056487136,-0.7927117772623468
fid_23498,10.144508643948939,-14.258662559465906,0.647492932809858,14.47773993563028,-13.031736050633569
fid_23568,18.647728941642566,-3.248986076739163,15.64093987313761,-7.432615248481594,2.4593577775261584
fid_23540,8.03248204875157,-2.599317474439533,-13.81374264906926,13.726628097734142,8.925607349505093
fid_23505,-8.807029578933392,-12.903485874484074,-29.489518602747335,0.5474819225207597,-8.856280131160194
fid_23575,-3.846640543043777,-29.52065885209307,0.13961009085978657,7.197733272501711,10.458531225417389
fid_23547,-7.29812399175332,8.868450284667041,-26.03384461718074,1.3530352269490913,1.3650755754029644
fid_23512,-2.134098395350717,8.351047326416378,-0.3635698505277872,12.997131597773995,-0.44883406422091476
fid_23554,5.14611168911336,17.220255845307854,2.3278534480624415,7.6276451884810506,-27.463637188188606
fid_23491,-5.0680930091308065,-9.937389342003666,1.418625723729721,12.971535888665718,-6.305984784328563
fid_23519,19.865763404739834,26.8145835544531,17.18026696622817,-36.13891563071942,-44.08502722386517
fid_23580,-8.096686593383351,-1.4504063564239766,-8.947122338872731,-2.9028807719282694,4.80399965393464
fid_23610,9.05096972636129,-41.84204781289122,-39.23356385295897,61.837645281103434,-18.946638221784813
fid_23635,5.4028129443477875,59.409943033354416,64.44283576281353,-8.64117488325166,25.98599070311365
fid_23615,23.4735648852943,5.573330139805975,3.8055474100663473,31.07996258525792,-12.28953795549502
fid_23590,-14.829719397201785,-30.788649951289102,-32.23003832431413,-25.202740936030263,-24.77404932418065
fid_23640,-34.82599239048488,-0.960873626349391,-23.994040074632185,25.67038479068849,11.561999519287093
fid_23620,-10.543487668844323,17.109530907484817,-38.091334572824735,-40.014131343677306,18.98089571752886
fid_23595,22.02981204652731,-20.17531022654022,-2.3159068011186763,-2.9346426553318667,-24.032516885400433
fid_23645,3.509870471142107,-11.401500732861678,-41.69505651377152,10.987710441971757,3.312863726464563
fid_23625,8.34616436938899,25.058003413505592,-18.466938799168343,29.348574180015838,-2.4088708944554837
fid_23600,5.804146826794513,-38.883318214507085,-21.90317135801235,6.950137340294171,-18.488881876854332
fid_23630,-6.500275273487878,45.8325445975076,-19.381715292103042,54.87976045841685,-5.688377878102903
fid_23585,7.364901672783758,3.5041039643323373,9.328632164158247,-11.13436891415642,26.120200682591822
fid_23605,8.494336379278575,13.618077259174964,-21.22658766795478,6.346166064417396,42.17503658280515
fid_23485,-1.6398254071395086,-6.764435509097053,-3.1193904323180286,-1.702263855247249,13.857118487702376
fid_23418,-9.774498962618932,-22.843517699198017,28.472108239068056,-82.47559148201722,58.48504846214932
fid_23527,15.723318742926006,-8.829863835970993,22.285556736922004,-0.18722160410411354,22.7634989803855
fid_23417,-30.434753570688866,5.8366424348425,35.96428187298438,28.672139172215115,-19.171162451968762
fid_23562,11.949187847638933,11.72606410765771,-6.618230060601314,8.238262272989392,-12.266795918727302
