proteins_p,metabolites_q,total_tests,table_rows,nonmissing_r,n_q_le_0_01,n_q_le_0_01_and_absr_ge_0_20,retained_unique_proteins,retained_unique_metabolites,source_file
2923,249,727827,1,NA,NA,NA,1,1,block5_assoc_summary.csv
