id,label,type,degree,strength,module_louvain,module_walktrap
PLXNA4,PLXNA4,protein,5,1.107405360864041,5,3
CXCL6,CXCL6,protein,25,5.9781025306821025,2,3
DLK1,DLK1,protein,4,0.8847564374910453,6,1
MYH9,MYH9,protein,25,5.913370044887421,2,3
ERP29,ERP29,protein,2,0.5079055597189065,5,2
CLEC1A,CLEC1A,protein,1,0.2669050568468305,6,1
INPP5D,INPP5D,protein,25,6.041395085545336,2,3
CD27,CD27,protein,4,0.8964796961690914,3,1
CHCHD10,CHCHD10,protein,25,5.487939674435423,6,3
CD79B,CD79B,protein,14,3.089813006771243,3,3
SNAP23,SNAP23,protein,4,0.9134949298011017,5,3
WNT9A,WNT9A,protein,1,0.265795961618964,6,1
ISM1,ISM1,protein,25,5.419912297925863,2,3
PAXX,PAXX,protein,25,5.836567902224135,2,3
UFD1,UFD1,protein,25,5.895264193426278,2,3
HAVCR1,HAVCR1,protein,25,5.5718795134062535,2,3
MIF,MIF,protein,1,0.25785802197567476,5,2
LBP,LBP,protein,1,0.25721819506194404,5,3
PLXNB2,PLXNB2,protein,4,0.8722333249535437,6,3
OTUD7B,OTUD7B,protein,7,1.5519036543795055,2,3
DAB2,DAB2,protein,2,0.45651603224752163,5,2
HYOU1,HYOU1,protein,5,1.1482789000660882,6,3
PPP1R2,PPP1R2,protein,2,0.4949770990350637,5,2
CXCL13,CXCL13,protein,25,5.689659250122684,6,3
LACTB2,LACTB2,protein,2,0.46613272007705575,5,2
PTGR1,PTGR1,protein,10,2.241486566000604,4,3
ADGRG2,ADGRG2,protein,32,7.3053763278721275,3,3
TIA1,TIA1,protein,2,0.5005407557216432,5,2
GFER,GFER,protein,12,2.6539252778797846,2,3
AHNAK,AHNAK,protein,25,5.792895028547373,2,3
NAA80,NAA80,protein,25,5.687061872623452,2,3
THTPA,THTPA,protein,1,0.26204038998726303,5,2
SNCG,SNCG,protein,25,5.606886441991529,6,3
SMAD2,SMAD2,protein,25,6.093536122252683,2,3
DAAM1,DAAM1,protein,11,2.3663762310065177,2,3
METAP1D,METAP1D,protein,2,0.48407289618395943,5,2
GPI,GPI,protein,2,0.5024687917165318,5,2
ATOX1,ATOX1,protein,2,0.4818604242135994,5,2
MIA,MIA,protein,1,0.2602636440407091,6,1
PARP1,PARP1,protein,25,5.624913760170263,6,3
TOP2B,TOP2B,protein,22,4.686065390321455,6,3
FKBP14,FKBP14,protein,2,0.49523470600991026,5,2
FCN1,FCN1,protein,5,1.1808693922695064,6,3
ELN,ELN,protein,25,6.110204498418006,2,3
GLOD4,GLOD4,protein,1,0.2553683792334502,5,2
FXN,FXN,protein,2,0.474274454014458,5,2
PHOSPHO1,PHOSPHO1,protein,1,0.26077038277764103,6,1
NIT2,NIT2,protein,6,1.3372897690227081,5,3
CD36,CD36,protein,21,4.4940441188242986,2,3
CD69,CD69,protein,2,0.49294439399031886,5,2
PDIA4,PDIA4,protein,2,0.5062140766361516,5,2
DECR1,DECR1,protein,2,0.4809164040512829,5,2
PRKRA,PRKRA,protein,25,5.846527815298122,2,3
HNMT,HNMT,protein,25,5.39853044137663,6,3
EIF4G1,EIF4G1,protein,2,0.4581035077789599,5,2
CRYBB1,CRYBB1,protein,2,0.50140528385445,5,2
PCYT2,PCYT2,protein,2,0.46770043880985473,5,2
SHISA5,SHISA5,protein,20,4.337483719838976,3,3
SULT2A1,SULT2A1,protein,21,4.573399148572974,4,3
TPD52L2,TPD52L2,protein,5,1.1284421329770034,5,3
LZTFL1,LZTFL1,protein,2,0.48403823970354176,5,2
SELPLG,SELPLG,protein,25,5.900462740000849,2,3
NID1,NID1,protein,2,0.4763728941827803,5,2
DUT,DUT,protein,20,4.419137206489471,3,3
PDCD5,PDCD5,protein,2,0.45183019098010413,5,2
DOK2,DOK2,protein,2,0.49210451119565046,5,2
SMNDC1,SMNDC1,protein,25,5.773191400887823,2,3
HARS1,HARS1,protein,2,0.4674514864421299,5,2
PARK7,PARK7,protein,1,0.25142577342304534,5,2
CYB5R2,CYB5R2,protein,1,0.25800023746468975,5,2
VPS4B,VPS4B,protein,2,0.46150228572920127,5,2
PCBP2,PCBP2,protein,5,1.088323669443705,2,3
HDGFL2,HDGFL2,protein,8,1.7301147240145112,6,3
HSPA1A,HSPA1A,protein,2,0.48234937443429254,5,2
GH1,GH1,protein,25,5.72410756606949,2,3
JPT2,JPT2,protein,1,0.25639352321082864,5,2
UBE2L6,UBE2L6,protein,2,0.48729361135764426,5,2
FADD,FADD,protein,2,0.4512479614111359,5,2
ACAA1,ACAA1,protein,25,5.6840552969642735,2,3
NFASC,NFASC,protein,21,4.712692952449486,4,3
IST1,IST1,protein,2,0.4723890595401006,5,2
CACNB3,CACNB3,protein,9,1.9330416876847316,2,3
RNASE1,RNASE1,protein,15,3.2085641017113957,3,3
TMEM106A,TMEM106A,protein,1,0.25555351439235957,5,2
PLPBP,PLPBP,protein,1,0.2505057820484444,5,2
DTD1,DTD1,protein,1,0.25785747651256313,5,2
DTYMK,DTYMK,protein,26,6.249298977644309,2,3
CIRBP,CIRBP,protein,2,0.4968982895333897,5,2
GADD45GIP1,GADD45GIP1,protein,2,0.4930098956642502,5,2
CRADD,CRADD,protein,1,0.2501636563018102,5,2
SLC9A3R1,SLC9A3R1,protein,2,0.49367774907015516,5,2
STK11,STK11,protein,2,0.4694007950324566,5,2
GALNT10,GALNT10,protein,19,4.164301242576892,2,3
VAMP8,VAMP8,protein,2,0.48613190010263974,5,2
C4BPB,C4BPB,protein,1,0.24799009571092548,5,3
CHMP1A,CHMP1A,protein,1,0.24963012293019785,5,2
LRG1,LRG1,protein,1,0.2531594365108942,5,3
AP3B1,AP3B1,protein,2,0.47851355350947067,5,2
TBCA,TBCA,protein,1,0.25605423267441435,5,2
MANF,MANF,protein,2,0.47463695818970597,5,2
SUOX,SUOX,protein,25,5.542421447399952,6,3
GRP,GRP,protein,26,5.7593719107719235,2,3
IMPA1,IMPA1,protein,1,0.24855919825967865,5,2
RGS10,RGS10,protein,1,0.2528116390641146,5,2
MAN1A2,MAN1A2,protein,23,4.950195135542829,1,3
SRPK2,SRPK2,protein,1,0.2477350841455062,5,3
LONP1,LONP1,protein,2,0.4955138784189719,5,2
FUS,FUS,protein,8,1.7488724597021543,6,3
RWDD1,RWDD1,protein,1,0.24628147791750643,5,2
GTPBP2,GTPBP2,protein,2,0.46111392008159235,5,2
NT5E,NT5E,protein,20,4.124162043254006,2,3
GLRX5,GLRX5,protein,2,0.47756160496929073,5,2
IRAK4,IRAK4,protein,2,0.45789341172595155,5,2
PLA2G4A,PLA2G4A,protein,2,0.4518884855016595,5,2
FCN2,FCN2,protein,25,5.334893627708656,2,3
STAT2,STAT2,protein,2,0.47740200074359546,5,2
B4GALT1,B4GALT1,protein,2,0.4568830347947689,6,1
ATP5IF1,ATP5IF1,protein,2,0.4897009432056103,5,2
MAP2K1,MAP2K1,protein,1,0.251707380608327,5,2
CCN3,CCN3,protein,1,0.2503328765476594,6,1
BTN3A2,BTN3A2,protein,13,2.8344968886558144,6,3
HS1BP3,HS1BP3,protein,2,0.49386101387173,5,2
MCAM,MCAM,protein,25,5.504823646291272,3,3
L3HYPDH,L3HYPDH,protein,2,0.4909865370628058,5,2
PTPRN2,PTPRN2,protein,1,0.25227612292668256,6,1
ENO1,ENO1,protein,1,0.2460271155259857,5,2
RNASET2,RNASET2,protein,13,2.813392935488263,6,3
ATG16L1,ATG16L1,protein,6,1.2753336519553726,5,3
ARHGEF1,ARHGEF1,protein,2,0.47660328911152405,5,2
MECR,MECR,protein,2,0.500400129115009,5,2
LDLRAP1,LDLRAP1,protein,17,3.659986289459625,2,3
MED18,MED18,protein,2,0.4612908643864535,5,2
IL1R2,IL1R2,protein,16,3.5026513131862007,2,3
NDUFB7,NDUFB7,protein,2,0.48276435022692354,5,2
RBM17,RBM17,protein,2,0.46010992934275774,5,2
TPP1,TPP1,protein,5,1.143025045231751,5,3
PSIP1,PSIP1,protein,25,5.5761908254699675,6,3
PEBP1,PEBP1,protein,2,0.45026515503849807,5,2
APBB1IP,APBB1IP,protein,25,5.478543132706402,6,3
PPP3R1,PPP3R1,protein,1,0.24560169543613583,5,3
CRKL,CRKL,protein,2,0.4557299942999794,5,2
USO1,USO1,protein,2,0.461866765510936,5,2
NCK2,NCK2,protein,4,0.8911593337817276,5,3
BTD,BTD,protein,25,5.737218537047752,2,3
ELOA,ELOA,protein,20,4.385270271142643,6,3
EHBP1,EHBP1,protein,8,1.6976095255300483,2,3
BCL2L1,BCL2L1,protein,2,0.45567846556704306,5,2
PDZK1,PDZK1,protein,20,4.389682172868067,4,3
AKT2,AKT2,protein,1,0.2492391742985274,5,2
NOS1,NOS1,protein,1,0.25172338171775077,6,1
KLK11,KLK11,protein,1,0.2492767332327515,6,1
CCL18,CCL18,protein,1,0.24484536716686656,5,3
EBAG9,EBAG9,protein,2,0.4884696475948611,5,2
TNFRSF13B,TNFRSF13B,protein,13,2.7076873459697177,4,3
OTUD6B,OTUD6B,protein,1,0.2490275617916736,5,2
SEC31A,SEC31A,protein,3,0.6704190016225868,5,3
MDK,MDK,protein,2,0.4718606018532323,5,2
TNFRSF4,TNFRSF4,protein,13,2.7884108935029226,3,3
AP1G2,AP1G2,protein,25,5.420793330358319,2,3
CTBS,CTBS,protein,25,5.643088489591555,6,3
PIGR,PIGR,protein,13,2.9147121720657276,4,3
PHACTR2,PHACTR2,protein,2,0.47117455037814826,5,2
ANGPTL7,ANGPTL7,protein,11,2.389617608263925,4,3
DIABLO,DIABLO,protein,2,0.45843492303389133,5,2
MGLL,MGLL,protein,2,0.4623973215744833,5,2
CCL15,CCL15,protein,1,0.246579281045842,6,1
CASP3,CASP3,protein,2,0.4415929000247041,5,2
CASP7,CASP7,protein,2,0.4636966444327295,5,2
TBCB,TBCB,protein,2,0.44913357674678756,5,2
MAP4K5,MAP4K5,protein,2,0.45626251023882436,5,2
DSC2,DSC2,protein,3,0.6902324283201554,3,1
PRKAR2A,PRKAR2A,protein,17,3.590589352647378,2,3
FXYD5,FXYD5,protein,1,0.24383049288614544,5,2
FHIT,FHIT,protein,1,0.24417112105483116,5,2
ADGRF5,ADGRF5,protein,2,0.4643978642861352,5,2
MCFD2,MCFD2,protein,2,0.4744205094461589,5,2
RRAS,RRAS,protein,2,0.4689954765768689,5,2
CES2,CES2,protein,22,4.715213666844409,2,3
CIAPIN1,CIAPIN1,protein,1,0.24085128731020145,5,2
TMED8,TMED8,protein,2,0.45955646302021536,5,2
MTHFSD,MTHFSD,protein,19,4.022699153119017,2,3
HNRNPUL1,HNRNPUL1,protein,5,1.1192312545993064,6,3
TNFRSF9,TNFRSF9,protein,14,3.024012941578488,3,3
PIBF1,PIBF1,protein,1,0.2451795342091297,5,3
VASP,VASP,protein,2,0.47075248307800877,5,2
TALDO1,TALDO1,protein,5,1.0956825681190279,6,3
MUC13,MUC13,protein,25,5.525472705991077,4,3
LAMA4,LAMA4,protein,1,0.2397635163483149,5,2
PMM2,PMM2,protein,1,0.24853836783929129,5,2
DBNL,DBNL,protein,2,0.4544609138049721,5,2
VASH1,VASH1,protein,2,0.4521672137874233,5,2
EIF2AK2,EIF2AK2,protein,6,1.314964711525342,5,3
PPM1F,PPM1F,protein,1,0.244412927012354,5,2
MINK1,MINK1,protein,2,0.44655497224303947,5,2
ENPP7,ENPP7,protein,16,3.4414611850183867,2,3
RILPL2,RILPL2,protein,2,0.4740372920493936,5,2
SIRT2,SIRT2,protein,1,0.2394125521714599,5,2
VTI1A,VTI1A,protein,2,0.4713896748223494,5,2
S100A4,S100A4,protein,1,0.23865880459368183,5,2
PLSCR3,PLSCR3,protein,1,0.24418261890928453,5,3
EGFR,EGFR,protein,33,7.079706461669711,1,3
FGD3,FGD3,protein,2,0.45875644937313353,5,2
QDPR,QDPR,protein,2,0.44998035143926357,5,2
GPC1,GPC1,protein,1,0.2426052804039397,6,1
ARF6,ARF6,protein,25,5.541297842098759,2,3
RBPMS2,RBPMS2,protein,1,0.24615825486116016,5,3
MITD1,MITD1,protein,2,0.4630420834592507,5,2
FUT8,FUT8,protein,1,0.23917202777844093,5,2
SOST,SOST,protein,25,5.665864570959995,2,3
ELAC1,ELAC1,protein,2,0.4498745270467789,5,2
YAP1,YAP1,protein,4,0.927370556308533,6,3
CCL17,CCL17,protein,3,0.6523088750205266,5,3
CDC37,CDC37,protein,1,0.23741883516205897,5,2
ITIH3,ITIH3,protein,25,5.391711867765156,2,3
TREML2,TREML2,protein,1,0.2375424335986066,5,2
FST,FST,protein,13,2.759709658839555,2,3
ANGPTL3,ANGPTL3,protein,12,2.5751468291401864,1,3
PRDX3,PRDX3,protein,2,0.4623952202796942,5,2
MTIF3,MTIF3,protein,2,0.48044035614965797,5,2
IL7,IL7,protein,1,0.2370838296060881,5,2
YARS1,YARS1,protein,2,0.47174359949407185,5,2
WFIKKN2,WFIKKN2,protein,25,5.380756467873904,3,3
CXCL10,CXCL10,protein,25,5.432273190942378,2,3
PBLD,PBLD,protein,25,5.359062021904421,2,3
RSPO1,RSPO1,protein,1,0.23714491495847376,5,2
ACOT13,ACOT13,protein,2,0.46111648955135404,5,2
BCR,BCR,protein,1,0.2363659040533424,5,3
MSR1,MSR1,protein,2,0.4365138621325262,5,3
ERBIN,ERBIN,protein,2,0.4580441806510229,5,2
NUB1,NUB1,protein,2,0.43959120512941746,5,2
EIF4E,EIF4E,protein,1,0.24442121659598717,5,2
CSTB,CSTB,protein,15,3.181525665028092,3,3
ERN1,ERN1,protein,10,2.19226333950072,6,3
DRG2,DRG2,protein,1,0.2361814733983591,5,2
PRELP,PRELP,protein,1,0.24097219697218708,6,1
SMAD5,SMAD5,protein,25,5.290692336236682,2,3
CACYBP,CACYBP,protein,2,0.47918237742674985,5,2
GGACT,GGACT,protein,1,0.24018752767306217,5,2
HTRA2,HTRA2,protein,1,0.23470335400267583,5,2
GAL,GAL,protein,5,1.072809598039686,3,3
IL7R,IL7R,protein,18,3.9562448044316243,3,3
TNFRSF21,TNFRSF21,protein,1,0.2387635624150231,6,1
NFU1,NFU1,protein,2,0.4646803566581945,5,2
SARG,SARG,protein,25,5.423044183049585,2,3
RTN4IP1,RTN4IP1,protein,2,0.4690491404385278,5,2
PDLIM7,PDLIM7,protein,1,0.23374021045013835,5,3
STAT5B,STAT5B,protein,2,0.43835032689767384,5,2
HPCAL1,HPCAL1,protein,1,0.2330333358691889,5,2
CCL20,CCL20,protein,1,0.23268211403499245,5,3
FOLR2,FOLR2,protein,14,2.962085437726723,3,3
MEPE,MEPE,protein,1,0.23905190441131977,6,1
F11,F11,protein,1,0.2403435384400525,5,3
LGMN,LGMN,protein,2,0.4471667788914243,5,2
DCTD,DCTD,protein,2,0.45336415048426104,5,2
RAB10,RAB10,protein,1,0.2385109620949637,5,2
ROR1,ROR1,protein,1,0.23939116545536143,6,1
NCAM2,NCAM2,protein,15,3.2519765401572323,3,3
MAP2K6,MAP2K6,protein,1,0.2340074361140174,5,2
PTPN6,PTPN6,protein,1,0.23339398963755423,5,2
PXN,PXN,protein,18,3.899951917440096,6,3
FLT4,FLT4,protein,1,0.23251524534995108,5,3
CD22,CD22,protein,14,3.0119366826659704,3,3
TWF2,TWF2,protein,2,0.4690609440492619,5,2
CD274,CD274,protein,3,0.640587057530886,6,3
RGCC,RGCC,protein,1,0.23761856638251116,5,3
THOP1,THOP1,protein,25,5.400456098619853,2,3
GRAP2,GRAP2,protein,2,0.45569780051359,5,2
PRKAR1A,PRKAR1A,protein,1,0.23323910629877911,5,3
GLB1,GLB1,protein,4,0.880476188831204,6,3
PTRHD1,PTRHD1,protein,1,0.24042780571291655,5,2
JAM3,JAM3,protein,2,0.46711328346363534,5,2
LCN2,LCN2,protein,1,0.23748341095398168,5,2
GORASP2,GORASP2,protein,2,0.46028283788546187,5,2
DNAJB6,DNAJB6,protein,3,0.6774319875274516,5,3
SYTL4,SYTL4,protein,2,0.44618335703099854,5,2
IGFBPL1,IGFBPL1,protein,7,1.4704833446572585,4,3
GPKOW,GPKOW,protein,25,5.4856573472139125,2,3
DGKA,DGKA,protein,2,0.45201406464659805,5,2
CCL26,CCL26,protein,1,0.2327003899418573,5,2
NUDC,NUDC,protein,2,0.4505404441516012,5,2
CA13,CA13,protein,1,0.23315504981694377,5,2
ALDH1A1,ALDH1A1,protein,24,5.080334912655134,6,3
IFNLR1,IFNLR1,protein,4,0.8696379105461624,6,3
ENO2,ENO2,protein,1,0.23098968180794088,5,2
TIMM10,TIMM10,protein,2,0.4445203571248693,5,2
CMIP,CMIP,protein,4,0.852822025461014,5,3
TACC3,TACC3,protein,1,0.23201995308465756,5,2
GMPR2,GMPR2,protein,1,0.23914966690293377,5,2
CD83,CD83,protein,10,2.1364162336121804,6,3
SIGLEC1,SIGLEC1,protein,7,1.498775718391545,3,3
IGFBP3,IGFBP3,protein,25,5.404381562207281,1,3
WASHC3,WASHC3,protein,1,0.2358603712748289,5,3
FABP1,FABP1,protein,17,3.555111440342327,4,3
PGLYRP1,PGLYRP1,protein,1,0.23051498147044075,5,2
PSMG3,PSMG3,protein,17,3.625092881876316,3,3
LRRC59,LRRC59,protein,2,0.4478951244826481,5,2
BAX,BAX,protein,1,0.23314891049493536,5,2
STAMBP,STAMBP,protein,1,0.23158885762900952,5,2
SKAP2,SKAP2,protein,2,0.45890265152280724,5,2
SLA2,SLA2,protein,5,1.0770356111277684,5,3
PVR,PVR,protein,7,1.4937806122688273,1,3
BST2,BST2,protein,1,0.22908401995835195,5,3
RHOC,RHOC,protein,1,0.23226952448024157,5,2
MSTN,MSTN,protein,1,0.2374844185394969,6,1
NT5C,NT5C,protein,1,0.23497043203793216,5,2
TARBP2,TARBP2,protein,2,0.4545869572717305,5,2
CRYZL1,CRYZL1,protein,1,0.237838876048935,5,2
BLOC1S3,BLOC1S3,protein,11,2.333015847545012,2,3
HEXIM1,HEXIM1,protein,2,0.45892383093956157,5,2
C5,C5,protein,1,0.2338740379507399,5,3
FCER2,FCER2,protein,17,3.5924345745746145,3,3
ESYT2,ESYT2,protein,1,0.23386021951593652,5,3
C19ORF12,C19ORF12,protein,10,2.1270163942694738,6,3
RAB27B,RAB27B,protein,2,0.45832208092387117,5,2
PRTFDC1,PRTFDC1,protein,1,0.2312706170728377,5,2
METAP2,METAP2,protein,1,0.2280046173133367,5,2
PPP1R9B,PPP1R9B,protein,1,0.2276382702625717,5,3
SERPINH1,SERPINH1,protein,5,1.0735288129444018,5,3
PHLDB1,PHLDB1,protein,3,0.6505623347004578,6,3
COX5B,COX5B,protein,2,0.4449787987928806,5,2
EVI5,EVI5,protein,2,0.44255346774207105,5,2
SRC,SRC,protein,1,0.22845847471849656,5,2
SUGT1,SUGT1,protein,1,0.2309911120698467,5,2
PON2,PON2,protein,5,1.100217972774938,6,3
UMOD,UMOD,protein,5,1.0720177582141333,6,3
CETN3,CETN3,protein,2,0.45524868774479776,5,2
F13B,F13B,protein,14,2.946181882557819,1,3
CC2D1A,CC2D1A,protein,25,5.454325591043742,2,3
MPHOSPH8,MPHOSPH8,protein,2,0.45963254331003806,5,2
CD300C,CD300C,protein,4,0.8933608850942177,6,3
FKBP5,FKBP5,protein,1,0.22866876629533325,5,2
MARCO,MARCO,protein,1,0.2280676593908244,5,3
IL18,IL18,protein,7,1.4914238199025798,6,3
EIF4B,EIF4B,protein,1,0.228417278494077,5,2
FAM172A,FAM172A,protein,1,0.2348555954147416,5,2
AKT3,AKT3,protein,1,0.23017495931963683,5,2
CXCL3,CXCL3,protein,1,0.22721677720043465,5,3
MAPK9,MAPK9,protein,13,2.7962255973956935,2,3
UBXN1,UBXN1,protein,1,0.23452469769659465,5,2
TXNDC9,TXNDC9,protein,2,0.4427421611945417,5,2
CDKN2D,CDKN2D,protein,1,0.22719386538464584,5,2
CALB2,CALB2,protein,14,2.9433824925490217,3,3
VPS53,VPS53,protein,2,0.4274359789149631,5,2
CHGB,CHGB,protein,1,0.2309496049605728,6,1
DOK1,DOK1,protein,1,0.2314767629905759,5,2
DXO,DXO,protein,1,0.23146330715279784,5,2
CGREF1,CGREF1,protein,2,0.4370519759380562,6,1
MAX,MAX,protein,2,0.4554177452896994,5,2
CASP2,CASP2,protein,2,0.42720898399654383,5,2
ARHGAP45,ARHGAP45,protein,2,0.43743359611176635,5,2
PKD2,PKD2,protein,1,0.2340246185871118,5,3
KIFBP,KIFBP,protein,2,0.4424177969350122,5,2
BAG4,BAG4,protein,6,1.2885862438215143,6,3
DNMBP,DNMBP,protein,1,0.22621228251457537,5,3
ICA1,ICA1,protein,1,0.2275429695911958,5,2
CALCOCO2,CALCOCO2,protein,1,0.23277595155833536,5,3
STK4,STK4,protein,1,0.2260816162274712,5,2
CNP,CNP,protein,1,0.2330558379435852,5,2
ASGR2,ASGR2,protein,4,0.8558536058332735,6,3
VNN1,VNN1,protein,13,2.7131516702293825,2,3
MGMT,MGMT,protein,1,0.22560507548805497,5,2
MTSS1,MTSS1,protein,25,5.3721952154439245,2,3
SIGLEC8,SIGLEC8,protein,19,4.01791777102597,6,3
AXIN1,AXIN1,protein,3,0.6315878378181861,5,3
CD160,CD160,protein,1,0.22881998175484472,6,1
GDF2,GDF2,protein,11,2.337237632660773,3,3
SPRY2,SPRY2,protein,2,0.4374431347245058,5,2
STK24,STK24,protein,1,0.22690792568653267,5,2
PDGFC,PDGFC,protein,25,5.479724695996254,2,3
CD6,CD6,protein,25,5.239290700501881,2,3
MMP1,MMP1,protein,1,0.22979804783137148,5,2
RETN,RETN,protein,3,0.6332515428413086,3,1
FMNL1,FMNL1,protein,8,1.6781719986968366,6,3
C8B,C8B,protein,1,0.22817674048099593,5,3
GRN,GRN,protein,1,0.22407090438419225,5,3
GZMA,GZMA,protein,12,2.514811229966621,6,3
GIPC3,GIPC3,protein,1,0.22870248881134583,5,2
ACRBP,ACRBP,protein,1,0.22879227256828755,5,2
CLC,CLC,protein,2,0.4264444711933253,5,2
MARS1,MARS1,protein,2,0.4557759308948147,5,2
CNST,CNST,protein,2,0.44539704748963493,5,2
COCH,COCH,protein,6,1.2840479687664477,6,3
CD46,CD46,protein,3,0.6747864600145742,6,1
COMMD1,COMMD1,protein,2,0.457979629323339,5,2
TJAP1,TJAP1,protein,2,0.4244514157900823,5,3
CXCL17,CXCL17,protein,4,0.8562117017071066,6,3
CEP43,CEP43,protein,3,0.6456935065673644,5,3
PLIN3,PLIN3,protein,1,0.22367562271580815,5,2
RAB11FIP3,RAB11FIP3,protein,1,0.2273005793074849,5,3
PTPN1,PTPN1,protein,1,0.22343750199897913,5,3
TXNRD1,TXNRD1,protein,2,0.437112439073402,5,2
BAG3,BAG3,protein,1,0.2284555640800177,6,1
SRP14,SRP14,protein,11,2.3318450375601243,6,3
LETM1,LETM1,protein,1,0.2267855602291793,5,3
ACYP1,ACYP1,protein,2,0.4499818741418874,5,2
LMNB2,LMNB2,protein,3,0.6352256288341299,6,3
ILKAP,ILKAP,protein,1,0.2243491966211781,5,2
EFEMP1,EFEMP1,protein,2,0.4421104200866176,3,1
SNRPB2,SNRPB2,protein,6,1.28451136079966,6,3
PLCB2,PLCB2,protein,2,0.45164843697242085,5,2
ITGB1BP2,ITGB1BP2,protein,2,0.4387825790737061,5,2
PLEKHO1,PLEKHO1,protein,2,0.42702650313484397,5,2
GGCT,GGCT,protein,1,0.22638970954008825,5,2
PBXIP1,PBXIP1,protein,25,5.491958740487242,2,3
MTSS2,MTSS2,protein,7,1.4626157928260226,2,3
PRKG1,PRKG1,protein,1,0.22833461240358155,5,3
HNRNPK,HNRNPK,protein,1,0.22382331791521903,5,2
ASAH1,ASAH1,protein,1,0.22640910875938247,5,3
MET,MET,protein,8,1.660332788242055,4,3
COMT,COMT,protein,1,0.22430777814288735,5,2
NSFL1C,NSFL1C,protein,2,0.42019371067436656,5,2
CASC3,CASC3,protein,2,0.45022603120532534,5,2
PFKFB2,PFKFB2,protein,1,0.2213134320345932,5,2
IL2RA,IL2RA,protein,1,0.22195674002428772,5,3
CDC26,CDC26,protein,1,0.22578938318462927,5,2
GOPC,GOPC,protein,2,0.43896260338747656,5,2
THPO,THPO,protein,5,1.0409478493098465,1,3
TNIP1,TNIP1,protein,1,0.22466104176452065,5,3
SMPD1,SMPD1,protein,1,0.21930372226879963,4,3
ITPR1,ITPR1,protein,1,0.2273494770060486,5,2
GBP1,GBP1,protein,1,0.22437184251872705,5,3
ADA2,ADA2,protein,6,1.2466095696572586,3,3
CCL14,CCL14,protein,1,0.22531017449340268,6,1
PRDX5,PRDX5,protein,1,0.2186332545726135,5,2
LGALS7_LGALS7B,LGALS7_LGALS7B,protein,1,0.22504488149402568,6,1
SH2D1A,SH2D1A,protein,7,1.4706876675861504,6,3
BMP10,BMP10,protein,17,3.6574037062058102,3,3
CLIP2,CLIP2,protein,1,0.21943766685468408,5,3
GHRL,GHRL,protein,4,0.862747191298658,1,3
ZFYVE19,ZFYVE19,protein,2,0.43348461932710075,5,2
FKBPL,FKBPL,protein,1,0.2241434725281896,5,2
BAMBI,BAMBI,protein,1,0.22619058888430751,6,1
THBS2,THBS2,protein,3,0.632054987359742,4,3
TIMM8A,TIMM8A,protein,1,0.22382121790692583,5,2
PSAP,PSAP,protein,1,0.2239606384123452,5,3
MLN,MLN,protein,25,5.195263536029367,2,3
DNAJC6,DNAJC6,protein,25,5.292124897575006,2,3
F12,F12,protein,5,1.0556623793547057,1,3
LAMP3,LAMP3,protein,3,0.6311558659227353,6,3
TFF3,TFF3,protein,1,0.22401818452662584,6,1
GIGYF2,GIGYF2,protein,1,0.22267928111884225,5,3
MOG,MOG,protein,1,0.22204518344657276,6,1
CLPP,CLPP,protein,2,0.4283140581905681,5,2
STXBP1,STXBP1,protein,2,0.43862068183105124,5,2
ENPP6,ENPP6,protein,14,3.045066764926678,3,3
MMP7,MMP7,protein,1,0.220001877899587,5,3
DAPP1,DAPP1,protein,1,0.2184180780224161,5,2
SAMD9L,SAMD9L,protein,2,0.4244062264155152,5,2
NCR1,NCR1,protein,1,0.22306944551614247,6,1
CD59,CD59,protein,2,0.42473552341169474,5,3
YWHAQ,YWHAQ,protein,2,0.4284146784324791,5,2
MDH1,MDH1,protein,1,0.2227829142870113,5,2
SCGB3A2,SCGB3A2,protein,7,1.450702903015154,3,3
CTF1,CTF1,protein,1,0.21955837415203128,5,2
SETMAR,SETMAR,protein,1,0.21816980421019808,5,3
VAT1,VAT1,protein,2,0.4313162817575234,4,3
SSNA1,SSNA1,protein,1,0.2222234444292338,5,2
KCTD5,KCTD5,protein,10,2.084681084080531,6,3
ACP5,ACP5,protein,1,0.21662869531973983,5,3
NFKBIE,NFKBIE,protein,5,1.0465103084161775,5,3
KAZN,KAZN,protein,1,0.22174141608100673,5,3
TDRKH,TDRKH,protein,1,0.2191093187618155,5,3
CASP8,CASP8,protein,1,0.21639330332264203,5,2
ITGA2,ITGA2,protein,12,2.5487410492658524,3,3
BECN1,BECN1,protein,16,3.3493150257094104,2,3
BANK1,BANK1,protein,1,0.2170157620223156,5,3
AP3S2,AP3S2,protein,4,0.836004897613416,5,3
PPP1CC,PPP1CC,protein,2,0.44003765831338953,5,2
CXCL11,CXCL11,protein,1,0.21557421632214543,5,3
IFNGR2,IFNGR2,protein,2,0.4215663187782676,1,3
FKBP4,FKBP4,protein,1,0.2173682738694825,5,2
PZP,PZP,protein,1,0.22064486728882063,5,3
CA4,CA4,protein,1,0.22011819315549008,6,1
FSTL1,FSTL1,protein,3,0.629048703441393,6,1
ESM1,ESM1,protein,1,0.21580144834560544,5,3
B4GAT1,B4GAT1,protein,3,0.6208306396834292,3,3
TREM2,TREM2,protein,3,0.6330876271441239,5,3
AGXT,AGXT,protein,5,1.0326335377692242,6,3
HBQ1,HBQ1,protein,1,0.21441927295943583,5,3
