name,type,module
SNAPIN,NA,2
CD99,NA,7
LGALS3,NA,5
FN1,NA,2
STX8,NA,5
PLXNA4,NA,5
CXCL6,NA,2
DLK1,NA,7
MYH9,NA,2
ERP29,NA,5
CLEC1A,NA,7
INPP5D,NA,2
CD27,NA,7
CHCHD10,NA,6
CD79B,NA,3
SNAP23,NA,5
WNT9A,NA,7
ISM1,NA,2
PAXX,NA,2
UFD1,NA,2
HAVCR1,NA,2
MIF,NA,5
LBP,NA,5
PLXNB2,NA,4
OTUD7B,NA,2
DAB2,NA,5
HYOU1,NA,6
PPP1R2,NA,5
CXCL13,NA,6
LACTB2,NA,5
PTGR1,NA,4
ADGRG2,NA,3
TIA1,NA,5
GFER,NA,2
AHNAK,NA,2
NAA80,NA,2
THTPA,NA,5
SNCG,NA,6
SMAD2,NA,2
DAAM1,NA,2
METAP1D,NA,5
GPI,NA,5
ATOX1,NA,5
MIA,NA,7
PARP1,NA,6
TOP2B,NA,6
FKBP14,NA,5
FCN1,NA,6
ELN,NA,2
GLOD4,NA,5
FXN,NA,5
PHOSPHO1,NA,7
NIT2,NA,6
CD36,NA,2
CD69,NA,5
PDIA4,NA,5
DECR1,NA,5
PRKRA,NA,2
HNMT,NA,6
EIF4G1,NA,5
CRYBB1,NA,5
PCYT2,NA,5
SHISA5,NA,3
SULT2A1,NA,6
TPD52L2,NA,5
LZTFL1,NA,5
SELPLG,NA,2
NID1,NA,5
DUT,NA,3
PDCD5,NA,5
DOK2,NA,5
SMNDC1,NA,2
HARS1,NA,5
PARK7,NA,5
CYB5R2,NA,5
VPS4B,NA,5
PCBP2,NA,2
HDGFL2,NA,2
HSPA1A,NA,5
GH1,NA,2
JPT2,NA,5
UBE2L6,NA,5
FADD,NA,5
ACAA1,NA,2
NFASC,NA,4
IST1,NA,5
CACNB3,NA,2
RNASE1,NA,3
TMEM106A,NA,5
PLPBP,NA,5
DTD1,NA,5
DTYMK,NA,2
CIRBP,NA,5
GADD45GIP1,NA,5
CRADD,NA,5
SLC9A3R1,NA,5
STK11,NA,5
GALNT10,NA,2
VAMP8,NA,5
C4BPB,NA,5
CHMP1A,NA,5
LRG1,NA,5
AP3B1,NA,5
TBCA,NA,5
MANF,NA,5
SUOX,NA,6
GRP,NA,2
IMPA1,NA,5
RGS10,NA,5
MAN1A2,NA,1
SRPK2,NA,5
LONP1,NA,5
FUS,NA,6
RWDD1,NA,5
GTPBP2,NA,5
NT5E,NA,2
GLRX5,NA,5
IRAK4,NA,5
PLA2G4A,NA,5
FCN2,NA,2
STAT2,NA,5
B4GALT1,NA,7
ATP5IF1,NA,5
MAP2K1,NA,5
CCN3,NA,7
BTN3A2,NA,6
HS1BP3,NA,5
MCAM,NA,3
L3HYPDH,NA,5
PTPRN2,NA,7
ENO1,NA,5
RNASET2,NA,6
ATG16L1,NA,6
ARHGEF1,NA,5
MECR,NA,5
LDLRAP1,NA,2
MED18,NA,5
IL1R2,NA,2
NDUFB7,NA,5
RBM17,NA,5
TPP1,NA,6
PSIP1,NA,6
PEBP1,NA,5
APBB1IP,NA,6
PPP3R1,NA,5
CRKL,NA,5
USO1,NA,5
NCK2,NA,5
BTD,NA,2
ELOA,NA,6
EHBP1,NA,2
BCL2L1,NA,5
PDZK1,NA,6
AKT2,NA,5
NOS1,NA,7
KLK11,NA,7
CCL18,NA,5
EBAG9,NA,5
TNFRSF13B,NA,4
OTUD6B,NA,5
SEC31A,NA,5
MDK,NA,5
TNFRSF4,NA,3
AP1G2,NA,2
CTBS,NA,6
PIGR,NA,4
PHACTR2,NA,5
ANGPTL7,NA,4
DIABLO,NA,5
MGLL,NA,5
CCL15,NA,7
CASP3,NA,5
CASP7,NA,5
TBCB,NA,5
MAP4K5,NA,5
DSC2,NA,3
PRKAR2A,NA,2
FXYD5,NA,5
FHIT,NA,5
ADGRF5,NA,5
MCFD2,NA,5
RRAS,NA,5
CES2,NA,2
CIAPIN1,NA,5
TMED8,NA,5
MTHFSD,NA,2
HNRNPUL1,NA,6
TNFRSF9,NA,3
PIBF1,NA,5
VASP,NA,5
TALDO1,NA,6
MUC13,NA,4
LAMA4,NA,5
PMM2,NA,5
DBNL,NA,5
VASH1,NA,5
EIF2AK2,NA,6
PPM1F,NA,5
MINK1,NA,5
ENPP7,NA,2
RILPL2,NA,5
SIRT2,NA,5
VTI1A,NA,5
S100A4,NA,5
PLSCR3,NA,5
EGFR,NA,1
FGD3,NA,5
QDPR,NA,5
GPC1,NA,7
ARF6,NA,2
RBPMS2,NA,5
MITD1,NA,5
FUT8,NA,5
SOST,NA,2
ELAC1,NA,5
YAP1,NA,6
CCL17,NA,5
CDC37,NA,5
ITIH3,NA,2
TREML2,NA,5
FST,NA,2
ANGPTL3,NA,1
PRDX3,NA,5
MTIF3,NA,5
IL7,NA,5
YARS1,NA,5
WFIKKN2,NA,3
CXCL10,NA,2
PBLD,NA,2
RSPO1,NA,5
ACOT13,NA,5
BCR,NA,5
MSR1,NA,5
ERBIN,NA,5
NUB1,NA,5
EIF4E,NA,5
CSTB,NA,3
ERN1,NA,6
DRG2,NA,5
PRELP,NA,7
SMAD5,NA,2
CACYBP,NA,5
GGACT,NA,5
HTRA2,NA,5
GAL,NA,3
IL7R,NA,3
TNFRSF21,NA,7
NFU1,NA,5
SARG,NA,2
RTN4IP1,NA,5
PDLIM7,NA,5
STAT5B,NA,5
HPCAL1,NA,5
CCL20,NA,5
FOLR2,NA,3
MEPE,NA,7
F11,NA,5
LGMN,NA,5
DCTD,NA,5
RAB10,NA,5
ROR1,NA,7
NCAM2,NA,3
MAP2K6,NA,5
PTPN6,NA,5
PXN,NA,6
FLT4,NA,5
CD22,NA,3
TWF2,NA,5
CD274,NA,6
RGCC,NA,5
THOP1,NA,2
GRAP2,NA,5
PRKAR1A,NA,5
GLB1,NA,6
PTRHD1,NA,5
JAM3,NA,5
LCN2,NA,5
GORASP2,NA,5
DNAJB6,NA,5
SYTL4,NA,5
IGFBPL1,NA,4
GPKOW,NA,2
DGKA,NA,5
CCL26,NA,5
NUDC,NA,5
CA13,NA,5
ALDH1A1,NA,6
IFNLR1,NA,6
ENO2,NA,5
TIMM10,NA,5
CMIP,NA,5
TACC3,NA,5
GMPR2,NA,5
CD83,NA,6
SIGLEC1,NA,3
IGFBP3,NA,1
WASHC3,NA,5
FABP1,NA,4
PGLYRP1,NA,5
PSMG3,NA,3
LRRC59,NA,5
BAX,NA,5
STAMBP,NA,5
SKAP2,NA,5
SLA2,NA,5
PVR,NA,1
BST2,NA,5
RHOC,NA,5
MSTN,NA,7
NT5C,NA,5
TARBP2,NA,5
CRYZL1,NA,5
BLOC1S3,NA,2
HEXIM1,NA,5
C5,NA,5
FCER2,NA,3
ESYT2,NA,5
C19ORF12,NA,6
RAB27B,NA,5
PRTFDC1,NA,5
METAP2,NA,5
PPP1R9B,NA,5
SERPINH1,NA,5
PHLDB1,NA,6
COX5B,NA,5
EVI5,NA,5
SRC,NA,5
SUGT1,NA,5
PON2,NA,6
UMOD,NA,6
CETN3,NA,5
F13B,NA,1
CC2D1A,NA,2
MPHOSPH8,NA,5
CD300C,NA,6
FKBP5,NA,5
MARCO,NA,5
IL18,NA,6
EIF4B,NA,5
FAM172A,NA,5
AKT3,NA,5
CXCL3,NA,5
MAPK9,NA,2
UBXN1,NA,5
TXNDC9,NA,5
CDKN2D,NA,5
CALB2,NA,3
VPS53,NA,5
CHGB,NA,7
DOK1,NA,5
DXO,NA,5
CGREF1,NA,7
MAX,NA,5
CASP2,NA,5
ARHGAP45,NA,5
PKD2,NA,5
KIFBP,NA,5
BAG4,NA,6
DNMBP,NA,5
ICA1,NA,5
CALCOCO2,NA,5
STK4,NA,5
CNP,NA,5
ASGR2,NA,6
VNN1,NA,2
MGMT,NA,5
MTSS1,NA,2
SIGLEC8,NA,6
AXIN1,NA,5
CD160,NA,7
GDF2,NA,3
SPRY2,NA,5
STK24,NA,5
PDGFC,NA,2
CD6,NA,2
MMP1,NA,5
RETN,NA,3
FMNL1,NA,6
C8B,NA,5
GRN,NA,5
GZMA,NA,6
GIPC3,NA,5
ACRBP,NA,5
CLC,NA,5
MARS1,NA,5
CNST,NA,5
COCH,NA,6
CD46,NA,7
COMMD1,NA,5
TJAP1,NA,5
CXCL17,NA,6
CEP43,NA,5
PLIN3,NA,5
RAB11FIP3,NA,5
PTPN1,NA,5
TXNRD1,NA,5
BAG3,NA,7
SRP14,NA,6
LETM1,NA,5
ACYP1,NA,5
LMNB2,NA,6
ILKAP,NA,5
EFEMP1,NA,7
SNRPB2,NA,6
PLCB2,NA,5
ITGB1BP2,NA,5
PLEKHO1,NA,5
GGCT,NA,5
PBXIP1,NA,2
MTSS2,NA,2
PRKG1,NA,5
HNRNPK,NA,5
ASAH1,NA,5
MET,NA,4
COMT,NA,5
NSFL1C,NA,5
CASC3,NA,5
PFKFB2,NA,5
IL2RA,NA,5
CDC26,NA,5
GOPC,NA,5
THPO,NA,1
TNIP1,NA,5
SMPD1,NA,4
ITPR1,NA,5
GBP1,NA,5
ADA2,NA,3
CCL14,NA,7
PRDX5,NA,5
LGALS7_LGALS7B,NA,7
SH2D1A,NA,6
BMP10,NA,3
CLIP2,NA,5
GHRL,NA,1
ZFYVE19,NA,5
FKBPL,NA,5
BAMBI,NA,7
THBS2,NA,4
TIMM8A,NA,5
PSAP,NA,5
MLN,NA,2
DNAJC6,NA,2
F12,NA,1
LAMP3,NA,6
TFF3,NA,7
GIGYF2,NA,5
MOG,NA,7
CLPP,NA,5
STXBP1,NA,5
ENPP6,NA,3
MMP7,NA,5
DAPP1,NA,5
SAMD9L,NA,5
NCR1,NA,7
CD59,NA,5
YWHAQ,NA,5
MDH1,NA,5
SCGB3A2,NA,3
CTF1,NA,5
SETMAR,NA,5
VAT1,NA,4
SSNA1,NA,5
KCTD5,NA,6
ACP5,NA,5
NFKBIE,NA,6
KAZN,NA,5
TDRKH,NA,5
CASP8,NA,5
ITGA2,NA,3
BECN1,NA,2
BANK1,NA,5
AP3S2,NA,5
PPP1CC,NA,5
CXCL11,NA,5
IFNGR2,NA,1
FKBP4,NA,5
PZP,NA,5
CA4,NA,7
FSTL1,NA,6
ESM1,NA,5
B4GAT1,NA,3
TREM2,NA,6
AGXT,NA,6
HBQ1,NA,5
NFKB1,NA,6
GP1BB,NA,5
OXCT1,NA,5
CCDC80,NA,7
FGF23,NA,7
PPCDC,NA,5
INPP1,NA,5
TYMP,NA,5
CD163,NA,5
CCL28,NA,5
MAPKAPK2,NA,5
STIP1,NA,5
TFF1,NA,7
MOCS2,NA,5
SLITRK1,NA,4
ARFIP1,NA,5
SPON2,NA,7
USP25,NA,5
MASP1,NA,2
CDC42BPB,NA,5
IDUA,NA,6
KLK6,NA,7
BMPER,NA,6
CCL3,NA,5
ARHGEF12,NA,5
ACADSB,NA,5
KLK8,NA,7
INPPL1,NA,5
TCOF1,NA,6
CTSB,NA,3
APEX1,NA,6
TBL1X,NA,5
CD93,NA,7
CPXM2,NA,6
IL18BP,NA,7
IL12A_IL12B,NA,6
B2M,NA,5
SULT1A1,NA,5
PRSS2,NA,7
EIF4EBP1,NA,5
VAV3,NA,5
TNFAIP2,NA,5
TBC1D23,NA,5
SHMT1,NA,5
INHBB,NA,5
WWP2,NA,5
CES3,NA,2
RGMA,NA,7
KYAT1,NA,5
IMPACT,NA,5
PMVK,NA,5
CETN2,NA,5
GATD3,NA,5
KLRB1,NA,7
AHCY,NA,5
CXCL5,NA,5
DNM3,NA,5
TNFSF11,NA,1
CDSN,NA,7
DTNB,NA,5
SPART,NA,5
ANKMY2,NA,5
ABRAXAS2,NA,5
NFE2,NA,5
ASRGL1,NA,5
EHD3,NA,5
PAK4,NA,5
TFPI2,NA,5
SERPINB8,NA,6
HMGCL,NA,5
CD2AP,NA,6
SFRP4,NA,6
AAMDC,NA,2
OGA,NA,5
AREG,NA,4
ANGPTL1,NA,4
SPINK2,NA,5
FAM13A,NA,5
HMOX1,NA,3
EDAR,NA,5
TIMP4,NA,3
PDE5A,NA,5
PTPRS,NA,3
IMMT,NA,6
BRAP,NA,5
PSME2,NA,3
GOLGA3,NA,5
RRM2,NA,6
FOXO1,NA,5
BAP18,NA,5
IL12B,NA,7
REN,NA,4
GPRC5C,NA,6
UROD,NA,5
RNF149,NA,6
APOL1,NA,1
NAGK,NA,2
AMN,NA,6
TNFSF13,NA,5
SLMAP,NA,5
MEP1A,NA,4
ABHD14B,NA,5
OPLAH,NA,5
FCRL1,NA,3
SDCCAG8,NA,5
PPP1R14A,NA,5
LAG3,NA,3
HGS,NA,5
CD300A,NA,6
HEPH,NA,4
C1QTNF1,NA,6
RABEP1,NA,5
AKR7L,NA,6
FAM3B,NA,4
CCL13,NA,5
SIGLEC10,NA,3
AKT1S1,NA,5
CEACAM16,NA,3
BIN2,NA,5
ADAM8,NA,5
PPIF,NA,5
OGFR,NA,6
TST,NA,5
CERT,NA,5
AIF1,NA,5
TNFSF13B,NA,5
CASP10,NA,5
TNFSF12,NA,5
ARL2BP,NA,5
AMOT,NA,4
DDHD2,NA,5
CCL11,NA,5
CST6,NA,7
RBKS,NA,6
ZNRD2,NA,5
C1R,NA,5
DEFA1_DEFA1B,NA,7
DMP1,NA,4
CD80,NA,6
TSPYL1,NA,5
MAP2,NA,5
HSDL2,NA,5
EPS8L2,NA,6
REG1A,NA,7
PGD,NA,5
BOC,NA,3
TNFRSF8,NA,3
PTGES2,NA,5
TRIM58,NA,5
CALCA,NA,6
SPINK4,NA,7
NT5C3A,NA,5
SUGP1,NA,5
RAB33A,NA,5
PDLIM5,NA,5
FKBP1B,NA,5
COL2A1,NA,5
GNE,NA,5
NFATC1,NA,2
SH2B3,NA,5
VEGFB,NA,5
DNAJC9,NA,5
ANXA11,NA,5
IRAK1,NA,5
WASF1,NA,5
RABGAP1L,NA,5
SIRPB1,NA,7
BACH1,NA,5
SOD1,NA,5
ASAH2,NA,6
ATP6V1G1,NA,5
HIP1R,NA,6
ASPSCR1,NA,5
GIT1,NA,5
TRIM25,NA,5
TNF,NA,5
FABP3,NA,6
FOLR1,NA,7
HMOX2,NA,5
TGFBR3,NA,7
MAVS,NA,5
GASK1A,NA,3
RTBDN,NA,7
ANXA2,NA,5
BTC,NA,5
TRIM24,NA,5
RAB2B,NA,5
YOD1,NA,6
AZI2,NA,5
WDR46,NA,6
ITGBL1,NA,4
TAX1BP1,NA,5
WFDC2,NA,6
DENR,NA,5
RBFOX3,NA,6
MAN2B2,NA,4
DNM1,NA,5
CHM,NA,5
ST13,NA,5
VASN,NA,7
DYNLT1,NA,5
LPP,NA,5
fid_23578,NA,2
fid_23497,NA,2
fid_23500,NA,2
fid_23491,NA,1
fid_23493,NA,2
fid_23488,NA,2
fid_23515,NA,2
fid_23495,NA,2
fid_23490,NA,2
fid_23498,NA,1
fid_23485,NA,2
fid_23424,NA,1
fid_23407,NA,2
fid_23489,NA,2
fid_23484,NA,2
fid_23496,NA,2
fid_23412,NA,1
fid_23522,NA,2
fid_23492,NA,1
fid_23550,NA,2
fid_23509,NA,1
fid_23408,NA,2
fid_23508,NA,1
fid_23510,NA,1
fid_23648,NA,6
fid_23643,NA,6
fid_23499,NA,1
fid_23494,NA,2
fid_23486,NA,2
fid_23543,NA,2
fid_23435,NA,6
fid_23483,NA,2
fid_23420,NA,1
fid_23409,NA,2
fid_23447,NA,2
fid_23622,NA,6
fid_23481,NA,2
fid_23501,NA,1
fid_23428,NA,1
fid_23641,NA,6
fid_23640,NA,6
fid_23439,NA,1
fid_23529,NA,2
fid_23546,NA,1
fid_23544,NA,1
fid_23429,NA,1
fid_23482,NA,2
fid_23545,NA,1
fid_23536,NA,2
fid_23431,NA,3
fid_23547,NA,1
fid_23530,NA,1
fid_23523,NA,1
fid_23402,NA,1
fid_23505,NA,1
fid_23503,NA,1
fid_23401,NA,1
fid_23548,NA,1
fid_23413,NA,1
fid_23410,NA,2
fid_23638,NA,6
fid_23506,NA,1
fid_23441,NA,1
fid_23404,NA,1
fid_23514,NA,1
fid_23425,NA,1
fid_23571,NA,2
fid_23507,NA,1
fid_23539,NA,1
fid_23403,NA,1
fid_23537,NA,1
fid_23416,NA,1
fid_23480,NA,5
fid_23487,NA,2
fid_23538,NA,1
fid_23405,NA,1
fid_23532,NA,1
fid_23626,NA,1
fid_23562,NA,3
fid_23458,NA,6
fid_23433,NA,3
fid_23540,NA,1
fid_23417,NA,1
fid_23513,NA,1
fid_23558,NA,3
fid_23561,NA,3
fid_23442,NA,2
fid_23454,NA,6
fid_23511,NA,1
fid_23531,NA,1
fid_23512,NA,1
fid_23541,NA,1
fid_23627,NA,4
fid_23559,NA,3
fid_23549,NA,1
fid_23525,NA,1
fid_23504,NA,1
fid_23448,NA,2
fid_23533,NA,1
fid_23542,NA,1
fid_23421,NA,1
fid_23452,NA,2
fid_23534,NA,1
fid_23524,NA,1
fid_23563,NA,3
fid_23502,NA,1
fid_23560,NA,3
fid_23419,NA,1
fid_23535,NA,1
fid_23589,NA,4
fid_23633,NA,4
fid_23624,NA,1
fid_23519,NA,1
fid_23528,NA,1
fid_23526,NA,1
fid_23520,NA,1
fid_23440,NA,3
fid_23527,NA,1
fid_23516,NA,1
fid_23636,NA,6
fid_23418,NA,3
fid_23406,NA,3
fid_23521,NA,1
fid_23617,NA,6
fid_23570,NA,3
fid_23426,NA,3
fid_23642,NA,3
fid_23565,NA,3
fid_23568,NA,3
fid_23453,NA,6
fid_23430,NA,3
fid_23569,NA,3
fid_23555,NA,3
fid_23635,NA,6
fid_23414,NA,3
fid_23400,NA,1
fid_23471,NA,5
fid_23427,NA,3
fid_23422,NA,3
