name,type,module
LDLR,NA,1
PLA2G7,NA,1
SERPIND1,NA,2
PLTP,NA,3
CFI,NA,3
APCS,NA,1
RARRES2,NA,4
APOA1,NA,3
OLR1,NA,5
MFGE8,NA,4
IGSF9,NA,4
FGFBP1,NA,1
TNFSF14,NA,6
APOM,NA,1
ORM1,NA,3
PRAP1,NA,4
MXRA8,NA,3
CFB,NA,3
MAMDC4,NA,4
CES1,NA,4
APOC1,NA,1
F9,NA,3
NPY,NA,1
IGFBP6,NA,7
ADIPOQ,NA,3
FURIN,NA,4
PON3,NA,4
ASGR1,NA,4
AGRP,NA,1
CST3,NA,6
MMP8,NA,5
MMP9,NA,5
CCN1,NA,1
TGFA,NA,6
RELT,NA,6
FAM20A,NA,6
NPDC1,NA,6
ST6GAL1,NA,2
OSM,NA,6
CD40LG,NA,5
GP5,NA,5
IGFBP4,NA,4
CPM,NA,4
GHR,NA,1
SSC4D,NA,3
HSPG2,NA,6
LCAT,NA,1
CD38,NA,6
SIT1,NA,3
COL6A3,NA,6
ACY1,NA,4
SCARB2,NA,6
TNFRSF19,NA,7
HBEGF,NA,2
COLEC12,NA,3
FGA,NA,5
TAFA5,NA,7
IL1RN,NA,3
PRSS8,NA,4
SMOC1,NA,1
IL1B,NA,5
GCG,NA,4
HHEX,NA,1
SERPINF1,NA,3
PAMR1,NA,1
HGF,NA,6
F7,NA,1
LGALS9,NA,3
GUSB,NA,2
LEP,NA,3
PIK3IP1,NA,7
TTR,NA,1
TFPI,NA,1
RBP5,NA,2
RNASE4,NA,2
FGF21,NA,2
PAG1,NA,3
IGFBP1,NA,4
FABP4,NA,3
EFNA4,NA,6
COL18A1,NA,6
INHBC,NA,3
ADH4,NA,2
NHLRC3,NA,2
TNFRSF1A,NA,3
ERBB3,NA,1
TGFBR2,NA,6
RTN4R,NA,3
PROC,NA,1
CD4,NA,2
LPL,NA,2
AMBP,NA,6
NBL1,NA,7
BID,NA,5
EREG,NA,5
CD84,NA,5
SDC4,NA,5
BGN,NA,5
GPR37,NA,4
KITLG,NA,4
GOLM2,NA,6
IGFBP2,NA,3
PDGFB,NA,6
GFRA1,NA,6
JAM2,NA,7
UPB1,NA,4
RGMB,NA,7
SSC5D,NA,1
IL18R1,NA,6
MEGF9,NA,2
MAD1L1,NA,6
MENT,NA,3
ADM,NA,6
EGF,NA,5
SERPINE1,NA,2
XG,NA,7
OGN,NA,7
ANGPT1,NA,5
ADAMTS15,NA,2
RBP7,NA,5
SLC39A5,NA,2
CLMP,NA,6
PTH,NA,2
CD99L2,NA,1
OXT,NA,4
IL6,NA,6
DPY30,NA,6
P4HB,NA,2
AFM,NA,2
ITGA6,NA,5
CKB,NA,3
CCL27,NA,1
TNFRSF12A,NA,6
DAG1,NA,2
GSTA1,NA,2
SEMA3F,NA,6
FSTL3,NA,6
CDHR2,NA,2
PDGFA,NA,5
PLAT,NA,2
TMSB10,NA,6
VWA1,NA,4
APP,NA,5
A1BG,NA,6
EFNA1,NA,6
STAB2,NA,2
NOMO1,NA,2
LAMP2,NA,2
FTCD,NA,2
APOF,NA,3
TMPRSS15,NA,4
ITIH4,NA,5
LAYN,NA,7
ACVRL1,NA,6
PLA2G10,NA,1
CFHR5,NA,5
SERPING1,NA,5
SEMA4D,NA,5
ACE2,NA,4
PPY,NA,4
PYY,NA,4
SCARF1,NA,5
SKAP1,NA,3
LY6D,NA,7
VEGFC,NA,2
APOA2,NA,3
CDNF,NA,7
LILRA5,NA,5
TREML1,NA,5
HS6ST1,NA,2
FAM3C,NA,6
FCAMR,NA,3
VMO1,NA,2
DKK1,NA,2
BDNF,NA,5
SMOC2,NA,7
SELP,NA,2
CD300LG,NA,3
CLUL1,NA,3
AGRN,NA,6
CFP,NA,1
CRIP2,NA,6
F10,NA,1
SHBG,NA,3
CCN2,NA,2
GSTA3,NA,2
CCL23,NA,2
GGT1,NA,2
CNTN3,NA,2
CREG1,NA,2
CD63,NA,6
ANGPTL4,NA,4
BAIAP2,NA,6
FGFR2,NA,2
BTN2A1,NA,7
PTGDS,NA,3
HSPB6,NA,7
PRCP,NA,6
MVK,NA,4
CA14,NA,4
CD302,NA,6
CCL22,NA,2
SERPINA5,NA,1
NPPC,NA,2
IL16,NA,2
EPHA1,NA,3
SERPINE2,NA,5
GPD1,NA,2
NECTIN4,NA,7
NTRK3,NA,3
CRELD1,NA,6
KRT18,NA,6
SUSD1,NA,5
CLEC4A,NA,3
BCHE,NA,1
IGSF8,NA,2
GLA,NA,2
SERPINA3,NA,5
PCSK9,NA,2
PROS1,NA,1
CKAP4,NA,7
CPB2,NA,1
NOS3,NA,6
C2,NA,5
SCLY,NA,2
C1RL,NA,3
C9,NA,2
GGH,NA,3
ADAMTSL2,NA,4
RAB6A,NA,1
SMAD1,NA,2
IGSF3,NA,6
CCL16,NA,6
KYNU,NA,2
SORT1,NA,2
MME,NA,2
EDA2R,NA,7
LGALS4,NA,4
CRHBP,NA,6
TNFRSF10A,NA,4
SCG2,NA,4
PCBD1,NA,2
AIFM1,NA,6
LGALS1,NA,3
PPBP,NA,5
ANXA3,NA,5
TNFRSF11A,NA,3
CPXM1,NA,5
FABP5,NA,6
GYS1,NA,5
CDHR5,NA,3
GZMB,NA,5
HSD11B1,NA,3
DEFB4A_DEFB4B,NA,2
SIAE,NA,2
TRIAP1,NA,5
ITGA5,NA,2
VWC2,NA,7
ART3,NA,7
SUMF2,NA,2
CANT1,NA,2
PF4,NA,5
NAGPA,NA,2
NID2,NA,5
RSPO3,NA,7
PLG,NA,1
LAT,NA,5
CDH2,NA,6
ERBB2,NA,2
GDF15,NA,4
CLEC1B,NA,2
HCLS1,NA,5
TNFRSF14,NA,6
BPIFB2,NA,3
C1S,NA,1
LILRB4,NA,6
NUCB2,NA,2
CHMP6,NA,2
VSIG4,NA,3
IFI30,NA,6
TGFB1,NA,2
NPC2,NA,6
CDKN1A,NA,2
GP6,NA,5
F2R,NA,5
EPHB4,NA,7
DPT,NA,3
MFAP5,NA,6
THY1,NA,3
CTSO,NA,6
RIDA,NA,2
CD5,NA,3
ANGPTL2,NA,2
ADH1B,NA,2
CD226,NA,5
LTBR,NA,6
TNFSF10,NA,1
CD72,NA,3
SCARA5,NA,7
PLA2G15,NA,6
SPARC,NA,5
KLKB1,NA,1
HPSE,NA,6
CLEC4D,NA,6
LRP11,NA,6
KHK,NA,2
SELE,NA,6
CD300E,NA,6
CHI3L1,NA,4
FGFBP2,NA,3
GUCA2A,NA,7
CLEC14A,NA,7
HJV,NA,2
F11R,NA,2
MRC1,NA,7
LAIR1,NA,3
DLL1,NA,7
STX7,NA,5
TIMP3,NA,6
PALM2,NA,6
MB,NA,7
CCL7,NA,6
BSG,NA,7
APLP1,NA,6
DBI,NA,5
FETUB,NA,6
SORCS2,NA,7
DNAJB1,NA,2
EGLN1,NA,6
IL10RB,NA,6
HLA_E,NA,7
TCTN3,NA,2
USP8,NA,5
NRP1,NA,2
AGR3,NA,2
IFNGR1,NA,7
DSG2,NA,2
LEPR,NA,3
SPINK1,NA,7
EPHB6,NA,7
ERP44,NA,2
SERPINA4,NA,2
TOMM20,NA,6
ERMAP,NA,6
ADGRD1,NA,2
S100A11,NA,5
EFCAB14,NA,2
NOTCH3,NA,3
SNAP29,NA,2
VEGFA,NA,6
BPIFB1,NA,3
LATS1,NA,2
MZB1,NA,7
TIMP1,NA,6
VSIR,NA,6
ITGAV,NA,3
STC1,NA,6
PGF,NA,6
FUOM,NA,6
TNFRSF6B,NA,6
CD40,NA,6
ARSB,NA,5
MPI,NA,5
LBR,NA,6
VPS37A,NA,2
SORD,NA,2
MCEMP1,NA,5
FIS1,NA,1
CTSF,NA,3
IL32,NA,3
RET,NA,2
LSP1,NA,6
FLI1,NA,2
TNFRSF10B,NA,6
SERPINA6,NA,3
OCLN,NA,6
CHRDL1,NA,7
DTX3,NA,7
PTS,NA,6
GIP,NA,4
CSF1,NA,4
TNFAIP8L2,NA,5
PSRC1,NA,2
CASP1,NA,5
NPL,NA,2
ADAM22,NA,7
MYDGF,NA,6
ADGRG1,NA,4
ENO3,NA,2
GRPEL1,NA,6
TXNDC5,NA,5
YTHDF3,NA,2
CEACAM8,NA,6
LGALS3BP,NA,3
THBD,NA,7
CRELD2,NA,2
CCL5,NA,5
GMFG,NA,5
RNASE6,NA,6
LAT2,NA,2
MTDH,NA,6
DPEP2,NA,5
GP1BA,NA,5
PON1,NA,3
EZR,NA,2
GCC1,NA,2
LRCH4,NA,6
EEF1D,NA,2
PTPRB,NA,2
FYB1,NA,2
SYAP1,NA,1
IL13RA1,NA,2
LRIG1,NA,5
SERPINB6,NA,5
IL17RB,NA,4
CLEC4G,NA,5
MPIG6B,NA,5
ICAM1,NA,6
ANG,NA,6
CA5A,NA,6
ANXA4,NA,5
SERPINF2,NA,1
MSRA,NA,5
TBCC,NA,5
NECTIN2,NA,6
NUMB,NA,2
CA6,NA,3
PPP1R12A,NA,5
LGALS8,NA,5
TNFRSF1B,NA,3
DCXR,NA,2
IGF2R,NA,2
VTA1,NA,5
YES1,NA,2
IPCEF1,NA,2
NT5C1A,NA,2
CDH3,NA,7
ESAM,NA,7
PLAUR,NA,6
POLR2F,NA,6
AK2,NA,5
CD74,NA,6
ATRN,NA,1
SCPEP1,NA,6
CNDP1,NA,1
SNCA,NA,2
MESD,NA,5
NRGN,NA,5
SPINT2,NA,5
CMC1,NA,5
ECHS1,NA,5
CD14,NA,5
CTSZ,NA,6
DNAJB14,NA,5
SIGLEC7,NA,6
ULBP2,NA,6
CXCL16,NA,5
DDAH1,NA,2
PDAP1,NA,5
SERPINB1,NA,5
PLXNB3,NA,5
LYN,NA,5
HEG1,NA,2
NUDT5,NA,5
ABL1,NA,2
DNAJA2,NA,5
GRHPR,NA,6
FGFBP3,NA,1
PLIN1,NA,2
HAVCR2,NA,3
HAO1,NA,2
CEP20,NA,2
LECT2,NA,2
CCN5,NA,7
SCAMP3,NA,5
NUDT16,NA,5
PPIB,NA,5
COL4A1,NA,1
DFFA,NA,5
KDR,NA,2
NCS1,NA,2
ITGA11,NA,3
CNPY4,NA,5
TXLNA,NA,2
