component,side,method,name,weight,abs_w,rank
5,proteins,classic,KITLG,-0.3981718400672323,0.3981718400672323,1
5,proteins,classic,TBCB,0.2690189985250303,0.2690189985250303,2
5,proteins,classic,AXIN1,0.21829709411763681,0.21829709411763681,3
5,proteins,classic,RWDD1,0.18883141024214864,0.18883141024214864,4
5,proteins,classic,PLPBP,0.18035586982283908,0.18035586982283908,5
5,proteins,classic,DIABLO,0.16422726932866716,0.16422726932866716,6
5,proteins,classic,PLTP,0.15473707489136956,0.15473707489136956,7
5,proteins,classic,HEXIM1,-0.14691067309467726,0.14691067309467726,8
5,proteins,classic,FYB1,0.13895724614936045,0.13895724614936045,9
5,proteins,classic,DNAJB1,0.13336965404906173,0.13336965404906173,10
5,proteins,classic,TGFBR2,-0.13202138852632514,0.13202138852632514,11
5,proteins,classic,CRKL,-0.13136766998193342,0.13136766998193342,12
5,proteins,classic,GP6,0.13128806298242113,0.13128806298242113,13
5,proteins,classic,CREG1,0.12651580641797475,0.12651580641797475,14
5,proteins,classic,SERPINB1,0.12125346398005352,0.12125346398005352,15
5,proteins,classic,CASP3,0.11941817049710539,0.11941817049710539,16
5,proteins,classic,SNAP23,-0.11390954591566141,0.11390954591566141,17
5,proteins,classic,SNAP29,0.11287285775975547,0.11287285775975547,18
5,proteins,classic,NCK2,0.11283878169947653,0.11283878169947653,19
5,proteins,classic,AK1,0.11233259102766964,0.11233259102766964,20
5,proteins,classic,GLOD4,-0.1107835489298221,0.1107835489298221,21
5,proteins,classic,TNFRSF1A,0.11008602934700111,0.11008602934700111,22
5,proteins,classic,DAPP1,-0.10954719788431333,0.10954719788431333,23
5,proteins,classic,FGFBP1,0.10855274315988392,0.10855274315988392,24
5,proteins,classic,MGLL,0.10643293444487816,0.10643293444487816,25
