component,side,method,name,weight,abs_w,rank
3,proteins,ridge,PLA2G7,0.3766552847244128,0.3766552847244128,1
3,proteins,ridge,RHOC,-0.1998898120528455,0.1998898120528455,2
3,proteins,ridge,IKBKG,0.1898653631220056,0.1898653631220056,3
3,proteins,ridge,CASP3,-0.1641108728449202,0.1641108728449202,4
3,proteins,ridge,HPCAL1,0.16409155585084334,0.16409155585084334,5
3,proteins,ridge,FGFBP1,0.16218904893292127,0.16218904893292127,6
3,proteins,ridge,GRAP2,0.157283448024803,0.157283448024803,7
3,proteins,ridge,MSRA,-0.15210632269109128,0.15210632269109128,8
3,proteins,ridge,PLA2G4A,0.138605549697276,0.138605549697276,9
3,proteins,ridge,DFFA,-0.13284858175992467,0.13284858175992467,10
3,proteins,ridge,STAT5B,0.13124817753224566,0.13124817753224566,11
3,proteins,ridge,FYB1,-0.1283593179218411,0.1283593179218411,12
3,proteins,ridge,CD300LG,-0.1278421724638486,0.1278421724638486,13
3,proteins,ridge,SRC,0.12532613078710608,0.12532613078710608,14
3,proteins,ridge,CRKL,0.12006671379759355,0.12006671379759355,15
3,proteins,ridge,FIS1,-0.11974110298515837,0.11974110298515837,16
3,proteins,ridge,DOK2,-0.11449834679550655,0.11449834679550655,17
3,proteins,ridge,TNFSF10,0.09813767167727419,0.09813767167727419,18
3,proteins,ridge,TFPI,0.09766199566770177,0.09766199566770177,19
3,proteins,ridge,SNAP29,0.09686296683215527,0.09686296683215527,20
3,proteins,ridge,MVK,-0.09644736357520316,0.09644736357520316,21
3,proteins,ridge,CD99,-0.09396174906155211,0.09396174906155211,22
3,proteins,ridge,IRAK4,-0.09329242722912376,0.09329242722912376,23
3,proteins,ridge,SNX9,0.09211211962068779,0.09211211962068779,24
3,proteins,ridge,RWDD1,-0.09168060038545993,0.09168060038545993,25
