component,side,method,name,weight,abs_w,rank
1,proteins,ridge,PLTP,-0.20842396073846453,0.20842396073846453,1
1,proteins,ridge,NCK2,0.15862797066168288,0.15862797066168288,2
1,proteins,ridge,LDLR,0.14940025707394675,0.14940025707394675,3
1,proteins,ridge,DIABLO,-0.13863101982368561,0.13863101982368561,4
1,proteins,ridge,MESD,-0.1356896496602336,0.1356896496602336,5
1,proteins,ridge,EGF,-0.11333444342785091,0.11333444342785091,6
1,proteins,ridge,LAT2,0.10913070361417843,0.10913070361417843,7
1,proteins,ridge,RWDD1,0.1013837292496563,0.1013837292496563,8
1,proteins,ridge,MANF,0.0966343208893269,0.0966343208893269,9
1,proteins,ridge,GRAP2,-0.09487113105783715,0.09487113105783715,10
1,proteins,ridge,CASP3,-0.09305806942036496,0.09305806942036496,11
1,proteins,ridge,USP8,0.09017857108430685,0.09017857108430685,12
1,proteins,ridge,CD300LG,-0.08947789548846391,0.08947789548846391,13
1,proteins,ridge,CRKL,0.08864432598900372,0.08864432598900372,14
1,proteins,ridge,CC2D1A,0.08323549594872295,0.08323549594872295,15
1,proteins,ridge,HPCAL1,0.0765735700266627,0.0765735700266627,16
1,proteins,ridge,GFRA1,0.07587176712850398,0.07587176712850398,17
1,proteins,ridge,APOM,-0.07493440214490653,0.07493440214490653,18
1,proteins,ridge,PLPBP,0.07226255009922868,0.07226255009922868,19
1,proteins,ridge,SNAP23,0.06874414152784294,0.06874414152784294,20
1,proteins,ridge,ANXA4,-0.0673316040835421,0.0673316040835421,21
1,proteins,ridge,MFGE8,0.0667391771428417,0.0667391771428417,22
1,proteins,ridge,SIGLEC1,0.06463284522357153,0.06463284522357153,23
1,proteins,ridge,CNST,0.06401571055886743,0.06401571055886743,24
1,proteins,ridge,TNFRSF1A,0.06317667814596103,0.06317667814596103,25
