component,side,method,name,weight,abs_w,rank
1,proteins,scca,LDLR,0.32451468298858294,0.32451468298858294,1
1,proteins,scca,MFGE8,0.2215765543721013,0.2215765543721013,2
1,proteins,scca,CES1,0.18345195672848622,0.18345195672848622,3
1,proteins,scca,NPY,0.1614352426207365,0.1614352426207365,4
1,proteins,scca,FURIN,0.16035799808986734,0.16035799808986734,5
1,proteins,scca,RARRES2,0.15609188067533591,0.15609188067533591,6
1,proteins,scca,ASGR1,0.15301933360390707,0.15301933360390707,7
1,proteins,scca,AGRP,0.14943585961248942,0.14943585961248942,8
1,proteins,scca,ADH4,0.13977691858205077,0.13977691858205077,9
1,proteins,scca,CPM,0.1373902891678475,0.1373902891678475,10
1,proteins,scca,CCN1,0.13342355020159696,0.13342355020159696,11
1,proteins,scca,ACY1,0.12778196352124552,0.12778196352124552,12
1,proteins,scca,PON3,-0.1257976962830084,0.1257976962830084,13
1,proteins,scca,RBP5,0.11886013573348148,0.11886013573348148,14
1,proteins,scca,IL1RN,0.11737057877275549,0.11737057877275549,15
1,proteins,scca,SSC5D,0.11686850279547781,0.11686850279547781,16
1,proteins,scca,GUSB,0.11553581398965145,0.11553581398965145,17
1,proteins,scca,PLAT,0.1105947389931278,0.1105947389931278,18
1,proteins,scca,LEP,0.10727033423069937,0.10727033423069937,19
1,proteins,scca,F7,0.10651592689420863,0.10651592689420863,20
1,proteins,scca,CD4,0.10555166694812422,0.10555166694812422,21
1,proteins,scca,FGF21,0.10467776618882099,0.10467776618882099,22
1,proteins,scca,LPL,-0.10449159766937093,0.10449159766937093,23
1,proteins,scca,MAD1L1,0.10436834863417786,0.10436834863417786,24
1,proteins,scca,F9,0.10318566678876089,0.10318566678876089,25
