component,side,method,name,weight,abs_w,rank
4,proteins,classic,PLA2G7,0.24190594923859488,0.24190594923859488,1
4,proteins,classic,PTPN6,-0.19123776939275614,0.19123776939275614,2
4,proteins,classic,PPP1R2,-0.1823823869666533,0.1823823869666533,3
4,proteins,classic,CIAPIN1,0.1762663641580244,0.1762663641580244,4
4,proteins,classic,DAB2,0.160524748307198,0.160524748307198,5
4,proteins,classic,FGFBP1,0.14667641814248186,0.14667641814248186,6
4,proteins,classic,STAT5B,-0.14072276216545984,0.14072276216545984,7
4,proteins,classic,EGF,0.13933329824239768,0.13933329824239768,8
4,proteins,classic,GFRA1,0.1316609530769773,0.1316609530769773,9
4,proteins,classic,DIABLO,0.12995275720830346,0.12995275720830346,10
4,proteins,classic,PLIN3,-0.12593040299562724,0.12593040299562724,11
4,proteins,classic,APOM,0.12409466502411136,0.12409466502411136,12
4,proteins,classic,SRC,-0.11884821117368366,0.11884821117368366,13
4,proteins,classic,GALNT2,-0.11697017143132953,0.11697017143132953,14
4,proteins,classic,ANXA3,0.11605897714791497,0.11605897714791497,15
4,proteins,classic,VCAM1,-0.11331882219972035,0.11331882219972035,16
4,proteins,classic,REG1A,0.11097916542975042,0.11097916542975042,17
4,proteins,classic,ANGPTL4,0.11004778116872624,0.11004778116872624,18
4,proteins,classic,TBCB,0.10838250122913091,0.10838250122913091,19
4,proteins,classic,CSF1,0.10806738231445687,0.10806738231445687,20
4,proteins,classic,LAT,-0.10671214266406186,0.10671214266406186,21
4,proteins,classic,MFGE8,-0.10474681134969784,0.10474681134969784,22
4,proteins,classic,NCS1,-0.10243936618054954,0.10243936618054954,23
4,proteins,classic,SNAP29,0.10109942881510874,0.10109942881510874,24
4,proteins,classic,EIF4G1,0.09858186768674206,0.09858186768674206,25
