component,side,method,name,weight,abs_w,rank
2,proteins,ridge,PLA2G7,-0.2185523551293734,0.2185523551293734,1
2,proteins,ridge,LDLR,-0.19340608380470617,0.19340608380470617,2
2,proteins,ridge,CRKL,0.19245590961587175,0.19245590961587175,3
2,proteins,ridge,RHOC,0.19002639032338547,0.19002639032338547,4
2,proteins,ridge,MGLL,0.18915678793984017,0.18915678793984017,5
2,proteins,ridge,DBNL,-0.16347356554979714,0.16347356554979714,6
2,proteins,ridge,RWDD1,-0.13699532943611242,0.13699532943611242,7
2,proteins,ridge,PLA2G4A,-0.13568533093595408,0.13568533093595408,8
2,proteins,ridge,DIABLO,-0.13456615272795677,0.13456615272795677,9
2,proteins,ridge,FGFBP1,-0.1333680776375599,0.1333680776375599,10
2,proteins,ridge,LAT2,-0.13221011469589505,0.13221011469589505,11
2,proteins,ridge,EIF4EBP1,-0.12370545194388262,0.12370545194388262,12
2,proteins,ridge,CD69,0.12172668262427681,0.12172668262427681,13
2,proteins,ridge,ANGPTL3,-0.11446438601120133,0.11446438601120133,14
2,proteins,ridge,SNX9,0.1124611161129781,0.1124611161129781,15
2,proteins,ridge,FIS1,-0.11229442424539907,0.11229442424539907,16
2,proteins,ridge,PLPBP,0.10805647920817173,0.10805647920817173,17
2,proteins,ridge,PPP1R2,-0.10172831366671806,0.10172831366671806,18
2,proteins,ridge,CDKN1A,0.09898335673929723,0.09898335673929723,19
2,proteins,ridge,LAT,0.09766438785929105,0.09766438785929105,20
2,proteins,ridge,MED18,-0.09545338161849592,0.09545338161849592,21
2,proteins,ridge,NT5C3A,-0.09490478816882697,0.09490478816882697,22
2,proteins,ridge,MANF,-0.0911436786567644,0.0911436786567644,23
2,proteins,ridge,CNST,0.08824923494637593,0.08824923494637593,24
2,proteins,ridge,APOM,-0.08671836751344748,0.08671836751344748,25
