component,side,method,name,weight,abs_w,rank
1,proteins,classic,PLTP,-0.2147129825873628,0.2147129825873628,1
1,proteins,classic,NCK2,0.16631785896801254,0.16631785896801254,2
1,proteins,classic,LDLR,0.1497675897572698,0.1497675897572698,3
1,proteins,classic,MESD,-0.13135700164982891,0.13135700164982891,4
1,proteins,classic,DIABLO,-0.12764121726933286,0.12764121726933286,5
1,proteins,classic,EGF,-0.11556580062540452,0.11556580062540452,6
1,proteins,classic,RWDD1,0.10130222221048649,0.10130222221048649,7
1,proteins,classic,LAT2,0.09669497925882738,0.09669497925882738,8
1,proteins,classic,CASP3,-0.0918963695143307,0.0918963695143307,9
1,proteins,classic,USP8,0.08894736423431802,0.08894736423431802,10
1,proteins,classic,CRKL,0.08848950074515985,0.08848950074515985,11
1,proteins,classic,MANF,0.08833949482920152,0.08833949482920152,12
1,proteins,classic,CD300LG,-0.08530256776164946,0.08530256776164946,13
1,proteins,classic,HPCAL1,0.0821869614975444,0.0821869614975444,14
1,proteins,classic,CC2D1A,0.07905888921947807,0.07905888921947807,15
1,proteins,classic,PLPBP,0.07759536177219058,0.07759536177219058,16
1,proteins,classic,GRAP2,-0.07295756507630431,0.07295756507630431,17
1,proteins,classic,KITLG,-0.07275067823618356,0.07275067823618356,18
1,proteins,classic,APOM,-0.06908831550208529,0.06908831550208529,19
1,proteins,classic,SNAP23,0.06904214748991107,0.06904214748991107,20
1,proteins,classic,GFRA1,0.06867761587797669,0.06867761587797669,21
1,proteins,classic,TNFRSF14,0.06655777904891919,0.06655777904891919,22
1,proteins,classic,MFGE8,0.06653478936847701,0.06653478936847701,23
1,proteins,classic,ANXA4,-0.06471914873951813,0.06471914873951813,24
1,proteins,classic,TBCC,-0.06462934516279556,0.06462934516279556,25
