component,side,method,name,weight,abs_w,rank
4,proteins,ridge,PLA2G7,0.2280800730737471,0.2280800730737471,1
4,proteins,ridge,PPP1R2,-0.19920184897038704,0.19920184897038704,2
4,proteins,ridge,CIAPIN1,0.17302245237439295,0.17302245237439295,3
4,proteins,ridge,PTPN6,-0.17125169142472133,0.17125169142472133,4
4,proteins,ridge,DAB2,0.16048394258732077,0.16048394258732077,5
4,proteins,ridge,STAT5B,-0.14355722485582884,0.14355722485582884,6
4,proteins,ridge,EGF,0.1386448723834603,0.1386448723834603,7
4,proteins,ridge,GFRA1,0.12775054911709613,0.12775054911709613,8
4,proteins,ridge,FGFBP1,0.12763681837923424,0.12763681837923424,9
4,proteins,ridge,APOM,0.12425148283553801,0.12425148283553801,10
4,proteins,ridge,DIABLO,0.12417569770149188,0.12417569770149188,11
4,proteins,ridge,GALNT2,-0.11920897663371226,0.11920897663371226,12
4,proteins,ridge,SRC,-0.11917271260955552,0.11917271260955552,13
4,proteins,ridge,VCAM1,-0.11858834641584386,0.11858834641584386,14
4,proteins,ridge,CSF1,0.11623754425140052,0.11623754425140052,15
4,proteins,ridge,REG1A,0.11533547185234187,0.11533547185234187,16
4,proteins,ridge,TBCB,0.11516447302552885,0.11516447302552885,17
4,proteins,ridge,PLIN3,-0.11146686564225998,0.11146686564225998,18
4,proteins,ridge,CDKN2D,-0.1092247031007836,0.1092247031007836,19
4,proteins,ridge,MFGE8,-0.108901932376762,0.108901932376762,20
4,proteins,ridge,ANGPTL4,0.10726506539879105,0.10726506539879105,21
4,proteins,ridge,ANXA3,0.10558449065406555,0.10558449065406555,22
4,proteins,ridge,ATP5IF1,-0.10115797761157541,0.10115797761157541,23
4,proteins,ridge,LDLR,-0.10018003890078751,0.10018003890078751,24
4,proteins,ridge,TBCC,0.09846427953553888,0.09846427953553888,25
