component,side,method,name,weight,abs_w,rank
2,proteins,classic,LDLR,-0.1994949127986717,0.1994949127986717,1
2,proteins,classic,PLA2G7,-0.1939944278903292,0.1939944278903292,2
2,proteins,classic,CRKL,0.1921619271223672,0.1921619271223672,3
2,proteins,classic,RHOC,0.1890029843526248,0.1890029843526248,4
2,proteins,classic,MGLL,0.17938945094654934,0.17938945094654934,5
2,proteins,classic,DBNL,-0.16840444881336136,0.16840444881336136,6
2,proteins,classic,CD69,0.13670628263282503,0.13670628263282503,7
2,proteins,classic,PLA2G4A,-0.13661960660438807,0.13661960660438807,8
2,proteins,classic,RWDD1,-0.13440536166030081,0.13440536166030081,9
2,proteins,classic,LAT2,-0.12788822255124452,0.12788822255124452,10
2,proteins,classic,DIABLO,-0.1245159390084515,0.1245159390084515,11
2,proteins,classic,FIS1,-0.11941725141847373,0.11941725141847373,12
2,proteins,classic,EIF4EBP1,-0.11695079535353187,0.11695079535353187,13
2,proteins,classic,PPP1R2,-0.11612010260236147,0.11612010260236147,14
2,proteins,classic,ANGPTL3,-0.11508899531130473,0.11508899531130473,15
2,proteins,classic,FGFBP1,-0.10828455300440266,0.10828455300440266,16
2,proteins,classic,PLPBP,0.10693807251994343,0.10693807251994343,17
2,proteins,classic,GLOD4,0.10666803126301681,0.10666803126301681,18
2,proteins,classic,SNX9,0.10025276882646866,0.10025276882646866,19
2,proteins,classic,MED18,-0.09886994547452124,0.09886994547452124,20
2,proteins,classic,NT5C3A,-0.09870872275941264,0.09870872275941264,21
2,proteins,classic,CDKN1A,0.09821429997017977,0.09821429997017977,22
2,proteins,classic,DAPP1,-0.09810209758386525,0.09810209758386525,23
2,proteins,classic,TIA1,0.09070433156283855,0.09070433156283855,24
2,proteins,classic,LAT,0.09028285264463536,0.09028285264463536,25
