module,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
3,GO:0007159,leukocyte cell-cell adhesion,12/98,430/18986,0.027906976744186046,5.406549596582819,6.6575748826848855,2.1870174429348473e-6,2.0579834138016913e-4,1.626450340456284e-4,LGALS9/PAG1/IGFBP2/SKAP1/LGALS1/VSIG4/THY1/CD5/HAVCR2/CD27/IL7R/LAG3,12
3,GO:0001818,negative regulation of cytokine production,11/98,388/18986,0.028350515463917526,5.492478434672838,6.440121986543768,5.142626853992775e-6,4.608773209149715e-4,3.6423718018505216e-4,APOA1/ORM1/ADIPOQ/LGALS9/APOA2/CLEC4A/VSIG4/HAVCR2/SIGLEC1/PTPRS/LAG3,11
3,GO:0034114,regulation of heterotypic cell-cell adhesion,4/98,24/18986,0.16666666666666666,32.2891156462585,11.047962456220642,6.551298260519273e-6,5.604337875589669e-4,4.429179158906092e-4,APOA1/ADIPOQ/IL1RN/SKAP1,4
3,GO:0051701,biological process involved in interaction with host,8/98,204/18986,0.0392156862745098,7.597438975590236,6.824092404834352,1.0653510005840055e-5,8.384645295887327e-4,6.626491304373172e-4,LGALS9/LGALS1/MRC1/ITGAV/TNFRSF4/SIGLEC1/ITGA2/CTSB,8
3,GO:0010875,positive regulation of cholesterol efflux,4/98,27/18986,0.14814814814814814,28.701436130007554,10.375327284204413,1.0692427582428047e-5,8.384645295887327e-4,6.626491304373172e-4,PLTP/APOA1/ADIPOQ/PON1,4
3,GO:1903039,positive regulation of leukocyte cell-cell adhesion,9/98,284/18986,0.03169014084507042,6.139479735556194,6.285786896104348,1.624776532092147e-5,0.0012231317733589681,9.666565220405067e-4,LGALS9/IGFBP2/SKAP1/LGALS1/THY1/CD5/HAVCR2/CD27/IL7R,9
3,GO:0034115,negative regulation of heterotypic cell-cell adhesion,3/98,11/18986,0.2727272727272727,52.83673469387755,12.387065625047159,2.135333677838076e-5,0.0014884066598856516,0.0011763066225283438,APOA1/ADIPOQ/IL1RN,3
3,GO:0070587,regulation of cell-cell adhesion involved in gastrulation,3/98,11/18986,0.2727272727272727,52.83673469387755,12.387065625047159,2.135333677838076e-5,0.0014884066598856516,0.0011763066225283438,APOA1/ADIPOQ/IL1RN,3
3,GO:0006869,lipid transport,11/98,459/18986,0.023965141612200435,4.642879373971811,5.690808012625457,2.4718092137058812e-5,0.0016614089072123101,0.001313032488333237,PLTP/APOA1/ADIPOQ/FABP4/APOF/APOA2/TNFRSF11A/ITGAV/PON1/GAL/RETN,11
3,GO:0051250,negative regulation of lymphocyte activation,7/98,169/18986,0.04142011834319527,8.024513947590872,6.607083425781982,2.739737995080422e-5,0.0017779954850832256,0.0014051723364967828,LGALS9/PAG1/LGALS1/VSIG4/HAVCR2/GAL/LAG3,7
3,GO:0070586,cell-cell adhesion involved in gastrulation,3/98,12/18986,0.25,48.433673469387756,11.83922532198024,2.8364432920277882e-5,0.0017793954251987658,0.0014062787268895665,APOA1/ADIPOQ/IL1RN,3
3,GO:0006909,phagocytosis,8/98,239/18986,0.03347280334728033,6.484843309708821,6.1464257205655795,3.3304457304018754e-5,0.0019235511746864024,0.0015202068403332887,APOA1/ADIPOQ/COLEC12/APOA2/LEPR/ITGAV/ITGA2/SPON2,8
3,GO:0032373,positive regulation of sterol transport,4/98,36/18986,0.1111111111111111,21.52607709750567,8.879284074961488,3.4632833710410336e-5,0.0019235511746864024,0.0015202068403332887,PLTP/APOA1/ADIPOQ/PON1,4
3,GO:0032376,positive regulation of cholesterol transport,4/98,36/18986,0.1111111111111111,21.52607709750567,8.879284074961488,3.4632833710410336e-5,0.0019235511746864024,0.0015202068403332887,PLTP/APOA1/ADIPOQ/PON1,4
3,GO:0033209,tumor necrosis factor-mediated signaling pathway,6/98,119/18986,0.05042016806722689,9.768135825758876,6.9112193398811,3.514581350449944e-5,0.0019235511746864024,0.0015202068403332887,APOA1/ADIPOQ/TNFRSF1A/TNFRSF11A/TNFRSF1B/TNFRSF4,6
3,GO:0007162,negative regulation of cell adhesion,9/98,314/18986,0.028662420382165606,5.552905238528532,5.859807745633672,3.577273704252077e-5,0.0019235511746864024,0.0015202068403332887,APOA1/ADIPOQ/IL1RN/LGALS9/PAG1/LGALS1/VSIG4/HAVCR2/LAG3,9
3,GO:0033344,cholesterol efflux,5/98,74/18986,0.06756756756756757,13.090182018753449,7.505944019709193,4.017467510858737e-5,0.002077891301615247,0.001642183796175594,PLTP/APOA1/ADIPOQ/APOA2/PON1,5
3,GO:0002443,leukocyte mediated immunity,11/98,485/18986,0.02268041237113402,4.393982747738271,5.453913550069104,4.085121049934333e-5,0.002077891301615247,0.001642183796175594,CFI/LGALS9/PTGDS/C1RL/TNFRSF1B/HAVCR2/CD27/IL7R/FCER2/SPON2/LAG3,11
3,GO:0019058,viral life cycle,9/98,323/18986,0.02786377708978328,5.3981803247614835,5.742604620997292,4.455446492214578e-5,0.00220661849956522,0.0017439185300551798,LGALS9/LGALS1/MRC1/ITGAV/IL32/TNFRSF4/SIGLEC1/ITGA2/CTSB,9
3,GO:0032371,regulation of sterol transport,5/98,77/18986,0.06493506493506493,12.580174927113701,7.334179806008159,4.8677354619618326e-5,0.0022902695348530422,0.0018100290020400184,PLTP/APOA1/ADIPOQ/APOA2/PON1,5
3,GO:0032374,regulation of cholesterol transport,5/98,77/18986,0.06493506493506493,12.580174927113701,7.334179806008159,4.8677354619618326e-5,0.0022902695348530422,0.0018100290020400184,PLTP/APOA1/ADIPOQ/APOA2/PON1,5
3,GO:0032640,tumor necrosis factor production,7/98,188/18986,0.03723404255319149,7.21352583586626,6.167179116195329,5.403281730780036e-5,0.002410522730365482,0.0019050666245351673,ORM1/ADIPOQ/LGALS9/CLEC4A/HAVCR2/SPON2/TNFRSF8,7
3,GO:0032680,regulation of tumor necrosis factor production,7/98,188/18986,0.03723404255319149,7.21352583586626,6.167179116195329,5.403281730780036e-5,0.002410522730365482,0.0019050666245351673,ORM1/ADIPOQ/LGALS9/CLEC4A/HAVCR2/SPON2/TNFRSF8,7
3,GO:0032720,negative regulation of tumor necrosis factor production,5/98,79/18986,0.06329113924050633,12.261689485920952,7.2248882424504846,5.5075705316533325e-5,0.002410522730365482,0.0019050666245351673,ORM1/ADIPOQ/LGALS9/CLEC4A/HAVCR2,5
3,GO:0050870,positive regulation of T cell activation,8/98,260/18986,0.03076923076923077,5.961067503924647,5.801825365270813,6.0378045668621706e-5,0.00244950044147476,0.0019358712029777033,LGALS9/IGFBP2/LGALS1/THY1/CD5/HAVCR2/CD27/IL7R,8
3,GO:0022409,positive regulation of cell-cell adhesion,9/98,336/18986,0.026785714285714284,5.189322157434402,5.580836906046916,6.041625992956979e-5,0.00244950044147476,0.0019358712029777033,LGALS9/IGFBP2/SKAP1/LGALS1/THY1/CD5/HAVCR2/CD27/IL7R,9
3,GO:0051251,positive regulation of lymphocyte activation,9/98,336/18986,0.026785714285714284,5.189322157434402,5.580836906046916,6.041625992956979e-5,0.00244950044147476,0.0019358712029777033,LGALS9/IGFBP2/LGALS1/THY1/CD5/HAVCR2/CD27/TNFRSF4/IL7R,9
3,GO:1903556,negative regulation of tumor necrosis factor superfamily cytokine production,5/98,81/18986,0.06172839506172839,11.958931720836482,7.119471260509252,6.210503058410193e-5,0.00244950044147476,0.0019358712029777033,ORM1/ADIPOQ/LGALS9/CLEC4A/HAVCR2,5
3,GO:0071706,tumor necrosis factor superfamily cytokine production,7/98,193/18986,0.03626943005181347,7.026646928201331,6.061522173661773,6.377551627644167e-5,0.00244950044147476,0.0019358712029777033,ORM1/ADIPOQ/LGALS9/CLEC4A/HAVCR2/SPON2/TNFRSF8,7
3,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,7/98,193/18986,0.03626943005181347,7.026646928201331,6.061522173661773,6.377551627644167e-5,0.00244950044147476,0.0019358712029777033,ORM1/ADIPOQ/LGALS9/CLEC4A/HAVCR2/SPON2/TNFRSF8,7
3,GO:0050868,negative regulation of T cell activation,6/98,134/18986,0.04477611940298507,8.674687785561986,6.421844010307903,6.832205254754536e-5,0.0024788328671484176,0.0019590529902571248,LGALS9/PAG1/LGALS1/VSIG4/HAVCR2/LAG3,6
3,GO:0051384,response to glucocorticoid,6/98,134/18986,0.04477611940298507,8.674687785561986,6.421844010307903,6.832205254754536e-5,0.0024788328671484176,0.0019590529902571248,ADIPOQ/IL1RN/SERPINF1/IGFBP2/APOA2/PTGDS,6
3,GO:0002695,negative regulation of leukocyte activation,7/98,196/18986,0.03571428571428571,6.919096209912536,5.999919123338639,7.028040683900222e-5,0.0024788328671484176,0.0019590529902571248,LGALS9/PAG1/LGALS1/VSIG4/HAVCR2/GAL/LAG3,7
3,GO:0002700,regulation of production of molecular mediator of immune response,7/98,196/18986,0.03571428571428571,6.919096209912536,5.999919123338639,7.028040683900222e-5,0.0024788328671484176,0.0019590529902571248,APOA1/APOA2/MZB1/TNFRSF1B/TNFRSF4/CD22/SPON2,7
3,GO:0070571,negative regulation of neuron projection regeneration,3/98,16/18986,0.1875,36.32525510204081,10.182091237009644,7.112485378640517e-5,0.0024788328671484176,0.0019590529902571248,RTN4R/THY1/PTPRS,3
3,GO:0034375,high-density lipoprotein particle remodeling,3/98,17/18986,0.17647058823529413,34.188475390156064,9.860862345912967,8.604261936487464e-5,0.002912313020205185,0.002301637841909462,PLTP/APOA1/APOA2,3
3,GO:0032102,negative regulation of response to external stimulus,10/98,437/18986,0.02288329519450801,4.4332881894176435,5.230173295840096,8.665756064372496e-5,0.002912313020205185,0.002301637841909462,APOA1/ADIPOQ/LGALS9/TNFRSF1A/RTN4R/VSIG4/TNFRSF1B/HAVCR2/PTPRS/SIGLEC10,10
3,GO:0097006,regulation of plasma lipoprotein particle levels,5/98,91/18986,0.054945054945054944,10.644763399865441,6.642998858513125,1.0823225839775357e-4,0.0035735633386767057,0.0028242323382460903,PLTP/APOA1/ADIPOQ/APOA2/HMOX1,5
3,GO:0042113,B cell activation,8/98,284/18986,0.028169014084507043,5.457315320494395,5.451472848415997,1.1162834940224986e-4,0.003622147475431625,0.0028626289964678595,LGALS1/MZB1/CD27/CD79B/TNFRSF4/IL7R/CD22/FCRL1,8
3,GO:0042098,T cell proliferation,7/98,215/18986,0.03255813953488372,6.3076411960132885,5.637706113812555,1.2525715656384174e-4,0.003995490994121189,0.003157687104811925,LGALS9/IGFBP2/VSIG4/TNFRSF1B/HAVCR2/TNFRSF4/TNFRSF9,7
3,GO:0002696,positive regulation of leukocyte activation,9/98,371/18986,0.02425876010781671,4.699763463336817,5.183877680632692,1.284293317753536e-4,0.0040284000400202585,0.0031836955403258716,LGALS9/IGFBP2/LGALS1/THY1/CD5/HAVCR2/CD27/TNFRSF4/IL7R,9
3,GO:0050866,negative regulation of cell activation,7/98,219/18986,0.0319634703196347,6.192433137638617,5.566995815362387,1.4040106923129966e-4,0.004308950821899068,0.0034054183742621975,LGALS9/PAG1/LGALS1/VSIG4/HAVCR2/GAL/LAG3,7
3,GO:1903038,negative regulation of leukocyte cell-cell adhesion,6/98,153/18986,0.0392156862745098,7.597438975590236,5.901829998819909,1.4195268382451764e-4,0.004308950821899068,0.0034054183742621975,LGALS9/PAG1/LGALS1/VSIG4/HAVCR2/LAG3,6
3,GO:0071356,cellular response to tumor necrosis factor,7/98,221/18986,0.03167420814479638,6.13639301874596,5.532296541175646,1.4851188301074584e-4,0.004436497838511487,0.003506220395892796,APOA1/ADIPOQ/FABP4/TNFRSF1A/TNFRSF11A/TNFRSF1B/TNFRSF4,7
3,GO:0031348,negative regulation of defense response,8/98,297/18986,0.026936026936026935,5.218442932728647,5.277919020500031,1.5185205813035335e-4,0.004465399584395703,0.003529061811483376,APOA1/ADIPOQ/LGALS9/TNFRSF1A/VSIG4/TNFRSF1B/HAVCR2/SIGLEC10,8
3,GO:0008037,cell recognition,6/98,156/18986,0.038461538461538464,7.451334379905809,5.8278993557858945,1.5783199290755429e-4,0.00450060319169723,0.003556883667916654,COLEC12/CD5/HAVCR2/FOLR2/NCAM2/SPON2,6
3,GO:0031960,response to corticosteroid,6/98,156/18986,0.038461538461538464,7.451334379905809,5.8278993557858945,1.5783199290755429e-4,0.00450060319169723,0.003556883667916654,ADIPOQ/IL1RN/SERPINF1/IGFBP2/APOA2/PTGDS,6
3,GO:0002449,lymphocyte mediated immunity,9/98,386/18986,0.023316062176165803,4.517130168129428,5.028644954624277,1.7286716644606743e-4,0.004792978692458274,0.0037879517268547135,CFI/LGALS9/C1RL/TNFRSF1B/HAVCR2/CD27/IL7R/FCER2/LAG3,9
3,GO:0010874,regulation of cholesterol efflux,4/98,54/18986,0.07407407407407407,14.350718065003777,7.076664529853785,1.7317882629498547e-4,0.004792978692458274,0.0037879517268547135,PLTP/APOA1/ADIPOQ/PON1,4
3,GO:0050764,regulation of phagocytosis,5/98,102/18986,0.049019607843137254,9.496798719487794,6.197745974281505,1.8537722672179268e-4,0.00497339554234277,0.0039305374469099695,APOA1/ADIPOQ/APOA2/ITGAV/ITGA2,5
3,GO:0034381,plasma lipoprotein particle clearance,4/98,55/18986,0.07272727272727272,14.089795918367347,7.002494785892438,1.860262646050335e-4,0.00497339554234277,0.0039305374469099695,APOA1/ADIPOQ/APOA2/HMOX1,4
3,GO:0002440,production of molecular mediator of immune response,7/98,230/18986,0.030434782608695653,5.896273291925467,5.381270311727453,1.8985467197425138e-4,0.00497339554234277,0.0039305374469099695,APOA1/APOA2/MZB1/TNFRSF1B/TNFRSF4/CD22/SPON2,7
3,GO:0050867,positive regulation of cell activation,9/98,391/18986,0.023017902813299233,4.459366355237748,4.978656876135727,1.902680547548775e-4,0.00497339554234277,0.0039305374469099695,LGALS9/IGFBP2/LGALS1/THY1/CD5/HAVCR2/CD27/TNFRSF4/IL7R,9
3,GO:0032760,positive regulation of tumor necrosis factor production,5/98,108/18986,0.046296296296296294,8.969198790627361,5.98237866237983,2.421204086320189e-4,0.006242063137609035,0.004933181505364711,ORM1/LGALS9/HAVCR2/SPON2/TNFRSF8,5
3,GO:0007160,cell-matrix adhesion,7/98,241/18986,0.029045643153526972,5.627148784825133,5.207204271803443,2.525406186416111e-4,0.00642272222004746,0.005075958664873349,SKAP1/EPHA1/THY1/ITGAV/ITGA11/SIGLEC1/ITGA2,7
3,GO:0044403,biological process involved in symbiotic interaction,8/98,322/18986,0.024844720496894408,4.8132843199391555,4.971072672239999,2.628826942951371e-4,0.006575837792643556,0.0051969678399269225,LGALS9/LGALS1/MRC1/ITGAV/TNFRSF4/SIGLEC1/ITGA2/CTSB,8
3,GO:0034612,response to tumor necrosis factor,7/98,243/18986,0.02880658436213992,5.580834803057026,5.176706776724395,2.655492413607387e-4,0.006575837792643556,0.0051969678399269225,APOA1/ADIPOQ/FABP4/TNFRSF1A/TNFRSF11A/TNFRSF1B/TNFRSF4,7
3,GO:0007229,integrin-mediated signaling pathway,5/98,111/18986,0.04504504504504504,8.726788012502297,5.8808805483168785,2.7501601809343116e-4,0.006721820078595292,0.005312339488257256,APOA1/THY1/ITGAV/ITGA11/ITGA2,5
3,GO:0008211,glucocorticoid metabolic process,3/98,25/18986,0.12,23.24816326530612,8.017867955156422,2.8243330065503766e-4,0.006744656157564872,0.005330387130510188,APOA1/SERPINA6/GAL,3
3,GO:0031341,regulation of cell killing,5/98,112/18986,0.044642857142857144,8.648870262390671,5.847896561543938,2.867016432546173e-4,0.006744656157564872,0.005330387130510188,LGALS9/HAVCR2/IL7R/FCER2/LAG3,5
3,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,5/98,112/18986,0.044642857142857144,8.648870262390671,5.847896561543938,2.867016432546173e-4,0.006744656157564872,0.005330387130510188,ORM1/LGALS9/HAVCR2/SPON2/TNFRSF8,5
3,GO:0001911,negative regulation of leukocyte mediated cytotoxicity,3/98,26/18986,0.11538461538461539,22.354003139717424,7.848237938616773,3.180796668836076e-4,0.007390443618209253,0.005840761134587882,LGALS9/HAVCR2/IL7R,3
3,GO:0008202,steroid metabolic process,8/98,334/18986,0.023952095808383235,4.640351949162898,4.834808253550434,3.3600408909687635e-4,0.007711703605857577,0.006094656969112789,APOA1/APOF/APOA2/HSD11B1/LEPR/SERPINA6/PON1/GAL,8
3,GO:0032757,positive regulation of interleukin-8 production,4/98,65/18986,0.06153846153846154,11.922135007849294,6.353565734609408,3.550146287559511e-4,0.008049849774924097,0.006361898166546087,ADIPOQ/LGALS9/APOA2/GDF2,4
3,GO:0042129,regulation of T cell proliferation,6/98,182/18986,0.03296703296703297,6.3868580399192645,5.259826938373495,3.6251904947211814e-4,0.00812215298936341,0.006419040312081491,LGALS9/IGFBP2/VSIG4/TNFRSF1B/HAVCR2/TNFRSF9,6
3,GO:0006956,complement activation,4/98,67/18986,0.05970149253731343,11.566250380749315,6.2407180491068415,3.987602884810453e-4,0.008829021916721497,0.006977687772429932,CFI/CFB/C1RL/VSIG4,4
3,GO:0030301,cholesterol transport,5/98,123/18986,0.04065040650406504,7.87539406006305,5.51023498100719,4.4162358769321553e-4,0.009562183272625797,0.007557114471849796,PLTP/APOA1/ADIPOQ/APOA2/PON1,5
3,GO:0031342,negative regulation of cell killing,3/98,29/18986,0.10344827586206896,20.04152005629838,7.391646007701895,4.420350397016176e-4,0.009562183272625797,0.007557114471849796,LGALS9/HAVCR2/IL7R,3
3,GO:0032703,negative regulation of interleukin-2 production,3/98,30/18986,0.1,19.373469387755105,7.2544384284405,4.893167586918256e-4,0.010464706134750179,0.008270389713296047,VSIG4/HAVCR2/LAG3,3
3,GO:0016032,viral process,9/98,452/18986,0.01991150442477876,3.857549214376016,4.428979890634255,5.489975644372572e-4,0.011564628031650011,0.009139671910465613,LGALS9/LGALS1/MRC1/ITGAV/IL32/TNFRSF4/SIGLEC1/ITGA2/CTSB,9
3,GO:0032722,positive regulation of chemokine production,4/98,73/18986,0.0547945205479452,10.615599664523344,5.929020391000859,5.530374722893204e-4,0.011564628031650011,0.009139671910465613,ADIPOQ/LGALS9/HAVCR2/HMOX1,4
3,GO:0031589,cell-substrate adhesion,8/98,361/18986,0.0221606648199446,4.293289615014981,4.550516950659469,5.622061114634523e-4,0.011587918930045286,0.00915807900226746,APOA1/SKAP1/EPHA1/THY1/ITGAV/ITGA11/SIGLEC1/ITGA2,8
3,GO:0002706,regulation of lymphocyte mediated immunity,6/98,198/18986,0.030303030303030304,5.870748299319728,4.96264670472484,5.664657500340948e-4,0.011587918930045286,0.00915807900226746,LGALS9/TNFRSF1B/HAVCR2/IL7R/FCER2/LAG3,6
3,GO:0015918,sterol transport,5/98,132/18986,0.03787878787878788,7.338435374149661,5.263718221191371,6.095729178202163e-4,0.012335658401480076,0.00974902697091076,PLTP/APOA1/ADIPOQ/APOA2/PON1,5
3,GO:0034368,protein-lipid complex remodeling,3/98,33/18986,0.09090909090909091,17.612244897959183,6.879734287851083,6.502318634494483e-4,0.012881435442230122,0.01018036147428333,PLTP/APOA1/APOA2,3
3,GO:0034369,plasma lipoprotein particle remodeling,3/98,33/18986,0.09090909090909091,17.612244897959183,6.879734287851083,6.502318634494483e-4,0.012881435442230122,0.01018036147428333,PLTP/APOA1/APOA2,3
3,GO:0070570,regulation of neuron projection regeneration,3/98,34/18986,0.08823529411764706,17.094237695078032,6.765621494188504,7.104978838376061e-4,0.013928718931066404,0.011008042871299754,RTN4R/THY1/PTPRS,3
3,GO:0010614,negative regulation of cardiac muscle hypertrophy,3/98,35/18986,0.08571428571428572,16.60583090379009,6.6562588837023196,7.742095563847341e-4,0.014717801869859288,0.011631665105493134,TNFRSF1A/TNFRSF1B/BMP10,3
3,GO:0034367,protein-containing complex remodeling,3/98,35/18986,0.08571428571428572,16.60583090379009,6.6562588837023196,7.742095563847341e-4,0.014717801869859288,0.011631665105493134,PLTP/APOA1/APOA2,3
3,GO:0050858,negative regulation of antigen receptor-mediated signaling pathway,3/98,35/18986,0.08571428571428572,16.60583090379009,6.6562588837023196,7.742095563847341e-4,0.014717801869859288,0.011631665105493134,THY1/CD72/CD22,3
3,GO:0014741,negative regulation of muscle hypertrophy,3/98,37/18986,0.08108108108108109,15.708218422504137,6.450496387787879,9.122761219648496e-4,0.017118110726871503,0.013528659576637077,TNFRSF1A/TNFRSF1B/BMP10,3
3,GO:0043086,negative regulation of catalytic activity,9/98,486/18986,0.018518518518518517,3.5876795162509443,4.162632876788988,9.186658785409254e-4,0.017118110726871503,0.013528659576637077,ADIPOQ/SERPINF1/APOA2/EPHA1/THY1/SERPINA6/WFIKKN2/CSTB/TIMP4,9
3,GO:0002819,regulation of adaptive immune response,6/98,221/18986,0.027149321266968326,5.259765444639394,4.588100160869645,0.0010042846897199975,0.01853003711816701,0.014644522874864362,SKAP1/LGALS1/TNFRSF1B/HAVCR2/IL7R/FCER2,6
3,GO:0008203,cholesterol metabolic process,5/98,148/18986,0.033783783783783786,6.5450910093767245,4.8780639715964265,0.0010208871920247657,0.01860175334784177,0.014701201118910687,APOA1/APOF/APOA2/LEPR/PON1,5
3,GO:0009612,response to mechanical stimulus,6/98,222/18986,0.02702702702702703,5.23607280750138,4.5730141223991705,0.0010279396111453475,0.01860175334784177,0.014701201118910687,TNFRSF1A/IGFBP2/TNFRSF11A/RETN/ITGA2/TNFRSF8,6
3,GO:0043123,positive regulation of canonical NF-kappaB signal transduction,6/98,223/18986,0.026905829596412557,5.212592660382539,4.55801878316919,0.0010520209242720698,0.018856222661714623,0.014902311438560748,ADIPOQ/LGALS9/TNFRSF1A/LGALS1/SHISA5/HMOX1,6
3,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,8/98,400/18986,0.02,3.874693877551021,4.185563979496097,0.0010926892466913143,0.019400388323330697,0.015332372448608016,CFI/C1RL/LGALS1/TNFRSF1B/HAVCR2/CD27/IL7R/FCER2,8
3,GO:0018158,protein oxidation,2/98,10/18986,0.2,38.74693877551021,8.600124778234933,0.0011551790409757973,0.019931914470308017,0.015752444290254058,APOA1/APOA2,2
