module,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
5,GO:0097191,extrinsic apoptotic signaling pathway,25/487,236/18986,0.1059322033898305,4.1298332927296135,7.85004644970723,2.224636348218443e-9,3.52889553858408e-7,2.5490763307239907e-7,CD40LG/FGA/IL1B/BID/ITGA6/APP/PF4/LGALS3/PARK7/HSPA1A/FADD/CRADD/BCL2L1/DIABLO/IL7/HTRA2/BAX/SRC/CASP2/STK4/CASP8/CASP10/TNFSF12/COL2A1/TNF,25
5,GO:0050867,positive regulation of cell activation,33/487,391/18986,0.08439897698209718,3.2903469753225814,7.424842115881036,2.2661198099853484e-9,3.52889553858408e-7,2.5490763307239907e-7,MMP8/CD40LG/GP5/IL1B/APP/LILRA5/CD226/VSIR/CCL5/GP1BA/LYN/MIF/LBP/FADD/AP3B1/PLA2G4A/NCK2/MDK/IL7/STAT5B/PTPN6/SRC/IL2RA/TREM2/GP1BB/CCL3/B2M/VAV3/TNFSF13/ADAM8/AIF1/TNFSF13B/TNF,33
5,GO:0097530,granulocyte migration,20/487,156/18986,0.1282051282051282,4.998157215816353,8.135657587962745,3.449845144972811e-9,5.168832216080835e-7,3.733674662634493e-7,IL1B/PPBP/PF4/CCL5/PPIB/LGALS3/LBP/IRAK4/CCL18/MDK/JAM3/CCL26/CXCL3/CXCL11/CCL3/VAV3/CXCL5/CCL13/ADAM8/CCL11,20
5,GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,29/487,317/18986,0.0914826498422713,3.5665083981629624,7.476656840773595,3.5481354893380393e-9,5.168832216080835e-7,3.733674662634493e-7,PDGFB/EGF/ANGPT1/PDGFA/APP/SEMA4D/SERPINE2/HCLS1/F2R/HPSE/MYDGF/CCL5/PARK7/STK11/RRAS/PTPN6/STAMBP/SRC/SPRY2/PTPN1/BANK1/TREM2/CCL3/INPPL1/VAV3/ADAM8/SH2B3/VEGFB/TNF,29
5,GO:0071219,cellular response to molecule of bacterial origin,25/487,242/18986,0.10330578512396695,4.027440731752847,7.69038088889642,3.738317825926816e-9,5.27570103183922e-7,3.8108707047852644e-7,MMP8/MMP9/IL1B/PPBP/PF4/CASP1/CD14/LYN/MIF/LBP/IRAK4/CASP7/PLSCR3/BCR/SRC/CXCL3/TNIP1/CXCL11/TREM2/NFKB1/B2M/CXCL5/IRAK1/GIT1/TNF,25
5,GO:0071222,cellular response to lipopolysaccharide,24/487,228/18986,0.10526315789473684,4.103750135091321,7.649914202428765,5.302426759995833e-9,7.167345946093574e-7,5.177288957844386e-7,MMP8/MMP9/IL1B/PPBP/PF4/CASP1/CD14/LYN/MIF/LBP/IRAK4/CASP7/PLSCR3/BCR/SRC/CXCL3/TNIP1/CXCL11/NFKB1/B2M/CXCL5/IRAK1/GIT1/TNF,24
5,GO:0071621,granulocyte chemotaxis,18/487,129/18986,0.13953488372093023,5.4398548302373335,8.20961857610855,5.396141766323771e-9,7.167345946093574e-7,5.177288957844386e-7,IL1B/PPBP/PF4/CCL5/PPIB/LGALS3/LBP/CCL18/MDK/JAM3/CCL26/CXCL3/CXCL11/CCL3/VAV3/CXCL5/CCL13/CCL11,18
5,GO:0043410,positive regulation of MAPK cascade,36/487,472/18986,0.07627118644067797,2.973479970765322,7.044484984967169,6.2631276655201455e-9,7.806527633100102e-7,5.638997980275329e-7,FGA/IL1B/PDGFB/EGF/ANGPT1/PDGFA/APP/LILRA5/F2R/MYDGF/LYN/ERP29/MIF/DOK2/TMEM106A/MAP2K1/CRKL/EIF2AK2/MINK1/MAP2K6/FLT4/SRC/MARCO/DOK1/AXIN1/SPRY2/PTPN1/BANK1/TREM2/CCL3/EDAR/PDE5A/ADAM8/VEGFB/SOD1/TNF,36
5,GO:0007159,leukocyte cell-cell adhesion,34/487,430/18986,0.07906976744186046,3.082584403801156,7.087454971319081,6.808055286280686e-9,7.806527633100102e-7,5.638997980275329e-7,OLR1/CD40LG/IL1B/SDC4/SEMA4D/VSIR/TNFAIP8L2/CCL5/GP1BA/CLEC4G/LYN/LGALS3/CD69/FADD/LRG1/AP3B1/NCK2/MDK/CASP3/IL7/STAT5B/PTPN6/PRKAR1A/SRC/IL2RA/TNIP1/CCL28/B2M/PDE5A/ADAM8/AIF1/TNFSF13B/IRAK1/TNF,34
5,GO:1990868,response to chemokine,16/487,102/18986,0.1568627450980392,6.115392358175303,8.404806038997377,6.8624447978834855e-9,7.806527633100102e-7,5.638997980275329e-7,PPBP/PF4/CCL5/LYN/CCL18/CCL17/CCL20/CCL26/CXCL3/CXCL11/TREM2/CCL3/CXCL5/CCL13/CCL11/SH2B3,16
5,GO:1990869,cellular response to chemokine,16/487,102/18986,0.1568627450980392,6.115392358175303,8.404806038997377,6.8624447978834855e-9,7.806527633100102e-7,5.638997980275329e-7,PPBP/PF4/CCL5/LYN/CCL18/CCL17/CCL20/CCL26/CXCL3/CXCL11/TREM2/CCL3/CXCL5/CCL13/CCL11/SH2B3,16
5,GO:0071674,mononuclear cell migration,24/487,231/18986,0.1038961038961039,4.050454678791435,7.568462925061694,6.872796092141585e-9,7.806527633100102e-7,5.638997980275329e-7,PDGFB/APP/PF4/CCL5/CXCL16/LYN/LGALS3/MIF/CD69/FADD/CRKL/MDK/BCR/CCL20/LGMN/JAM3/CCL26/C5/CXCL11/TREM2/CCL3/ADAM8/AIF1/TNF,24
5,GO:0050818,regulation of coagulation,14/487,76/18986,0.18421052631578946,7.181562736409813,8.761025978189375,7.110586363065306e-9,7.806527633100102e-7,5.638997980275329e-7,FGA/PDGFB/ANGPT1/PDGFA/SERPING1/SERPINE2/PF4/F2R/HPSE/GP1BA/F11/PRKG1/SH2B3/ANXA2,14
5,GO:0097193,intrinsic apoptotic signaling pathway,29/487,327/18986,0.08868501529051988,3.4574408630509454,7.272913539529665,7.179855225778427e-9,7.806527633100102e-7,5.638997980275329e-7,MMP9/BID/APP/TRIAP1/ERP29/MIF/PARK7/HSPA1A/STK11/ENO1/NCK2/BCL2L1/DIABLO/CASP3/FHIT/PPM1F/HTRA2/BAX/SRC/CDKN2D/CASP2/STK24/PTPN1/HNRNPK/ITPR1/TREM2/PPIF/SOD1/TNF,29
5,GO:0002697,regulation of immune effector process,33/487,410/18986,0.08048780487804878,3.1378674813442182,7.1005544754204335,7.383109404481125e-9,7.806527633100102e-7,5.638997980275329e-7,CD40LG/IL1B/CD84/ANGPT1/SERPING1/CD226/STX7/CLEC4G/LYN/LGALS3/MIF/LBP/GPI/CD69/FADD/VAMP8/C4BPB/BCR/STAT5B/PTPN6/PGLYRP1/BST2/GRN/CLC/STXBP1/CD59/ACP5/TREM2/MAPKAPK2/B2M/TNFSF13/TNF/MAVS,33
5,GO:0071675,regulation of mononuclear cell migration,19/487,147/18986,0.1292517006802721,5.038958499210772,7.976177135034974,7.433141900427467e-9,7.806527633100102e-7,5.638997980275329e-7,APP/CCL5/LYN/LGALS3/MIF/CD69/FADD/CRKL/MDK/BCR/CCL20/LGMN/JAM3/C5/TREM2/CCL3/ADAM8/AIF1/TNF,19
5,GO:0007162,negative regulation of cell adhesion,28/487,314/18986,0.08917197452229299,3.4764252736760874,7.179435323488365,1.1627442453821029e-8,1.1933984118512674e-6,8.620441187653437e-7,SDC4/ANGPT1/SEMA4D/SERPINE2/VSIR/TNFAIP8L2/CLEC4G/SPINT2/PLXNB3/LGALS3/PLXNA4/CD69/MDK/CASP3/FXYD5/PPM1F/PTPN6/RGCC/PRKAR1A/JAM3/SRC/PTPN1/PRKG1/IL2RA/GBP1/CCL28/PDE5A/SH2B3,28
5,GO:0070371,ERK1 and ERK2 cascade,28/487,319/18986,0.0877742946708464,3.4219358493237984,7.078094694912355,1.6395427226489995e-8,1.6453722078850849e-6,1.1885246543834501e-6,FGA/IL1B/PDGFB/EGF/ANGPT1/PDGFA/APP/F2R/LYN/MIF/DAB2/MAP2K1/CRKL/RRAS/PTPN6/FLT4/SRC/MARCO/SPRY2/PTPN1/TNIP1/GBP1/TREM2/CCL3/INPPL1/CCL11/VEGFB/TNF,28
5,GO:0070661,leukocyte proliferation,29/487,341/18986,0.08504398826979472,3.315493144333311,7.000598172344824,1.833119167954359e-8,1.734770637273007e-6,1.2531010686935455e-6,CD40LG/IL1B/BID/SDC4/VSIR/CCL5/CLEC4G/LYN/LGALS3/MIF/FADD/NCK2/BCL2L1/CASP3/IL7/STAT5B/PTPN6/PRKAR1A/BAX/BST2/CLC/IL2RA/TREM2/VAV3/PDE5A/AIF1/TNFSF13B/FKBP1B/AZI2,29
5,GO:0030193,regulation of blood coagulation,13/487,69/18986,0.18840579710144928,7.345117995417076,8.567098719603138,1.8511547044303742e-8,1.734770637273007e-6,1.2531010686935455e-6,FGA/PDGFB/PDGFA/SERPING1/SERPINE2/PF4/F2R/HPSE/GP1BA/F11/PRKG1/SH2B3/ANXA2,13
5,GO:0031640,killing of cells of another organism,17/487,124/18986,0.13709677419354838,5.344803603364906,7.875584171264293,1.882279920867523e-8,1.734770637273007e-6,1.2531010686935455e-6,CFHR5/PPBP/GZMB/PF4/LGALS3/CCL18/CCL17/CCL20/PGLYRP1/C5/CXCL3/C8B/GBP1/CXCL11/CCL28/CCL13/CCL11,17
5,GO:0141061,disruption of cell in another organism,17/487,124/18986,0.13709677419354838,5.344803603364906,7.875584171264293,1.882279920867523e-8,1.734770637273007e-6,1.2531010686935455e-6,CFHR5/PPBP/GZMB/PF4/LGALS3/CCL18/CCL17/CCL20/PGLYRP1/C5/CXCL3/C8B/GBP1/CXCL11/CCL28/CCL13/CCL11,17
5,GO:2001234,negative regulation of apoptotic signaling pathway,24/487,244/18986,0.09836065573770492,3.834651765577137,7.230732836361719,2.0110380782027005e-8,1.816369592232679e-6,1.3120435798631934e-6,MMP9/FGA/IL1B/BID/ITGA6/BDNF/TRIAP1/PF4/LGALS3/MIF/FXN/PARK7/HSPA1A/ENO1/BCL2L1/IL7/HTRA2/BAX/SRC/CDKN2D/PTPN1/PPIF/COL2A1/TNF,24
5,GO:0032944,regulation of mononuclear cell proliferation,24/487,245/18986,0.09795918367346938,3.819000125717638,7.205720496878253,2.1771435590163698e-8,1.8936476405208556e-6,1.3678649102545641e-6,CD40LG/IL1B/BID/SDC4/VSIR/CCL5/CLEC4G/LYN/LGALS3/MIF/FADD/NCK2/BCL2L1/CASP3/IL7/STAT5B/PTPN6/PRKAR1A/CLC/IL2RA/VAV3/PDE5A/AIF1/TNFSF13B,24
5,GO:0001906,cell killing,25/487,264/18986,0.0946969696969697,3.691820670773443,7.146075855596793,2.180462296436769e-8,1.8936476405208556e-6,1.3678649102545641e-6,CFHR5/PPBP/GZMB/PF4/CD226/STX7/LGALS3/FADD/CCL18/EBAG9/CCL17/STAT5B/CCL20/PTPN6/PGLYRP1/C5/CXCL3/C8B/GBP1/CD59/CXCL11/CCL28/B2M/CCL13/CCL11,25
5,GO:0045862,positive regulation of proteolysis,28/487,325/18986,0.08615384615384615,3.3587616490285894,6.959113780352385,2.4519300050590908e-8,2.0378499058343265e-6,1.472028543699729e-6,IL1B/EGF/APP/F2R/VSIR/CASP1/LYN/DAB2/HSPA1A/FADD/IST1/CRADD/ATP5IF1/ENO1/DIABLO/PPM1F/SIRT2/NUB1/HTRA2/LGMN/SRC/AXIN1/GRN/CASP8/TREM2/ADAM8/TNF/ANXA2,28
5,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,21/487,192/18986,0.109375,4.264052874743326,7.37554035474204,2.4675651359090023e-8,2.0378499058343265e-6,1.472028543699729e-6,PDGFB/EGF/ANGPT1/PDGFA/APP/SEMA4D/HCLS1/F2R/HPSE/MYDGF/CCL5/PARK7/PTPN6/SRC/SPRY2/TREM2/CCL3/VAV3/ADAM8/VEGFB/TNF,21
5,GO:0032943,mononuclear cell proliferation,27/487,305/18986,0.08852459016393442,3.451186589019423,7.0019964531995145,2.481880974776084e-8,2.0378499058343265e-6,1.472028543699729e-6,CD40LG/IL1B/BID/SDC4/VSIR/CCL5/CLEC4G/LYN/LGALS3/MIF/FADD/NCK2/BCL2L1/CASP3/IL7/STAT5B/PTPN6/PRKAR1A/BAX/CLC/IL2RA/VAV3/PDE5A/AIF1/TNFSF13B/FKBP1B/AZI2,27
5,GO:1900046,regulation of hemostasis,13/487,71/18986,0.18309859154929578,7.1382132631518065,8.407437160706355,2.655866631141141e-8,2.141766733255963e-6,1.5470922349448112e-6,FGA/PDGFB/PDGFA/SERPING1/SERPINE2/PF4/F2R/HPSE/GP1BA/F11/PRKG1/SH2B3/ANXA2,13
5,GO:0141060,disruption of anatomical structure in another organism,17/487,127/18986,0.13385826771653545,5.218548400135815,7.7392918017546,2.7089061342056357e-8,2.146214052995202e-6,1.5503047294373527e-6,CFHR5/PPBP/GZMB/PF4/LGALS3/CCL18/CCL17/CCL20/PGLYRP1/C5/CXCL3/C8B/GBP1/CXCL11/CCL28/CCL13/CCL11,17
5,GO:0071216,cellular response to biotic stimulus,25/487,269/18986,0.09293680297397769,3.6231994687144566,7.030480219548738,3.165807303642742e-8,2.4232330508829007e-6,1.750407725673887e-6,MMP8/MMP9/IL1B/PPBP/PF4/CASP1/CD14/LYN/MIF/LBP/IRAK4/CASP7/PLSCR3/BCR/SRC/CXCL3/TNIP1/CXCL11/TREM2/NFKB1/B2M/CXCL5/IRAK1/GIT1/TNF,25
5,GO:0006457,protein folding,23/487,231/18986,0.09956709956709957,3.881685733841791,7.149731412138769,3.165871346370486e-8,2.4232330508829007e-6,1.750407725673887e-6,TXNDC5/TBCC/MESD/DNAJB14/DNAJA2/PPIB/DFFA/ERP29/PDIA4/PDCD5/HSPA1A/TBCA/TBCB/CDC37/DNAJB6/NUDC/FKBP5/GRN/FKBP4/B2M/PPIF/FKBP1B/ST13,23
